ScanNumber	RetentionTime	MSLevel	PrecursorMZ	NCE	ScanTIC	TotalOxoSignal	ScanInjTime	DissociationType	PrecursorScan	NumOxonium	TotalOxoSignal	84.0444, HexNAc - C2H8O4	126.055, HexNAc - C2H6O3	138.055, HexNAc - CH6O3	144.0655, HexNAc - C2H4O2	168.0655, HexNAc - 2H2O	186.0761, HexNAc - H2O	204.0867, HexNAc	85.0284, Hex - C2H6O3	97.0284, Hex - CH6O3	127.0390, Hex - 2H2O	145.0495, Hex - H2O	163.0601, Hex	274.0921, NeuAc-H2O	292.1027, NeuAc	316.103, NeuAc[Ac] - H2O	334.113, NeuAc[Ac]	290.0870, NeuGc - H2O	308.0976, NeuGc	332.098, NeuGc[Ac] - H2O	350.1081, NeuGc[Ac]	243.0264, Man-P	405.0798, Man2-P	325.1129, Hex2	366.1395, HexNAc-Hex	407.1660, HexNAc2	454.1555, Hex-NeuAc	470.1503, Hex-NeuGc	495.1821, HexNAc-NeuAc	511.1769, HexNAc-NeuGc	528.1923, HexNAc-Hex2	537.1927, HexNAc-NeuAc[Ac]	553.1875, HexNAc-NeuGc[Ac]	569.2188, HexNAc2-Hex	657.2349, HexNAc-Hex-NeuAc	673.2297, HexNAc-Hex-NeuGc	690.2451, HexNAc-Hex3	731.2717, HexNAc2-Hex2 (diLacNAc)	819.2877, HexNAc-Hex2-NeuAc	835.2825, HexNAc-Hex2-NeuGc	860.3143, HexNAc2-Hex-NeuAc	876.3091, HexNAc2-Hex-NeuGc	893.3245, HexNAc2-Hex3	948.3303, HexNAc-Hex-NeuAc2	964.3251, HexNAc-Hex-NeuGc2	1022.3671, HexNAc2-Hex2-NeuAc1	1038.3619, HexNAc2-Hex2-NeuGc1	1313.4625, HexNAc2-Hex2-NeuAc2	1329.4573, HexNAc2-Hex2-NeuGc2	350.1446, HexNAc-dHex	512.1974, HexNAc-Hex-dHex (LeX/A)	674.2502, HexNAc-Hex2-dHex	803.2928, HexNAc-Hex-dHex-NeuAc (sLeX/A)	819.2908, HexNAc-Hex-dHex-NeuGc	877.3296, HexNAc2-Hex2-dHex (diLacNAc-Fuc)	OxoInPeakDepthThresh	OxoRequired	OxoTICfraction	LikelyGlycoSpectrum
6056	17.8433621144	2	509.7615661621094	0	195704	6912.025390625	54	HCD	6050	2	6912.025390625	NotFound	20	5	NotFound	31	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	2	8	0.035318774223444586	False
6063	17.85386757066667	2	465.73529052734375	0	100640.203125	7921.02978515625	54	HCD	6057	2	7921.02978515625	NotFound	8	5	NotFound	NotFound	20	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	3	8	0.07870641691092324	False
6059	17.847961820000002	2	693.80419921875	0	61024.625	13583.9150390625	54	HCD	6052	3	13583.9150390625	NotFound	5	1	NotFound	7	6	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	4	8	0.22259727182366953	False
6054	17.84109211946667	2	426.1800537109375	0	271800.5625	39519.744873046875	54	HCD	6050	6	39519.744873046875	NotFound	11	2	21	24	19	13	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	6	8	0.14539979060215108	False
6072	17.866917915200002	2	480.2576904296875	0	432062.3125	16120.4375	54	HCD	6066	4	16120.4375	NotFound	20	12	NotFound	27	17	44	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	3	8	0.03731044581677093	False
6070	17.86256828	2	476.7281188964844	0	263084.28125	27420.17431640625	54	HCD	6066	5	27420.17431640625	NotFound	25	7	NotFound	14	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	21	10	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	46	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	5	8	0.10422581762058902	False
6080	17.87727486373333	2	610.2945556640625	0	142203.625	9167.514892578125	54	HCD	6069	2	9167.514892578125	NotFound	6	3	NotFound	9	NotFound	15	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	4	8	0.06446751897202427	False
6071	17.865781883733334	2	495.25103759765625	0	202463.546875	48523.576171875	54	HCD	6066	7	48523.576171875	NotFound	7	1	39	3	17	12	NotFound	NotFound	NotFound	NotFound	NotFound	4	16	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	7	8	0.23966574191171913	False
6065	17.856137474133334	2	413.19091796875	0	364302.1875	6581.94482421875	54	HCD	6057	1	6581.94482421875	NotFound	13	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.018067266818755378	False
6078	17.872928026933334	2	495.2497863769531	0	219478.734375	33815.464111328125	54	HCD	6069	7	33815.464111328125	NotFound	8	7	NotFound	9	37	32	NotFound	NotFound	NotFound	NotFound	NotFound	10	33	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	4	8	0.15407171090002383	False
6062	17.8506562496	2	436.221435546875	0	633751.25	5369.197998046875	54	HCD	6057	2	5369.197998046875	NotFound	NotFound	44	49	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.008472090584510681	False
6098	17.901380355466664	2	892.8621215820312	0	64290.203125	10366.293212890625	54	HCD	6089	4	10366.293212890625	NotFound	7	2	NotFound	5	6	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	14	NotFound	NotFound	26	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	5	8	0.16124219101836326	False
6076	17.870408764533334	2	572.2449340820312	0	1219547.25	5863.1943359375	54	HCD	6066	1	5863.1943359375	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	29	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.004807681158673844	False
6082	17.879546109866666	2	510.2321472167969	0	198640.1875	2196.699951171875	54	HCD	6069	1	2196.699951171875	NotFound	NotFound	26	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.01105868846993449	False
6093	17.8943777784	2	644.3087158203125	0	120160.03125	2879.081298828125	54	HCD	6083	1	2879.081298828125	NotFound	NotFound	5	NotFound	13	10	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	3	8	0.02396039072957652	False
6090	17.8888984472	2	495.2476806640625	0	255818.21875	40210.4931640625	54	HCD	6083	7	40210.4931640625	NotFound	8	9	NotFound	10	28	19	NotFound	NotFound	NotFound	NotFound	NotFound	6	17	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	6	8	0.15718385250488537	False
6106	17.91192537546667	2	892.3592529296875	0	67751.5625	13300.480102539062	54	HCD	6096	4	13300.480102539062	NotFound	8	1	NotFound	10	7	11	NotFound	NotFound	NotFound	NotFound	NotFound	14	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	12	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	7	8	0.19631252198115817	False
6095	17.896682694666666	2	618.2971801757812	0	441043.8125	1955.4371337890625	54	HCD	6083	1	1955.4371337890625	NotFound	NotFound	50	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	82	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.004433657333734985	False
6104	17.909655681866663	2	494.1982116699219	0	298053	43439.61376953125	54	HCD	6096	5	43439.61376953125	NotFound	15	2	13	21	10	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	5	8	0.145744594986567	False
6117	17.925648734133333	2	427.3784484863281	0	90397.921875	1824.8203125	54	HCD	6100	1	1824.8203125	NotFound	NotFound	15	NotFound	31	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.020186529453888512	False
6111	17.9176011024	2	512.2337036132812	0	179151.53125	3428.061767578125	54	HCD	6096	1	3428.061767578125	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	9	NotFound	NotFound	NotFound	NotFound	1	8	0.01913498446627497	False
6114	17.9222636856	2	461.2221984863281	0	412765.6875	7135.67236328125	54	HCD	6100	3	7135.67236328125	NotFound	NotFound	46	NotFound	29	48	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.017287464969532502	False
6145	17.962513787733332	2	956.3714599609375	0	40820.59375	2335.363037109375	54	HCD	6135	1	2335.363037109375	NotFound	NotFound	6	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	3	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	2	8	0.057210413239258066	False
6097	17.898060208	2	446.2286071777344	0	1076782.625	2808.308349609375	54	HCD	6089	1	2808.308349609375	NotFound	NotFound	68	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.002608055037672413	False
6126	17.93718447626667	2	426.1382141113281	0	196726.375	28682.1142578125	54	HCD	6112	5	28682.1142578125	NotFound	11	1	18	22	51	17	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	5	8	0.1457969947233181	False
6147	17.964763023466666	2	510.2203369140625	0	63298.6875	3077.178466796875	54	HCD	6135	1	3077.178466796875	NotFound	NotFound	2	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.04861362199329765	False
6138	17.953242115466665	2	568.2587280273438	0	107805.40625	2571.49755859375	54	HCD	6129	1	2571.49755859375	NotFound	NotFound	11	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.023853141025510952	False
6139	17.954375762133335	2	505.7491760253906	0	162299.625	8810.21484375	54	HCD	6129	3	8810.21484375	NotFound	16	7	NotFound	NotFound	42	15	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	3	8	0.05428364263780647	False
6123	17.9337788912	2	514.2200317382812	0	1385886.25	2012.304443359375	54	HCD	6112	1	2012.304443359375	NotFound	66	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.001451998274287933	False
6148	17.965899289333333	2	528.1758422851562	0	298818.625	12520.00732421875	54	HCD	6135	4	12520.00732421875	NotFound	36	8	NotFound	29	17	56	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	2	8	0.04189834995800128	False
6149	17.96703482	2	486.7525939941406	0	446657.9375	175470.7647705078	54	HCD	6135	8	175470.7647705078	NotFound	3	1	38	2	13	7	NotFound	NotFound	NotFound	NotFound	NotFound	5	6	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	7	8	0.39285267323948053	False
6156	17.9761574408	2	506.24932861328125	0	129686.234375	1850.81103515625	54	HCD	6141	1	1850.81103515625	NotFound	NotFound	14	NotFound	34	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.014271453281652509	False
6121	17.929409550133336	2	495.2530212402344	0	1478781.625	35039.411376953125	54	HCD	6112	7	35039.411376953125	NotFound	49	30	NotFound	40	67	79	NotFound	NotFound	NotFound	NotFound	NotFound	41	100	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.02369478412808458	False
6158	17.9773783648	2	528.6781616210938	0	254962.328125	2058.50390625	54	HCD	6141	1	2058.50390625	NotFound	NotFound	24	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.008073757097326082	False
6161	17.983197067200003	2	505.74884033203125	0	205369.5625	4839.69580078125	54	HCD	6150	1	4839.69580078125	NotFound	45	7	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	44	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	49	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.023565789116297357	False
6166	17.988852375733334	2	492.5773010253906	0	88277.15625	3450.501708984375	54	HCD	6150	1	3450.501708984375	NotFound	NotFound	4	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	1	8	0.039087141629399455	False
6169	17.9913487184	2	488.75738525390625	0	323605.34375	2090.232421875	54	HCD	6159	1	2090.232421875	NotFound	NotFound	27	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	0	8	0.006459202427416651	False
6170	17.994559762133335	2	486.2475891113281	0	704789.25	454821.2531738281	54	HCD	6159	9	454821.2531738281	NotFound	4	1	14	2	11	7	NotFound	NotFound	22	NotFound	NotFound	3	6	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	28	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	9	8	0.6453294416363873	False
6171	17.995979400533333	2	523.76904296875	0	326790.1875	11678.3740234375	54	HCD	6159	2	11678.3740234375	NotFound	NotFound	65	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	5	NotFound	NotFound	NotFound	18	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	NotFound	2	8	0.03573661165526122	False
