Local Date/Time	Relative Time	pump-b:volume [%]
06/15/2022 13:31:01	00:08:00.043	48.877
06/15/2022 13:31:02	00:08:00.043	48.877
06/15/2022 13:31:02	00:08:00.191	48.867
06/15/2022 13:31:03	00:08:01.414	48.856
06/15/2022 13:31:04	00:08:02.741	48.846
06/15/2022 13:31:05	00:08:04.067	48.835
06/15/2022 13:31:06	00:08:05.073	48.835
06/15/2022 13:31:07	00:08:05.073	48.835
06/15/2022 13:31:07	00:08:05.391	48.824
06/15/2022 13:31:08	00:08:06.611	48.814
06/15/2022 13:31:09	00:08:07.834	48.804
06/15/2022 13:31:10	00:08:09.058	48.793
06/15/2022 13:31:11	00:08:10.076	48.793
06/15/2022 13:31:12	00:08:10.076	48.793
06/15/2022 13:31:12	00:08:10.286	48.783
06/15/2022 13:31:13	00:08:11.511	48.773
06/15/2022 13:31:14	00:08:12.739	48.762
06/15/2022 13:31:15	00:08:13.960	48.752
06/15/2022 13:31:16	00:08:15.089	48.752
06/15/2022 13:31:17	00:08:15.089	48.752
06/15/2022 13:31:17	00:08:15.179	48.742
06/15/2022 13:31:18	00:08:16.297	48.732
06/15/2022 13:31:19	00:08:17.517	48.722
06/15/2022 13:31:20	00:08:18.850	48.711
06/15/2022 13:31:21	00:08:20.137	48.711
06/15/2022 13:31:22	00:08:20.137	48.711
06/15/2022 13:31:22	00:08:20.174	48.700
06/15/2022 13:31:23	00:08:21.495	48.690
06/15/2022 13:31:24	00:08:22.824	48.680
06/15/2022 13:31:25	00:08:24.169	48.680
06/15/2022 13:31:26	00:08:24.169	48.680
06/15/2022 13:31:26	00:08:24.251	48.669
06/15/2022 13:31:27	00:08:25.673	48.659
06/15/2022 13:31:28	00:08:27.183	48.659
06/15/2022 13:31:29	00:08:27.183	48.659
06/15/2022 13:31:29	00:08:27.199	48.649
06/15/2022 13:31:30	00:08:29.133	48.638
06/15/2022 13:31:31	00:08:30.198	48.638
06/15/2022 13:31:32	00:08:30.198	48.638
06/15/2022 13:31:32	00:08:30.966	48.628
06/15/2022 13:31:33	00:08:32.197	48.628
06/15/2022 13:31:34	00:08:33.197	48.628
06/15/2022 13:31:35	00:08:33.197	48.628
06/15/2022 13:31:35	00:08:33.711	48.618
06/15/2022 13:31:36	00:08:35.212	48.618
06/15/2022 13:31:37	00:08:36.213	48.618
06/15/2022 13:31:38	00:08:36.213	48.618
06/15/2022 13:31:38	00:08:36.461	48.608
06/15/2022 13:31:39	00:08:38.213	48.608
06/15/2022 13:31:40	00:08:39.213	48.608
06/15/2022 13:31:41	00:08:40.214	48.608
06/15/2022 13:31:42	00:08:41.229	48.608
06/15/2022 13:31:43	00:08:42.230	48.608
06/15/2022 13:31:44	00:08:43.229	48.608
06/15/2022 13:31:45	00:08:43.229	48.608
06/15/2022 13:31:45	00:08:43.939	48.623
06/15/2022 13:31:46	00:08:44.441	48.612
06/15/2022 13:31:47	00:08:45.351	48.622
06/15/2022 13:31:48	00:08:46.456	48.633
06/15/2022 13:31:48	00:08:46.845	48.643
06/15/2022 13:31:49	00:08:47.253	48.654
06/15/2022 13:31:49	00:08:47.762	48.665
06/15/2022 13:31:50	00:08:48.371	48.676
06/15/2022 13:31:50	00:08:48.881	48.688
06/15/2022 13:31:51	00:08:49.286	48.699
06/15/2022 13:31:51	00:08:49.693	48.711
06/15/2022 13:31:51	00:08:50.101	48.724
06/15/2022 13:31:52	00:08:50.406	48.735
06/15/2022 13:31:52	00:08:50.710	48.747
06/15/2022 13:31:52	00:08:51.017	48.759
06/15/2022 13:31:53	00:08:51.323	48.772
06/15/2022 13:31:53	00:08:51.629	48.785
06/15/2022 13:31:53	00:08:51.832	48.795
06/15/2022 13:31:53	00:08:52.134	48.809
06/15/2022 13:31:54	00:08:52.441	48.824
06/15/2022 13:31:54	00:08:52.747	48.840
06/15/2022 13:31:54	00:08:53.053	48.855
06/15/2022 13:31:54	00:08:53.256	48.865
06/15/2022 13:31:55	00:08:53.458	48.877
06/15/2022 13:31:55	00:08:53.662	48.888
06/15/2022 13:31:55	00:08:53.869	48.901
06/15/2022 13:31:55	00:08:54.073	48.912
06/15/2022 13:31:56	00:08:54.277	48.922
06/15/2022 13:31:56	00:08:54.481	48.936
06/15/2022 13:31:56	00:08:54.684	48.947
06/15/2022 13:31:56	00:08:54.887	48.962
06/15/2022 13:31:56	00:08:55.090	48.974
06/15/2022 13:31:57	00:08:55.295	48.987
06/15/2022 13:31:57	00:08:55.499	49.002
06/15/2022 13:31:57	00:08:55.703	49.015
06/15/2022 13:31:57	00:08:55.907	49.030
06/15/2022 13:31:57	00:08:56.110	49.044
06/15/2022 13:31:58	00:08:56.310	49.056
06/15/2022 13:31:58	00:08:56.514	49.074
06/15/2022 13:31:58	00:08:56.719	49.088
06/15/2022 13:31:58	00:08:56.923	49.105
06/15/2022 13:31:58	00:08:57.127	49.119
06/15/2022 13:31:59	00:08:57.330	49.133
06/15/2022 13:31:59	00:08:57.531	49.151
06/15/2022 13:31:59	00:08:57.734	49.166
06/15/2022 13:31:59	00:08:57.938	49.180
06/15/2022 13:31:59	00:08:58.143	49.199
06/15/2022 13:32:00	00:08:58.347	49.215
06/15/2022 13:32:00	00:08:58.551	49.234
06/15/2022 13:32:00	00:08:58.754	49.250
06/15/2022 13:32:00	00:08:58.957	49.267
06/15/2022 13:32:00	00:08:59.058	49.277
06/15/2022 13:32:00	00:08:59.260	49.293
06/15/2022 13:32:01	00:08:59.362	49.303
06/15/2022 13:32:01	00:08:59.465	49.313
06/15/2022 13:32:01	00:08:59.669	49.330
06/15/2022 13:32:01	00:08:59.771	49.340
06/15/2022 13:32:01	00:08:59.873	49.351
06/15/2022 13:32:01	00:09:00.077	49.368
06/15/2022 13:32:01	00:09:00.179	49.380
06/15/2022 13:32:02	00:09:00.380	49.397
06/15/2022 13:32:02	00:09:00.480	49.408
06/15/2022 13:32:02	00:09:00.684	49.426
06/15/2022 13:32:02	00:09:00.787	49.437
06/15/2022 13:32:02	00:09:00.991	49.455
06/15/2022 13:32:02	00:09:01.093	49.466
06/15/2022 13:32:02	00:09:01.195	49.477
06/15/2022 13:32:03	00:09:01.399	49.496
06/15/2022 13:32:03	00:09:01.500	49.507
06/15/2022 13:32:03	00:09:01.705	49.526
06/15/2022 13:32:03	00:09:01.807	49.539
06/15/2022 13:32:03	00:09:02.010	49.558
06/15/2022 13:32:03	00:09:02.112	49.570
06/15/2022 13:32:03	00:09:02.214	49.582
06/15/2022 13:32:04	00:09:02.419	49.602
06/15/2022 13:32:04	00:09:02.521	49.615
06/15/2022 13:32:04	00:09:02.725	49.635
06/15/2022 13:32:04	00:09:02.827	49.647
06/15/2022 13:32:04	00:09:03.030	49.668
06/15/2022 13:32:04	00:09:03.130	49.681
06/15/2022 13:32:04	00:09:03.232	49.693
06/15/2022 13:32:05	00:09:03.436	49.715
06/15/2022 13:32:05	00:09:03.538	49.728
06/15/2022 13:32:05	00:09:03.743	49.749
06/15/2022 13:32:05	00:09:03.845	49.762
06/15/2022 13:32:05	00:09:04.049	49.783
06/15/2022 13:32:05	00:09:04.152	49.795
06/15/2022 13:32:05	00:09:04.253	49.809
06/15/2022 13:32:06	00:09:04.456	49.830
06/15/2022 13:32:06	00:09:04.556	49.843
06/15/2022 13:32:06	00:09:04.758	49.866
06/15/2022 13:32:06	00:09:04.860	49.879
06/15/2022 13:32:06	00:09:05.065	49.900
06/15/2022 13:32:06	00:09:05.167	49.914
06/15/2022 13:32:07	00:09:05.371	49.936
06/15/2022 13:32:07	00:09:05.473	49.950
06/15/2022 13:32:07	00:09:05.575	49.963
06/15/2022 13:32:07	00:09:05.778	49.986
06/15/2022 13:32:07	00:09:05.879	49.999
06/15/2022 13:32:07	00:09:06.080	50.021
06/15/2022 13:32:07	00:09:06.182	50.035
06/15/2022 13:32:08	00:09:06.386	50.057
06/15/2022 13:32:08	00:09:06.489	50.071
06/15/2022 13:32:08	00:09:06.693	50.093
06/15/2022 13:32:08	00:09:06.795	50.107
06/15/2022 13:32:08	00:09:06.897	50.120
06/15/2022 13:32:08	00:09:07.102	50.143
06/15/2022 13:32:08	00:09:07.202	50.156
06/15/2022 13:32:09	00:09:07.402	50.179
06/15/2022 13:32:09	00:09:07.504	50.193
06/15/2022 13:32:09	00:09:07.708	50.215
06/15/2022 13:32:09	00:09:07.808	50.229
06/15/2022 13:32:09	00:09:08.013	50.251
06/15/2022 13:32:09	00:09:08.115	50.265
06/15/2022 13:32:09	00:09:08.319	50.287
06/15/2022 13:32:10	00:09:08.420	50.301
06/15/2022 13:32:10	00:09:08.522	50.315
06/15/2022 13:32:10	00:09:08.723	50.338
06/15/2022 13:32:10	00:09:08.825	50.351
06/15/2022 13:32:10	00:09:09.028	50.374
06/15/2022 13:32:10	00:09:09.130	50.388
06/15/2022 13:32:10	00:09:09.335	50.411
06/15/2022 13:32:11	00:09:09.437	50.425
06/15/2022 13:32:11	00:09:09.641	50.447
06/15/2022 13:32:11	00:09:09.743	50.461
06/15/2022 13:32:11	00:09:09.845	50.475
06/15/2022 13:32:11	00:09:10.049	50.498
06/15/2022 13:32:11	00:09:10.150	50.512
06/15/2022 13:32:12	00:09:10.354	50.535
06/15/2022 13:32:12	00:09:10.456	50.548
06/15/2022 13:32:12	00:09:10.661	50.571
06/15/2022 13:32:12	00:09:10.763	50.584
06/15/2022 13:32:12	00:09:10.865	50.599
06/15/2022 13:32:12	00:09:11.069	50.622
06/15/2022 13:32:12	00:09:11.171	50.635
06/15/2022 13:32:13	00:09:11.374	50.658
06/15/2022 13:32:13	00:09:11.476	50.672
06/15/2022 13:32:13	00:09:11.578	50.685
06/15/2022 13:32:13	00:09:11.782	50.708
06/15/2022 13:32:13	00:09:11.884	50.722
06/15/2022 13:32:13	00:09:12.089	50.745
06/15/2022 13:32:13	00:09:12.191	50.760
06/15/2022 13:32:14	00:09:12.394	50.783
06/15/2022 13:32:14	00:09:12.497	50.797
06/15/2022 13:32:14	00:09:12.599	50.811
06/15/2022 13:32:14	00:09:12.803	50.834
06/15/2022 13:32:14	00:09:12.904	50.847
06/15/2022 13:32:14	00:09:13.108	50.870
06/15/2022 13:32:14	00:09:13.210	50.883
06/15/2022 13:32:15	00:09:13.415	50.907
06/15/2022 13:32:15	00:09:13.517	50.920
06/15/2022 13:32:15	00:09:13.721	50.943
06/15/2022 13:32:15	00:09:13.822	50.956
06/15/2022 13:32:15	00:09:13.925	50.969
06/15/2022 13:32:15	00:09:14.128	50.992
06/15/2022 13:32:15	00:09:14.228	51.005
06/15/2022 13:32:16	00:09:14.432	51.029
06/15/2022 13:32:16	00:09:14.534	51.042
06/15/2022 13:32:16	00:09:14.738	51.066
06/15/2022 13:32:16	00:09:14.841	51.078
06/15/2022 13:32:16	00:09:14.943	51.093
06/15/2022 13:32:16	00:09:15.147	51.115
06/15/2022 13:32:16	00:09:15.248	51.129
06/15/2022 13:32:17	00:09:15.450	51.152
06/15/2022 13:32:17	00:09:15.550	51.166
06/15/2022 13:32:17	00:09:15.752	51.188
06/15/2022 13:32:17	00:09:15.854	51.202
06/15/2022 13:32:17	00:09:16.058	51.225
06/15/2022 13:32:17	00:09:16.160	51.237
06/15/2022 13:32:17	00:09:16.365	51.260
06/15/2022 13:32:18	00:09:16.469	51.273
06/15/2022 13:32:18	00:09:16.571	51.287
06/15/2022 13:32:18	00:09:16.773	51.309
06/15/2022 13:32:18	00:09:16.875	51.322
06/15/2022 13:32:18	00:09:17.078	51.344
06/15/2022 13:32:18	00:09:17.180	51.357
06/15/2022 13:32:19	00:09:17.384	51.378
06/15/2022 13:32:19	00:09:17.487	51.392
06/15/2022 13:32:19	00:09:17.589	51.405
06/15/2022 13:32:19	00:09:17.793	51.427
06/15/2022 13:32:19	00:09:17.894	51.441
06/15/2022 13:32:19	00:09:18.099	51.462
06/15/2022 13:32:19	00:09:18.201	51.476
06/15/2022 13:32:20	00:09:18.408	51.497
06/15/2022 13:32:20	00:09:18.510	51.511
06/15/2022 13:32:20	00:09:18.612	51.524
06/15/2022 13:32:20	00:09:18.816	51.545
06/15/2022 13:32:20	00:09:18.919	51.559
06/15/2022 13:32:20	00:09:19.123	51.580
06/15/2022 13:32:20	00:09:19.225	51.593
06/15/2022 13:32:20	00:09:19.327	51.606
06/15/2022 13:32:21	00:09:19.528	51.627
06/15/2022 13:32:21	00:09:19.628	51.638
06/15/2022 13:32:21	00:09:19.833	51.660
06/15/2022 13:32:21	00:09:19.935	51.673
06/15/2022 13:32:21	00:09:20.138	51.694
06/15/2022 13:32:21	00:09:20.240	51.706
06/15/2022 13:32:22	00:09:20.445	51.727
06/15/2022 13:32:22	00:09:20.547	51.739
06/15/2022 13:32:22	00:09:20.649	51.751
06/15/2022 13:32:22	00:09:20.853	51.773
06/15/2022 13:32:22	00:09:20.954	51.785
06/15/2022 13:32:22	00:09:21.158	51.805
06/15/2022 13:32:22	00:09:21.260	51.817
06/15/2022 13:32:23	00:09:21.464	51.838
06/15/2022 13:32:23	00:09:21.566	51.850
06/15/2022 13:32:23	00:09:21.668	51.862
06/15/2022 13:32:23	00:09:21.873	51.882
06/15/2022 13:32:23	00:09:21.975	51.894
06/15/2022 13:32:23	00:09:22.179	51.914
06/15/2022 13:32:23	00:09:22.281	51.926
06/15/2022 13:32:24	00:09:22.482	51.945
06/15/2022 13:32:24	00:09:22.584	51.957
06/15/2022 13:32:24	00:09:22.686	51.969
06/15/2022 13:32:24	00:09:22.890	51.988
06/15/2022 13:32:24	00:09:22.992	52.000
06/15/2022 13:32:24	00:09:23.197	52.020
06/15/2022 13:32:24	00:09:23.299	52.032
06/15/2022 13:32:25	00:09:23.502	52.051
06/15/2022 13:32:25	00:09:23.603	52.063
06/15/2022 13:32:25	00:09:23.804	52.082
06/15/2022 13:32:25	00:09:23.906	52.094
06/15/2022 13:32:25	00:09:24.008	52.105
06/15/2022 13:32:25	00:09:24.212	52.124
06/15/2022 13:32:25	00:09:24.314	52.135
06/15/2022 13:32:26	00:09:24.520	52.154
06/15/2022 13:32:26	00:09:24.623	52.165
06/15/2022 13:32:26	00:09:24.827	52.184
06/15/2022 13:32:26	00:09:24.929	52.195
06/15/2022 13:32:26	00:09:25.031	52.206
06/15/2022 13:32:26	00:09:25.234	52.225
06/15/2022 13:32:26	00:09:25.337	52.236
06/15/2022 13:32:27	00:09:25.540	52.255
06/15/2022 13:32:27	00:09:25.642	52.266
06/15/2022 13:32:27	00:09:25.846	52.284
06/15/2022 13:32:27	00:09:25.949	52.295
06/15/2022 13:32:27	00:09:26.051	52.305
06/15/2022 13:32:27	00:09:26.255	52.323
06/15/2022 13:32:27	00:09:26.357	52.333
06/15/2022 13:32:28	00:09:26.560	52.350
06/15/2022 13:32:28	00:09:26.662	52.361
06/15/2022 13:32:28	00:09:26.866	52.378
06/15/2022 13:32:28	00:09:27.070	52.398
06/15/2022 13:32:28	00:09:27.274	52.415
06/15/2022 13:32:28	00:09:27.377	52.425
06/15/2022 13:32:29	00:09:27.581	52.442
06/15/2022 13:32:29	00:09:27.682	52.452
06/15/2022 13:32:29	00:09:27.882	52.468
06/15/2022 13:32:29	00:09:28.086	52.484
06/15/2022 13:32:29	00:09:28.290	52.503
06/15/2022 13:32:29	00:09:28.392	52.513
06/15/2022 13:32:30	00:09:28.596	52.529
06/15/2022 13:32:30	00:09:28.802	52.546
06/15/2022 13:32:30	00:09:29.005	52.564
06/15/2022 13:32:30	00:09:29.208	52.579
06/15/2022 13:32:30	00:09:29.408	52.594
06/15/2022 13:32:31	00:09:29.612	52.613
06/15/2022 13:32:31	00:09:29.816	52.629
06/15/2022 13:32:31	00:09:30.020	52.647
06/15/2022 13:32:31	00:09:30.225	52.661
06/15/2022 13:32:31	00:09:30.437	52.679
06/15/2022 13:32:32	00:09:30.638	52.694
06/15/2022 13:32:32	00:09:30.842	52.709
06/15/2022 13:32:32	00:09:31.046	52.726
06/15/2022 13:32:32	00:09:31.250	52.740
06/15/2022 13:32:32	00:09:31.454	52.756
06/15/2022 13:32:33	00:09:31.659	52.769
06/15/2022 13:32:33	00:09:31.862	52.782
06/15/2022 13:32:33	00:09:32.063	52.797
06/15/2022 13:32:33	00:09:32.266	52.809
06/15/2022 13:32:34	00:09:32.470	52.825
06/15/2022 13:32:34	00:09:32.674	52.837
06/15/2022 13:32:34	00:09:32.878	52.850
06/15/2022 13:32:34	00:09:33.083	52.865
06/15/2022 13:32:34	00:09:33.286	52.878
06/15/2022 13:32:35	00:09:33.488	52.889
06/15/2022 13:32:35	00:09:33.692	52.902
06/15/2022 13:32:35	00:09:33.896	52.913
06/15/2022 13:32:35	00:09:34.100	52.927
06/15/2022 13:32:35	00:09:34.304	52.938
06/15/2022 13:32:36	00:09:34.509	52.949
06/15/2022 13:32:36	00:09:34.713	52.962
06/15/2022 13:32:36	00:09:34.917	52.972
06/15/2022 13:32:36	00:09:35.120	52.984
06/15/2022 13:32:36	00:09:35.426	53.001
06/15/2022 13:32:37	00:09:35.732	53.015
06/15/2022 13:32:37	00:09:36.037	53.030
06/15/2022 13:32:37	00:09:36.344	53.044
06/15/2022 13:32:38	00:09:36.650	53.058
06/15/2022 13:32:38	00:09:36.956	53.071
06/15/2022 13:32:38	00:09:37.263	53.084
06/15/2022 13:32:39	00:09:37.568	53.095
06/15/2022 13:32:39	00:09:37.872	53.107
06/15/2022 13:32:39	00:09:38.178	53.120
06/15/2022 13:32:40	00:09:38.586	53.132
06/15/2022 13:32:40	00:09:38.990	53.144
06/15/2022 13:32:40	00:09:39.398	53.157
06/15/2022 13:32:41	00:09:39.822	53.168
06/15/2022 13:32:41	00:09:40.266	53.178
06/15/2022 13:32:42	00:09:40.848	53.189
06/15/2022 13:32:42	00:09:41.356	53.199
06/15/2022 13:32:43	00:09:42.076	53.209
06/15/2022 13:32:44	00:09:43.054	53.220
06/15/2022 13:32:45	00:09:44.484	53.231
06/15/2022 13:32:46	00:09:45.532	53.231
06/15/2022 13:32:47	00:09:46.530	53.231
06/15/2022 13:32:48	00:09:47.535	53.231
06/15/2022 13:32:49	00:09:48.546	53.231
06/15/2022 13:32:50	00:09:49.551	53.231
06/15/2022 13:32:51	00:09:50.561	53.231
06/15/2022 13:32:52	00:09:51.565	53.231
06/15/2022 13:32:53	00:09:52.568	53.231
06/15/2022 13:32:54	00:09:53.574	53.231
06/15/2022 13:32:55	00:09:54.574	53.231
06/15/2022 13:32:56	00:09:55.573	53.231
06/15/2022 13:32:57	00:09:56.575	53.231
06/15/2022 13:32:58	00:09:57.592	53.231
06/15/2022 13:32:59	00:09:58.618	53.231
06/15/2022 13:33:00	00:09:59.607	53.231
06/15/2022 13:33:01	00:10:00.613	53.231
06/15/2022 13:33:02	00:10:01.624	53.231
06/15/2022 13:33:03	00:10:02.626	53.231
06/15/2022 13:33:04	00:10:03.628	53.231
06/15/2022 13:33:05	00:10:04.637	53.231
06/15/2022 13:33:06	00:10:05.649	53.231
06/15/2022 13:33:07	00:10:06.654	53.231
06/15/2022 13:33:08	00:10:07.656	53.231
06/15/2022 13:33:09	00:10:08.666	53.231
06/15/2022 13:33:10	00:10:09.672	53.231
06/15/2022 13:33:11	00:10:10.675	53.231
06/15/2022 13:33:12	00:10:11.687	53.231
06/15/2022 13:33:13	00:10:12.689	53.231
06/15/2022 13:33:14	00:10:13.699	53.231
06/15/2022 13:33:15	00:10:14.701	53.231
06/15/2022 13:33:16	00:10:15.707	53.231
06/15/2022 13:33:17	00:10:16.713	53.231
06/15/2022 13:33:18	00:10:17.728	53.231
06/15/2022 13:33:19	00:10:17.728	53.231
06/15/2022 13:33:19	00:10:17.796	53.241
06/15/2022 13:33:20	00:10:19.737	53.241
06/15/2022 13:33:21	00:10:20.744	53.241
06/15/2022 13:33:22	00:10:21.752	53.241
06/15/2022 13:33:23	00:10:22.762	53.241
06/15/2022 13:33:24	00:10:23.769	53.241
06/15/2022 13:33:25	00:10:24.779	53.241
06/15/2022 13:33:26	00:10:25.782	53.241
06/15/2022 13:33:27	00:10:26.790	53.241
06/15/2022 13:33:28	00:10:26.790	53.241
06/15/2022 13:33:28	00:10:27.454	53.231
06/15/2022 13:33:29	00:10:28.793	53.231
06/15/2022 13:33:30	00:10:29.801	53.231
06/15/2022 13:33:31	00:10:30.807	53.231
06/15/2022 13:33:32	00:10:30.807	53.231
06/15/2022 13:33:32	00:10:31.417	53.221
06/15/2022 13:33:33	00:10:32.817	53.221
06/15/2022 13:33:34	00:10:33.821	53.221
06/15/2022 13:33:35	00:10:34.832	53.221
06/15/2022 13:33:36	00:10:35.830	53.221
06/15/2022 13:33:37	00:10:35.830	53.221
06/15/2022 13:33:37	00:10:36.695	53.210
06/15/2022 13:33:38	00:10:37.847	53.210
06/15/2022 13:33:39	00:10:38.849	53.210
06/15/2022 13:33:40	00:10:39.847	53.210
06/15/2022 13:33:41	00:10:40.857	53.210
06/15/2022 13:33:42	00:10:40.857	53.200
06/15/2022 13:33:43	00:10:42.882	53.200
06/15/2022 13:33:44	00:10:43.887	53.200
06/15/2022 13:33:45	00:10:44.895	53.200
06/15/2022 13:33:46	00:10:45.896	53.200
06/15/2022 13:33:47	00:10:46.904	53.200
06/15/2022 13:33:49	00:10:47.911	53.200
06/15/2022 13:33:50	00:10:47.911	53.200
06/15/2022 13:33:50	00:10:48.481	53.190
06/15/2022 13:33:51	00:10:49.933	53.190
06/15/2022 13:33:52	00:10:50.931	53.190
06/15/2022 13:33:53	00:10:51.933	53.190
06/15/2022 13:33:54	00:10:52.939	53.190
06/15/2022 13:33:55	00:10:53.941	53.190
06/15/2022 13:33:56	00:10:54.948	53.190
06/15/2022 13:33:57	00:10:55.964	53.190
06/15/2022 13:33:58	00:10:56.964	53.190
06/15/2022 13:33:59	00:10:57.972	53.190
06/15/2022 13:34:00	00:10:58.979	53.190
06/15/2022 13:34:01	00:10:59.986	53.190
06/15/2022 13:34:02	00:11:01.000	53.190
06/15/2022 13:34:03	00:11:02.011	53.190
06/15/2022 13:34:04	00:11:02.011	53.190
06/15/2022 13:34:04	00:11:02.307	53.180
06/15/2022 13:34:05	00:11:04.032	53.180
06/15/2022 13:34:06	00:11:05.041	53.180
06/15/2022 13:34:07	00:11:06.049	53.180
06/15/2022 13:34:08	00:11:07.050	53.180
06/15/2022 13:34:09	00:11:08.061	53.180
06/15/2022 13:34:10	00:11:09.061	53.180
06/15/2022 13:34:11	00:11:10.063	53.180
06/15/2022 13:34:12	00:11:11.067	53.180
06/15/2022 13:34:13	00:11:12.072	53.180
06/15/2022 13:34:14	00:11:13.072	53.180
06/15/2022 13:34:15	00:11:14.081	53.180
06/15/2022 13:34:16	00:11:15.094	53.180
06/15/2022 13:34:17	00:11:16.107	53.180
06/15/2022 13:34:18	00:11:17.106	53.180
06/15/2022 13:34:19	00:11:18.111	53.180
06/15/2022 13:34:20	00:11:19.110	53.180
06/15/2022 13:34:21	00:11:19.110	53.180
06/15/2022 13:34:21	00:11:19.785	53.170
06/15/2022 13:34:22	00:11:21.120	53.170
06/15/2022 13:34:23	00:11:22.121	53.170
06/15/2022 13:34:24	00:11:23.121	53.170
06/15/2022 13:34:25	00:11:24.135	53.170
06/15/2022 13:34:26	00:11:24.135	53.170
06/15/2022 13:34:26	00:11:24.357	53.160
06/15/2022 13:34:27	00:11:26.139	53.160
06/15/2022 13:34:28	00:11:27.145	53.160
06/15/2022 13:34:29	00:11:28.145	53.160
06/15/2022 13:34:30	00:11:29.156	53.160
06/15/2022 13:34:31	00:11:29.156	53.160
06/15/2022 13:34:31	00:11:29.539	53.149
06/15/2022 13:34:32	00:11:31.171	53.149
06/15/2022 13:34:33	00:11:32.168	53.149
06/15/2022 13:34:34	00:11:33.169	53.149
06/15/2022 13:34:35	00:11:34.169	53.149
06/15/2022 13:34:36	00:11:35.171	53.149
06/15/2022 13:34:37	00:11:36.184	53.149
06/15/2022 13:34:38	00:11:37.182	53.149
06/15/2022 13:34:39	00:11:38.183	53.149
06/15/2022 13:34:40	00:11:39.183	53.149
06/15/2022 13:34:41	00:11:40.198	53.149
06/15/2022 13:34:42	00:11:41.198	53.149
06/15/2022 13:34:43	00:11:42.205	53.149
06/15/2022 13:34:44	00:11:43.215	53.149
06/15/2022 13:34:45	00:11:44.215	53.149
06/15/2022 13:34:46	00:11:45.223	53.149
06/15/2022 13:34:47	00:11:46.233	53.149
06/15/2022 13:34:48	00:11:47.244	53.149
06/15/2022 13:34:49	00:11:48.245	53.149
06/15/2022 13:34:50	00:11:49.254	53.149
06/15/2022 13:34:51	00:11:50.263	53.149
06/15/2022 13:34:52	00:11:51.271	53.149
06/15/2022 13:34:53	00:11:52.280	53.149
06/15/2022 13:34:54	00:11:53.280	53.149
06/15/2022 13:34:55	00:11:54.284	53.149
06/15/2022 13:34:56	00:11:55.294	53.149
06/15/2022 13:34:57	00:11:56.293	53.149
06/15/2022 13:34:58	00:11:56.293	53.149
06/15/2022 13:34:58	00:11:56.468	53.159
06/15/2022 13:34:59	00:11:58.307	53.159
06/15/2022 13:35:00	00:11:59.312	53.159
06/15/2022 13:35:01	00:12:00.330	53.159
06/15/2022 13:35:02	00:12:00.330	53.159
06/15/2022 13:35:02	00:12:01.240	53.170
06/15/2022 13:35:03	00:12:02.341	53.170
06/15/2022 13:35:04	00:12:03.346	53.170
06/15/2022 13:35:05	00:12:04.357	53.170
06/15/2022 13:35:06	00:12:05.357	53.170
06/15/2022 13:35:07	00:12:05.357	53.170
06/15/2022 13:35:07	00:12:06.014	53.180
06/15/2022 13:35:08	00:12:07.369	53.180
06/15/2022 13:35:09	00:12:08.375	53.180
06/15/2022 13:35:10	00:12:09.387	53.180
06/15/2022 13:35:11	00:12:10.385	53.180
06/15/2022 13:35:12	00:12:11.387	53.180
06/15/2022 13:35:13	00:12:11.387	53.180
06/15/2022 13:35:13	00:12:11.507	53.190
06/15/2022 13:35:14	00:12:13.389	53.190
06/15/2022 13:35:15	00:12:14.401	53.190
06/15/2022 13:35:16	00:12:15.403	53.190
06/15/2022 13:35:17	00:12:16.415	53.190
06/15/2022 13:35:18	00:12:16.415	53.190
06/15/2022 13:35:18	00:12:16.482	53.201
06/15/2022 13:35:19	00:12:18.423	53.201
06/15/2022 13:35:20	00:12:19.433	53.201
06/15/2022 13:35:21	00:12:20.438	53.201
06/15/2022 13:35:22	00:12:21.439	53.201
06/15/2022 13:35:23	00:12:21.439	53.201
06/15/2022 13:35:23	00:12:21.670	53.211
06/15/2022 13:35:24	00:12:23.453	53.211
06/15/2022 13:35:25	00:12:24.461	53.211
06/15/2022 13:35:26	00:12:25.470	53.211
06/15/2022 13:35:27	00:12:25.470	53.211
06/15/2022 13:35:27	00:12:26.342	53.221
06/15/2022 13:35:28	00:12:27.479	53.221
06/15/2022 13:35:29	00:12:28.484	53.221
06/15/2022 13:35:30	00:12:29.482	53.221
06/15/2022 13:35:31	00:12:30.493	53.221
06/15/2022 13:35:32	00:12:31.488	53.221
06/15/2022 13:35:33	00:12:31.488	53.221
06/15/2022 13:35:33	00:12:32.332	53.232
06/15/2022 13:35:34	00:12:33.509	53.232
06/15/2022 13:35:35	00:12:34.510	53.232
06/15/2022 13:35:36	00:12:35.511	53.232
06/15/2022 13:35:37	00:12:35.511	53.232
06/15/2022 13:35:37	00:12:36.391	53.242
06/15/2022 13:35:38	00:12:37.523	53.242
06/15/2022 13:35:39	00:12:38.531	53.242
06/15/2022 13:35:40	00:12:39.537	53.242
06/15/2022 13:35:41	00:12:40.540	53.242
06/15/2022 13:35:42	00:12:40.540	53.242
06/15/2022 13:35:42	00:12:40.551	53.252
06/15/2022 13:35:43	00:12:42.543	53.252
06/15/2022 13:35:44	00:12:43.547	53.252
06/15/2022 13:35:45	00:12:43.547	53.252
06/15/2022 13:35:45	00:12:44.308	53.262
06/15/2022 13:35:46	00:12:45.551	53.262
