Local Date/Time	Relative Time	pump-b:volume [%]
06/15/2022 13:24:05	00:01:03.947	48.585
06/15/2022 13:24:06	00:01:04.949	48.585
06/15/2022 13:24:07	00:01:05.962	48.585
06/15/2022 13:24:08	00:01:06.963	48.585
06/15/2022 13:24:09	00:01:07.979	48.585
06/15/2022 13:24:10	00:01:08.994	48.585
06/15/2022 13:24:11	00:01:10.009	48.585
06/15/2022 13:24:12	00:01:11.010	48.585
06/15/2022 13:24:13	00:01:12.011	48.585
06/15/2022 13:24:14	00:01:13.012	48.585
06/15/2022 13:24:15	00:01:14.013	48.585
06/15/2022 13:24:16	00:01:15.028	48.585
06/15/2022 13:24:17	00:01:16.042	48.585
06/15/2022 13:24:18	00:01:17.044	48.585
06/15/2022 13:24:19	00:01:18.043	48.585
06/15/2022 13:24:20	00:01:19.046	48.585
06/15/2022 13:24:21	00:01:20.059	48.585
06/15/2022 13:24:22	00:01:21.071	48.585
06/15/2022 13:24:23	00:01:22.073	48.585
06/15/2022 13:24:24	00:01:23.074	48.585
06/15/2022 13:24:25	00:01:24.075	48.585
06/15/2022 13:24:26	00:01:25.075	48.585
06/15/2022 13:24:27	00:01:26.090	48.585
06/15/2022 13:24:28	00:01:27.089	48.585
06/15/2022 13:24:29	00:01:28.092	48.585
06/15/2022 13:24:30	00:01:29.091	48.585
06/15/2022 13:24:31	00:01:30.103	48.585
06/15/2022 13:24:32	00:01:31.104	48.585
06/15/2022 13:24:33	00:01:32.104	48.585
06/15/2022 13:24:34	00:01:33.107	48.585
06/15/2022 13:24:35	00:01:34.120	48.585
06/15/2022 13:24:36	00:01:35.134	48.585
06/15/2022 13:24:37	00:01:36.134	48.585
06/15/2022 13:24:38	00:01:37.134	48.585
06/15/2022 13:24:39	00:01:38.134	48.585
06/15/2022 13:24:40	00:01:39.136	48.585
06/15/2022 13:24:41	00:01:40.137	48.585
06/15/2022 13:24:42	00:01:41.150	48.585
06/15/2022 13:24:43	00:01:42.152	48.585
06/15/2022 13:24:44	00:01:43.166	48.585
06/15/2022 13:24:45	00:01:44.166	48.585
06/15/2022 13:24:46	00:01:45.168	48.585
06/15/2022 13:24:47	00:01:46.168	48.585
06/15/2022 13:24:48	00:01:47.170	48.585
06/15/2022 13:24:49	00:01:48.181	48.585
06/15/2022 13:24:50	00:01:49.181	48.585
06/15/2022 13:24:51	00:01:50.199	48.585
06/15/2022 13:24:52	00:01:51.213	48.585
06/15/2022 13:24:53	00:01:52.228	48.585
06/15/2022 13:24:54	00:01:53.244	48.585
06/15/2022 13:24:55	00:01:54.246	48.585
06/15/2022 13:24:56	00:01:55.260	48.585
06/15/2022 13:24:57	00:01:56.261	48.585
06/15/2022 13:24:58	00:01:57.276	48.585
06/15/2022 13:24:59	00:01:58.275	48.585
06/15/2022 13:25:00	00:01:59.278	48.585
06/15/2022 13:25:01	00:02:00.293	48.585
06/15/2022 13:25:02	00:02:01.292	48.585
06/15/2022 13:25:03	00:02:02.305	48.585
06/15/2022 13:25:04	00:02:03.305	48.585
06/15/2022 13:25:05	00:02:04.306	48.585
06/15/2022 13:25:06	00:02:05.321	48.585
06/15/2022 13:25:07	00:02:06.337	48.585
06/15/2022 13:25:08	00:02:07.352	48.585
06/15/2022 13:25:09	00:02:08.369	48.585
06/15/2022 13:25:10	00:02:09.383	48.585
06/15/2022 13:25:11	00:02:10.383	48.585
06/15/2022 13:25:12	00:02:11.383	48.585
06/15/2022 13:25:13	00:02:12.386	48.585
06/15/2022 13:25:14	00:02:13.386	48.585
06/15/2022 13:25:15	00:02:14.400	48.585
06/15/2022 13:25:16	00:02:15.400	48.585
06/15/2022 13:25:17	00:02:16.415	48.585
06/15/2022 13:25:18	00:02:17.431	48.585
06/15/2022 13:25:19	00:02:18.430	48.585
06/15/2022 13:25:20	00:02:19.431	48.585
06/15/2022 13:25:21	00:02:20.432	48.585
06/15/2022 13:25:22	00:02:21.447	48.585
06/15/2022 13:25:23	00:02:22.449	48.585
06/15/2022 13:25:24	00:02:23.464	48.585
06/15/2022 13:25:25	00:02:24.463	48.585
06/15/2022 13:25:26	00:02:25.466	48.585
06/15/2022 13:25:27	00:02:26.462	48.585
06/15/2022 13:25:28	00:02:27.463	48.585
06/15/2022 13:25:29	00:02:28.464	48.585
06/15/2022 13:25:30	00:02:29.479	48.585
06/15/2022 13:25:31	00:02:30.493	48.585
06/15/2022 13:25:32	00:02:31.494	48.585
06/15/2022 13:25:33	00:02:32.493	48.585
06/15/2022 13:25:34	00:02:33.495	48.585
06/15/2022 13:25:35	00:02:34.509	48.585
06/15/2022 13:25:36	00:02:35.510	48.585
06/15/2022 13:25:37	00:02:36.510	48.585
06/15/2022 13:25:38	00:02:37.524	48.585
06/15/2022 13:25:39	00:02:38.525	48.585
06/15/2022 13:25:40	00:02:39.526	48.585
06/15/2022 13:25:41	00:02:40.547	48.585
06/15/2022 13:25:42	00:02:41.559	48.585
06/15/2022 13:25:43	00:02:42.558	48.585
06/15/2022 13:25:44	00:02:43.567	48.585
06/15/2022 13:25:45	00:02:44.576	48.585
06/15/2022 13:25:46	00:02:45.587	48.585
06/15/2022 13:25:47	00:02:46.586	48.585
06/15/2022 13:25:48	00:02:47.586	48.585
06/15/2022 13:25:49	00:02:48.587	48.585
06/15/2022 13:25:50	00:02:49.588	48.585
06/15/2022 13:25:51	00:02:50.603	48.585
06/15/2022 13:25:52	00:02:51.617	48.585
06/15/2022 13:25:53	00:02:52.617	48.585
06/15/2022 13:25:54	00:02:53.634	48.585
06/15/2022 13:25:55	00:02:54.633	48.585
06/15/2022 13:25:56	00:02:55.634	48.585
06/15/2022 13:25:57	00:02:56.634	48.585
06/15/2022 13:25:58	00:02:57.635	48.585
06/15/2022 13:25:59	00:02:58.635	48.585
06/15/2022 13:26:00	00:02:59.635	48.585
06/15/2022 13:26:01	00:03:00.634	48.585
06/15/2022 13:26:02	00:03:01.635	48.585
06/15/2022 13:26:03	00:03:02.634	48.585
06/15/2022 13:26:04	00:03:03.635	48.585
06/15/2022 13:26:05	00:03:04.635	48.585
06/15/2022 13:26:06	00:03:05.634	48.585
06/15/2022 13:26:07	00:03:06.634	48.585
06/15/2022 13:26:08	00:03:07.636	48.585
06/15/2022 13:26:09	00:03:08.648	48.585
06/15/2022 13:26:10	00:03:09.651	48.585
06/15/2022 13:26:11	00:03:10.666	48.585
06/15/2022 13:26:12	00:03:11.668	48.585
06/15/2022 13:26:13	00:03:12.681	48.585
06/15/2022 13:26:14	00:03:13.681	48.585
06/15/2022 13:26:15	00:03:14.684	48.585
06/15/2022 13:26:16	00:03:15.698	48.585
06/15/2022 13:26:17	00:03:16.714	48.585
06/15/2022 13:26:18	00:03:17.713	48.585
06/15/2022 13:26:19	00:03:18.727	48.585
06/15/2022 13:26:20	00:03:19.729	48.585
06/15/2022 13:26:21	00:03:20.729	48.585
06/15/2022 13:26:22	00:03:21.729	48.585
06/15/2022 13:26:23	00:03:22.743	48.585
06/15/2022 13:26:24	00:03:23.744	48.585
06/15/2022 13:26:25	00:03:24.746	48.585
06/15/2022 13:26:26	00:03:25.758	48.585
06/15/2022 13:26:27	00:03:26.772	48.585
06/15/2022 13:26:28	00:03:27.786	48.585
06/15/2022 13:26:29	00:03:28.800	48.585
06/15/2022 13:26:30	00:03:29.805	48.585
06/15/2022 13:26:31	00:03:30.820	48.585
06/15/2022 13:26:32	00:03:31.834	48.585
06/15/2022 13:26:33	00:03:32.849	48.585
06/15/2022 13:26:34	00:03:33.860	48.585
06/15/2022 13:26:35	00:03:34.873	48.585
06/15/2022 13:26:36	00:03:35.892	48.585
06/15/2022 13:26:37	00:03:36.902	48.585
06/15/2022 13:26:39	00:03:37.917	48.585
06/15/2022 13:26:40	00:03:38.917	48.585
06/15/2022 13:26:41	00:03:39.917	48.585
06/15/2022 13:26:42	00:03:40.931	48.585
06/15/2022 13:26:43	00:03:41.931	48.585
06/15/2022 13:26:44	00:03:42.932	48.585
06/15/2022 13:26:45	00:03:43.932	48.585
06/15/2022 13:26:46	00:03:44.932	48.585
06/15/2022 13:26:47	00:03:45.932	48.585
06/15/2022 13:26:48	00:03:46.933	48.585
06/15/2022 13:26:49	00:03:47.931	48.585
06/15/2022 13:26:50	00:03:48.946	48.585
06/15/2022 13:26:51	00:03:49.947	48.585
06/15/2022 13:26:52	00:03:50.964	48.585
06/15/2022 13:26:53	00:03:51.962	48.585
06/15/2022 13:26:54	00:03:52.962	48.585
06/15/2022 13:26:55	00:03:53.961	48.585
06/15/2022 13:26:56	00:03:54.963	48.585
06/15/2022 13:26:57	00:03:55.962	48.585
06/15/2022 13:26:58	00:03:56.964	48.585
06/15/2022 13:26:59	00:03:57.978	48.585
06/15/2022 13:27:00	00:03:58.977	48.585
06/15/2022 13:27:01	00:03:59.979	48.585
06/15/2022 13:27:02	00:04:00.994	48.585
06/15/2022 13:27:03	00:04:01.995	48.585
06/15/2022 13:27:04	00:04:02.994	48.585
06/15/2022 13:27:05	00:04:03.996	48.585
06/15/2022 13:27:06	00:04:05.011	48.585
06/15/2022 13:27:07	00:04:06.024	48.585
06/15/2022 13:27:08	00:04:07.040	48.585
06/15/2022 13:27:09	00:04:08.053	48.585
06/15/2022 13:27:10	00:04:09.065	48.585
06/15/2022 13:27:11	00:04:10.072	48.585
06/15/2022 13:27:12	00:04:11.092	48.585
06/15/2022 13:27:13	00:04:12.090	48.585
06/15/2022 13:27:14	00:04:13.090	48.585
06/15/2022 13:27:15	00:04:14.090	48.585
06/15/2022 13:27:16	00:04:15.102	48.585
06/15/2022 13:27:17	00:04:16.102	48.585
06/15/2022 13:27:18	00:04:17.115	48.585
06/15/2022 13:27:19	00:04:18.128	48.585
06/15/2022 13:27:20	00:04:19.141	48.585
06/15/2022 13:27:21	00:04:20.149	48.585
06/15/2022 13:27:22	00:04:21.163	48.585
06/15/2022 13:27:23	00:04:22.165	48.585
06/15/2022 13:27:24	00:04:23.166	48.585
06/15/2022 13:27:25	00:04:24.171	48.585
06/15/2022 13:27:26	00:04:25.181	48.585
06/15/2022 13:27:27	00:04:26.196	48.585
06/15/2022 13:27:28	00:04:27.196	48.585
06/15/2022 13:27:29	00:04:28.197	48.585
06/15/2022 13:27:30	00:04:29.197	48.585
06/15/2022 13:27:31	00:04:30.198	48.585
06/15/2022 13:27:32	00:04:31.197	48.585
06/15/2022 13:27:33	00:04:32.198	48.585
06/15/2022 13:27:34	00:04:33.213	48.585
06/15/2022 13:27:35	00:04:34.213	48.585
06/15/2022 13:27:36	00:04:35.213	48.585
06/15/2022 13:27:37	00:04:36.227	48.585
06/15/2022 13:27:38	00:04:37.229	48.585
06/15/2022 13:27:39	00:04:38.234	48.585
06/15/2022 13:27:40	00:04:39.229	48.585
06/15/2022 13:27:41	00:04:40.244	48.585
06/15/2022 13:27:42	00:04:41.244	48.585
06/15/2022 13:27:43	00:04:42.246	48.585
06/15/2022 13:27:44	00:04:43.245	48.585
06/15/2022 13:27:45	00:04:44.245	48.585
06/15/2022 13:27:46	00:04:45.246	48.585
06/15/2022 13:27:47	00:04:46.260	48.585
06/15/2022 13:27:48	00:04:47.261	48.585
06/15/2022 13:27:49	00:04:48.274	48.585
06/15/2022 13:27:50	00:04:49.275	48.585
06/15/2022 13:27:51	00:04:50.275	48.585
06/15/2022 13:27:52	00:04:51.276	48.585
06/15/2022 13:27:53	00:04:52.277	48.585
06/15/2022 13:27:54	00:04:53.292	48.585
06/15/2022 13:27:55	00:04:54.293	48.585
06/15/2022 13:27:56	00:04:55.293	48.585
06/15/2022 13:27:57	00:04:56.294	48.585
06/15/2022 13:27:58	00:04:57.308	48.585
06/15/2022 13:27:59	00:04:58.330	48.585
06/15/2022 13:28:00	00:04:59.327	48.585
06/15/2022 13:28:01	00:05:00.337	48.585
06/15/2022 13:28:02	00:05:01.337	48.585
06/15/2022 13:28:03	00:05:02.337	48.585
06/15/2022 13:28:04	00:05:03.337	48.585
06/15/2022 13:28:05	00:05:04.351	48.585
06/15/2022 13:28:06	00:05:05.366	48.585
06/15/2022 13:28:07	00:05:06.368	48.585
06/15/2022 13:28:08	00:05:07.370	48.585
06/15/2022 13:28:09	00:05:08.384	48.585
06/15/2022 13:28:10	00:05:09.385	48.585
06/15/2022 13:28:11	00:05:10.401	48.585
06/15/2022 13:28:12	00:05:11.416	48.585
06/15/2022 13:28:13	00:05:12.416	48.585
06/15/2022 13:28:14	00:05:13.416	48.585
06/15/2022 13:28:15	00:05:14.418	48.585
06/15/2022 13:28:16	00:05:15.430	48.585
06/15/2022 13:28:17	00:05:16.433	48.585
06/15/2022 13:28:18	00:05:17.430	48.585
06/15/2022 13:28:19	00:05:18.432	48.585
06/15/2022 13:28:20	00:05:19.431	48.585
06/15/2022 13:28:21	00:05:20.433	48.585
06/15/2022 13:28:22	00:05:21.451	48.585
06/15/2022 13:28:23	00:05:22.462	48.585
06/15/2022 13:28:24	00:05:23.462	48.585
06/15/2022 13:28:25	00:05:24.462	48.585
06/15/2022 13:28:26	00:05:25.462	48.585
06/15/2022 13:28:27	00:05:26.464	48.585
06/15/2022 13:28:28	00:05:27.464	48.585
06/15/2022 13:28:29	00:05:28.477	48.585
06/15/2022 13:28:30	00:05:29.478	48.585
06/15/2022 13:28:31	00:05:30.479	48.585
06/15/2022 13:28:32	00:05:31.479	48.585
06/15/2022 13:28:33	00:05:32.479	48.585
06/15/2022 13:28:34	00:05:33.494	48.585
06/15/2022 13:28:35	00:05:34.508	48.585
06/15/2022 13:28:36	00:05:35.514	48.585
06/15/2022 13:28:37	00:05:36.510	48.585
06/15/2022 13:28:38	00:05:37.509	48.585
06/15/2022 13:28:39	00:05:38.511	48.585
06/15/2022 13:28:40	00:05:39.525	48.585
06/15/2022 13:28:41	00:05:40.524	48.585
06/15/2022 13:28:42	00:05:41.526	48.585
06/15/2022 13:28:43	00:05:42.541	48.585
06/15/2022 13:28:44	00:05:43.542	48.585
06/15/2022 13:28:45	00:05:44.543	48.585
06/15/2022 13:28:46	00:05:45.544	48.585
06/15/2022 13:28:47	00:05:46.556	48.585
06/15/2022 13:28:48	00:05:47.558	48.585
06/15/2022 13:28:49	00:05:48.556	48.585
06/15/2022 13:28:50	00:05:49.557	48.585
06/15/2022 13:28:51	00:05:50.558	48.585
06/15/2022 13:28:52	00:05:51.558	48.585
06/15/2022 13:28:53	00:05:52.571	48.585
06/15/2022 13:28:54	00:05:53.573	48.585
06/15/2022 13:28:55	00:05:54.573	48.585
06/15/2022 13:28:56	00:05:55.573	48.585
06/15/2022 13:28:57	00:05:56.591	48.585
06/15/2022 13:28:58	00:05:57.592	48.585
06/15/2022 13:28:59	00:05:58.591	48.585
06/15/2022 13:29:00	00:05:59.591	48.585
06/15/2022 13:29:01	00:06:00.604	48.585
06/15/2022 13:29:02	00:06:01.603	48.585
06/15/2022 13:29:03	00:06:02.621	48.585
06/15/2022 13:29:04	00:06:03.621	48.585
06/15/2022 13:29:05	00:06:04.620	48.585
06/15/2022 13:29:06	00:06:05.635	48.585
06/15/2022 13:29:07	00:06:06.635	48.585
06/15/2022 13:29:08	00:06:07.636	48.585
06/15/2022 13:29:09	00:06:08.637	48.585
06/15/2022 13:29:10	00:06:09.650	48.585
06/15/2022 13:29:11	00:06:10.666	48.585
06/15/2022 13:29:12	00:06:11.666	48.585
06/15/2022 13:29:13	00:06:12.666	48.585
06/15/2022 13:29:14	00:06:13.666	48.585
06/15/2022 13:29:15	00:06:14.667	48.585
06/15/2022 13:29:16	00:06:15.670	48.585
06/15/2022 13:29:17	00:06:16.668	48.585
06/15/2022 13:29:18	00:06:17.680	48.585
06/15/2022 13:29:19	00:06:18.681	48.585
06/15/2022 13:29:20	00:06:19.683	48.585
06/15/2022 13:29:21	00:06:20.683	48.585
06/15/2022 13:29:22	00:06:21.696	48.585
06/15/2022 13:29:23	00:06:22.697	48.585
06/15/2022 13:29:24	00:06:23.698	48.585
06/15/2022 13:29:25	00:06:24.697	48.585
06/15/2022 13:29:26	00:06:25.698	48.585
06/15/2022 13:29:27	00:06:26.698	48.585
06/15/2022 13:29:28	00:06:27.712	48.585
06/15/2022 13:29:29	00:06:28.712	48.585
06/15/2022 13:29:30	00:06:29.712	48.585
06/15/2022 13:29:31	00:06:30.714	48.585
06/15/2022 13:29:32	00:06:31.712	48.585
06/15/2022 13:29:33	00:06:32.714	48.585
06/15/2022 13:29:34	00:06:33.714	48.585
06/15/2022 13:29:35	00:06:34.728	48.585
06/15/2022 13:29:36	00:06:35.728	48.585
06/15/2022 13:29:37	00:06:36.729	48.585
06/15/2022 13:29:38	00:06:37.730	48.585
06/15/2022 13:29:39	00:06:38.745	48.585
06/15/2022 13:29:40	00:06:39.746	48.585
06/15/2022 13:29:41	00:06:40.748	48.585
06/15/2022 13:29:42	00:06:41.749	48.585
06/15/2022 13:29:43	00:06:42.760	48.585
06/15/2022 13:29:44	00:06:43.762	48.585
06/15/2022 13:29:45	00:06:44.762	48.585
06/15/2022 13:29:46	00:06:45.764	48.585
06/15/2022 13:29:47	00:06:46.763	48.585
06/15/2022 13:29:48	00:06:47.774	48.585
06/15/2022 13:29:49	00:06:48.776	48.585
06/15/2022 13:29:50	00:06:49.776	48.585
06/15/2022 13:29:51	00:06:50.790	48.585
06/15/2022 13:29:52	00:06:51.791	48.585
06/15/2022 13:29:53	00:06:52.792	48.585
06/15/2022 13:29:54	00:06:53.792	48.585
06/15/2022 13:29:55	00:06:54.793	48.585
06/15/2022 13:29:56	00:06:55.794	48.585
06/15/2022 13:29:57	00:06:56.806	48.585
06/15/2022 13:29:58	00:06:57.806	48.585
06/15/2022 13:29:59	00:06:58.807	48.585
06/15/2022 13:30:00	00:06:59.808	48.585
06/15/2022 13:30:01	00:07:00.821	48.585
06/15/2022 13:30:02	00:07:01.822	48.585
06/15/2022 13:30:03	00:07:02.833	48.585
06/15/2022 13:30:04	00:07:03.824	48.585
06/15/2022 13:30:05	00:07:04.824	48.585
06/15/2022 13:30:06	00:07:05.837	48.585
06/15/2022 13:30:07	00:07:06.838	48.585
06/15/2022 13:30:08	00:07:07.838	48.585
06/15/2022 13:30:09	00:07:08.839	48.585
06/15/2022 13:30:10	00:07:09.842	48.585
06/15/2022 13:30:11	00:07:10.854	48.585
06/15/2022 13:30:12	00:07:11.855	48.585
06/15/2022 13:30:13	00:07:12.855	48.585
06/15/2022 13:30:14	00:07:13.856	48.585
06/15/2022 13:30:15	00:07:14.868	48.585
06/15/2022 13:30:16	00:07:15.870	48.585
06/15/2022 13:30:17	00:07:16.870	48.585
06/15/2022 13:30:18	00:07:17.886	48.585
06/15/2022 13:30:19	00:07:18.885	48.585
06/15/2022 13:30:20	00:07:19.900	48.585
06/15/2022 13:30:21	00:07:20.902	48.585
06/15/2022 13:30:22	00:07:21.903	48.585
06/15/2022 13:30:24	00:07:22.917	48.585
06/15/2022 13:30:25	00:07:23.917	48.585
06/15/2022 13:30:26	00:07:24.918	48.585
06/15/2022 13:30:27	00:07:25.919	48.585
06/15/2022 13:30:28	00:07:26.931	48.585
06/15/2022 13:30:29	00:07:26.931	48.585
06/15/2022 13:30:29	00:07:27.717	48.625
06/15/2022 13:30:29	00:07:27.741	48.660
06/15/2022 13:30:29	00:07:27.795	48.688
06/15/2022 13:30:29	00:07:27.825	48.716
06/15/2022 13:30:29	00:07:27.859	48.744
06/15/2022 13:30:29	00:07:27.893	48.772
06/15/2022 13:30:29	00:07:27.930	48.801
06/15/2022 13:30:30	00:07:27.968	48.828
06/15/2022 13:30:30	00:07:28.008	48.856
06/15/2022 13:30:30	00:07:28.050	48.884
06/15/2022 13:30:30	00:07:28.094	48.913
06/15/2022 13:30:30	00:07:28.120	48.940
06/15/2022 13:30:30	00:07:28.152	48.968
06/15/2022 13:30:30	00:07:28.200	48.996
06/15/2022 13:30:30	00:07:28.242	49.024
06/15/2022 13:30:30	00:07:28.266	49.052
06/15/2022 13:30:30	00:07:28.320	49.079
06/15/2022 13:30:30	00:07:28.350	49.107
06/15/2022 13:30:30	00:07:28.382	49.135
06/15/2022 13:30:30	00:07:28.416	49.163
06/15/2022 13:30:30	00:07:28.490	49.190
06/15/2022 13:30:30	00:07:28.530	49.247
06/15/2022 13:30:30	00:07:28.571	49.274
06/15/2022 13:30:30	00:07:28.616	49.302
06/15/2022 13:30:30	00:07:28.662	49.330
06/15/2022 13:30:30	00:07:28.712	49.358
06/15/2022 13:30:30	00:07:28.764	49.414
06/15/2022 13:30:30	00:07:28.818	49.442
06/15/2022 13:30:30	00:07:28.871	49.494
06/15/2022 13:30:31	00:07:28.985	49.513
06/15/2022 13:30:31	00:07:29.308	49.490
06/15/2022 13:30:31	00:07:29.380	49.466
06/15/2022 13:30:31	00:07:29.452	49.442
06/15/2022 13:30:31	00:07:29.526	49.418
06/15/2022 13:30:31	00:07:29.602	49.382
06/15/2022 13:30:31	00:07:29.682	49.357
06/15/2022 13:30:31	00:07:29.762	49.338
06/15/2022 13:30:32	00:07:30.948	49.338
06/15/2022 13:30:33	00:07:30.948	49.338
06/15/2022 13:30:33	00:07:31.597	49.325
06/15/2022 13:30:33	00:07:31.899	49.312
06/15/2022 13:30:34	00:07:32.206	49.296
06/15/2022 13:30:34	00:07:32.410	49.285
06/15/2022 13:30:34	00:07:32.614	49.271
06/15/2022 13:30:34	00:07:32.818	49.259
06/15/2022 13:30:35	00:07:33.022	49.246
06/15/2022 13:30:35	00:07:33.225	49.230
06/15/2022 13:30:35	00:07:33.429	49.217
06/15/2022 13:30:35	00:07:33.634	49.200
06/15/2022 13:30:35	00:07:33.838	49.187
06/15/2022 13:30:36	00:07:34.042	49.173
06/15/2022 13:30:36	00:07:34.245	49.156
06/15/2022 13:30:36	00:07:34.445	49.143
06/15/2022 13:30:36	00:07:34.653	49.128
06/15/2022 13:30:36	00:07:34.857	49.111
06/15/2022 13:30:37	00:07:35.062	49.096
06/15/2022 13:30:37	00:07:35.266	49.081
06/15/2022 13:30:37	00:07:35.470	49.064
06/15/2022 13:30:37	00:07:35.672	49.050
06/15/2022 13:30:37	00:07:35.876	49.036
06/15/2022 13:30:38	00:07:36.079	49.021
06/15/2022 13:30:38	00:07:36.283	49.007
06/15/2022 13:30:38	00:07:36.488	48.996
06/15/2022 13:30:38	00:07:36.692	48.983
06/15/2022 13:30:39	00:07:36.997	48.969
06/15/2022 13:30:39	00:07:37.303	48.957
06/15/2022 13:30:40	00:07:38.964	48.957
06/15/2022 13:30:41	00:07:38.964	48.957
06/15/2022 13:30:41	00:07:39.109	48.969
06/15/2022 13:30:41	00:07:39.448	48.980
06/15/2022 13:30:41	00:07:39.863	48.991
06/15/2022 13:30:42	00:07:40.517	49.001
06/15/2022 13:30:43	00:07:41.965	49.001
06/15/2022 13:30:44	00:07:42.965	49.001
06/15/2022 13:30:45	00:07:42.965	49.001
06/15/2022 13:30:45	00:07:43.502	48.990
06/15/2022 13:30:46	00:07:44.115	48.980
06/15/2022 13:30:46	00:07:44.723	48.970
06/15/2022 13:30:47	00:07:45.641	48.959
06/15/2022 13:30:48	00:07:46.979	48.959
06/15/2022 13:30:49	00:07:46.979	48.959
06/15/2022 13:30:49	00:07:47.575	48.949
06/15/2022 13:30:50	00:07:48.993	48.949
06/15/2022 13:30:51	00:07:49.993	48.949
06/15/2022 13:30:52	00:07:49.993	48.949
06/15/2022 13:30:52	00:07:50.121	48.939
06/15/2022 13:30:53	00:07:51.994	48.939
06/15/2022 13:30:54	00:07:51.994	48.939
06/15/2022 13:30:54	00:07:52.054	48.929
06/15/2022 13:30:55	00:07:53.578	48.918
06/15/2022 13:30:56	00:07:54.996	48.918
06/15/2022 13:30:57	00:07:54.996	48.918
06/15/2022 13:30:57	00:07:55.004	48.908
06/15/2022 13:30:58	00:07:56.326	48.898
06/15/2022 13:30:59	00:07:57.648	48.888
06/15/2022 13:31:00	00:07:58.972	48.877
