Local Date/Time	Relative Time	solvent-a:composition [%]
06/15/2022 13:33:18	00:10:16.783	95.440
06/15/2022 13:33:18	00:10:16.784	95.440
06/15/2022 13:33:18	00:10:16.885	95.440
06/15/2022 13:33:18	00:10:16.985	95.440
06/15/2022 13:33:18	00:10:17.085	95.440
06/15/2022 13:33:18	00:10:17.185	95.440
06/15/2022 13:33:18	00:10:17.285	95.440
06/15/2022 13:33:18	00:10:17.387	95.440
06/15/2022 13:33:18	00:10:17.388	95.440
06/15/2022 13:33:18	00:10:17.490	95.359
06/15/2022 13:33:18	00:10:17.592	95.359
06/15/2022 13:33:18	00:10:17.694	95.359
06/15/2022 13:33:19	00:10:17.796	95.359
06/15/2022 13:33:19	00:10:17.898	95.359
06/15/2022 13:33:19	00:10:18.000	95.359
06/15/2022 13:33:19	00:10:18.101	95.359
06/15/2022 13:33:19	00:10:18.102	95.359
06/15/2022 13:33:19	00:10:18.207	95.359
06/15/2022 13:33:19	00:10:18.208	95.359
06/15/2022 13:33:19	00:10:18.309	95.359
06/15/2022 13:33:19	00:10:18.409	95.260
06/15/2022 13:33:19	00:10:18.509	95.260
06/15/2022 13:33:19	00:10:18.609	95.260
06/15/2022 13:33:19	00:10:18.709	95.260
06/15/2022 13:33:20	00:10:18.811	95.260
06/15/2022 13:33:20	00:10:18.913	95.260
06/15/2022 13:33:20	00:10:19.016	95.260
06/15/2022 13:33:20	00:10:19.118	95.260
06/15/2022 13:33:20	00:10:19.220	95.260
06/15/2022 13:33:20	00:10:19.322	95.260
06/15/2022 13:33:20	00:10:19.323	95.260
06/15/2022 13:33:20	00:10:19.424	95.160
06/15/2022 13:33:20	00:10:19.526	95.160
06/15/2022 13:33:20	00:10:19.627	95.160
06/15/2022 13:33:20	00:10:19.628	95.160
06/15/2022 13:33:20	00:10:19.729	95.160
06/15/2022 13:33:20	00:10:19.730	95.160
06/15/2022 13:33:21	00:10:19.831	95.160
06/15/2022 13:33:21	00:10:19.931	95.160
06/15/2022 13:33:21	00:10:20.031	95.160
06/15/2022 13:33:21	00:10:20.133	95.160
06/15/2022 13:33:21	00:10:20.235	95.160
06/15/2022 13:33:21	00:10:20.338	95.160
06/15/2022 13:33:21	00:10:20.440	95.060
06/15/2022 13:33:21	00:10:20.542	95.060
06/15/2022 13:33:21	00:10:20.644	95.060
06/15/2022 13:33:22	00:10:20.746	95.060
06/15/2022 13:33:22	00:10:20.848	95.060
06/15/2022 13:33:22	00:10:20.950	95.060
06/15/2022 13:33:22	00:10:21.051	95.060
06/15/2022 13:33:22	00:10:21.151	95.060
06/15/2022 13:33:22	00:10:21.253	95.060
06/15/2022 13:33:22	00:10:21.353	95.060
06/15/2022 13:33:22	00:10:21.453	94.960
06/15/2022 13:33:22	00:10:21.555	94.960
06/15/2022 13:33:22	00:10:21.657	94.960
06/15/2022 13:33:23	00:10:21.760	94.960
06/15/2022 13:33:23	00:10:21.862	94.960
06/15/2022 13:33:23	00:10:21.964	94.960
06/15/2022 13:33:23	00:10:22.066	94.960
06/15/2022 13:33:23	00:10:22.168	94.960
06/15/2022 13:33:23	00:10:22.270	94.960
06/15/2022 13:33:23	00:10:22.371	94.955
06/15/2022 13:33:23	00:10:22.372	94.879
06/15/2022 13:33:23	00:10:22.473	94.879
06/15/2022 13:33:23	00:10:22.573	94.879
06/15/2022 13:33:23	00:10:22.673	94.879
06/15/2022 13:33:24	00:10:22.773	94.879
06/15/2022 13:33:24	00:10:22.875	94.879
06/15/2022 13:33:24	00:10:22.977	94.879
06/15/2022 13:33:24	00:10:23.079	94.879
06/15/2022 13:33:24	00:10:23.182	94.879
06/15/2022 13:33:24	00:10:23.284	94.879
06/15/2022 13:33:24	00:10:23.386	94.720
06/15/2022 13:33:24	00:10:23.488	94.720
06/15/2022 13:33:24	00:10:23.590	94.720
06/15/2022 13:33:24	00:10:23.692	94.720
06/15/2022 13:33:25	00:10:23.793	94.720
06/15/2022 13:33:25	00:10:23.794	94.720
06/15/2022 13:33:25	00:10:23.895	94.720
06/15/2022 13:33:25	00:10:23.896	94.720
06/15/2022 13:33:25	00:10:23.997	94.720
06/15/2022 13:33:25	00:10:23.998	94.720
06/15/2022 13:33:25	00:10:24.099	94.720
06/15/2022 13:33:25	00:10:24.201	94.720
06/15/2022 13:33:25	00:10:24.301	94.720
06/15/2022 13:33:25	00:10:24.403	94.639
06/15/2022 13:33:25	00:10:24.505	94.639
06/15/2022 13:33:25	00:10:24.608	94.639
06/15/2022 13:33:25	00:10:24.710	94.639
06/15/2022 13:33:26	00:10:24.812	94.639
06/15/2022 13:33:26	00:10:24.914	94.639
06/15/2022 13:33:26	00:10:25.016	94.639
06/15/2022 13:33:26	00:10:25.118	94.639
06/15/2022 13:33:26	00:10:25.219	94.639
06/15/2022 13:33:26	00:10:25.319	94.540
06/15/2022 13:33:26	00:10:25.419	94.540
06/15/2022 13:33:26	00:10:25.519	94.540
06/15/2022 13:33:26	00:10:25.619	94.540
06/15/2022 13:33:26	00:10:25.721	94.540
06/15/2022 13:33:27	00:10:25.823	94.540
06/15/2022 13:33:27	00:10:25.925	94.540
06/15/2022 13:33:27	00:10:26.028	94.540
06/15/2022 13:33:27	00:10:26.130	94.540
06/15/2022 13:33:27	00:10:26.232	94.540
06/15/2022 13:33:27	00:10:26.334	94.440
06/15/2022 13:33:27	00:10:26.435	94.440
06/15/2022 13:33:27	00:10:26.436	94.440
06/15/2022 13:33:27	00:10:26.537	94.440
06/15/2022 13:33:27	00:10:26.538	94.440
06/15/2022 13:33:27	00:10:26.639	94.440
06/15/2022 13:33:27	00:10:26.741	94.440
06/15/2022 13:33:28	00:10:26.843	94.440
06/15/2022 13:33:28	00:10:26.943	94.440
06/15/2022 13:33:28	00:10:27.045	94.440
06/15/2022 13:33:28	00:10:27.147	94.440
06/15/2022 13:33:28	00:10:27.249	94.440
06/15/2022 13:33:28	00:10:27.352	94.340
06/15/2022 13:33:28	00:10:27.454	94.340
06/15/2022 13:33:28	00:10:27.556	94.340
06/15/2022 13:33:28	00:10:27.658	94.340
06/15/2022 13:33:28	00:10:27.760	94.340
06/15/2022 13:33:29	00:10:27.861	94.340
06/15/2022 13:33:29	00:10:27.964	94.340
06/15/2022 13:33:29	00:10:28.065	94.340
06/15/2022 13:33:29	00:10:28.165	94.340
06/15/2022 13:33:29	00:10:28.166	94.340
06/15/2022 13:33:29	00:10:28.267	94.240
06/15/2022 13:33:29	00:10:28.367	94.240
06/15/2022 13:33:29	00:10:28.469	94.240
06/15/2022 13:33:29	00:10:28.571	94.240
06/15/2022 13:33:29	00:10:28.673	94.240
06/15/2022 13:33:29	00:10:28.775	94.240
06/15/2022 13:33:30	00:10:28.878	94.240
06/15/2022 13:33:30	00:10:28.980	94.240
06/15/2022 13:33:30	00:10:29.082	94.240
06/15/2022 13:33:30	00:10:29.183	94.240
06/15/2022 13:33:30	00:10:29.184	94.240
06/15/2022 13:33:30	00:10:29.285	94.234
06/15/2022 13:33:30	00:10:29.286	94.159
06/15/2022 13:33:30	00:10:29.387	94.159
06/15/2022 13:33:30	00:10:29.388	94.159
06/15/2022 13:33:30	00:10:29.489	94.159
06/15/2022 13:33:30	00:10:29.589	94.159
06/15/2022 13:33:30	00:10:29.689	94.159
06/15/2022 13:33:30	00:10:29.789	94.159
06/15/2022 13:33:31	00:10:29.891	94.159
06/15/2022 13:33:31	00:10:29.993	94.159
06/15/2022 13:33:31	00:10:30.095	94.159
06/15/2022 13:33:31	00:10:30.198	94.159
06/15/2022 13:33:31	00:10:30.300	94.060
06/15/2022 13:33:31	00:10:30.402	94.060
06/15/2022 13:33:31	00:10:30.504	94.060
06/15/2022 13:33:31	00:10:30.606	94.060
06/15/2022 13:33:31	00:10:30.707	94.060
06/15/2022 13:33:32	00:10:30.810	94.060
06/15/2022 13:33:32	00:10:30.913	94.060
06/15/2022 13:33:32	00:10:31.013	94.060
06/15/2022 13:33:32	00:10:31.113	94.060
06/15/2022 13:33:32	00:10:31.213	93.960
06/15/2022 13:33:32	00:10:31.315	93.960
06/15/2022 13:33:32	00:10:31.417	93.960
06/15/2022 13:33:32	00:10:31.519	93.960
06/15/2022 13:33:32	00:10:31.622	93.960
06/15/2022 13:33:32	00:10:31.724	93.960
06/15/2022 13:33:33	00:10:31.826	93.960
06/15/2022 13:33:33	00:10:31.928	93.960
06/15/2022 13:33:33	00:10:32.029	93.960
06/15/2022 13:33:33	00:10:32.129	93.960
06/15/2022 13:33:33	00:10:32.229	93.860
06/15/2022 13:33:33	00:10:32.331	93.860
06/15/2022 13:33:33	00:10:32.431	93.860
06/15/2022 13:33:33	00:10:32.531	93.860
06/15/2022 13:33:33	00:10:32.633	93.860
06/15/2022 13:33:33	00:10:32.735	93.860
06/15/2022 13:33:34	00:10:32.837	93.860
06/15/2022 13:33:34	00:10:32.939	93.860
06/15/2022 13:33:34	00:10:33.042	93.860
06/15/2022 13:33:34	00:10:33.144	93.860
06/15/2022 13:33:34	00:10:33.246	93.760
06/15/2022 13:33:34	00:10:33.348	93.760
06/15/2022 13:33:34	00:10:33.449	93.760
06/15/2022 13:33:34	00:10:33.450	93.760
06/15/2022 13:33:34	00:10:33.551	93.760
06/15/2022 13:33:34	00:10:33.651	93.760
06/15/2022 13:33:34	00:10:33.751	93.760
06/15/2022 13:33:35	00:10:33.851	93.760
06/15/2022 13:33:35	00:10:33.951	93.760
06/15/2022 13:33:35	00:10:34.053	93.760
06/15/2022 13:33:35	00:10:34.155	93.679
06/15/2022 13:33:35	00:10:34.257	93.679
06/15/2022 13:33:35	00:10:34.359	93.679
06/15/2022 13:33:35	00:10:34.462	93.679
06/15/2022 13:33:35	00:10:34.564	93.679
06/15/2022 13:33:35	00:10:34.666	93.679
06/15/2022 13:33:35	00:10:34.768	93.679
06/15/2022 13:33:36	00:10:34.869	93.679
06/15/2022 13:33:36	00:10:34.971	93.679
06/15/2022 13:33:36	00:10:35.071	93.679
06/15/2022 13:33:36	00:10:35.171	93.580
06/15/2022 13:33:36	00:10:35.271	93.580
06/15/2022 13:33:36	00:10:35.371	93.580
06/15/2022 13:33:36	00:10:35.473	93.580
06/15/2022 13:33:36	00:10:35.575	93.580
06/15/2022 13:33:36	00:10:35.677	93.580
06/15/2022 13:33:36	00:10:35.779	93.580
06/15/2022 13:33:37	00:10:35.882	93.580
06/15/2022 13:33:37	00:10:35.984	93.580
06/15/2022 13:33:37	00:10:36.086	93.580
06/15/2022 13:33:37	00:10:36.188	93.480
06/15/2022 13:33:37	00:10:36.293	93.480
06/15/2022 13:33:37	00:10:36.393	93.480
06/15/2022 13:33:37	00:10:36.495	93.480
06/15/2022 13:33:37	00:10:36.595	93.480
06/15/2022 13:33:37	00:10:36.695	93.480
06/15/2022 13:33:37	00:10:36.797	93.480
06/15/2022 13:33:38	00:10:36.899	93.480
06/15/2022 13:33:38	00:10:37.001	93.480
06/15/2022 13:33:38	00:10:37.103	93.380
06/15/2022 13:33:38	00:10:37.205	93.380
06/15/2022 13:33:38	00:10:37.308	93.380
06/15/2022 13:33:38	00:10:37.410	93.380
06/15/2022 13:33:38	00:10:37.511	93.380
06/15/2022 13:33:38	00:10:37.512	93.380
06/15/2022 13:33:38	00:10:37.614	93.380
06/15/2022 13:33:38	00:10:37.715	93.380
06/15/2022 13:33:38	00:10:37.716	93.380
06/15/2022 13:33:38	00:10:37.817	93.380
06/15/2022 13:33:39	00:10:37.917	93.380
06/15/2022 13:33:39	00:10:38.017	93.380
06/15/2022 13:33:39	00:10:38.117	93.280
06/15/2022 13:33:39	00:10:38.217	93.280
06/15/2022 13:33:39	00:10:38.319	93.280
06/15/2022 13:33:39	00:10:38.421	93.280
06/15/2022 13:33:39	00:10:38.523	93.280
06/15/2022 13:33:39	00:10:38.625	93.280
06/15/2022 13:33:39	00:10:38.728	93.280
06/15/2022 13:33:39	00:10:38.830	93.280
06/15/2022 13:33:40	00:10:38.932	93.280
06/15/2022 13:33:40	00:10:39.033	93.280
06/15/2022 13:33:40	00:10:39.135	93.199
06/15/2022 13:33:40	00:10:39.235	93.199
06/15/2022 13:33:40	00:10:39.335	93.199
06/15/2022 13:33:40	00:10:39.435	93.199
06/15/2022 13:33:40	00:10:39.535	93.199
06/15/2022 13:33:40	00:10:39.637	93.199
06/15/2022 13:33:40	00:10:39.739	93.199
06/15/2022 13:33:40	00:10:39.841	93.199
06/15/2022 13:33:41	00:10:39.943	93.199
06/15/2022 13:33:41	00:10:40.045	93.100
06/15/2022 13:33:41	00:10:40.148	93.100
06/15/2022 13:33:41	00:10:40.250	93.100
06/15/2022 13:33:41	00:10:40.352	93.100
06/15/2022 13:33:41	00:10:40.453	93.100
06/15/2022 13:33:41	00:10:40.555	93.100
06/15/2022 13:33:41	00:10:40.655	93.100
06/15/2022 13:33:41	00:10:40.755	93.100
06/15/2022 13:33:42	00:10:40.857	93.100
06/15/2022 13:33:42	00:10:40.957	93.100
06/15/2022 13:33:42	00:10:41.059	93.100
06/15/2022 13:33:42	00:10:41.161	93.100
06/15/2022 13:33:42	00:10:41.263	93.100
06/15/2022 13:33:42	00:10:41.365	93.100
06/15/2022 13:33:42	00:10:41.467	93.100
06/15/2022 13:33:42	00:10:41.570	93.100
06/15/2022 13:33:42	00:10:41.672	93.100
06/15/2022 13:33:42	00:10:41.773	93.100
06/15/2022 13:33:42	00:10:41.774	93.100
06/15/2022 13:33:43	00:10:41.875	93.100
06/15/2022 13:33:43	00:10:41.975	93.100
06/15/2022 13:33:43	00:10:41.976	93.100
06/15/2022 13:33:43	00:10:42.078	93.100
06/15/2022 13:33:43	00:10:42.179	93.100
06/15/2022 13:33:43	00:10:42.279	93.100
06/15/2022 13:33:43	00:10:42.379	93.100
06/15/2022 13:33:43	00:10:42.481	93.100
06/15/2022 13:33:43	00:10:42.583	93.100
06/15/2022 13:33:43	00:10:42.685	93.100
06/15/2022 13:33:43	00:10:42.787	93.100
06/15/2022 13:33:44	00:10:42.890	93.100
06/15/2022 13:33:44	00:10:42.992	93.100
06/15/2022 13:33:44	00:10:43.094	93.100
06/15/2022 13:33:44	00:10:43.195	93.100
06/15/2022 13:33:44	00:10:43.196	93.100
06/15/2022 13:33:44	00:10:43.298	93.100
06/15/2022 13:33:44	00:10:43.399	93.100
06/15/2022 13:33:44	00:10:43.499	93.100
06/15/2022 13:33:44	00:10:43.599	93.100
06/15/2022 13:33:44	00:10:43.699	93.100
06/15/2022 13:33:44	00:10:43.801	93.100
06/15/2022 13:33:45	00:10:43.903	93.100
06/15/2022 13:33:45	00:10:44.005	93.100
06/15/2022 13:33:45	00:10:44.107	93.100
06/15/2022 13:33:45	00:10:44.209	93.100
06/15/2022 13:33:45	00:10:44.312	93.100
06/15/2022 13:33:45	00:10:44.414	93.100
06/15/2022 13:33:45	00:10:44.516	93.100
06/15/2022 13:33:45	00:10:44.618	93.100
06/15/2022 13:33:45	00:10:44.719	93.093
06/15/2022 13:33:45	00:10:44.720	93.000
06/15/2022 13:33:45	00:10:44.821	93.000
06/15/2022 13:33:46	00:10:44.921	93.000
06/15/2022 13:33:46	00:10:45.021	93.000
06/15/2022 13:33:46	00:10:45.121	93.000
06/15/2022 13:33:46	00:10:45.223	93.000
06/15/2022 13:33:46	00:10:45.325	93.000
06/15/2022 13:33:46	00:10:45.427	93.000
06/15/2022 13:33:46	00:10:45.529	93.000
06/15/2022 13:33:46	00:10:45.631	93.000
06/15/2022 13:33:46	00:10:45.734	93.000
06/15/2022 13:33:46	00:10:45.836	93.000
06/15/2022 13:33:47	00:10:45.938	93.000
06/15/2022 13:33:47	00:10:46.039	93.000
06/15/2022 13:33:47	00:10:46.141	93.000
06/15/2022 13:33:47	00:10:46.241	93.000
06/15/2022 13:33:47	00:10:46.341	93.000
06/15/2022 13:33:47	00:10:46.443	93.000
06/15/2022 13:33:47	00:10:46.545	93.000
06/15/2022 13:33:47	00:10:46.647	93.000
06/15/2022 13:33:47	00:10:46.749	93.000
06/15/2022 13:33:47	00:10:46.851	93.000
06/15/2022 13:33:49	00:10:46.953	93.000
06/15/2022 13:33:49	00:10:47.055	93.000
06/15/2022 13:33:49	00:10:47.158	93.000
06/15/2022 13:33:49	00:10:47.260	93.000
06/15/2022 13:33:49	00:10:47.362	93.000
06/15/2022 13:33:49	00:10:47.463	93.000
06/15/2022 13:33:49	00:10:47.563	93.000
06/15/2022 13:33:49	00:10:47.564	93.000
06/15/2022 13:33:49	00:10:47.665	93.000
06/15/2022 13:33:49	00:10:47.666	93.000
06/15/2022 13:33:49	00:10:47.767	93.000
06/15/2022 13:33:49	00:10:47.869	93.000
06/15/2022 13:33:50	00:10:47.971	93.000
06/15/2022 13:33:50	00:10:48.075	93.000
06/15/2022 13:33:50	00:10:48.177	93.000
06/15/2022 13:33:50	00:10:48.277	93.000
06/15/2022 13:33:50	00:10:48.379	93.000
06/15/2022 13:33:50	00:10:48.481	93.000
06/15/2022 13:33:50	00:10:48.584	93.000
06/15/2022 13:33:50	00:10:48.686	93.000
06/15/2022 13:33:50	00:10:48.787	93.000
06/15/2022 13:33:50	00:10:48.788	93.000
06/15/2022 13:33:50	00:10:48.889	93.000
06/15/2022 13:33:50	00:10:48.890	93.000
06/15/2022 13:33:51	00:10:48.991	93.000
06/15/2022 13:33:51	00:10:48.992	93.000
06/15/2022 13:33:51	00:10:49.093	93.000
06/15/2022 13:33:51	00:10:49.193	93.000
06/15/2022 13:33:51	00:10:49.293	93.000
06/15/2022 13:33:51	00:10:49.395	92.900
06/15/2022 13:33:51	00:10:49.497	92.900
06/15/2022 13:33:51	00:10:49.599	92.900
06/15/2022 13:33:51	00:10:49.701	92.900
06/15/2022 13:33:51	00:10:49.803	92.900
06/15/2022 13:33:51	00:10:49.905	92.900
06/15/2022 13:33:52	00:10:50.008	92.900
06/15/2022 13:33:52	00:10:50.109	92.900
06/15/2022 13:33:52	00:10:50.211	92.900
06/15/2022 13:33:52	00:10:50.212	92.900
06/15/2022 13:33:52	00:10:50.313	92.900
06/15/2022 13:33:52	00:10:50.423	92.900
06/15/2022 13:33:52	00:10:50.523	92.900
06/15/2022 13:33:52	00:10:50.623	92.900
06/15/2022 13:33:52	00:10:50.725	92.900
06/15/2022 13:33:52	00:10:50.827	92.900
06/15/2022 13:33:52	00:10:50.929	92.900
06/15/2022 13:33:53	00:10:51.031	92.900
06/15/2022 13:33:53	00:10:51.133	92.900
06/15/2022 13:33:53	00:10:51.235	92.900
06/15/2022 13:33:53	00:10:51.236	92.900
06/15/2022 13:33:53	00:10:51.338	92.900
06/15/2022 13:33:53	00:10:51.439	92.900
06/15/2022 13:33:53	00:10:51.440	92.900
06/15/2022 13:33:53	00:10:51.541	92.900
06/15/2022 13:33:53	00:10:51.542	92.900
06/15/2022 13:33:53	00:10:51.643	92.900
06/15/2022 13:33:53	00:10:51.743	92.900
06/15/2022 13:33:53	00:10:51.843	92.900
06/15/2022 13:33:54	00:10:51.943	92.900
06/15/2022 13:33:54	00:10:52.045	92.900
06/15/2022 13:33:54	00:10:52.147	92.900
06/15/2022 13:33:54	00:10:52.249	92.900
06/15/2022 13:33:54	00:10:52.351	92.900
06/15/2022 13:33:54	00:10:52.453	92.900
06/15/2022 13:33:54	00:10:52.555	92.900
06/15/2022 13:33:54	00:10:52.657	92.900
06/15/2022 13:33:54	00:10:52.759	92.900
06/15/2022 13:33:54	00:10:52.760	92.900
06/15/2022 13:33:54	00:10:52.861	92.900
06/15/2022 13:33:54	00:10:52.862	92.900
06/15/2022 13:33:55	00:10:52.963	92.900
06/15/2022 13:33:55	00:10:53.063	92.900
06/15/2022 13:33:55	00:10:53.163	92.900
06/15/2022 13:33:55	00:10:53.263	92.900
06/15/2022 13:33:55	00:10:53.363	92.900
06/15/2022 13:33:55	00:10:53.465	92.900
06/15/2022 13:33:55	00:10:53.567	92.900
06/15/2022 13:33:55	00:10:53.669	92.900
06/15/2022 13:33:55	00:10:53.771	92.900
06/15/2022 13:33:55	00:10:53.881	92.900
06/15/2022 13:33:55	00:10:53.882	92.900
06/15/2022 13:33:56	00:10:53.983	92.800
06/15/2022 13:33:56	00:10:54.085	92.800
06/15/2022 13:33:56	00:10:54.086	92.800
06/15/2022 13:33:56	00:10:54.187	92.800
06/15/2022 13:33:56	00:10:54.287	92.800
06/15/2022 13:33:56	00:10:54.288	92.800
06/15/2022 13:33:56	00:10:54.389	92.800
06/15/2022 13:33:56	00:10:54.489	92.800
06/15/2022 13:33:56	00:10:54.589	92.800
06/15/2022 13:33:56	00:10:54.689	92.800
06/15/2022 13:33:56	00:10:54.791	92.800
06/15/2022 13:33:56	00:10:54.893	92.800
06/15/2022 13:33:57	00:10:54.995	92.800
06/15/2022 13:33:57	00:10:55.097	92.800
06/15/2022 13:33:57	00:10:55.199	92.800
06/15/2022 13:33:57	00:10:55.301	92.800
06/15/2022 13:33:57	00:10:55.403	92.800
06/15/2022 13:33:57	00:10:55.505	92.800
06/15/2022 13:33:57	00:10:55.506	92.800
06/15/2022 13:33:57	00:10:55.607	92.800
06/15/2022 13:33:57	00:10:55.707	92.800
06/15/2022 13:33:57	00:10:55.708	92.800
06/15/2022 13:33:57	00:10:55.810	92.800
06/15/2022 13:33:57	00:10:55.911	92.800
06/15/2022 13:33:58	00:10:56.011	92.800
06/15/2022 13:33:58	00:10:56.111	92.800
06/15/2022 13:33:58	00:10:56.213	92.800
06/15/2022 13:33:58	00:10:56.315	92.800
06/15/2022 13:33:58	00:10:56.417	92.800
06/15/2022 13:33:58	00:10:56.519	92.800
06/15/2022 13:33:58	00:10:56.621	92.800
06/15/2022 13:33:58	00:10:56.723	92.800
06/15/2022 13:33:58	00:10:56.825	92.800
06/15/2022 13:33:58	00:10:56.927	92.800
06/15/2022 13:33:58	00:10:56.928	92.800
06/15/2022 13:33:59	00:10:57.029	92.800
06/15/2022 13:33:59	00:10:57.129	92.800
06/15/2022 13:33:59	00:10:57.229	92.800
06/15/2022 13:33:59	00:10:57.329	92.800
06/15/2022 13:33:59	00:10:57.429	92.800
06/15/2022 13:33:59	00:10:57.531	92.800
06/15/2022 13:33:59	00:10:57.633	92.800
06/15/2022 13:33:59	00:10:57.735	92.800
06/15/2022 13:33:59	00:10:57.837	92.800
06/15/2022 13:33:59	00:10:57.939	92.800
06/15/2022 13:34:00	00:10:58.041	92.800
06/15/2022 13:34:00	00:10:58.143	92.800
06/15/2022 13:34:00	00:10:58.245	92.800
06/15/2022 13:34:00	00:10:58.348	92.800
06/15/2022 13:34:00	00:10:58.449	92.800
06/15/2022 13:34:00	00:10:58.549	92.800
06/15/2022 13:34:00	00:10:58.649	92.719
06/15/2022 13:34:00	00:10:58.749	92.719
06/15/2022 13:34:00	00:10:58.851	92.719
06/15/2022 13:34:00	00:10:58.953	92.719
06/15/2022 13:34:01	00:10:59.055	92.719
06/15/2022 13:34:01	00:10:59.157	92.719
06/15/2022 13:34:01	00:10:59.259	92.719
06/15/2022 13:34:01	00:10:59.361	92.719
06/15/2022 13:34:01	00:10:59.463	92.719
06/15/2022 13:34:01	00:10:59.565	92.719
06/15/2022 13:34:01	00:10:59.667	92.719
06/15/2022 13:34:01	00:10:59.769	92.719
06/15/2022 13:34:01	00:10:59.770	92.719
06/15/2022 13:34:01	00:10:59.871	92.719
06/15/2022 13:34:01	00:10:59.971	92.719
06/15/2022 13:34:02	00:11:00.071	92.719
06/15/2022 13:34:02	00:11:00.171	92.719
06/15/2022 13:34:02	00:11:00.273	92.719
06/15/2022 13:34:02	00:11:00.375	92.719
06/15/2022 13:34:02	00:11:00.477	92.719
06/15/2022 13:34:02	00:11:00.579	92.719
06/15/2022 13:34:02	00:11:00.681	92.719
06/15/2022 13:34:02	00:11:00.783	92.719
06/15/2022 13:34:02	00:11:00.885	92.719
06/15/2022 13:34:02	00:11:00.986	92.719
06/15/2022 13:34:02	00:11:00.987	92.719
06/15/2022 13:34:03	00:11:01.088	92.719
06/15/2022 13:34:03	00:11:01.089	92.719
06/15/2022 13:34:03	00:11:01.191	92.719
06/15/2022 13:34:03	00:11:01.291	92.719
06/15/2022 13:34:03	00:11:01.292	92.719
06/15/2022 13:34:03	00:11:01.393	92.719
06/15/2022 13:34:03	00:11:01.493	92.719
06/15/2022 13:34:03	00:11:01.593	92.719
06/15/2022 13:34:03	00:11:01.695	92.719
06/15/2022 13:34:03	00:11:01.797	92.719
06/15/2022 13:34:03	00:11:01.899	92.719
06/15/2022 13:34:03	00:11:02.001	92.719
06/15/2022 13:34:04	00:11:02.103	92.719
06/15/2022 13:34:04	00:11:02.205	92.719
06/15/2022 13:34:04	00:11:02.306	92.719
06/15/2022 13:34:04	00:11:02.307	92.719
06/15/2022 13:34:04	00:11:02.408	92.719
06/15/2022 13:34:04	00:11:02.409	92.719
06/15/2022 13:34:04	00:11:02.510	92.719
06/15/2022 13:34:04	00:11:02.611	92.719
06/15/2022 13:34:04	00:11:02.612	92.719
06/15/2022 13:34:04	00:11:02.713	92.719
06/15/2022 13:34:04	00:11:02.813	92.719
06/15/2022 13:34:04	00:11:02.913	92.719
06/15/2022 13:34:04	00:11:03.015	92.719
06/15/2022 13:34:05	00:11:03.117	92.719
06/15/2022 13:34:05	00:11:03.219	92.620
06/15/2022 13:34:05	00:11:03.321	92.620
06/15/2022 13:34:05	00:11:03.423	92.620
06/15/2022 13:34:05	00:11:03.525	92.620
06/15/2022 13:34:05	00:11:03.627	92.620
06/15/2022 13:34:05	00:11:03.729	92.620
06/15/2022 13:34:05	00:11:03.830	92.620
06/15/2022 13:34:05	00:11:03.831	92.620
06/15/2022 13:34:05	00:11:03.933	92.620
06/15/2022 13:34:06	00:11:04.033	92.620
06/15/2022 13:34:06	00:11:04.034	92.620
06/15/2022 13:34:06	00:11:04.135	92.620
06/15/2022 13:34:06	00:11:04.235	92.620
06/15/2022 13:34:06	00:11:04.335	92.620
06/15/2022 13:34:06	00:11:04.437	92.620
06/15/2022 13:34:06	00:11:04.539	92.620
06/15/2022 13:34:06	00:11:04.641	92.620
06/15/2022 13:34:06	00:11:04.743	92.620
06/15/2022 13:34:06	00:11:04.845	92.620
06/15/2022 13:34:06	00:11:04.947	92.620
06/15/2022 13:34:07	00:11:05.049	92.620
06/15/2022 13:34:07	00:11:05.151	92.620
06/15/2022 13:34:07	00:11:05.252	92.620
06/15/2022 13:34:07	00:11:05.253	92.620
06/15/2022 13:34:07	00:11:05.355	92.620
06/15/2022 13:34:07	00:11:05.455	92.620
06/15/2022 13:34:07	00:11:05.555	92.620
06/15/2022 13:34:07	00:11:05.655	92.620
06/15/2022 13:34:07	00:11:05.757	92.620
06/15/2022 13:34:07	00:11:05.859	92.620
06/15/2022 13:34:07	00:11:05.961	92.620
06/15/2022 13:34:08	00:11:06.063	92.620
06/15/2022 13:34:08	00:11:06.165	92.620
06/15/2022 13:34:08	00:11:06.267	92.620
06/15/2022 13:34:08	00:11:06.369	92.620
06/15/2022 13:34:08	00:11:06.471	92.620
06/15/2022 13:34:08	00:11:06.573	92.620
06/15/2022 13:34:08	00:11:06.674	92.620
06/15/2022 13:34:08	00:11:06.775	92.620
06/15/2022 13:34:08	00:11:06.875	92.620
06/15/2022 13:34:08	00:11:06.975	92.620
06/15/2022 13:34:09	00:11:07.075	92.620
06/15/2022 13:34:09	00:11:07.177	92.620
06/15/2022 13:34:09	00:11:07.279	92.620
06/15/2022 13:34:09	00:11:07.381	92.620
06/15/2022 13:34:09	00:11:07.483	92.620
06/15/2022 13:34:09	00:11:07.585	92.620
06/15/2022 13:34:09	00:11:07.687	92.620
06/15/2022 13:34:09	00:11:07.789	92.620
06/15/2022 13:34:09	00:11:07.891	92.520
06/15/2022 13:34:09	00:11:07.992	92.520
06/15/2022 13:34:10	00:11:08.093	92.520
06/15/2022 13:34:10	00:11:08.094	92.520
