Local Date/Time	Relative Time	system:activity
06/15/2022 13:34:51	00:11:50.263	[wash,elution]
06/15/2022 13:34:52	00:11:51.271	[wash,elution]
06/15/2022 13:34:53	00:11:52.280	[wash,elution]
06/15/2022 13:34:54	00:11:53.281	[wash,elution]
06/15/2022 13:34:55	00:11:54.285	[wash,elution]
06/15/2022 13:34:56	00:11:55.294	[wash,elution]
06/15/2022 13:34:57	00:11:56.294	[wash,elution]
06/15/2022 13:34:58	00:11:57.293	[wash,elution]
06/15/2022 13:34:59	00:11:58.307	[wash,elution]
06/15/2022 13:35:00	00:11:59.312	[wash,elution]
06/15/2022 13:35:01	00:12:00.330	[wash,elution]
06/15/2022 13:35:02	00:12:01.341	[wash,elution]
06/15/2022 13:35:03	00:12:02.341	[wash,elution]
06/15/2022 13:35:04	00:12:03.346	[wash,elution]
06/15/2022 13:35:05	00:12:04.357	[wash,elution]
06/15/2022 13:35:06	00:12:05.357	[wash,elution]
06/15/2022 13:35:07	00:12:06.370	[wash,elution]
06/15/2022 13:35:08	00:12:07.369	[wash,elution]
06/15/2022 13:35:09	00:12:08.375	[wash,elution]
06/15/2022 13:35:10	00:12:09.388	[wash,elution]
06/15/2022 13:35:11	00:12:10.386	[wash,elution]
06/15/2022 13:35:12	00:12:11.387	[wash,elution]
06/15/2022 13:35:13	00:12:12.387	[wash,elution]
06/15/2022 13:35:14	00:12:13.389	[wash,elution]
06/15/2022 13:35:15	00:12:14.402	[wash,elution]
06/15/2022 13:35:16	00:12:15.403	[wash,elution]
06/15/2022 13:35:17	00:12:16.416	[wash,elution]
06/15/2022 13:35:18	00:12:17.418	[wash,elution]
06/15/2022 13:35:19	00:12:18.423	[wash,elution]
06/15/2022 13:35:20	00:12:19.433	[wash,elution]
06/15/2022 13:35:21	00:12:20.438	[wash,elution]
06/15/2022 13:35:22	00:12:21.439	[wash,elution]
06/15/2022 13:35:23	00:12:22.447	[wash,elution]
06/15/2022 13:35:24	00:12:23.453	[wash,elution]
06/15/2022 13:35:25	00:12:24.461	[wash,elution]
06/15/2022 13:35:26	00:12:25.470	[wash,elution]
06/15/2022 13:35:27	00:12:26.472	[wash,elution]
06/15/2022 13:35:28	00:12:27.479	[wash,elution]
06/15/2022 13:35:29	00:12:28.485	[wash,elution]
06/15/2022 13:35:30	00:12:29.482	[wash,elution]
06/15/2022 13:35:31	00:12:30.493	[wash,elution]
06/15/2022 13:35:32	00:12:31.488	[wash,elution]
06/15/2022 13:35:33	00:12:32.497	[wash,elution]
06/15/2022 13:35:34	00:12:33.509	[wash,elution]
06/15/2022 13:35:35	00:12:34.510	[wash,elution]
06/15/2022 13:35:36	00:12:35.511	[wash,elution]
06/15/2022 13:35:37	00:12:36.511	[wash,elution]
06/15/2022 13:35:38	00:12:37.523	[wash,elution]
06/15/2022 13:35:39	00:12:38.531	[wash,elution]
06/15/2022 13:35:40	00:12:39.537	[wash,elution]
06/15/2022 13:35:41	00:12:40.540	[wash,elution]
06/15/2022 13:35:42	00:12:41.542	[wash,elution]
06/15/2022 13:35:43	00:12:42.543	[wash,elution]
06/15/2022 13:35:44	00:12:43.548	[wash,elution]
06/15/2022 13:35:45	00:12:44.550	[wash,elution]
06/15/2022 13:35:46	00:12:45.551	[wash,elution]
06/15/2022 13:35:47	00:12:46.558	[wash,elution]
06/15/2022 13:35:48	00:12:47.566	[wash,elution]
06/15/2022 13:35:49	00:12:48.566	[wash,elution]
06/15/2022 13:35:50	00:12:49.577	[wash,elution]
06/15/2022 13:35:51	00:12:50.590	[wash,elution]
06/15/2022 13:35:52	00:12:51.591	[wash,elution]
06/15/2022 13:35:53	00:12:52.593	[wash,elution]
06/15/2022 13:35:54	00:12:53.609	[wash,elution]
06/15/2022 13:35:55	00:12:54.621	[wash,elution]
06/15/2022 13:35:56	00:12:55.629	[wash,elution]
06/15/2022 13:35:57	00:12:56.635	[wash,elution]
06/15/2022 13:35:58	00:12:57.638	[wash,elution]
06/15/2022 13:35:59	00:12:58.645	[wash,elution]
06/15/2022 13:36:00	00:12:59.645	[wash,elution]
06/15/2022 13:36:01	00:13:00.652	[wash,elution]
06/15/2022 13:36:02	00:13:01.658	[wash,elution]
06/15/2022 13:36:03	00:13:02.667	[wash,elution]
06/15/2022 13:36:04	00:13:03.676	[wash,elution]
06/15/2022 13:36:05	00:13:04.683	[wash,elution]
06/15/2022 13:36:06	00:13:05.687	[wash,elution]
06/15/2022 13:36:07	00:13:06.683	[wash,elution]
06/15/2022 13:36:08	00:13:07.698	[wash,elution]
06/15/2022 13:36:09	00:13:08.714	[wash,elution]
06/15/2022 13:36:10	00:13:09.714	[wash,elution]
06/15/2022 13:36:11	00:13:10.717	[wash,elution]
06/15/2022 13:36:12	00:13:11.719	[wash,elution]
06/15/2022 13:36:13	00:13:12.734	[wash,elution]
06/15/2022 13:36:14	00:13:13.745	[wash,elution]
06/15/2022 13:36:15	00:13:14.746	[wash,elution]
06/15/2022 13:36:16	00:13:15.754	[wash,elution]
06/15/2022 13:36:17	00:13:16.762	[wash,elution]
06/15/2022 13:36:18	00:13:17.769	[wash,elution]
06/15/2022 13:36:19	00:13:18.783	[wash,elution]
06/15/2022 13:36:20	00:13:19.783	[wash,elution]
06/15/2022 13:36:21	00:13:20.792	[wash,elution]
06/15/2022 13:36:22	00:13:21.800	[wash,elution]
06/15/2022 13:36:23	00:13:22.801	[wash,elution]
06/15/2022 13:36:24	00:13:23.809	[wash,elution]
06/15/2022 13:36:25	00:13:24.813	[wash,elution]
06/15/2022 13:36:26	00:13:25.824	[wash,elution]
06/15/2022 13:36:27	00:13:26.824	[wash,elution]
06/15/2022 13:36:28	00:13:27.840	[wash,elution]
06/15/2022 13:36:29	00:13:28.853	[wash,elution]
06/15/2022 13:36:30	00:13:29.855	[wash,elution]
06/15/2022 13:36:31	00:13:30.854	[wash,elution]
06/15/2022 13:36:32	00:13:31.862	[wash,elution]
06/15/2022 13:36:33	00:13:32.870	[wash,elution]
06/15/2022 13:36:34	00:13:33.884	[wash,elution]
06/15/2022 13:36:35	00:13:34.893	[wash,elution]
06/15/2022 13:36:36	00:13:35.893	[wash,elution]
06/15/2022 13:36:37	00:13:36.901	[wash,elution]
06/15/2022 13:36:39	00:13:37.917	[wash,elution]
06/15/2022 13:36:40	00:13:38.917	[wash,elution]
06/15/2022 13:36:41	00:13:39.934	[wash,elution]
06/15/2022 13:36:42	00:13:40.932	[wash,elution]
06/15/2022 13:36:43	00:13:41.933	[wash,elution]
06/15/2022 13:36:44	00:13:42.936	[wash,elution]
06/15/2022 13:36:45	00:13:43.933	[wash,elution]
06/15/2022 13:36:46	00:13:44.947	[wash,elution]
06/15/2022 13:36:47	00:13:45.948	[wash,elution]
06/15/2022 13:36:48	00:13:46.949	[wash,elution]
06/15/2022 13:36:49	00:13:47.950	[wash,elution]
06/15/2022 13:36:50	00:13:48.957	[wash,elution]
06/15/2022 13:36:51	00:13:49.955	[wash,elution]
06/15/2022 13:36:52	00:13:50.954	[wash,elution]
06/15/2022 13:36:53	00:13:51.956	[wash,elution]
06/15/2022 13:36:54	00:13:52.956	[wash,elution]
06/15/2022 13:36:55	00:13:53.964	[wash,elution]
06/15/2022 13:36:56	00:13:54.971	[wash,elution]
06/15/2022 13:36:57	00:13:55.972	[wash,elution]
06/15/2022 13:36:58	00:13:56.983	[wash,elution]
06/15/2022 13:36:59	00:13:57.995	[wash,elution]
06/15/2022 13:37:00	00:13:59.001	[wash,elution]
06/15/2022 13:37:01	00:14:00.011	[wash,elution]
06/15/2022 13:37:02	00:14:01.013	[wash,elution]
06/15/2022 13:37:03	00:14:02.019	[wash,elution]
06/15/2022 13:37:04	00:14:03.029	[wash,elution]
06/15/2022 13:37:05	00:14:04.036	[wash,elution]
06/15/2022 13:37:06	00:14:05.044	[wash,elution]
06/15/2022 13:37:07	00:14:06.048	[wash,elution]
06/15/2022 13:37:08	00:14:07.063	[wash,elution]
06/15/2022 13:37:09	00:14:08.075	[wash,elution]
06/15/2022 13:37:10	00:14:09.075	[wash,elution]
06/15/2022 13:37:11	00:14:10.076	[wash,elution]
06/15/2022 13:37:12	00:14:11.077	[wash,elution]
06/15/2022 13:37:13	00:14:12.080	[wash,elution]
06/15/2022 13:37:14	00:14:13.081	[wash,elution]
06/15/2022 13:37:15	00:14:14.083	[wash,elution]
06/15/2022 13:37:16	00:14:15.085	[wash,elution]
06/15/2022 13:37:17	00:14:16.091	[wash,elution]
06/15/2022 13:37:18	00:14:17.094	[wash,elution]
06/15/2022 13:37:19	00:14:18.104	[wash,elution]
06/15/2022 13:37:20	00:14:19.105	[wash,elution]
06/15/2022 13:37:21	00:14:20.118	[wash,elution]
06/15/2022 13:37:22	00:14:21.120	[wash,elution]
06/15/2022 13:37:23	00:14:22.124	[wash,elution]
06/15/2022 13:37:24	00:14:23.124	[wash,elution]
06/15/2022 13:37:25	00:14:24.127	[wash,elution]
06/15/2022 13:37:26	00:14:25.137	[wash,elution]
06/15/2022 13:37:27	00:14:26.137	[wash,elution]
06/15/2022 13:37:28	00:14:27.140	[wash,elution]
06/15/2022 13:37:29	00:14:28.141	[wash,elution]
06/15/2022 13:37:30	00:14:29.140	[wash,elution]
06/15/2022 13:37:31	00:14:30.142	[wash,elution]
06/15/2022 13:37:32	00:14:31.141	[wash,elution]
06/15/2022 13:37:33	00:14:32.142	[wash,elution]
06/15/2022 13:37:34	00:14:33.143	[wash,elution]
06/15/2022 13:37:35	00:14:34.152	[wash,elution]
06/15/2022 13:37:36	00:14:35.154	[wash,elution]
06/15/2022 13:37:37	00:14:36.169	[wash,elution]
06/15/2022 13:37:38	00:14:37.176	[wash,elution]
06/15/2022 13:37:39	00:14:38.187	[wash,elution]
06/15/2022 13:37:40	00:14:39.185	[wash,elution]
06/15/2022 13:37:41	00:14:40.197	[wash,elution]
06/15/2022 13:37:42	00:14:41.198	[wash,elution]
06/15/2022 13:37:43	00:14:42.210	[wash,elution]
06/15/2022 13:37:44	00:14:43.216	[wash,elution]
06/15/2022 13:37:45	00:14:44.219	[wash,elution]
06/15/2022 13:37:46	00:14:45.235	[wash,elution]
06/15/2022 13:37:47	00:14:46.235	[wash,elution]
06/15/2022 13:37:48	00:14:47.240	[wash,elution]
06/15/2022 13:37:49	00:14:48.243	[wash,elution]
06/15/2022 13:37:50	00:14:49.245	[wash,elution]
06/15/2022 13:37:51	00:14:50.245	[wash,elution]
06/15/2022 13:37:52	00:14:51.259	[wash,elution]
06/15/2022 13:37:53	00:14:52.261	[wash,elution]
06/15/2022 13:37:54	00:14:53.270	[wash,elution]
06/15/2022 13:37:55	00:14:54.279	[wash,elution]
06/15/2022 13:37:56	00:14:55.294	[wash,elution]
06/15/2022 13:37:57	00:14:56.292	[wash,elution]
06/15/2022 13:37:58	00:14:57.295	[wash,elution]
06/15/2022 13:37:59	00:14:58.306	[wash,elution]
06/15/2022 13:38:00	00:14:59.306	[wash,elution]
06/15/2022 13:38:01	00:15:00.315	[wash,elution]
06/15/2022 13:38:02	00:15:01.326	[wash,elution]
06/15/2022 13:38:03	00:15:02.323	[wash,elution]
06/15/2022 13:38:04	00:15:03.324	[wash,elution]
06/15/2022 13:38:05	00:15:04.331	[wash,elution]
06/15/2022 13:38:06	00:15:05.339	[wash,elution]
06/15/2022 13:38:07	00:15:06.355	[wash,elution]
06/15/2022 13:38:08	00:15:07.357	[wash,elution]
06/15/2022 13:38:09	00:15:08.361	[wash,elution]
06/15/2022 13:38:10	00:15:09.375	[wash,elution]
06/15/2022 13:38:11	00:15:10.380	[wash,elution]
06/15/2022 13:38:12	00:15:11.385	[wash,elution]
06/15/2022 13:38:13	00:15:12.388	[wash,elution]
06/15/2022 13:38:14	00:15:13.387	[wash,elution]
06/15/2022 13:38:15	00:15:14.403	[wash,elution]
06/15/2022 13:38:16	00:15:15.403	[wash,elution]
06/15/2022 13:38:17	00:15:16.405	[wash,elution]
06/15/2022 13:38:18	00:15:17.417	[wash,elution]
06/15/2022 13:38:19	00:15:18.421	[wash,elution]
06/15/2022 13:38:20	00:15:19.418	[wash,elution]
06/15/2022 13:38:21	00:15:20.422	[wash,elution]
06/15/2022 13:38:22	00:15:21.432	[wash,elution]
06/15/2022 13:38:23	00:15:22.441	[wash,elution]
06/15/2022 13:38:24	00:15:23.441	[wash,elution]
06/15/2022 13:38:25	00:15:24.450	[wash,elution]
06/15/2022 13:38:26	00:15:25.457	[wash,elution]
06/15/2022 13:38:27	00:15:26.464	[wash,elution]
06/15/2022 13:38:28	00:15:27.479	[wash,elution]
06/15/2022 13:38:29	00:15:28.480	[wash,elution]
06/15/2022 13:38:30	00:15:29.480	[wash,elution]
06/15/2022 13:38:31	00:15:30.483	[wash,elution]
06/15/2022 13:38:32	00:15:31.487	[wash,elution]
06/15/2022 13:38:33	00:15:32.500	[wash,elution]
06/15/2022 13:38:34	00:15:33.510	[wash,elution]
06/15/2022 13:38:35	00:15:34.520	[wash,elution]
06/15/2022 13:38:36	00:15:35.528	[wash,elution]
06/15/2022 13:38:37	00:15:36.535	[wash,elution]
06/15/2022 13:38:38	00:15:37.536	[wash,elution]
06/15/2022 13:38:39	00:15:38.544	[wash,elution]
06/15/2022 13:38:40	00:15:39.558	[wash,elution]
06/15/2022 13:38:41	00:15:40.565	[wash,elution]
06/15/2022 13:38:42	00:15:41.573	[wash,elution]
06/15/2022 13:38:43	00:15:42.575	[wash,elution]
06/15/2022 13:38:44	00:15:43.576	[wash,elution]
06/15/2022 13:38:45	00:15:44.592	[wash,elution]
06/15/2022 13:38:46	00:15:45.597	[wash,elution]
06/15/2022 13:38:47	00:15:46.607	[wash,elution]
06/15/2022 13:38:48	00:15:47.614	[wash,elution]
06/15/2022 13:38:49	00:15:48.623	[wash,elution]
06/15/2022 13:38:50	00:15:49.630	[wash,elution]
06/15/2022 13:38:51	00:15:50.630	[wash,elution]
06/15/2022 13:38:52	00:15:51.635	[wash,elution]
06/15/2022 13:38:53	00:15:52.636	[wash,elution]
06/15/2022 13:38:54	00:15:53.637	[wash,elution]
06/15/2022 13:38:55	00:15:54.652	[wash,elution]
06/15/2022 13:38:56	00:15:55.654	[wash,elution]
06/15/2022 13:38:57	00:15:56.661	[wash,elution]
06/15/2022 13:38:58	00:15:57.668	[wash,elution]
06/15/2022 13:38:59	00:15:58.668	[wash,elution]
06/15/2022 13:39:00	00:15:59.670	[wash,elution]
06/15/2022 13:39:01	00:16:00.669	[wash,elution]
06/15/2022 13:39:02	00:16:01.673	[wash,elution]
06/15/2022 13:39:03	00:16:02.673	[wash,elution]
06/15/2022 13:39:04	00:16:03.687	[wash,elution]
06/15/2022 13:39:05	00:16:04.698	[wash,elution]
06/15/2022 13:39:06	00:16:05.699	[wash,elution]
06/15/2022 13:39:07	00:16:06.707	[wash,elution]
06/15/2022 13:39:08	00:16:07.717	[wash,elution]
06/15/2022 13:39:09	00:16:08.729	[wash,elution]
06/15/2022 13:39:10	00:16:09.732	[wash,elution]
06/15/2022 13:39:11	00:16:10.738	[wash,elution]
06/15/2022 13:39:12	00:16:11.746	[wash,elution]
06/15/2022 13:39:13	00:16:12.750	[wash,elution]
06/15/2022 13:39:14	00:16:13.745	[wash,elution]
06/15/2022 13:39:15	00:16:14.755	[wash,elution]
06/15/2022 13:39:16	00:16:15.768	[wash,elution]
06/15/2022 13:39:17	00:16:16.767	[wash,elution]
06/15/2022 13:39:18	00:16:17.767	[wash,elution]
06/15/2022 13:39:19	00:16:18.777	[wash,elution]
06/15/2022 13:39:20	00:16:19.783	[wash,elution]
06/15/2022 13:39:21	00:16:20.792	[wash,elution]
06/15/2022 13:39:22	00:16:21.800	[wash,elution]
06/15/2022 13:39:23	00:16:22.813	[wash,elution]
06/15/2022 13:39:24	00:16:23.822	[wash,elution]
06/15/2022 13:39:25	00:16:24.823	[wash,elution]
06/15/2022 13:39:26	00:16:25.824	[wash,elution]
06/15/2022 13:39:27	00:16:26.826	[wash,elution]
06/15/2022 13:39:28	00:16:27.825	[wash,elution]
06/15/2022 13:39:29	00:16:28.831	[wash,elution]
06/15/2022 13:39:30	00:16:29.838	[wash,elution]
06/15/2022 13:39:31	00:16:30.840	[wash,elution]
06/15/2022 13:39:32	00:16:31.848	[wash,elution]
06/15/2022 13:39:33	00:16:32.857	[wash,elution]
06/15/2022 13:39:34	00:16:33.848	[wash,elution]
06/15/2022 13:39:35	00:16:34.848	[wash,elution]
06/15/2022 13:39:36	00:16:35.857	[wash,elution]
06/15/2022 13:39:37	00:16:36.859	[wash,elution]
06/15/2022 13:39:38	00:16:37.874	[wash,elution]
06/15/2022 13:39:39	00:16:38.878	[wash,elution]
06/15/2022 13:39:40	00:16:39.888	[wash,elution]
06/15/2022 13:39:41	00:16:40.900	[wash,elution]
06/15/2022 13:39:42	00:16:41.907	[wash,elution]
06/15/2022 13:39:44	00:16:42.911	[wash,elution]
06/15/2022 13:39:45	00:16:43.917	[wash,elution]
06/15/2022 13:39:46	00:16:44.917	[wash,elution]
06/15/2022 13:39:47	00:16:45.918	[wash,elution]
06/15/2022 13:39:48	00:16:46.926	[wash,elution]
06/15/2022 13:39:49	00:16:47.937	[wash,elution]
06/15/2022 13:39:50	00:16:48.935	[wash,elution]
06/15/2022 13:39:51	00:16:49.948	[wash,elution]
06/15/2022 13:39:52	00:16:50.956	[wash,elution]
06/15/2022 13:39:53	00:16:51.967	[wash,elution]
06/15/2022 13:39:54	00:16:52.971	[wash,elution]
06/15/2022 13:39:55	00:16:53.984	[wash,elution]
06/15/2022 13:39:56	00:16:54.987	[wash,elution]
06/15/2022 13:39:57	00:16:55.988	[wash,elution]
06/15/2022 13:39:58	00:16:56.988	[wash,elution]
06/15/2022 13:39:59	00:16:58.000	[wash,elution]
06/15/2022 13:40:00	00:16:59.000	[wash,elution]
06/15/2022 13:40:01	00:17:00.005	[wash,elution]
06/15/2022 13:40:02	00:17:01.012	[wash,elution]
06/15/2022 13:40:03	00:17:02.026	[wash,elution]
06/15/2022 13:40:04	00:17:03.033	[wash,elution]
06/15/2022 13:40:05	00:17:04.041	[wash,elution]
06/15/2022 13:40:06	00:17:05.042	[wash,elution]
06/15/2022 13:40:07	00:17:06.048	[wash,elution]
06/15/2022 13:40:08	00:17:07.059	[wash,elution]
06/15/2022 13:40:09	00:17:08.060	[wash,elution]
06/15/2022 13:40:10	00:17:09.064	[wash,elution]
06/15/2022 13:40:11	00:17:10.074	[wash,elution]
06/15/2022 13:40:12	00:17:11.085	[wash,elution]
06/15/2022 13:40:13	00:17:12.089	[wash,elution]
06/15/2022 13:40:14	00:17:13.093	[wash,elution]
06/15/2022 13:40:15	00:17:14.090	[wash,elution]
06/15/2022 13:40:16	00:17:15.089	[wash,elution]
06/15/2022 13:40:17	00:17:16.094	[wash,elution]
06/15/2022 13:40:18	00:17:17.109	[wash,elution]
06/15/2022 13:40:19	00:17:18.123	[wash,elution]
06/15/2022 13:40:20	00:17:19.129	[wash,elution]
06/15/2022 13:40:21	00:17:20.129	[wash,elution]
06/15/2022 13:40:22	00:17:21.140	[wash,elution]
06/15/2022 13:40:23	00:17:22.143	[wash,elution]
06/15/2022 13:40:24	00:17:23.154	[wash,elution]
06/15/2022 13:40:25	00:17:24.166	[wash,elution]
06/15/2022 13:40:26	00:17:25.177	[wash,elution]
06/15/2022 13:40:27	00:17:26.183	[wash,elution]
06/15/2022 13:40:28	00:17:27.192	[wash,elution]
06/15/2022 13:40:29	00:17:28.192	[wash,elution]
06/15/2022 13:40:30	00:17:29.203	[wash,elution]
06/15/2022 13:40:31	00:17:30.221	[wash,elution]
06/15/2022 13:40:32	00:17:31.214	[wash,elution]
06/15/2022 13:40:33	00:17:32.216	[wash,elution]
06/15/2022 13:40:34	00:17:33.225	[wash,elution]
06/15/2022 13:40:35	00:17:34.221	[wash,elution]
06/15/2022 13:40:36	00:17:35.222	[wash,elution]
06/15/2022 13:40:37	00:17:36.229	[wash,elution]
06/15/2022 13:40:38	00:17:37.230	[wash,elution]
06/15/2022 13:40:39	00:17:38.232	[wash,elution]
06/15/2022 13:40:40	00:17:39.235	[wash,elution]
06/15/2022 13:40:41	00:17:40.248	[wash,elution]
06/15/2022 13:40:42	00:17:41.245	[wash,elution]
06/15/2022 13:40:43	00:17:42.246	[wash,elution]
06/15/2022 13:40:44	00:17:43.251	[wash,elution]
06/15/2022 13:40:45	00:17:44.260	[wash,elution]
06/15/2022 13:40:46	00:17:45.269	[wash,elution]
06/15/2022 13:40:47	00:17:46.270	[wash,elution]
06/15/2022 13:40:48	00:17:47.276	[wash,elution]
06/15/2022 13:40:49	00:17:48.285	[wash,elution]
06/15/2022 13:40:50	00:17:49.290	[wash,elution]
06/15/2022 13:40:51	00:17:50.296	[wash,elution]
06/15/2022 13:40:52	00:17:51.293	[wash,elution]
06/15/2022 13:40:53	00:17:52.294	[wash,elution]
06/15/2022 13:40:54	00:17:53.309	[wash,elution]
06/15/2022 13:40:55	00:17:54.321	[wash,elution]
06/15/2022 13:40:56	00:17:55.329	[wash,elution]
06/15/2022 13:40:57	00:17:56.344	[wash,elution]
06/15/2022 13:40:58	00:17:57.348	[wash,elution]
06/15/2022 13:40:59	00:17:58.357	[wash,elution]
06/15/2022 13:41:00	00:17:59.361	[wash,elution]
06/15/2022 13:41:01	00:18:00.370	[wash,elution]
06/15/2022 13:41:02	00:18:01.376	[wash,elution]
06/15/2022 13:41:03	00:18:02.384	[wash,elution]
06/15/2022 13:41:04	00:18:03.386	[wash,elution]
06/15/2022 13:41:05	00:18:04.389	[wash,elution]
06/15/2022 13:41:06	00:18:05.394	[wash,elution]
06/15/2022 13:41:07	00:18:06.395	[wash,elution]
06/15/2022 13:41:08	00:18:07.402	[wash,elution]
06/15/2022 13:41:09	00:18:08.417	[wash,elution]
06/15/2022 13:41:10	00:18:09.423	[wash,elution]
06/15/2022 13:41:11	00:18:10.425	[wash,elution]
06/15/2022 13:41:12	00:18:11.434	[wash,elution]
06/15/2022 13:41:13	00:18:12.440	[wash,elution]
06/15/2022 13:41:14	00:18:13.451	[wash,elution]
06/15/2022 13:41:15	00:18:14.449	[wash,elution]
06/15/2022 13:41:16	00:18:15.455	[wash,elution]
06/15/2022 13:41:17	00:18:16.465	[wash,elution]
06/15/2022 13:41:18	00:18:17.470	[wash,elution]
06/15/2022 13:41:19	00:18:18.480	[wash,elution]
06/15/2022 13:41:20	00:18:19.480	[wash,elution]
06/15/2022 13:41:21	00:18:20.481	[wash,elution]
06/15/2022 13:41:22	00:18:21.482	[wash,elution]
06/15/2022 13:41:23	00:18:22.484	[wash,elution]
06/15/2022 13:41:24	00:18:23.485	[wash,elution]
06/15/2022 13:41:25	00:18:24.486	[wash,elution]
06/15/2022 13:41:26	00:18:25.489	[wash,elution]
06/15/2022 13:41:27	00:18:26.493	[wash,elution]
06/15/2022 13:41:28	00:18:27.495	[wash,elution]
06/15/2022 13:41:29	00:18:28.496	[wash,elution]
06/15/2022 13:41:30	00:18:29.501	[wash,elution]
06/15/2022 13:41:31	00:18:30.502	[wash,elution]
06/15/2022 13:41:32	00:18:31.505	[wash,elution]
06/15/2022 13:41:33	00:18:32.511	[wash,elution]
06/15/2022 13:41:34	00:18:33.512	[wash,elution]
06/15/2022 13:41:35	00:18:34.516	[wash,elution]
06/15/2022 13:41:36	00:18:35.525	[wash,elution]
06/15/2022 13:41:37	00:18:36.533	[wash,elution]
06/15/2022 13:41:38	00:18:37.543	[wash,elution]
06/15/2022 13:41:39	00:18:38.543	[wash,elution]
06/15/2022 13:41:40	00:18:39.543	[wash,elution]
06/15/2022 13:41:41	00:18:40.547	[wash,elution]
06/15/2022 13:41:42	00:18:41.558	[wash,elution]
06/15/2022 13:41:43	00:18:42.564	[wash,elution]
06/15/2022 13:41:44	00:18:43.572	[wash,elution]
06/15/2022 13:41:45	00:18:44.581	[wash,elution]
06/15/2022 13:41:46	00:18:45.591	[wash,elution]
06/15/2022 13:41:47	00:18:46.592	[wash,elution]
06/15/2022 13:41:48	00:18:47.605	[wash,elution]
06/15/2022 13:41:49	00:18:48.615	[wash,elution]
06/15/2022 13:41:50	00:18:49.627	[wash,elution]
06/15/2022 13:41:51	00:18:50.637	[wash,elution]
06/15/2022 13:41:52	00:18:51.648	[wash,elution]
06/15/2022 13:41:53	00:18:52.654	[wash,elution]
06/15/2022 13:41:54	00:18:53.660	[wash,elution]
06/15/2022 13:41:55	00:18:54.673	[wash,elution]
06/15/2022 13:41:56	00:18:55.673	[wash,elution]
06/15/2022 13:41:57	00:18:56.683	[wash,elution]
06/15/2022 13:41:58	00:18:57.681	[wash,elution]
06/15/2022 13:41:59	00:18:58.692	[wash,elution]
06/15/2022 13:42:00	00:18:59.700	[wash,elution]
06/15/2022 13:42:01	00:19:00.700	[wash,elution]
06/15/2022 13:42:02	00:19:01.713	[wash,elution]
06/15/2022 13:42:03	00:19:02.714	[wash,elution]
06/15/2022 13:42:04	00:19:03.715	[wash,elution]
06/15/2022 13:42:05	00:19:04.721	[wash,elution]
06/15/2022 13:42:06	00:19:05.721	[wash,elution]
06/15/2022 13:42:07	00:19:06.730	[wash,elution]
06/15/2022 13:42:08	00:19:07.731	[wash,elution]
06/15/2022 13:42:09	00:19:08.731	[wash,elution]
06/15/2022 13:42:10	00:19:09.745	[wash,elution]
06/15/2022 13:42:11	00:19:10.753	[wash,elution]
06/15/2022 13:42:12	00:19:11.761	[wash,elution]
06/15/2022 13:42:13	00:19:12.761	[wash,elution]
06/15/2022 13:42:14	00:19:13.767	[wash,elution]
06/15/2022 13:42:15	00:19:14.772	[wash,elution]
06/15/2022 13:42:16	00:19:15.778	[wash,elution]
06/15/2022 13:42:17	00:19:16.784	[wash,elution]
06/15/2022 13:42:18	00:19:17.784	[wash,elution]
06/15/2022 13:42:19	00:19:18.806	[wash,elution]
06/15/2022 13:42:20	00:19:19.793	[wash,elution]
06/15/2022 13:42:21	00:19:20.806	[wash,elution]
06/15/2022 13:42:22	00:19:21.809	[wash,elution]
06/15/2022 13:42:23	00:19:22.809	[wash,elution]
06/15/2022 13:42:24	00:19:23.816	[wash,elution]
06/15/2022 13:42:25	00:19:24.826	[wash,elution]
06/15/2022 13:42:26	00:19:25.843	[wash,elution]
06/15/2022 13:42:27	00:19:26.844	[wash,elution]
06/15/2022 13:42:28	00:19:27.856	[wash,elution]
06/15/2022 13:42:29	00:19:28.861	[wash,elution]
06/15/2022 13:42:30	00:19:29.871	[wash,elution]
06/15/2022 13:42:31	00:19:30.869	[wash,elution]
06/15/2022 13:42:32	00:19:31.870	[wash,elution]
06/15/2022 13:42:33	00:19:32.872	[wash,elution]
06/15/2022 13:42:34	00:19:33.876	[wash,elution]
06/15/2022 13:42:35	00:19:34.887	[wash,elution]
06/15/2022 13:42:36	00:19:35.888	[wash,elution]
06/15/2022 13:42:37	00:19:36.888	[wash,elution]
06/15/2022 13:42:38	00:19:37.907	[wash,elution]
06/15/2022 13:42:39	00:19:38.887	[wash,elution]
06/15/2022 13:42:40	00:19:39.890	[wash,elution]
06/15/2022 13:42:41	00:19:40.904	[wash,elution]
06/15/2022 13:42:43	00:19:41.917	[wash,elution]
06/15/2022 13:42:44	00:19:42.927	[wash,elution]
06/15/2022 13:42:45	00:19:43.932	[wash,elution]
06/15/2022 13:42:46	00:19:44.936	[wash,elution]
06/15/2022 13:42:47	00:19:45.943	[wash,elution]
06/15/2022 13:42:48	00:19:46.951	[wash,elution]
06/15/2022 13:42:49	00:19:47.956	[wash,elution]
06/15/2022 13:42:50	00:19:48.962	[wash,elution]
06/15/2022 13:42:51	00:19:49.964	[wash,elution]
06/15/2022 13:42:52	00:19:50.965	[wash,elution]
06/15/2022 13:42:53	00:19:51.970	[wash,elution]
06/15/2022 13:42:54	00:19:52.982	[wash,elution]
06/15/2022 13:42:55	00:19:53.999	[wash,elution]
