Local Date/Time	Relative Time	oven:setpoint [°C]
06/15/2022 13:36:27	00:13:26.070	45.000
06/15/2022 13:36:27	00:13:26.172	45.000
06/15/2022 13:36:27	00:13:26.274	45.000
06/15/2022 13:36:27	00:13:26.376	45.000
06/15/2022 13:36:27	00:13:26.478	45.000
06/15/2022 13:36:27	00:13:26.580	45.000
06/15/2022 13:36:27	00:13:26.681	45.000
06/15/2022 13:36:27	00:13:26.783	45.000
06/15/2022 13:36:28	00:13:26.885	45.000
06/15/2022 13:36:28	00:13:26.987	45.000
06/15/2022 13:36:28	00:13:27.089	45.000
06/15/2022 13:36:28	00:13:27.192	45.000
06/15/2022 13:36:28	00:13:27.294	45.000
06/15/2022 13:36:28	00:13:27.397	45.000
06/15/2022 13:36:28	00:13:27.498	45.000
06/15/2022 13:36:28	00:13:27.600	45.000
06/15/2022 13:36:28	00:13:27.702	45.000
06/15/2022 13:36:28	00:13:27.804	45.000
06/15/2022 13:36:29	00:13:27.905	45.000
06/15/2022 13:36:29	00:13:28.005	45.000
06/15/2022 13:36:29	00:13:28.107	45.000
06/15/2022 13:36:29	00:13:28.209	45.000
06/15/2022 13:36:29	00:13:28.311	45.000
06/15/2022 13:36:29	00:13:28.413	45.000
06/15/2022 13:36:29	00:13:28.515	45.000
06/15/2022 13:36:29	00:13:28.617	45.000
06/15/2022 13:36:29	00:13:28.720	45.000
06/15/2022 13:36:29	00:13:28.822	45.000
06/15/2022 13:36:30	00:13:28.924	45.000
06/15/2022 13:36:30	00:13:29.026	45.000
06/15/2022 13:36:30	00:13:29.127	45.000
06/15/2022 13:36:30	00:13:29.229	45.000
06/15/2022 13:36:30	00:13:29.329	45.000
06/15/2022 13:36:30	00:13:29.431	45.000
06/15/2022 13:36:30	00:13:29.531	45.000
06/15/2022 13:36:30	00:13:29.633	45.000
06/15/2022 13:36:30	00:13:29.735	45.000
06/15/2022 13:36:30	00:13:29.837	45.000
06/15/2022 13:36:31	00:13:29.939	45.000
06/15/2022 13:36:31	00:13:30.042	45.000
06/15/2022 13:36:31	00:13:30.144	45.000
06/15/2022 13:36:31	00:13:30.246	45.000
06/15/2022 13:36:31	00:13:30.347	45.000
06/15/2022 13:36:31	00:13:30.447	45.000
06/15/2022 13:36:31	00:13:30.547	45.000
06/15/2022 13:36:31	00:13:30.647	45.000
06/15/2022 13:36:31	00:13:30.747	45.000
06/15/2022 13:36:31	00:13:30.847	45.000
06/15/2022 13:36:32	00:13:30.949	45.000
06/15/2022 13:36:32	00:13:31.051	45.000
06/15/2022 13:36:32	00:13:31.153	45.000
06/15/2022 13:36:32	00:13:31.255	45.000
06/15/2022 13:36:32	00:13:31.357	45.000
06/15/2022 13:36:32	00:13:31.460	45.000
06/15/2022 13:36:32	00:13:31.562	45.000
06/15/2022 13:36:32	00:13:31.664	45.000
06/15/2022 13:36:32	00:13:31.766	45.000
06/15/2022 13:36:33	00:13:31.868	45.000
06/15/2022 13:36:33	00:13:31.969	45.000
06/15/2022 13:36:33	00:13:32.069	45.000
06/15/2022 13:36:33	00:13:32.171	45.000
06/15/2022 13:36:33	00:13:32.271	45.000
06/15/2022 13:36:33	00:13:32.373	45.000
06/15/2022 13:36:33	00:13:32.475	45.000
06/15/2022 13:36:33	00:13:32.577	45.000
06/15/2022 13:36:33	00:13:32.679	45.000
06/15/2022 13:36:33	00:13:32.781	45.000
06/15/2022 13:36:34	00:13:32.884	45.000
06/15/2022 13:36:34	00:13:32.986	45.000
06/15/2022 13:36:34	00:13:33.088	45.000
06/15/2022 13:36:34	00:13:33.190	45.000
06/15/2022 13:36:34	00:13:33.291	45.000
06/15/2022 13:36:34	00:13:33.391	45.000
06/15/2022 13:36:34	00:13:33.491	45.000
06/15/2022 13:36:34	00:13:33.591	45.000
06/15/2022 13:36:34	00:13:33.691	45.000
06/15/2022 13:36:34	00:13:33.793	45.000
06/15/2022 13:36:35	00:13:33.895	45.000
06/15/2022 13:36:35	00:13:33.997	45.000
06/15/2022 13:36:35	00:13:34.099	45.000
06/15/2022 13:36:35	00:13:34.201	45.000
06/15/2022 13:36:35	00:13:34.304	45.000
06/15/2022 13:36:35	00:13:34.406	45.000
06/15/2022 13:36:35	00:13:34.508	45.000
06/15/2022 13:36:35	00:13:34.610	45.000
06/15/2022 13:36:35	00:13:34.712	45.000
06/15/2022 13:36:35	00:13:34.813	45.000
06/15/2022 13:36:36	00:13:34.913	45.000
06/15/2022 13:36:36	00:13:35.013	45.000
06/15/2022 13:36:36	00:13:35.113	45.000
06/15/2022 13:36:36	00:13:35.221	45.000
06/15/2022 13:36:36	00:13:35.323	45.000
06/15/2022 13:36:36	00:13:35.425	45.000
06/15/2022 13:36:36	00:13:35.527	45.000
06/15/2022 13:36:36	00:13:35.629	45.000
06/15/2022 13:36:36	00:13:35.732	45.000
06/15/2022 13:36:36	00:13:35.834	45.000
06/15/2022 13:36:37	00:13:35.935	45.000
06/15/2022 13:36:37	00:13:36.035	45.000
06/15/2022 13:36:37	00:13:36.135	45.000
06/15/2022 13:36:37	00:13:36.235	45.000
06/15/2022 13:36:37	00:13:36.335	45.000
06/15/2022 13:36:37	00:13:36.435	45.000
06/15/2022 13:36:37	00:13:36.537	45.000
06/15/2022 13:36:37	00:13:36.639	45.000
06/15/2022 13:36:37	00:13:36.741	45.000
06/15/2022 13:36:37	00:13:36.843	45.000
06/15/2022 13:36:39	00:13:36.945	45.000
06/15/2022 13:36:39	00:13:37.047	45.000
06/15/2022 13:36:39	00:13:37.150	45.000
06/15/2022 13:36:39	00:13:37.251	45.000
06/15/2022 13:36:39	00:13:37.352	45.000
06/15/2022 13:36:39	00:13:37.453	45.000
06/15/2022 13:36:39	00:13:37.553	45.000
06/15/2022 13:36:39	00:13:37.653	45.000
06/15/2022 13:36:39	00:13:37.753	45.000
06/15/2022 13:36:39	00:13:37.855	45.000
06/15/2022 13:36:40	00:13:37.957	45.000
06/15/2022 13:36:40	00:13:38.059	45.000
06/15/2022 13:36:40	00:13:38.161	45.000
06/15/2022 13:36:40	00:13:38.263	45.000
06/15/2022 13:36:40	00:13:38.365	45.000
06/15/2022 13:36:40	00:13:38.467	45.000
06/15/2022 13:36:40	00:13:38.570	45.000
06/15/2022 13:36:40	00:13:38.672	45.000
06/15/2022 13:36:40	00:13:38.773	45.000
06/15/2022 13:36:40	00:13:38.873	45.000
06/15/2022 13:36:41	00:13:38.973	45.000
06/15/2022 13:36:41	00:13:39.073	45.000
06/15/2022 13:36:41	00:13:39.173	45.000
06/15/2022 13:36:41	00:13:39.273	45.000
06/15/2022 13:36:41	00:13:39.375	45.000
06/15/2022 13:36:41	00:13:39.477	45.000
06/15/2022 13:36:41	00:13:39.579	45.000
06/15/2022 13:36:41	00:13:39.681	45.000
06/15/2022 13:36:41	00:13:39.783	45.000
06/15/2022 13:36:41	00:13:39.885	45.000
06/15/2022 13:36:42	00:13:39.988	45.000
06/15/2022 13:36:42	00:13:40.090	45.000
06/15/2022 13:36:42	00:13:40.192	45.000
06/15/2022 13:36:42	00:13:40.294	45.000
06/15/2022 13:36:42	00:13:40.395	45.000
06/15/2022 13:36:42	00:13:40.495	45.000
06/15/2022 13:36:42	00:13:40.595	45.000
06/15/2022 13:36:42	00:13:40.697	45.000
06/15/2022 13:36:42	00:13:40.799	45.000
06/15/2022 13:36:42	00:13:40.901	45.000
06/15/2022 13:36:43	00:13:41.003	45.000
06/15/2022 13:36:43	00:13:41.105	45.000
06/15/2022 13:36:43	00:13:41.207	45.000
06/15/2022 13:36:43	00:13:41.309	45.000
06/15/2022 13:36:43	00:13:41.412	45.000
06/15/2022 13:36:43	00:13:41.514	45.000
06/15/2022 13:36:43	00:13:41.615	45.000
06/15/2022 13:36:43	00:13:41.715	45.000
06/15/2022 13:36:43	00:13:41.815	45.000
06/15/2022 13:36:43	00:13:41.915	45.000
06/15/2022 13:36:44	00:13:42.015	45.000
06/15/2022 13:36:44	00:13:42.117	45.000
06/15/2022 13:36:44	00:13:42.219	45.000
06/15/2022 13:36:44	00:13:42.321	45.000
06/15/2022 13:36:44	00:13:42.423	45.000
06/15/2022 13:36:44	00:13:42.525	45.000
06/15/2022 13:36:44	00:13:42.627	45.000
06/15/2022 13:36:44	00:13:42.730	45.000
06/15/2022 13:36:44	00:13:42.832	45.000
06/15/2022 13:36:44	00:13:42.933	45.000
06/15/2022 13:36:45	00:13:43.033	45.000
06/15/2022 13:36:45	00:13:43.133	45.000
06/15/2022 13:36:45	00:13:43.234	45.000
06/15/2022 13:36:45	00:13:43.335	45.000
06/15/2022 13:36:45	00:13:43.435	45.000
06/15/2022 13:36:45	00:13:43.537	45.000
06/15/2022 13:36:45	00:13:43.639	45.000
06/15/2022 13:36:45	00:13:43.741	45.000
06/15/2022 13:36:45	00:13:43.843	45.000
06/15/2022 13:36:46	00:13:43.945	45.000
06/15/2022 13:36:46	00:13:44.051	45.000
06/15/2022 13:36:46	00:13:44.154	45.000
06/15/2022 13:36:46	00:13:44.256	45.000
06/15/2022 13:36:46	00:13:44.358	45.000
06/15/2022 13:36:46	00:13:44.459	45.000
06/15/2022 13:36:46	00:13:44.559	45.000
06/15/2022 13:36:46	00:13:44.659	45.000
06/15/2022 13:36:46	00:13:44.761	45.000
06/15/2022 13:36:46	00:13:44.863	45.000
06/15/2022 13:36:47	00:13:44.965	45.000
06/15/2022 13:36:47	00:13:45.067	45.000
06/15/2022 13:36:47	00:13:45.169	45.000
06/15/2022 13:36:47	00:13:45.271	45.000
06/15/2022 13:36:47	00:13:45.373	45.000
06/15/2022 13:36:47	00:13:45.475	45.000
06/15/2022 13:36:47	00:13:45.578	45.000
06/15/2022 13:36:47	00:13:45.680	45.000
06/15/2022 13:36:47	00:13:45.782	45.000
06/15/2022 13:36:47	00:13:45.883	45.000
06/15/2022 13:36:48	00:13:45.983	45.000
06/15/2022 13:36:48	00:13:46.083	45.000
06/15/2022 13:36:48	00:13:46.183	45.000
06/15/2022 13:36:48	00:13:46.285	45.000
06/15/2022 13:36:48	00:13:46.387	45.000
06/15/2022 13:36:48	00:13:46.489	45.000
06/15/2022 13:36:48	00:13:46.591	45.000
06/15/2022 13:36:48	00:13:46.693	45.000
06/15/2022 13:36:48	00:13:46.795	45.000
06/15/2022 13:36:48	00:13:46.897	45.000
06/15/2022 13:36:49	00:13:47.000	45.000
06/15/2022 13:36:49	00:13:47.101	45.000
06/15/2022 13:36:49	00:13:47.201	45.000
06/15/2022 13:36:49	00:13:47.301	45.000
06/15/2022 13:36:49	00:13:47.401	45.000
06/15/2022 13:36:49	00:13:47.501	45.000
06/15/2022 13:36:49	00:13:47.603	45.000
06/15/2022 13:36:49	00:13:47.705	45.000
06/15/2022 13:36:49	00:13:47.807	45.000
06/15/2022 13:36:49	00:13:47.909	45.000
06/15/2022 13:36:50	00:13:48.011	45.000
06/15/2022 13:36:50	00:13:48.113	45.000
06/15/2022 13:36:50	00:13:48.215	45.000
06/15/2022 13:36:50	00:13:48.317	45.000
06/15/2022 13:36:50	00:13:48.420	45.000
06/15/2022 13:36:50	00:13:48.521	45.000
06/15/2022 13:36:50	00:13:48.621	45.000
06/15/2022 13:36:50	00:13:48.721	45.000
06/15/2022 13:36:50	00:13:48.821	45.000
06/15/2022 13:36:50	00:13:48.923	45.000
06/15/2022 13:36:51	00:13:49.025	45.000
06/15/2022 13:36:51	00:13:49.127	45.000
06/15/2022 13:36:51	00:13:49.229	45.000
06/15/2022 13:36:51	00:13:49.333	45.000
06/15/2022 13:36:51	00:13:49.435	45.000
06/15/2022 13:36:51	00:13:49.537	45.000
06/15/2022 13:36:51	00:13:49.639	45.000
06/15/2022 13:36:51	00:13:49.741	45.000
06/15/2022 13:36:51	00:13:49.845	45.000
06/15/2022 13:36:51	00:13:49.946	45.000
06/15/2022 13:36:52	00:13:50.047	45.000
06/15/2022 13:36:52	00:13:50.147	45.000
06/15/2022 13:36:52	00:13:50.247	45.000
06/15/2022 13:36:52	00:13:50.347	45.000
06/15/2022 13:36:52	00:13:50.449	45.000
06/15/2022 13:36:52	00:13:50.551	45.000
06/15/2022 13:36:52	00:13:50.653	45.000
06/15/2022 13:36:52	00:13:50.755	45.000
06/15/2022 13:36:52	00:13:50.857	45.000
06/15/2022 13:36:53	00:13:50.959	45.000
06/15/2022 13:36:53	00:13:51.061	45.000
06/15/2022 13:36:53	00:13:51.163	45.000
06/15/2022 13:36:53	00:13:51.266	45.000
06/15/2022 13:36:53	00:13:51.367	45.000
06/15/2022 13:36:53	00:13:51.467	45.000
06/15/2022 13:36:53	00:13:51.567	45.000
06/15/2022 13:36:53	00:13:51.667	45.000
06/15/2022 13:36:53	00:13:51.769	45.000
06/15/2022 13:36:53	00:13:51.871	45.000
06/15/2022 13:36:54	00:13:51.973	45.000
06/15/2022 13:36:54	00:13:52.075	45.000
06/15/2022 13:36:54	00:13:52.177	45.000
06/15/2022 13:36:54	00:13:52.279	45.000
06/15/2022 13:36:54	00:13:52.381	45.000
06/15/2022 13:36:54	00:13:52.483	45.000
06/15/2022 13:36:54	00:13:52.586	45.000
06/15/2022 13:36:54	00:13:52.688	45.000
06/15/2022 13:36:54	00:13:52.790	45.000
06/15/2022 13:36:54	00:13:52.891	45.000
06/15/2022 13:36:55	00:13:52.991	45.000
06/15/2022 13:36:55	00:13:53.091	45.000
06/15/2022 13:36:55	00:13:53.193	45.000
06/15/2022 13:36:55	00:13:53.295	45.000
06/15/2022 13:36:55	00:13:53.397	45.000
06/15/2022 13:36:55	00:13:53.499	45.000
06/15/2022 13:36:55	00:13:53.601	45.000
06/15/2022 13:36:55	00:13:53.703	45.000
06/15/2022 13:36:55	00:13:53.805	45.000
06/15/2022 13:36:55	00:13:53.907	45.000
06/15/2022 13:36:56	00:13:54.009	45.000
06/15/2022 13:36:56	00:13:54.109	45.000
06/15/2022 13:36:56	00:13:54.209	45.000
06/15/2022 13:36:56	00:13:54.309	45.000
06/15/2022 13:36:56	00:13:54.409	45.000
06/15/2022 13:36:56	00:13:54.511	45.000
06/15/2022 13:36:56	00:13:54.613	45.000
06/15/2022 13:36:56	00:13:54.715	45.000
06/15/2022 13:36:56	00:13:54.817	45.000
06/15/2022 13:36:56	00:13:54.919	45.000
06/15/2022 13:36:57	00:13:55.021	45.000
06/15/2022 13:36:57	00:13:55.123	45.000
06/15/2022 13:36:57	00:13:55.236	45.000
06/15/2022 13:36:57	00:13:55.337	45.000
06/15/2022 13:36:57	00:13:55.439	45.000
06/15/2022 13:36:57	00:13:55.539	45.000
06/15/2022 13:36:57	00:13:55.640	45.000
06/15/2022 13:36:57	00:13:55.741	45.000
06/15/2022 13:36:57	00:13:55.843	45.000
06/15/2022 13:36:57	00:13:55.945	45.000
06/15/2022 13:36:58	00:13:56.047	45.000
06/15/2022 13:36:58	00:13:56.149	45.000
06/15/2022 13:36:58	00:13:56.251	45.000
06/15/2022 13:36:58	00:13:56.353	45.000
06/15/2022 13:36:58	00:13:56.455	45.000
06/15/2022 13:36:58	00:13:56.557	45.000
06/15/2022 13:36:58	00:13:56.659	45.000
06/15/2022 13:36:58	00:13:56.760	45.000
06/15/2022 13:36:58	00:13:56.861	45.000
06/15/2022 13:36:58	00:13:56.961	45.000
06/15/2022 13:36:59	00:13:57.061	45.000
06/15/2022 13:36:59	00:13:57.161	45.000
06/15/2022 13:36:59	00:13:57.263	45.000
06/15/2022 13:36:59	00:13:57.365	45.000
06/15/2022 13:36:59	00:13:57.467	45.000
06/15/2022 13:36:59	00:13:57.569	45.000
06/15/2022 13:36:59	00:13:57.671	45.000
06/15/2022 13:36:59	00:13:57.773	45.000
06/15/2022 13:36:59	00:13:57.875	45.000
06/15/2022 13:36:59	00:13:57.977	45.000
06/15/2022 13:37:00	00:13:58.079	45.000
06/15/2022 13:37:00	00:13:58.180	45.000
06/15/2022 13:37:00	00:13:58.281	45.000
06/15/2022 13:37:00	00:13:58.381	45.000
06/15/2022 13:37:00	00:13:58.481	45.000
06/15/2022 13:37:00	00:13:58.583	45.000
06/15/2022 13:37:00	00:13:58.685	45.000
06/15/2022 13:37:00	00:13:58.787	45.000
06/15/2022 13:37:00	00:13:58.889	45.000
06/15/2022 13:37:00	00:13:58.991	45.000
06/15/2022 13:37:01	00:13:59.093	45.000
06/15/2022 13:37:01	00:13:59.195	45.000
06/15/2022 13:37:01	00:13:59.297	45.000
06/15/2022 13:37:01	00:13:59.398	45.000
06/15/2022 13:37:01	00:13:59.500	45.000
06/15/2022 13:37:01	00:13:59.601	45.000
06/15/2022 13:37:01	00:13:59.701	45.000
06/15/2022 13:37:01	00:13:59.801	45.000
06/15/2022 13:37:01	00:13:59.901	45.000
06/15/2022 13:37:01	00:14:00.003	45.000
06/15/2022 13:37:02	00:14:00.105	45.000
06/15/2022 13:37:02	00:14:00.207	45.000
06/15/2022 13:37:02	00:14:00.309	45.000
06/15/2022 13:37:02	00:14:00.411	45.000
06/15/2022 13:37:02	00:14:00.513	45.000
06/15/2022 13:37:02	00:14:00.615	45.000
06/15/2022 13:37:02	00:14:00.717	45.000
06/15/2022 13:37:02	00:14:00.818	45.000
06/15/2022 13:37:02	00:14:00.918	45.000
06/15/2022 13:37:03	00:14:01.019	45.000
06/15/2022 13:37:03	00:14:01.121	45.000
06/15/2022 13:37:03	00:14:01.221	45.000
06/15/2022 13:37:03	00:14:01.323	45.000
06/15/2022 13:37:03	00:14:01.425	45.000
06/15/2022 13:37:03	00:14:01.527	45.000
06/15/2022 13:37:03	00:14:01.629	45.000
06/15/2022 13:37:03	00:14:01.731	45.000
06/15/2022 13:37:03	00:14:01.833	45.000
06/15/2022 13:37:03	00:14:01.935	45.000
06/15/2022 13:37:04	00:14:02.037	45.000
06/15/2022 13:37:04	00:14:02.139	45.000
06/15/2022 13:37:04	00:14:02.240	45.000
06/15/2022 13:37:04	00:14:02.341	45.000
06/15/2022 13:37:04	00:14:02.441	45.000
06/15/2022 13:37:04	00:14:02.541	45.000
06/15/2022 13:37:04	00:14:02.641	45.000
06/15/2022 13:37:04	00:14:02.743	45.000
06/15/2022 13:37:04	00:14:02.845	45.000
06/15/2022 13:37:04	00:14:02.947	45.000
06/15/2022 13:37:05	00:14:03.049	45.000
06/15/2022 13:37:05	00:14:03.151	45.000
06/15/2022 13:37:05	00:14:03.253	45.000
06/15/2022 13:37:05	00:14:03.355	45.000
06/15/2022 13:37:05	00:14:03.457	45.000
06/15/2022 13:37:05	00:14:03.559	45.000
06/15/2022 13:37:05	00:14:03.660	45.000
06/15/2022 13:37:05	00:14:03.761	45.000
06/15/2022 13:37:05	00:14:03.861	45.000
06/15/2022 13:37:05	00:14:03.961	45.000
06/15/2022 13:37:06	00:14:04.061	45.000
06/15/2022 13:37:06	00:14:04.163	45.000
06/15/2022 13:37:06	00:14:04.265	45.000
06/15/2022 13:37:06	00:14:04.367	45.000
06/15/2022 13:37:06	00:14:04.469	45.000
06/15/2022 13:37:06	00:14:04.571	45.000
06/15/2022 13:37:06	00:14:04.673	45.000
06/15/2022 13:37:06	00:14:04.775	45.000
06/15/2022 13:37:06	00:14:04.877	45.000
06/15/2022 13:37:06	00:14:04.978	45.000
06/15/2022 13:37:07	00:14:05.078	45.000
06/15/2022 13:37:07	00:14:05.179	45.000
06/15/2022 13:37:07	00:14:05.280	45.000
06/15/2022 13:37:07	00:14:05.381	45.000
06/15/2022 13:37:07	00:14:05.483	45.000
06/15/2022 13:37:07	00:14:05.585	45.000
06/15/2022 13:37:07	00:14:05.687	45.000
06/15/2022 13:37:07	00:14:05.789	45.000
06/15/2022 13:37:07	00:14:05.891	45.000
06/15/2022 13:37:07	00:14:05.993	45.000
06/15/2022 13:37:08	00:14:06.095	45.000
06/15/2022 13:37:08	00:14:06.197	45.000
06/15/2022 13:37:08	00:14:06.299	45.000
06/15/2022 13:37:08	00:14:06.401	45.000
06/15/2022 13:37:08	00:14:06.502	45.000
06/15/2022 13:37:08	00:14:06.603	45.000
06/15/2022 13:37:08	00:14:06.703	45.000
06/15/2022 13:37:08	00:14:06.803	45.000
06/15/2022 13:37:08	00:14:06.905	45.000
06/15/2022 13:37:08	00:14:07.008	45.000
06/15/2022 13:37:09	00:14:07.109	45.000
06/15/2022 13:37:09	00:14:07.211	45.000
06/15/2022 13:37:09	00:14:07.313	45.000
06/15/2022 13:37:09	00:14:07.415	45.000
06/15/2022 13:37:09	00:14:07.517	45.000
06/15/2022 13:37:09	00:14:07.619	45.000
06/15/2022 13:37:09	00:14:07.720	45.000
06/15/2022 13:37:09	00:14:07.822	45.000
06/15/2022 13:37:09	00:14:07.922	45.000
06/15/2022 13:37:09	00:14:08.023	45.000
06/15/2022 13:37:10	00:14:08.123	45.000
06/15/2022 13:37:10	00:14:08.223	45.000
06/15/2022 13:37:10	00:14:08.325	45.000
06/15/2022 13:37:10	00:14:08.427	45.000
06/15/2022 13:37:10	00:14:08.529	45.000
06/15/2022 13:37:10	00:14:08.631	45.000
06/15/2022 13:37:10	00:14:08.733	45.000
06/15/2022 13:37:10	00:14:08.835	45.000
06/15/2022 13:37:10	00:14:08.937	45.000
06/15/2022 13:37:10	00:14:09.039	45.000
06/15/2022 13:37:11	00:14:09.141	45.000
06/15/2022 13:37:11	00:14:09.243	45.000
06/15/2022 13:37:11	00:14:09.344	45.000
06/15/2022 13:37:11	00:14:09.445	45.000
06/15/2022 13:37:11	00:14:09.545	45.000
06/15/2022 13:37:11	00:14:09.645	45.000
06/15/2022 13:37:11	00:14:09.752	45.000
06/15/2022 13:37:11	00:14:09.853	45.000
06/15/2022 13:37:11	00:14:09.955	45.000
06/15/2022 13:37:11	00:14:10.057	45.000
06/15/2022 13:37:12	00:14:10.159	45.000
06/15/2022 13:37:12	00:14:10.261	45.000
06/15/2022 13:37:12	00:14:10.363	45.000
06/15/2022 13:37:12	00:14:10.465	45.000
06/15/2022 13:37:12	00:14:10.566	45.000
06/15/2022 13:37:12	00:14:10.666	45.000
06/15/2022 13:37:12	00:14:10.766	45.000
06/15/2022 13:37:12	00:14:10.867	45.000
06/15/2022 13:37:12	00:14:10.967	45.000
06/15/2022 13:37:12	00:14:11.069	45.000
06/15/2022 13:37:13	00:14:11.171	45.000
06/15/2022 13:37:13	00:14:11.273	45.000
06/15/2022 13:37:13	00:14:11.375	45.000
06/15/2022 13:37:13	00:14:11.477	45.000
06/15/2022 13:37:13	00:14:11.579	45.000
06/15/2022 13:37:13	00:14:11.681	45.000
06/15/2022 13:37:13	00:14:11.783	45.000
06/15/2022 13:37:13	00:14:11.885	45.000
06/15/2022 13:37:13	00:14:11.987	45.000
06/15/2022 13:37:14	00:14:12.089	45.000
06/15/2022 13:37:14	00:14:12.191	45.000
06/15/2022 13:37:14	00:14:12.291	45.000
06/15/2022 13:37:14	00:14:12.391	45.000
06/15/2022 13:37:14	00:14:12.493	45.000
06/15/2022 13:37:14	00:14:12.595	45.000
06/15/2022 13:37:14	00:14:12.697	45.000
06/15/2022 13:37:14	00:14:12.799	45.000
06/15/2022 13:37:14	00:14:12.901	45.000
06/15/2022 13:37:14	00:14:13.003	45.000
06/15/2022 13:37:15	00:14:13.105	45.000
06/15/2022 13:37:15	00:14:13.207	45.000
06/15/2022 13:37:15	00:14:13.309	45.000
06/15/2022 13:37:15	00:14:13.411	45.000
06/15/2022 13:37:15	00:14:13.512	45.000
06/15/2022 13:37:15	00:14:13.613	45.000
06/15/2022 13:37:15	00:14:13.713	45.000
06/15/2022 13:37:15	00:14:13.815	45.000
06/15/2022 13:37:15	00:14:13.917	45.000
06/15/2022 13:37:15	00:14:14.024	45.000
06/15/2022 13:37:16	00:14:14.125	45.000
06/15/2022 13:37:16	00:14:14.227	45.000
06/15/2022 13:37:16	00:14:14.329	45.000
06/15/2022 13:37:16	00:14:14.431	45.000
06/15/2022 13:37:16	00:14:14.533	45.000
06/15/2022 13:37:16	00:14:14.635	45.000
06/15/2022 13:37:16	00:14:14.736	45.000
06/15/2022 13:37:16	00:14:14.837	45.000
06/15/2022 13:37:16	00:14:14.938	45.000
06/15/2022 13:37:16	00:14:15.039	45.000
06/15/2022 13:37:17	00:14:15.139	45.000
06/15/2022 13:37:17	00:14:15.241	45.000
06/15/2022 13:37:17	00:14:15.343	45.000
06/15/2022 13:37:17	00:14:15.445	45.000
06/15/2022 13:37:17	00:14:15.547	45.000
06/15/2022 13:37:17	00:14:15.649	45.000
06/15/2022 13:37:17	00:14:15.751	45.000
06/15/2022 13:37:17	00:14:15.853	45.000
06/15/2022 13:37:17	00:14:15.955	45.000
06/15/2022 13:37:17	00:14:16.057	45.000
06/15/2022 13:37:18	00:14:16.159	45.000
06/15/2022 13:37:18	00:14:16.260	45.000
06/15/2022 13:37:18	00:14:16.362	45.000
06/15/2022 13:37:18	00:14:16.463	45.000
06/15/2022 13:37:18	00:14:16.565	45.000
06/15/2022 13:37:18	00:14:16.667	45.000
06/15/2022 13:37:18	00:14:16.769	45.000
06/15/2022 13:37:18	00:14:16.871	45.000
06/15/2022 13:37:18	00:14:16.973	45.000
06/15/2022 13:37:18	00:14:17.075	45.000
06/15/2022 13:37:19	00:14:17.177	45.000
06/15/2022 13:37:19	00:14:17.279	45.000
06/15/2022 13:37:19	00:14:17.381	45.000
06/15/2022 13:37:19	00:14:17.482	45.000
06/15/2022 13:37:19	00:14:17.582	45.000
06/15/2022 13:37:19	00:14:17.682	45.000
06/15/2022 13:37:19	00:14:17.782	45.000
06/15/2022 13:37:19	00:14:17.883	45.000
06/15/2022 13:37:19	00:14:17.985	45.000
06/15/2022 13:37:19	00:14:18.087	45.000
06/15/2022 13:37:20	00:14:18.189	45.000
06/15/2022 13:37:20	00:14:18.291	45.000
06/15/2022 13:37:20	00:14:18.393	45.000
06/15/2022 13:37:20	00:14:18.495	45.000
06/15/2022 13:37:20	00:14:18.597	45.000
06/15/2022 13:37:20	00:14:18.699	45.000
06/15/2022 13:37:20	00:14:18.801	45.000
06/15/2022 13:37:20	00:14:18.902	45.000
06/15/2022 13:37:20	00:14:19.002	45.000
06/15/2022 13:37:20	00:14:19.102	45.000
06/15/2022 13:37:21	00:14:19.202	45.000
06/15/2022 13:37:21	00:14:19.303	45.000
06/15/2022 13:37:21	00:14:19.405	45.000
06/15/2022 13:37:21	00:14:19.507	45.000
06/15/2022 13:37:21	00:14:19.609	45.000
06/15/2022 13:37:21	00:14:19.714	45.000
06/15/2022 13:37:21	00:14:19.815	45.000
06/15/2022 13:37:21	00:14:19.917	45.000
06/15/2022 13:37:21	00:14:20.019	45.000
06/15/2022 13:37:22	00:14:20.121	45.000
06/15/2022 13:37:22	00:14:20.222	45.000
06/15/2022 13:37:22	00:14:20.322	45.000
06/15/2022 13:37:22	00:14:20.422	45.000
06/15/2022 13:37:22	00:14:20.522	45.000
06/15/2022 13:37:22	00:14:20.622	45.000
06/15/2022 13:37:22	00:14:20.725	45.000
06/15/2022 13:37:22	00:14:20.827	45.000
06/15/2022 13:37:22	00:14:20.929	45.000
06/15/2022 13:37:22	00:14:21.031	45.000
06/15/2022 13:37:23	00:14:21.139	45.000
06/15/2022 13:37:23	00:14:21.241	45.000
06/15/2022 13:37:23	00:14:21.343	45.000
06/15/2022 13:37:23	00:14:21.445	45.000
06/15/2022 13:37:23	00:14:21.547	45.000
06/15/2022 13:37:23	00:14:21.648	45.000
06/15/2022 13:37:23	00:14:21.750	45.000
06/15/2022 13:37:23	00:14:21.850	45.000
06/15/2022 13:37:23	00:14:21.950	45.000
06/15/2022 13:37:23	00:14:22.053	45.000
06/15/2022 13:37:24	00:14:22.155	45.000
06/15/2022 13:37:24	00:14:22.257	45.000
06/15/2022 13:37:24	00:14:22.359	45.000
06/15/2022 13:37:24	00:14:22.461	45.000
06/15/2022 13:37:24	00:14:22.567	45.000
06/15/2022 13:37:24	00:14:22.669	45.000
