Local Date/Time	Relative Time	valve-t:angle [degrees]
06/15/2022 13:24:52	00:01:51.213	180.000
06/15/2022 13:24:53	00:01:52.229	180.000
06/15/2022 13:24:54	00:01:53.244	180.000
06/15/2022 13:24:55	00:01:54.247	180.000
06/15/2022 13:24:56	00:01:55.260	180.000
06/15/2022 13:24:57	00:01:56.261	180.000
06/15/2022 13:24:58	00:01:57.276	180.000
06/15/2022 13:24:59	00:01:58.276	180.000
06/15/2022 13:25:00	00:01:59.278	180.000
06/15/2022 13:25:01	00:02:00.293	180.000
06/15/2022 13:25:02	00:02:01.292	180.000
06/15/2022 13:25:03	00:02:02.306	180.000
06/15/2022 13:25:04	00:02:03.306	180.000
06/15/2022 13:25:05	00:02:04.306	180.000
06/15/2022 13:25:06	00:02:05.322	180.000
06/15/2022 13:25:07	00:02:06.337	180.000
06/15/2022 13:25:08	00:02:07.353	180.000
06/15/2022 13:25:09	00:02:08.369	180.000
06/15/2022 13:25:10	00:02:09.384	180.000
06/15/2022 13:25:11	00:02:10.383	180.000
06/15/2022 13:25:12	00:02:11.384	180.000
06/15/2022 13:25:13	00:02:12.386	180.000
06/15/2022 13:25:14	00:02:13.386	180.000
06/15/2022 13:25:15	00:02:14.400	180.000
06/15/2022 13:25:16	00:02:15.400	180.000
06/15/2022 13:25:17	00:02:16.415	180.000
06/15/2022 13:25:18	00:02:17.431	180.000
06/15/2022 13:25:19	00:02:18.431	180.000
06/15/2022 13:25:20	00:02:19.432	180.000
06/15/2022 13:25:21	00:02:20.432	180.000
06/15/2022 13:25:22	00:02:21.447	180.000
06/15/2022 13:25:23	00:02:22.449	180.000
06/15/2022 13:25:24	00:02:23.464	180.000
06/15/2022 13:25:25	00:02:24.463	180.000
06/15/2022 13:25:26	00:02:25.466	180.000
06/15/2022 13:25:27	00:02:26.462	180.000
06/15/2022 13:25:28	00:02:27.463	180.000
06/15/2022 13:25:29	00:02:28.465	180.000
06/15/2022 13:25:30	00:02:29.479	180.000
06/15/2022 13:25:31	00:02:30.494	180.000
06/15/2022 13:25:32	00:02:31.494	180.000
06/15/2022 13:25:33	00:02:32.494	180.000
06/15/2022 13:25:34	00:02:33.495	180.000
06/15/2022 13:25:35	00:02:34.509	180.000
06/15/2022 13:25:36	00:02:35.510	180.000
06/15/2022 13:25:37	00:02:36.511	180.000
06/15/2022 13:25:38	00:02:37.525	180.000
06/15/2022 13:25:39	00:02:38.525	180.000
06/15/2022 13:25:40	00:02:39.526	180.000
06/15/2022 13:25:41	00:02:40.547	180.000
06/15/2022 13:25:42	00:02:41.559	180.000
06/15/2022 13:25:43	00:02:42.559	180.000
06/15/2022 13:25:44	00:02:43.567	180.000
06/15/2022 13:25:45	00:02:44.576	180.000
06/15/2022 13:25:46	00:02:45.587	180.000
06/15/2022 13:25:47	00:02:46.586	180.000
06/15/2022 13:25:48	00:02:47.586	180.000
06/15/2022 13:25:49	00:02:48.587	180.000
06/15/2022 13:25:50	00:02:49.588	180.000
06/15/2022 13:25:51	00:02:50.604	180.000
06/15/2022 13:25:52	00:02:51.618	180.000
06/15/2022 13:25:53	00:02:52.617	180.000
06/15/2022 13:25:54	00:02:53.634	180.000
06/15/2022 13:25:55	00:02:54.634	180.000
06/15/2022 13:25:56	00:02:55.634	180.000
06/15/2022 13:25:57	00:02:56.635	180.000
06/15/2022 13:25:58	00:02:57.635	180.000
06/15/2022 13:25:59	00:02:58.635	180.000
06/15/2022 13:26:00	00:02:59.635	180.000
06/15/2022 13:26:01	00:03:00.635	180.000
06/15/2022 13:26:02	00:03:01.635	180.000
06/15/2022 13:26:03	00:03:02.635	180.000
06/15/2022 13:26:04	00:03:03.635	180.000
06/15/2022 13:26:05	00:03:04.635	180.000
06/15/2022 13:26:06	00:03:05.635	180.000
06/15/2022 13:26:07	00:03:06.634	180.000
06/15/2022 13:26:08	00:03:07.636	180.000
06/15/2022 13:26:09	00:03:08.649	180.000
06/15/2022 13:26:10	00:03:09.651	180.000
06/15/2022 13:26:11	00:03:10.666	180.000
06/15/2022 13:26:12	00:03:11.668	180.000
06/15/2022 13:26:13	00:03:12.681	180.000
06/15/2022 13:26:14	00:03:13.681	180.000
06/15/2022 13:26:15	00:03:14.684	180.000
06/15/2022 13:26:16	00:03:15.698	180.000
06/15/2022 13:26:17	00:03:16.715	180.000
06/15/2022 13:26:18	00:03:17.713	180.000
06/15/2022 13:26:19	00:03:18.727	180.000
06/15/2022 13:26:20	00:03:19.729	180.000
06/15/2022 13:26:21	00:03:20.729	180.000
06/15/2022 13:26:22	00:03:21.729	180.000
06/15/2022 13:26:23	00:03:22.743	180.000
06/15/2022 13:26:24	00:03:23.744	180.000
06/15/2022 13:26:25	00:03:24.746	180.000
06/15/2022 13:26:26	00:03:25.758	180.000
06/15/2022 13:26:27	00:03:26.772	180.000
06/15/2022 13:26:28	00:03:27.786	180.000
06/15/2022 13:26:29	00:03:28.800	180.000
06/15/2022 13:26:30	00:03:29.805	180.000
06/15/2022 13:26:31	00:03:30.820	180.000
06/15/2022 13:26:32	00:03:31.834	180.000
06/15/2022 13:26:33	00:03:32.849	180.000
06/15/2022 13:26:34	00:03:33.861	180.000
06/15/2022 13:26:35	00:03:34.874	180.000
06/15/2022 13:26:36	00:03:35.892	180.000
06/15/2022 13:26:37	00:03:36.902	180.000
06/15/2022 13:26:39	00:03:37.917	180.000
06/15/2022 13:26:40	00:03:38.918	180.000
06/15/2022 13:26:41	00:03:39.917	180.000
06/15/2022 13:26:42	00:03:40.931	180.000
06/15/2022 13:26:43	00:03:41.931	180.000
06/15/2022 13:26:44	00:03:42.932	180.000
06/15/2022 13:26:45	00:03:43.932	180.000
06/15/2022 13:26:46	00:03:44.932	180.000
06/15/2022 13:26:47	00:03:45.932	180.000
06/15/2022 13:26:48	00:03:46.933	180.000
06/15/2022 13:26:49	00:03:47.931	180.000
06/15/2022 13:26:50	00:03:48.946	180.000
06/15/2022 13:26:51	00:03:49.947	180.000
06/15/2022 13:26:52	00:03:50.964	180.000
06/15/2022 13:26:53	00:03:51.962	180.000
06/15/2022 13:26:54	00:03:52.962	180.000
06/15/2022 13:26:55	00:03:53.961	180.000
06/15/2022 13:26:56	00:03:54.963	180.000
06/15/2022 13:26:57	00:03:55.962	180.000
06/15/2022 13:26:58	00:03:56.964	180.000
06/15/2022 13:26:59	00:03:57.979	180.000
06/15/2022 13:27:00	00:03:58.977	180.000
06/15/2022 13:27:01	00:03:59.979	180.000
06/15/2022 13:27:02	00:04:00.994	180.000
06/15/2022 13:27:03	00:04:01.995	180.000
06/15/2022 13:27:04	00:04:02.994	180.000
06/15/2022 13:27:05	00:04:03.996	180.000
06/15/2022 13:27:06	00:04:05.011	180.000
06/15/2022 13:27:07	00:04:06.024	180.000
06/15/2022 13:27:08	00:04:07.040	180.000
06/15/2022 13:27:09	00:04:08.053	180.000
06/15/2022 13:27:10	00:04:09.066	180.000
06/15/2022 13:27:11	00:04:10.072	180.000
06/15/2022 13:27:12	00:04:11.092	180.000
06/15/2022 13:27:13	00:04:12.090	180.000
06/15/2022 13:27:14	00:04:13.091	180.000
06/15/2022 13:27:15	00:04:14.090	180.000
06/15/2022 13:27:16	00:04:15.102	180.000
06/15/2022 13:27:17	00:04:16.102	180.000
06/15/2022 13:27:18	00:04:17.115	180.000
06/15/2022 13:27:19	00:04:18.128	180.000
06/15/2022 13:27:20	00:04:19.141	180.000
06/15/2022 13:27:21	00:04:20.149	180.000
06/15/2022 13:27:22	00:04:21.163	180.000
06/15/2022 13:27:23	00:04:22.166	180.000
06/15/2022 13:27:24	00:04:23.166	180.000
06/15/2022 13:27:25	00:04:24.171	180.000
06/15/2022 13:27:26	00:04:25.181	180.000
06/15/2022 13:27:27	00:04:26.197	180.000
06/15/2022 13:27:28	00:04:27.196	180.000
06/15/2022 13:27:29	00:04:28.197	180.000
06/15/2022 13:27:30	00:04:29.197	180.000
06/15/2022 13:27:31	00:04:30.198	180.000
06/15/2022 13:27:32	00:04:31.197	180.000
06/15/2022 13:27:33	00:04:32.198	180.000
06/15/2022 13:27:34	00:04:33.213	180.000
06/15/2022 13:27:35	00:04:34.213	180.000
06/15/2022 13:27:36	00:04:35.214	180.000
06/15/2022 13:27:37	00:04:36.228	180.000
06/15/2022 13:27:38	00:04:37.229	180.000
06/15/2022 13:27:39	00:04:38.234	180.000
06/15/2022 13:27:40	00:04:39.230	180.000
06/15/2022 13:27:41	00:04:40.244	180.000
06/15/2022 13:27:42	00:04:41.244	180.000
06/15/2022 13:27:43	00:04:42.246	180.000
06/15/2022 13:27:44	00:04:43.245	180.000
06/15/2022 13:27:45	00:04:44.245	180.000
06/15/2022 13:27:46	00:04:45.246	180.000
06/15/2022 13:27:47	00:04:46.261	180.000
06/15/2022 13:27:48	00:04:47.261	180.000
06/15/2022 13:27:49	00:04:48.274	180.000
06/15/2022 13:27:50	00:04:49.276	180.000
06/15/2022 13:27:51	00:04:50.275	180.000
06/15/2022 13:27:52	00:04:51.276	180.000
06/15/2022 13:27:53	00:04:52.277	180.000
06/15/2022 13:27:54	00:04:53.293	180.000
06/15/2022 13:27:55	00:04:54.293	180.000
06/15/2022 13:27:56	00:04:55.293	180.000
06/15/2022 13:27:57	00:04:56.294	180.000
06/15/2022 13:27:58	00:04:57.309	180.000
06/15/2022 13:27:59	00:04:58.330	180.000
06/15/2022 13:28:00	00:04:59.328	180.000
06/15/2022 13:28:01	00:05:00.337	180.000
06/15/2022 13:28:02	00:05:01.337	180.000
06/15/2022 13:28:03	00:05:02.337	180.000
06/15/2022 13:28:04	00:05:03.337	180.000
06/15/2022 13:28:05	00:05:04.352	180.000
06/15/2022 13:28:06	00:05:05.367	180.000
06/15/2022 13:28:07	00:05:06.368	180.000
06/15/2022 13:28:08	00:05:07.370	180.000
06/15/2022 13:28:09	00:05:08.384	180.000
06/15/2022 13:28:10	00:05:09.386	180.000
06/15/2022 13:28:11	00:05:10.401	180.000
06/15/2022 13:28:12	00:05:11.416	180.000
06/15/2022 13:28:13	00:05:12.416	180.000
06/15/2022 13:28:14	00:05:13.416	180.000
06/15/2022 13:28:15	00:05:14.418	180.000
06/15/2022 13:28:16	00:05:15.430	180.000
06/15/2022 13:28:17	00:05:16.434	180.000
06/15/2022 13:28:18	00:05:17.431	180.000
06/15/2022 13:28:19	00:05:18.432	180.000
06/15/2022 13:28:20	00:05:19.431	180.000
06/15/2022 13:28:21	00:05:20.433	180.000
06/15/2022 13:28:22	00:05:21.451	180.000
06/15/2022 13:28:23	00:05:22.463	180.000
06/15/2022 13:28:24	00:05:23.462	180.000
06/15/2022 13:28:25	00:05:24.462	180.000
06/15/2022 13:28:26	00:05:25.462	180.000
06/15/2022 13:28:27	00:05:26.464	180.000
06/15/2022 13:28:28	00:05:27.464	180.000
06/15/2022 13:28:29	00:05:28.478	180.000
06/15/2022 13:28:30	00:05:29.478	180.000
06/15/2022 13:28:31	00:05:30.479	180.000
06/15/2022 13:28:32	00:05:31.479	180.000
06/15/2022 13:28:33	00:05:32.479	180.000
06/15/2022 13:28:34	00:05:33.495	180.000
06/15/2022 13:28:35	00:05:34.508	180.000
06/15/2022 13:28:36	00:05:35.514	180.000
06/15/2022 13:28:37	00:05:36.510	180.000
06/15/2022 13:28:38	00:05:37.509	180.000
06/15/2022 13:28:39	00:05:38.511	180.000
06/15/2022 13:28:40	00:05:39.525	180.000
06/15/2022 13:28:41	00:05:40.524	180.000
06/15/2022 13:28:42	00:05:41.526	180.000
06/15/2022 13:28:43	00:05:42.541	180.000
06/15/2022 13:28:44	00:05:43.542	180.000
06/15/2022 13:28:45	00:05:44.543	180.000
06/15/2022 13:28:46	00:05:45.544	180.000
06/15/2022 13:28:47	00:05:46.556	180.000
06/15/2022 13:28:48	00:05:47.558	180.000
06/15/2022 13:28:49	00:05:48.556	180.000
06/15/2022 13:28:50	00:05:49.557	180.000
06/15/2022 13:28:51	00:05:50.558	180.000
06/15/2022 13:28:52	00:05:51.559	180.000
06/15/2022 13:28:53	00:05:52.571	180.000
06/15/2022 13:28:54	00:05:53.574	180.000
06/15/2022 13:28:55	00:05:54.573	180.000
06/15/2022 13:28:56	00:05:55.573	180.000
06/15/2022 13:28:57	00:05:56.591	180.000
06/15/2022 13:28:58	00:05:57.592	180.000
06/15/2022 13:28:59	00:05:58.591	180.000
06/15/2022 13:29:00	00:05:59.592	180.000
06/15/2022 13:29:01	00:06:00.604	180.000
06/15/2022 13:29:02	00:06:01.603	180.000
06/15/2022 13:29:03	00:06:02.621	180.000
06/15/2022 13:29:04	00:06:03.621	180.000
06/15/2022 13:29:05	00:06:04.620	180.000
06/15/2022 13:29:06	00:06:05.635	180.000
06/15/2022 13:29:07	00:06:06.635	180.000
06/15/2022 13:29:08	00:06:07.636	180.000
06/15/2022 13:29:09	00:06:08.637	180.000
06/15/2022 13:29:10	00:06:09.654	180.000
06/15/2022 13:29:11	00:06:10.666	180.000
06/15/2022 13:29:12	00:06:11.666	180.000
06/15/2022 13:29:13	00:06:12.666	180.000
06/15/2022 13:29:14	00:06:13.666	180.000
06/15/2022 13:29:15	00:06:14.667	180.000
06/15/2022 13:29:16	00:06:15.670	180.000
06/15/2022 13:29:17	00:06:16.669	180.000
06/15/2022 13:29:18	00:06:17.680	180.000
06/15/2022 13:29:19	00:06:18.681	180.000
06/15/2022 13:29:20	00:06:19.683	180.000
06/15/2022 13:29:21	00:06:20.683	180.000
06/15/2022 13:29:22	00:06:21.697	180.000
06/15/2022 13:29:23	00:06:22.697	180.000
06/15/2022 13:29:24	00:06:23.698	180.000
06/15/2022 13:29:25	00:06:24.697	180.000
06/15/2022 13:29:26	00:06:25.698	180.000
06/15/2022 13:29:27	00:06:26.698	180.000
06/15/2022 13:29:28	00:06:27.712	180.000
06/15/2022 13:29:29	00:06:28.712	180.000
06/15/2022 13:29:30	00:06:29.712	180.000
06/15/2022 13:29:31	00:06:30.714	180.000
06/15/2022 13:29:32	00:06:31.712	180.000
06/15/2022 13:29:33	00:06:32.714	180.000
06/15/2022 13:29:34	00:06:33.715	180.000
06/15/2022 13:29:35	00:06:34.729	180.000
06/15/2022 13:29:36	00:06:35.728	180.000
06/15/2022 13:29:37	00:06:36.729	180.000
06/15/2022 13:29:38	00:06:37.730	180.000
06/15/2022 13:29:39	00:06:38.745	180.000
06/15/2022 13:29:40	00:06:39.747	180.000
06/15/2022 13:29:41	00:06:40.748	180.000
06/15/2022 13:29:42	00:06:41.749	180.000
06/15/2022 13:29:43	00:06:42.760	180.000
06/15/2022 13:29:44	00:06:43.762	180.000
06/15/2022 13:29:45	00:06:44.762	180.000
06/15/2022 13:29:46	00:06:45.764	180.000
06/15/2022 13:29:47	00:06:46.763	180.000
06/15/2022 13:29:48	00:06:47.774	180.000
06/15/2022 13:29:49	00:06:48.777	180.000
06/15/2022 13:29:50	00:06:49.776	180.000
06/15/2022 13:29:51	00:06:50.791	180.000
06/15/2022 13:29:52	00:06:51.791	180.000
06/15/2022 13:29:53	00:06:52.792	180.000
06/15/2022 13:29:54	00:06:53.792	180.000
06/15/2022 13:29:55	00:06:54.793	180.000
06/15/2022 13:29:56	00:06:55.794	180.000
06/15/2022 13:29:57	00:06:56.807	180.000
06/15/2022 13:29:58	00:06:57.806	180.000
06/15/2022 13:29:59	00:06:58.807	180.000
06/15/2022 13:30:00	00:06:59.808	180.000
06/15/2022 13:30:01	00:07:00.821	180.000
06/15/2022 13:30:02	00:07:01.823	180.000
06/15/2022 13:30:03	00:07:02.833	180.000
06/15/2022 13:30:04	00:07:03.824	180.000
06/15/2022 13:30:05	00:07:04.824	180.000
06/15/2022 13:30:06	00:07:05.837	180.000
06/15/2022 13:30:07	00:07:06.838	180.000
06/15/2022 13:30:08	00:07:07.839	180.000
06/15/2022 13:30:09	00:07:08.839	180.000
06/15/2022 13:30:10	00:07:09.843	180.000
06/15/2022 13:30:11	00:07:10.854	180.000
06/15/2022 13:30:12	00:07:11.856	180.000
06/15/2022 13:30:13	00:07:12.855	180.000
06/15/2022 13:30:14	00:07:13.856	180.000
06/15/2022 13:30:15	00:07:14.868	180.000
06/15/2022 13:30:16	00:07:15.870	180.000
06/15/2022 13:30:17	00:07:16.870	180.000
06/15/2022 13:30:18	00:07:17.886	180.000
06/15/2022 13:30:19	00:07:18.885	180.000
06/15/2022 13:30:20	00:07:19.900	180.000
06/15/2022 13:30:21	00:07:20.902	180.000
06/15/2022 13:30:22	00:07:21.903	180.000
06/15/2022 13:30:24	00:07:22.917	180.000
06/15/2022 13:30:25	00:07:23.917	180.000
06/15/2022 13:30:26	00:07:24.918	180.000
06/15/2022 13:30:27	00:07:25.919	180.000
06/15/2022 13:30:28	00:07:25.919	180.000
06/15/2022 13:30:28	00:07:26.424	0.000
06/15/2022 13:30:29	00:07:27.935	0.000
06/15/2022 13:30:30	00:07:28.935	0.000
06/15/2022 13:30:31	00:07:29.947	0.000
06/15/2022 13:30:32	00:07:30.948	0.000
06/15/2022 13:30:33	00:07:31.948	0.000
06/15/2022 13:30:34	00:07:32.948	0.000
06/15/2022 13:30:35	00:07:33.949	0.000
06/15/2022 13:30:36	00:07:34.966	0.000
06/15/2022 13:30:37	00:07:35.962	0.000
06/15/2022 13:30:38	00:07:36.962	0.000
06/15/2022 13:30:39	00:07:37.965	0.000
06/15/2022 13:30:40	00:07:38.964	0.000
06/15/2022 13:30:41	00:07:39.966	0.000
06/15/2022 13:30:42	00:07:40.965	0.000
06/15/2022 13:30:43	00:07:41.965	0.000
06/15/2022 13:30:44	00:07:42.965	0.000
06/15/2022 13:30:45	00:07:43.978	0.000
06/15/2022 13:30:46	00:07:44.982	0.000
06/15/2022 13:30:47	00:07:45.978	0.000
06/15/2022 13:30:48	00:07:46.979	0.000
06/15/2022 13:30:49	00:07:47.980	0.000
06/15/2022 13:30:50	00:07:48.994	0.000
06/15/2022 13:30:51	00:07:49.993	0.000
06/15/2022 13:30:52	00:07:50.994	0.000
06/15/2022 13:30:53	00:07:51.994	0.000
06/15/2022 13:30:54	00:07:52.994	0.000
06/15/2022 13:30:55	00:07:53.996	0.000
06/15/2022 13:30:56	00:07:54.997	0.000
06/15/2022 13:30:57	00:07:56.009	0.000
06/15/2022 13:30:58	00:07:57.010	0.000
06/15/2022 13:30:59	00:07:58.028	0.000
06/15/2022 13:31:00	00:07:59.029	0.000
06/15/2022 13:31:01	00:08:00.043	0.000
06/15/2022 13:31:02	00:08:01.044	0.000
06/15/2022 13:31:03	00:08:02.045	0.000
06/15/2022 13:31:04	00:08:03.058	0.000
06/15/2022 13:31:05	00:08:04.074	0.000
06/15/2022 13:31:06	00:08:05.074	0.000
06/15/2022 13:31:07	00:08:06.073	0.000
06/15/2022 13:31:08	00:08:07.074	0.000
06/15/2022 13:31:09	00:08:08.076	0.000
06/15/2022 13:31:10	00:08:09.077	0.000
06/15/2022 13:31:11	00:08:10.076	0.000
06/15/2022 13:31:12	00:08:11.075	0.000
06/15/2022 13:31:13	00:08:12.077	0.000
06/15/2022 13:31:14	00:08:13.089	0.000
06/15/2022 13:31:15	00:08:14.088	0.000
06/15/2022 13:31:16	00:08:15.089	0.000
06/15/2022 13:31:17	00:08:16.105	0.000
06/15/2022 13:31:18	00:08:17.119	0.000
06/15/2022 13:31:19	00:08:18.120	0.000
06/15/2022 13:31:20	00:08:19.120	0.000
06/15/2022 13:31:21	00:08:20.137	0.000
06/15/2022 13:31:22	00:08:21.154	0.000
06/15/2022 13:31:23	00:08:22.167	0.000
06/15/2022 13:31:24	00:08:23.167	0.000
06/15/2022 13:31:25	00:08:24.169	0.000
06/15/2022 13:31:26	00:08:25.167	0.000
06/15/2022 13:31:27	00:08:26.168	0.000
06/15/2022 13:31:28	00:08:27.183	0.000
06/15/2022 13:31:29	00:08:28.182	0.000
06/15/2022 13:31:30	00:08:29.182	0.000
06/15/2022 13:31:31	00:08:30.198	0.000
06/15/2022 13:31:32	00:08:31.197	0.000
06/15/2022 13:31:33	00:08:32.197	0.000
06/15/2022 13:31:34	00:08:33.197	0.000
06/15/2022 13:31:35	00:08:34.213	0.000
06/15/2022 13:31:36	00:08:35.212	0.000
06/15/2022 13:31:37	00:08:36.213	0.000
06/15/2022 13:31:38	00:08:37.213	0.000
06/15/2022 13:31:39	00:08:38.213	0.000
06/15/2022 13:31:40	00:08:39.213	0.000
06/15/2022 13:31:41	00:08:40.214	0.000
06/15/2022 13:31:42	00:08:41.229	0.000
06/15/2022 13:31:43	00:08:42.230	0.000
06/15/2022 13:31:44	00:08:43.233	0.000
06/15/2022 13:31:45	00:08:43.233	0.000
06/15/2022 13:31:45	00:08:43.589	120.000
06/15/2022 13:31:46	00:08:45.244	120.000
06/15/2022 13:31:47	00:08:46.248	120.000
06/15/2022 13:31:48	00:08:47.243	120.000
06/15/2022 13:31:49	00:08:48.244	120.000
06/15/2022 13:31:50	00:08:49.245	120.000
06/15/2022 13:31:51	00:08:50.259	120.000
06/15/2022 13:31:52	00:08:51.261	120.000
06/15/2022 13:31:53	00:08:52.259	120.000
06/15/2022 13:31:54	00:08:53.262	120.000
06/15/2022 13:31:55	00:08:54.276	120.000
06/15/2022 13:31:56	00:08:55.279	120.000
06/15/2022 13:31:57	00:08:56.295	120.000
06/15/2022 13:31:58	00:08:57.298	120.000
06/15/2022 13:31:59	00:08:58.307	120.000
06/15/2022 13:32:00	00:08:59.306	120.000
06/15/2022 13:32:01	00:09:00.306	120.000
06/15/2022 13:32:02	00:09:01.312	120.000
06/15/2022 13:32:03	00:09:02.327	120.000
06/15/2022 13:32:04	00:09:03.322	120.000
06/15/2022 13:32:05	00:09:04.324	120.000
06/15/2022 13:32:06	00:09:05.326	120.000
06/15/2022 13:32:07	00:09:06.326	120.000
06/15/2022 13:32:08	00:09:07.323	120.000
06/15/2022 13:32:09	00:09:08.339	120.000
06/15/2022 13:32:10	00:09:09.339	120.000
06/15/2022 13:32:11	00:09:10.353	120.000
06/15/2022 13:32:12	00:09:11.356	120.000
06/15/2022 13:32:13	00:09:12.354	120.000
06/15/2022 13:32:14	00:09:13.354	120.000
06/15/2022 13:32:15	00:09:14.354	120.000
06/15/2022 13:32:16	00:09:15.368	120.000
06/15/2022 13:32:17	00:09:16.369	120.000
06/15/2022 13:32:18	00:09:17.369	120.000
06/15/2022 13:32:19	00:09:18.371	120.000
06/15/2022 13:32:20	00:09:19.370	120.000
06/15/2022 13:32:21	00:09:20.370	120.000
06/15/2022 13:32:22	00:09:21.385	120.000
06/15/2022 13:32:23	00:09:22.385	120.000
06/15/2022 13:32:24	00:09:23.396	120.000
06/15/2022 13:32:25	00:09:24.401	120.000
06/15/2022 13:32:26	00:09:25.417	120.000
06/15/2022 13:32:27	00:09:26.422	120.000
06/15/2022 13:32:28	00:09:27.432	120.000
06/15/2022 13:32:29	00:09:28.456	120.000
06/15/2022 13:32:30	00:09:29.447	120.000
06/15/2022 13:32:31	00:09:30.448	120.000
06/15/2022 13:32:32	00:09:31.462	120.000
06/15/2022 13:32:33	00:09:32.462	120.000
06/15/2022 13:32:34	00:09:33.462	120.000
06/15/2022 13:32:35	00:09:34.463	120.000
06/15/2022 13:32:36	00:09:35.464	120.000
06/15/2022 13:32:37	00:09:36.464	120.000
06/15/2022 13:32:38	00:09:37.480	120.000
06/15/2022 13:32:39	00:09:38.480	120.000
06/15/2022 13:32:40	00:09:39.495	120.000
06/15/2022 13:32:41	00:09:40.496	120.000
06/15/2022 13:32:42	00:09:41.505	120.000
06/15/2022 13:32:43	00:09:42.512	120.000
06/15/2022 13:32:44	00:09:43.519	120.000
06/15/2022 13:32:45	00:09:44.519	120.000
06/15/2022 13:32:46	00:09:45.532	120.000
06/15/2022 13:32:47	00:09:46.530	120.000
06/15/2022 13:32:48	00:09:47.535	120.000
06/15/2022 13:32:49	00:09:48.546	120.000
06/15/2022 13:32:50	00:09:49.551	120.000
06/15/2022 13:32:51	00:09:50.561	120.000
06/15/2022 13:32:52	00:09:51.565	120.000
06/15/2022 13:32:53	00:09:52.568	120.000
06/15/2022 13:32:54	00:09:53.574	120.000
06/15/2022 13:32:55	00:09:54.574	120.000
06/15/2022 13:32:56	00:09:55.573	120.000
06/15/2022 13:32:57	00:09:56.576	120.000
06/15/2022 13:32:58	00:09:57.592	120.000
06/15/2022 13:32:59	00:09:58.618	120.000
06/15/2022 13:33:00	00:09:59.607	120.000
06/15/2022 13:33:01	00:10:00.613	120.000
06/15/2022 13:33:02	00:10:01.625	120.000
06/15/2022 13:33:03	00:10:02.632	120.000
06/15/2022 13:33:04	00:10:03.628	120.000
06/15/2022 13:33:05	00:10:04.638	120.000
06/15/2022 13:33:06	00:10:05.650	120.000
06/15/2022 13:33:07	00:10:06.654	120.000
06/15/2022 13:33:08	00:10:07.656	120.000
06/15/2022 13:33:09	00:10:08.666	120.000
06/15/2022 13:33:10	00:10:09.672	120.000
06/15/2022 13:33:11	00:10:10.676	120.000
06/15/2022 13:33:12	00:10:11.687	120.000
06/15/2022 13:33:13	00:10:12.689	120.000
06/15/2022 13:33:14	00:10:13.699	120.000
06/15/2022 13:33:15	00:10:14.701	120.000
06/15/2022 13:33:16	00:10:15.707	120.000
06/15/2022 13:33:17	00:10:16.713	120.000
06/15/2022 13:33:18	00:10:17.728	120.000
06/15/2022 13:33:19	00:10:18.739	120.000
06/15/2022 13:33:20	00:10:19.737	120.000
06/15/2022 13:33:21	00:10:20.744	120.000
06/15/2022 13:33:22	00:10:21.752	120.000
06/15/2022 13:33:23	00:10:22.762	120.000
06/15/2022 13:33:24	00:10:23.769	120.000
06/15/2022 13:33:25	00:10:24.779	120.000
06/15/2022 13:33:26	00:10:25.782	120.000
06/15/2022 13:33:27	00:10:26.790	120.000
06/15/2022 13:33:28	00:10:27.784	120.000
06/15/2022 13:33:29	00:10:28.793	120.000
06/15/2022 13:33:30	00:10:29.801	120.000
06/15/2022 13:33:31	00:10:30.807	120.000
06/15/2022 13:33:32	00:10:31.809	120.000
06/15/2022 13:33:33	00:10:32.818	120.000
06/15/2022 13:33:34	00:10:33.822	120.000
06/15/2022 13:33:35	00:10:34.832	120.000
06/15/2022 13:33:36	00:10:35.830	120.000
06/15/2022 13:33:37	00:10:36.841	120.000
06/15/2022 13:33:38	00:10:37.847	120.000
06/15/2022 13:33:39	00:10:38.849	120.000
06/15/2022 13:33:40	00:10:39.847	120.000
06/15/2022 13:33:41	00:10:40.857	120.000
06/15/2022 13:33:42	00:10:41.870	120.000
06/15/2022 13:33:43	00:10:42.884	120.000
06/15/2022 13:33:44	00:10:43.887	120.000
06/15/2022 13:33:45	00:10:44.895	120.000
06/15/2022 13:33:46	00:10:45.896	120.000
06/15/2022 13:33:47	00:10:46.904	120.000
06/15/2022 13:33:49	00:10:47.911	120.000
06/15/2022 13:33:50	00:10:48.922	120.000
06/15/2022 13:33:51	00:10:49.933	120.000
06/15/2022 13:33:52	00:10:50.931	120.000
06/15/2022 13:33:53	00:10:51.933	120.000
06/15/2022 13:33:54	00:10:52.939	120.000
06/15/2022 13:33:55	00:10:53.941	120.000
06/15/2022 13:33:56	00:10:54.948	120.000
06/15/2022 13:33:57	00:10:55.964	120.000
06/15/2022 13:33:58	00:10:56.965	120.000
06/15/2022 13:33:59	00:10:57.972	120.000
06/15/2022 13:34:00	00:10:58.979	120.000
06/15/2022 13:34:01	00:10:59.986	120.000
06/15/2022 13:34:02	00:11:01.000	120.000
06/15/2022 13:34:03	00:11:02.011	120.000
06/15/2022 13:34:04	00:11:03.020	120.000
06/15/2022 13:34:05	00:11:04.033	120.000
06/15/2022 13:34:06	00:11:05.041	120.000
06/15/2022 13:34:07	00:11:06.049	120.000
06/15/2022 13:34:08	00:11:07.051	120.000
06/15/2022 13:34:09	00:11:08.062	120.000
06/15/2022 13:34:10	00:11:09.062	120.000
