Local Date/Time	Relative Time	valve-b:angle [degrees]
06/15/2022 13:31:59	00:08:57.430	240.000
06/15/2022 13:31:59	00:08:57.530	240.000
06/15/2022 13:31:59	00:08:57.632	240.000
06/15/2022 13:31:59	00:08:57.734	240.000
06/15/2022 13:31:59	00:08:57.836	240.000
06/15/2022 13:31:59	00:08:57.938	240.000
06/15/2022 13:31:59	00:08:58.041	240.000
06/15/2022 13:31:59	00:08:58.143	240.000
06/15/2022 13:31:59	00:08:58.245	240.000
06/15/2022 13:32:00	00:08:58.347	240.000
06/15/2022 13:32:00	00:08:58.449	240.000
06/15/2022 13:32:00	00:08:58.551	240.000
06/15/2022 13:32:00	00:08:58.652	240.000
06/15/2022 13:32:00	00:08:58.754	240.000
06/15/2022 13:32:00	00:08:58.856	240.000
06/15/2022 13:32:00	00:08:58.956	240.000
06/15/2022 13:32:00	00:08:59.058	240.000
06/15/2022 13:32:00	00:08:59.158	240.000
06/15/2022 13:32:00	00:08:59.260	240.000
06/15/2022 13:32:01	00:08:59.362	240.000
06/15/2022 13:32:01	00:08:59.465	240.000
06/15/2022 13:32:01	00:08:59.567	240.000
06/15/2022 13:32:01	00:08:59.669	240.000
06/15/2022 13:32:01	00:08:59.771	240.000
06/15/2022 13:32:01	00:08:59.873	240.000
06/15/2022 13:32:01	00:08:59.974	240.000
06/15/2022 13:32:01	00:09:00.077	240.000
06/15/2022 13:32:01	00:09:00.178	240.000
06/15/2022 13:32:01	00:09:00.280	240.000
06/15/2022 13:32:02	00:09:00.380	240.000
06/15/2022 13:32:02	00:09:00.480	240.000
06/15/2022 13:32:02	00:09:00.582	240.000
06/15/2022 13:32:02	00:09:00.684	240.000
06/15/2022 13:32:02	00:09:00.787	240.000
06/15/2022 13:32:02	00:09:00.889	240.000
06/15/2022 13:32:02	00:09:00.991	240.000
06/15/2022 13:32:02	00:09:01.093	240.000
06/15/2022 13:32:02	00:09:01.195	240.000
06/15/2022 13:32:02	00:09:01.297	240.000
06/15/2022 13:32:03	00:09:01.398	240.000
06/15/2022 13:32:03	00:09:01.500	240.000
06/15/2022 13:32:03	00:09:01.602	240.000
06/15/2022 13:32:03	00:09:01.704	240.000
06/15/2022 13:32:03	00:09:01.806	240.000
06/15/2022 13:32:03	00:09:01.908	240.000
06/15/2022 13:32:03	00:09:02.010	240.000
06/15/2022 13:32:03	00:09:02.112	240.000
06/15/2022 13:32:03	00:09:02.214	240.000
06/15/2022 13:32:03	00:09:02.317	240.000
06/15/2022 13:32:04	00:09:02.419	240.000
06/15/2022 13:32:04	00:09:02.521	240.000
06/15/2022 13:32:04	00:09:02.623	240.000
06/15/2022 13:32:04	00:09:02.725	240.000
06/15/2022 13:32:04	00:09:02.827	240.000
06/15/2022 13:32:04	00:09:02.929	240.000
06/15/2022 13:32:04	00:09:03.030	240.000
06/15/2022 13:32:04	00:09:03.130	240.000
06/15/2022 13:32:04	00:09:03.232	240.000
06/15/2022 13:32:05	00:09:03.334	240.000
06/15/2022 13:32:05	00:09:03.436	240.000
06/15/2022 13:32:05	00:09:03.538	240.000
06/15/2022 13:32:05	00:09:03.641	240.000
06/15/2022 13:32:05	00:09:03.743	240.000
06/15/2022 13:32:05	00:09:03.845	240.000
06/15/2022 13:32:05	00:09:03.947	240.000
06/15/2022 13:32:05	00:09:04.049	240.000
06/15/2022 13:32:05	00:09:04.151	240.000
06/15/2022 13:32:05	00:09:04.253	240.000
06/15/2022 13:32:06	00:09:04.354	240.000
06/15/2022 13:32:06	00:09:04.456	240.000
06/15/2022 13:32:06	00:09:04.556	240.000
06/15/2022 13:32:06	00:09:04.656	240.000
06/15/2022 13:32:06	00:09:04.758	240.000
06/15/2022 13:32:06	00:09:04.860	240.000
06/15/2022 13:32:06	00:09:04.962	240.000
06/15/2022 13:32:06	00:09:05.065	240.000
06/15/2022 13:32:06	00:09:05.167	240.000
06/15/2022 13:32:06	00:09:05.269	240.000
06/15/2022 13:32:07	00:09:05.371	240.000
06/15/2022 13:32:07	00:09:05.473	240.000
06/15/2022 13:32:07	00:09:05.575	240.000
06/15/2022 13:32:07	00:09:05.676	240.000
06/15/2022 13:32:07	00:09:05.778	240.000
06/15/2022 13:32:07	00:09:05.878	240.000
06/15/2022 13:32:07	00:09:05.980	240.000
06/15/2022 13:32:07	00:09:06.080	240.000
06/15/2022 13:32:07	00:09:06.182	240.000
06/15/2022 13:32:07	00:09:06.284	240.000
06/15/2022 13:32:08	00:09:06.386	240.000
06/15/2022 13:32:08	00:09:06.489	240.000
06/15/2022 13:32:08	00:09:06.591	240.000
06/15/2022 13:32:08	00:09:06.693	240.000
06/15/2022 13:32:08	00:09:06.795	240.000
06/15/2022 13:32:08	00:09:06.897	240.000
06/15/2022 13:32:08	00:09:06.998	240.000
06/15/2022 13:32:08	00:09:07.101	240.000
06/15/2022 13:32:08	00:09:07.202	240.000
06/15/2022 13:32:08	00:09:07.302	240.000
06/15/2022 13:32:09	00:09:07.402	240.000
06/15/2022 13:32:09	00:09:07.504	240.000
06/15/2022 13:32:09	00:09:07.606	240.000
06/15/2022 13:32:09	00:09:07.708	240.000
06/15/2022 13:32:09	00:09:07.808	240.000
06/15/2022 13:32:09	00:09:07.911	240.000
06/15/2022 13:32:09	00:09:08.013	240.000
06/15/2022 13:32:09	00:09:08.115	240.000
06/15/2022 13:32:09	00:09:08.217	240.000
06/15/2022 13:32:09	00:09:08.318	240.000
06/15/2022 13:32:10	00:09:08.420	240.000
06/15/2022 13:32:10	00:09:08.522	240.000
06/15/2022 13:32:10	00:09:08.622	240.000
06/15/2022 13:32:10	00:09:08.722	240.000
06/15/2022 13:32:10	00:09:08.824	240.000
06/15/2022 13:32:10	00:09:08.926	240.000
06/15/2022 13:32:10	00:09:09.028	240.000
06/15/2022 13:32:10	00:09:09.130	240.000
06/15/2022 13:32:10	00:09:09.232	240.000
06/15/2022 13:32:10	00:09:09.335	240.000
06/15/2022 13:32:11	00:09:09.437	240.000
06/15/2022 13:32:11	00:09:09.539	240.000
06/15/2022 13:32:11	00:09:09.641	240.000
06/15/2022 13:32:11	00:09:09.743	240.000
06/15/2022 13:32:11	00:09:09.845	240.000
06/15/2022 13:32:11	00:09:09.946	240.000
06/15/2022 13:32:11	00:09:10.048	240.000
06/15/2022 13:32:11	00:09:10.150	240.000
06/15/2022 13:32:11	00:09:10.252	240.000
06/15/2022 13:32:12	00:09:10.354	240.000
06/15/2022 13:32:12	00:09:10.456	240.000
06/15/2022 13:32:12	00:09:10.559	240.000
06/15/2022 13:32:12	00:09:10.661	240.000
06/15/2022 13:32:12	00:09:10.763	240.000
06/15/2022 13:32:12	00:09:10.865	240.000
06/15/2022 13:32:12	00:09:10.967	240.000
06/15/2022 13:32:12	00:09:11.069	240.000
06/15/2022 13:32:12	00:09:11.171	240.000
06/15/2022 13:32:12	00:09:11.272	240.000
06/15/2022 13:32:13	00:09:11.374	240.000
06/15/2022 13:32:13	00:09:11.476	240.000
06/15/2022 13:32:13	00:09:11.578	240.000
06/15/2022 13:32:13	00:09:11.680	240.000
06/15/2022 13:32:13	00:09:11.782	240.000
06/15/2022 13:32:13	00:09:11.884	240.000
06/15/2022 13:32:13	00:09:11.987	240.000
06/15/2022 13:32:13	00:09:12.089	240.000
06/15/2022 13:32:13	00:09:12.191	240.000
06/15/2022 13:32:13	00:09:12.293	240.000
06/15/2022 13:32:14	00:09:12.394	240.000
06/15/2022 13:32:14	00:09:12.496	240.000
06/15/2022 13:32:14	00:09:12.599	240.000
06/15/2022 13:32:14	00:09:12.700	240.000
06/15/2022 13:32:14	00:09:12.802	240.000
06/15/2022 13:32:14	00:09:12.904	240.000
06/15/2022 13:32:14	00:09:13.006	240.000
06/15/2022 13:32:14	00:09:13.108	240.000
06/15/2022 13:32:14	00:09:13.210	240.000
06/15/2022 13:32:14	00:09:13.312	240.000
06/15/2022 13:32:15	00:09:13.415	240.000
06/15/2022 13:32:15	00:09:13.517	240.000
06/15/2022 13:32:15	00:09:13.619	240.000
06/15/2022 13:32:15	00:09:13.721	240.000
06/15/2022 13:32:15	00:09:13.822	240.000
06/15/2022 13:32:15	00:09:13.925	240.000
06/15/2022 13:32:15	00:09:14.026	240.000
06/15/2022 13:32:15	00:09:14.128	240.000
06/15/2022 13:32:15	00:09:14.228	240.000
06/15/2022 13:32:15	00:09:14.330	240.000
06/15/2022 13:32:16	00:09:14.432	240.000
06/15/2022 13:32:16	00:09:14.534	240.000
06/15/2022 13:32:16	00:09:14.636	240.000
06/15/2022 13:32:16	00:09:14.738	240.000
06/15/2022 13:32:16	00:09:14.841	240.000
06/15/2022 13:32:16	00:09:14.943	240.000
06/15/2022 13:32:16	00:09:15.045	240.000
06/15/2022 13:32:16	00:09:15.146	240.000
06/15/2022 13:32:16	00:09:15.248	240.000
06/15/2022 13:32:16	00:09:15.350	240.000
06/15/2022 13:32:17	00:09:15.450	240.000
06/15/2022 13:32:17	00:09:15.550	240.000
06/15/2022 13:32:17	00:09:15.650	240.000
06/15/2022 13:32:17	00:09:15.752	240.000
06/15/2022 13:32:17	00:09:15.854	240.000
06/15/2022 13:32:17	00:09:15.956	240.000
06/15/2022 13:32:17	00:09:16.058	240.000
06/15/2022 13:32:17	00:09:16.160	240.000
06/15/2022 13:32:17	00:09:16.263	240.000
06/15/2022 13:32:17	00:09:16.365	240.000
06/15/2022 13:32:18	00:09:16.469	240.000
06/15/2022 13:32:18	00:09:16.570	240.000
06/15/2022 13:32:18	00:09:16.672	240.000
06/15/2022 13:32:18	00:09:16.772	240.000
06/15/2022 13:32:18	00:09:16.874	240.000
06/15/2022 13:32:18	00:09:16.977	240.000
06/15/2022 13:32:18	00:09:17.078	240.000
06/15/2022 13:32:18	00:09:17.180	240.000
06/15/2022 13:32:18	00:09:17.282	240.000
06/15/2022 13:32:19	00:09:17.384	240.000
06/15/2022 13:32:19	00:09:17.487	240.000
06/15/2022 13:32:19	00:09:17.589	240.000
06/15/2022 13:32:19	00:09:17.691	240.000
06/15/2022 13:32:19	00:09:17.792	240.000
06/15/2022 13:32:19	00:09:17.894	240.000
06/15/2022 13:32:19	00:09:17.997	240.000
06/15/2022 13:32:19	00:09:18.099	240.000
06/15/2022 13:32:19	00:09:18.200	240.000
06/15/2022 13:32:19	00:09:18.302	240.000
06/15/2022 13:32:20	00:09:18.408	240.000
06/15/2022 13:32:20	00:09:18.510	240.000
06/15/2022 13:32:20	00:09:18.612	240.000
06/15/2022 13:32:20	00:09:18.714	240.000
06/15/2022 13:32:20	00:09:18.816	240.000
06/15/2022 13:32:20	00:09:18.919	240.000
06/15/2022 13:32:20	00:09:19.021	240.000
06/15/2022 13:32:20	00:09:19.123	240.000
06/15/2022 13:32:20	00:09:19.225	240.000
06/15/2022 13:32:20	00:09:19.327	240.000
06/15/2022 13:32:21	00:09:19.428	240.000
06/15/2022 13:32:21	00:09:19.528	240.000
06/15/2022 13:32:21	00:09:19.628	240.000
06/15/2022 13:32:21	00:09:19.730	240.000
06/15/2022 13:32:21	00:09:19.832	240.000
06/15/2022 13:32:21	00:09:19.934	240.000
06/15/2022 13:32:21	00:09:20.036	240.000
06/15/2022 13:32:21	00:09:20.138	240.000
06/15/2022 13:32:21	00:09:20.240	240.000
06/15/2022 13:32:21	00:09:20.343	240.000
06/15/2022 13:32:22	00:09:20.445	240.000
06/15/2022 13:32:22	00:09:20.547	240.000
06/15/2022 13:32:22	00:09:20.649	240.000
06/15/2022 13:32:22	00:09:20.751	240.000
06/15/2022 13:32:22	00:09:20.852	240.000
06/15/2022 13:32:22	00:09:20.954	240.000
06/15/2022 13:32:22	00:09:21.056	240.000
06/15/2022 13:32:22	00:09:21.158	240.000
06/15/2022 13:32:22	00:09:21.260	240.000
06/15/2022 13:32:22	00:09:21.362	240.000
06/15/2022 13:32:23	00:09:21.464	240.000
06/15/2022 13:32:23	00:09:21.566	240.000
06/15/2022 13:32:23	00:09:21.668	240.000
06/15/2022 13:32:23	00:09:21.771	240.000
06/15/2022 13:32:23	00:09:21.873	240.000
06/15/2022 13:32:23	00:09:21.975	240.000
06/15/2022 13:32:23	00:09:22.077	240.000
06/15/2022 13:32:23	00:09:22.179	240.000
06/15/2022 13:32:23	00:09:22.280	240.000
06/15/2022 13:32:23	00:09:22.382	240.000
06/15/2022 13:32:24	00:09:22.482	240.000
06/15/2022 13:32:24	00:09:22.584	240.000
06/15/2022 13:32:24	00:09:22.686	240.000
06/15/2022 13:32:24	00:09:22.788	240.000
06/15/2022 13:32:24	00:09:22.890	240.000
06/15/2022 13:32:24	00:09:22.992	240.000
06/15/2022 13:32:24	00:09:23.094	240.000
06/15/2022 13:32:24	00:09:23.197	240.000
06/15/2022 13:32:24	00:09:23.299	240.000
06/15/2022 13:32:25	00:09:23.400	240.000
06/15/2022 13:32:25	00:09:23.502	240.000
06/15/2022 13:32:25	00:09:23.602	240.000
06/15/2022 13:32:25	00:09:23.704	240.000
06/15/2022 13:32:25	00:09:23.804	240.000
06/15/2022 13:32:25	00:09:23.906	240.000
06/15/2022 13:32:25	00:09:24.008	240.000
06/15/2022 13:32:25	00:09:24.110	240.000
06/15/2022 13:32:25	00:09:24.212	240.000
06/15/2022 13:32:25	00:09:24.314	240.000
06/15/2022 13:32:26	00:09:24.417	240.000
06/15/2022 13:32:26	00:09:24.520	240.000
06/15/2022 13:32:26	00:09:24.623	240.000
06/15/2022 13:32:26	00:09:24.725	240.000
06/15/2022 13:32:26	00:09:24.827	240.000
06/15/2022 13:32:26	00:09:24.928	240.000
06/15/2022 13:32:26	00:09:25.030	240.000
06/15/2022 13:32:26	00:09:25.132	240.000
06/15/2022 13:32:26	00:09:25.234	240.000
06/15/2022 13:32:26	00:09:25.337	240.000
06/15/2022 13:32:27	00:09:25.438	240.000
06/15/2022 13:32:27	00:09:25.540	240.000
06/15/2022 13:32:27	00:09:25.642	240.000
06/15/2022 13:32:27	00:09:25.744	240.000
06/15/2022 13:32:27	00:09:25.846	240.000
06/15/2022 13:32:27	00:09:25.949	240.000
06/15/2022 13:32:27	00:09:26.050	240.000
06/15/2022 13:32:27	00:09:26.152	240.000
06/15/2022 13:32:27	00:09:26.255	240.000
06/15/2022 13:32:27	00:09:26.357	240.000
06/15/2022 13:32:28	00:09:26.458	240.000
06/15/2022 13:32:28	00:09:26.560	240.000
06/15/2022 13:32:28	00:09:26.662	240.000
06/15/2022 13:32:28	00:09:26.764	240.000
06/15/2022 13:32:28	00:09:26.866	240.000
06/15/2022 13:32:28	00:09:26.968	240.000
06/15/2022 13:32:28	00:09:27.070	240.000
06/15/2022 13:32:28	00:09:27.172	240.000
06/15/2022 13:32:28	00:09:27.274	240.000
06/15/2022 13:32:28	00:09:27.377	240.000
06/15/2022 13:32:29	00:09:27.478	240.000
06/15/2022 13:32:29	00:09:27.581	240.000
06/15/2022 13:32:29	00:09:27.682	240.000
06/15/2022 13:32:29	00:09:27.782	240.000
06/15/2022 13:32:29	00:09:27.882	240.000
06/15/2022 13:32:29	00:09:27.984	240.000
06/15/2022 13:32:29	00:09:28.086	240.000
06/15/2022 13:32:29	00:09:28.188	240.000
06/15/2022 13:32:29	00:09:28.290	240.000
06/15/2022 13:32:29	00:09:28.392	240.000
06/15/2022 13:32:30	00:09:28.494	240.000
06/15/2022 13:32:30	00:09:28.596	240.000
06/15/2022 13:32:30	00:09:28.698	240.000
06/15/2022 13:32:30	00:09:28.801	240.000
06/15/2022 13:32:30	00:09:28.903	240.000
06/15/2022 13:32:30	00:09:29.004	240.000
06/15/2022 13:32:30	00:09:29.106	240.000
06/15/2022 13:32:30	00:09:29.208	240.000
06/15/2022 13:32:30	00:09:29.308	240.000
06/15/2022 13:32:30	00:09:29.408	240.000
06/15/2022 13:32:31	00:09:29.510	240.000
06/15/2022 13:32:31	00:09:29.612	240.000
06/15/2022 13:32:31	00:09:29.714	240.000
06/15/2022 13:32:31	00:09:29.816	240.000
06/15/2022 13:32:31	00:09:29.918	240.000
06/15/2022 13:32:31	00:09:30.020	240.000
06/15/2022 13:32:31	00:09:30.122	240.000
06/15/2022 13:32:31	00:09:30.225	240.000
06/15/2022 13:32:31	00:09:30.327	240.000
06/15/2022 13:32:31	00:09:30.437	240.000
06/15/2022 13:32:32	00:09:30.538	240.000
06/15/2022 13:32:32	00:09:30.638	240.000
06/15/2022 13:32:32	00:09:30.740	240.000
06/15/2022 13:32:32	00:09:30.842	240.000
06/15/2022 13:32:32	00:09:30.944	240.000
06/15/2022 13:32:32	00:09:31.046	240.000
06/15/2022 13:32:32	00:09:31.148	240.000
06/15/2022 13:32:32	00:09:31.250	240.000
06/15/2022 13:32:32	00:09:31.352	240.000
06/15/2022 13:32:32	00:09:31.454	240.000
06/15/2022 13:32:33	00:09:31.556	240.000
06/15/2022 13:32:33	00:09:31.659	240.000
06/15/2022 13:32:33	00:09:31.760	240.000
06/15/2022 13:32:33	00:09:31.862	240.000
06/15/2022 13:32:33	00:09:31.962	240.000
06/15/2022 13:32:33	00:09:32.062	240.000
06/15/2022 13:32:33	00:09:32.164	240.000
06/15/2022 13:32:33	00:09:32.266	240.000
06/15/2022 13:32:33	00:09:32.368	240.000
06/15/2022 13:32:34	00:09:32.470	240.000
06/15/2022 13:32:34	00:09:32.572	240.000
06/15/2022 13:32:34	00:09:32.674	240.000
06/15/2022 13:32:34	00:09:32.777	240.000
06/15/2022 13:32:34	00:09:32.878	240.000
06/15/2022 13:32:34	00:09:32.980	240.000
06/15/2022 13:32:34	00:09:33.083	240.000
06/15/2022 13:32:34	00:09:33.185	240.000
06/15/2022 13:32:34	00:09:33.286	240.000
06/15/2022 13:32:34	00:09:33.388	240.000
06/15/2022 13:32:35	00:09:33.488	240.000
06/15/2022 13:32:35	00:09:33.590	240.000
06/15/2022 13:32:35	00:09:33.692	240.000
06/15/2022 13:32:35	00:09:33.794	240.000
06/15/2022 13:32:35	00:09:33.896	240.000
06/15/2022 13:32:35	00:09:33.998	240.000
06/15/2022 13:32:35	00:09:34.100	240.000
06/15/2022 13:32:35	00:09:34.202	240.000
06/15/2022 13:32:35	00:09:34.304	240.000
06/15/2022 13:32:35	00:09:34.407	240.000
06/15/2022 13:32:36	00:09:34.508	240.000
06/15/2022 13:32:36	00:09:34.611	240.000
06/15/2022 13:32:36	00:09:34.712	240.000
06/15/2022 13:32:36	00:09:34.814	240.000
06/15/2022 13:32:36	00:09:34.916	240.000
06/15/2022 13:32:36	00:09:35.018	240.000
06/15/2022 13:32:36	00:09:35.120	240.000
06/15/2022 13:32:36	00:09:35.222	240.000
06/15/2022 13:32:36	00:09:35.324	240.000
06/15/2022 13:32:36	00:09:35.426	240.000
06/15/2022 13:32:37	00:09:35.528	240.000
06/15/2022 13:32:37	00:09:35.630	240.000
06/15/2022 13:32:37	00:09:35.732	240.000
06/15/2022 13:32:37	00:09:35.834	240.000
06/15/2022 13:32:37	00:09:35.936	240.000
06/15/2022 13:32:37	00:09:36.036	240.000
06/15/2022 13:32:37	00:09:36.138	240.000
06/15/2022 13:32:37	00:09:36.238	240.000
06/15/2022 13:32:37	00:09:36.344	240.000
06/15/2022 13:32:37	00:09:36.446	240.000
06/15/2022 13:32:38	00:09:36.548	240.000
06/15/2022 13:32:38	00:09:36.650	240.000
06/15/2022 13:32:38	00:09:36.752	240.000
06/15/2022 13:32:38	00:09:36.854	240.000
06/15/2022 13:32:38	00:09:36.956	240.000
06/15/2022 13:32:38	00:09:37.058	240.000
06/15/2022 13:32:38	00:09:37.160	240.000
06/15/2022 13:32:38	00:09:37.263	240.000
06/15/2022 13:32:38	00:09:37.364	240.000
06/15/2022 13:32:38	00:09:37.467	240.000
06/15/2022 13:32:39	00:09:37.568	240.000
06/15/2022 13:32:39	00:09:37.668	240.000
06/15/2022 13:32:39	00:09:37.770	240.000
06/15/2022 13:32:39	00:09:37.872	240.000
06/15/2022 13:32:39	00:09:37.974	240.000
06/15/2022 13:32:39	00:09:38.076	240.000
06/15/2022 13:32:39	00:09:38.178	240.000
06/15/2022 13:32:39	00:09:38.280	240.000
06/15/2022 13:32:39	00:09:38.382	240.000
06/15/2022 13:32:40	00:09:38.484	240.000
06/15/2022 13:32:40	00:09:38.586	240.000
06/15/2022 13:32:40	00:09:38.688	240.000
06/15/2022 13:32:40	00:09:38.788	240.000
06/15/2022 13:32:40	00:09:38.890	240.000
06/15/2022 13:32:40	00:09:38.990	240.000
06/15/2022 13:32:40	00:09:39.092	240.000
06/15/2022 13:32:40	00:09:39.194	240.000
06/15/2022 13:32:40	00:09:39.296	240.000
06/15/2022 13:32:40	00:09:39.398	240.000
06/15/2022 13:32:41	00:09:39.500	240.000
06/15/2022 13:32:41	00:09:39.604	240.000
06/15/2022 13:32:41	00:09:39.616	240.000
06/15/2022 13:32:41	00:09:39.618	240.000
06/15/2022 13:32:41	00:09:39.720	240.000
06/15/2022 13:32:41	00:09:39.822	240.000
06/15/2022 13:32:41	00:09:39.924	240.000
06/15/2022 13:32:41	00:09:40.026	240.000
06/15/2022 13:32:41	00:09:40.094	240.000
06/15/2022 13:32:41	00:09:40.104	240.000
06/15/2022 13:32:41	00:09:40.114	240.000
06/15/2022 13:32:41	00:09:40.126	240.000
06/15/2022 13:32:41	00:09:40.140	240.000
06/15/2022 13:32:41	00:09:40.156	240.000
06/15/2022 13:32:41	00:09:40.174	240.000
06/15/2022 13:32:41	00:09:40.194	240.000
06/15/2022 13:32:41	00:09:40.216	240.000
06/15/2022 13:32:41	00:09:40.240	240.000
06/15/2022 13:32:41	00:09:40.266	240.000
06/15/2022 13:32:41	00:09:40.298	240.000
06/15/2022 13:32:41	00:09:40.328	240.000
06/15/2022 13:32:41	00:09:40.360	240.000
06/15/2022 13:32:41	00:09:40.394	240.000
06/15/2022 13:32:41	00:09:40.430	240.000
06/15/2022 13:32:41	00:09:40.470	240.000
06/15/2022 13:32:42	00:09:40.510	240.000
06/15/2022 13:32:42	00:09:40.552	240.000
06/15/2022 13:32:42	00:09:40.596	240.000
06/15/2022 13:32:42	00:09:40.642	240.000
06/15/2022 13:32:42	00:09:40.690	240.000
06/15/2022 13:32:42	00:09:40.740	240.000
06/15/2022 13:32:42	00:09:40.794	240.000
06/15/2022 13:32:42	00:09:40.848	240.000
06/15/2022 13:32:42	00:09:40.904	240.000
06/15/2022 13:32:42	00:09:40.965	240.000
06/15/2022 13:32:42	00:09:41.026	240.000
06/15/2022 13:32:42	00:09:41.088	240.000
06/15/2022 13:32:42	00:09:41.152	240.000
06/15/2022 13:32:42	00:09:41.218	240.000
06/15/2022 13:32:42	00:09:41.285	240.000
06/15/2022 13:32:42	00:09:41.355	240.000
06/15/2022 13:32:42	00:09:41.428	240.000
06/15/2022 13:32:42	00:09:41.502	240.000
06/15/2022 13:32:43	00:09:41.578	240.000
06/15/2022 13:32:43	00:09:41.656	240.000
06/15/2022 13:32:43	00:09:41.736	240.000
06/15/2022 13:32:43	00:09:41.818	240.000
06/15/2022 13:32:43	00:09:41.902	240.000
06/15/2022 13:32:43	00:09:41.988	240.000
06/15/2022 13:32:43	00:09:42.076	240.000
06/15/2022 13:32:43	00:09:42.166	240.000
06/15/2022 13:32:43	00:09:42.258	240.000
06/15/2022 13:32:43	00:09:42.352	240.000
06/15/2022 13:32:43	00:09:42.448	240.000
06/15/2022 13:32:44	00:09:42.546	240.000
06/15/2022 13:32:44	00:09:42.648	240.000
06/15/2022 13:32:44	00:09:42.750	240.000
06/15/2022 13:32:44	00:09:42.852	240.000
06/15/2022 13:32:44	00:09:42.954	240.000
06/15/2022 13:32:44	00:09:43.054	240.000
06/15/2022 13:32:44	00:09:43.156	240.000
06/15/2022 13:32:44	00:09:43.258	240.000
06/15/2022 13:32:44	00:09:43.360	240.000
06/15/2022 13:32:44	00:09:43.462	240.000
06/15/2022 13:32:45	00:09:43.564	240.000
06/15/2022 13:32:45	00:09:43.666	240.000
06/15/2022 13:32:45	00:09:43.768	240.000
06/15/2022 13:32:45	00:09:43.870	240.000
06/15/2022 13:32:45	00:09:43.972	240.000
06/15/2022 13:32:45	00:09:44.074	240.000
06/15/2022 13:32:45	00:09:44.175	240.000
06/15/2022 13:32:45	00:09:44.278	240.000
06/15/2022 13:32:45	00:09:44.380	240.000
06/15/2022 13:32:45	00:09:44.484	240.000
06/15/2022 13:32:46	00:09:44.584	240.000
06/15/2022 13:32:46	00:09:44.686	240.000
06/15/2022 13:32:46	00:09:44.788	240.000
06/15/2022 13:32:46	00:09:44.890	240.000
06/15/2022 13:32:46	00:09:44.992	240.000
06/15/2022 13:32:46	00:09:45.094	240.000
06/15/2022 13:32:46	00:09:45.196	240.000
06/15/2022 13:32:46	00:09:45.298	240.000
06/15/2022 13:32:46	00:09:45.399	240.000
06/15/2022 13:32:46	00:09:45.502	240.000
06/15/2022 13:32:47	00:09:45.603	240.000
06/15/2022 13:32:47	00:09:45.704	240.000
06/15/2022 13:32:47	00:09:45.804	240.000
06/15/2022 13:32:47	00:09:45.906	240.000
06/15/2022 13:32:47	00:09:46.006	240.000
06/15/2022 13:32:47	00:09:46.108	240.000
06/15/2022 13:32:47	00:09:46.210	240.000
06/15/2022 13:32:47	00:09:46.312	240.000
06/15/2022 13:32:47	00:09:46.414	240.000
06/15/2022 13:32:47	00:09:46.516	240.000
06/15/2022 13:32:48	00:09:46.618	240.000
06/15/2022 13:32:48	00:09:46.720	240.000
06/15/2022 13:32:48	00:09:46.821	240.000
06/15/2022 13:32:48	00:09:46.923	240.000
06/15/2022 13:32:48	00:09:47.023	240.000
06/15/2022 13:32:48	00:09:47.124	240.000
06/15/2022 13:32:48	00:09:47.224	240.000
06/15/2022 13:32:48	00:09:47.324	240.000
06/15/2022 13:32:48	00:09:47.426	240.000
06/15/2022 13:32:48	00:09:47.528	240.000
06/15/2022 13:32:49	00:09:47.630	240.000
06/15/2022 13:32:49	00:09:47.732	240.000
06/15/2022 13:32:49	00:09:47.834	240.000
06/15/2022 13:32:49	00:09:47.936	240.000
06/15/2022 13:32:49	00:09:48.038	240.000
06/15/2022 13:32:49	00:09:48.140	240.000
06/15/2022 13:32:49	00:09:48.242	240.000
06/15/2022 13:32:49	00:09:48.343	240.000
06/15/2022 13:32:49	00:09:48.443	240.000
06/15/2022 13:32:49	00:09:48.544	240.000
06/15/2022 13:32:50	00:09:48.644	240.000
06/15/2022 13:32:50	00:09:48.744	240.000
06/15/2022 13:32:50	00:09:48.846	240.000
06/15/2022 13:32:50	00:09:48.948	240.000
06/15/2022 13:32:50	00:09:49.050	240.000
06/15/2022 13:32:50	00:09:49.152	240.000
06/15/2022 13:32:50	00:09:49.254	240.000
06/15/2022 13:32:50	00:09:49.356	240.000
06/15/2022 13:32:50	00:09:49.458	240.000
06/15/2022 13:32:51	00:09:49.560	240.000
06/15/2022 13:32:51	00:09:49.661	240.000
06/15/2022 13:32:51	00:09:49.763	240.000
06/15/2022 13:32:51	00:09:49.863	240.000
06/15/2022 13:32:51	00:09:49.964	240.000
06/15/2022 13:32:51	00:09:50.066	240.000
06/15/2022 13:32:51	00:09:50.166	240.000
06/15/2022 13:32:51	00:09:50.268	240.000
06/15/2022 13:32:51	00:09:50.372	240.000
06/15/2022 13:32:51	00:09:50.474	240.000
06/15/2022 13:32:52	00:09:50.576	240.000
06/15/2022 13:32:52	00:09:50.678	240.000
06/15/2022 13:32:52	00:09:50.780	240.000
06/15/2022 13:32:52	00:09:50.881	240.000
06/15/2022 13:32:52	00:09:50.983	240.000
06/15/2022 13:32:52	00:09:51.083	240.000
06/15/2022 13:32:52	00:09:51.183	240.000
06/15/2022 13:32:52	00:09:51.284	240.000
06/15/2022 13:32:52	00:09:51.384	240.000
06/15/2022 13:32:52	00:09:51.484	240.000
06/15/2022 13:32:53	00:09:51.586	240.000
06/15/2022 13:32:53	00:09:51.688	240.000
