Local Date/Time	Relative Time	pump-a:pressure [bar]
06/15/2022 13:30:56	00:07:54.696	74.908
06/15/2022 13:30:56	00:07:54.801	74.751
06/15/2022 13:30:56	00:07:54.902	74.593
06/15/2022 13:30:57	00:07:55.003	74.415
06/15/2022 13:30:57	00:07:55.105	74.258
06/15/2022 13:30:57	00:07:55.207	74.100
06/15/2022 13:30:57	00:07:55.307	73.903
06/15/2022 13:30:57	00:07:55.407	73.745
06/15/2022 13:30:57	00:07:55.509	73.528
06/15/2022 13:30:57	00:07:55.611	73.370
06/15/2022 13:30:57	00:07:55.713	73.212
06/15/2022 13:30:57	00:07:55.815	72.936
06/15/2022 13:30:57	00:07:55.917	72.779
06/15/2022 13:30:58	00:07:56.019	72.542
06/15/2022 13:30:58	00:07:56.122	72.365
06/15/2022 13:30:58	00:07:56.224	72.148
06/15/2022 13:30:58	00:07:56.325	71.911
06/15/2022 13:30:58	00:07:56.427	71.733
06/15/2022 13:30:58	00:07:56.529	71.517
06/15/2022 13:30:58	00:07:56.629	71.359
06/15/2022 13:30:58	00:07:56.729	71.181
06/15/2022 13:30:58	00:07:56.831	70.964
06/15/2022 13:30:58	00:07:56.933	70.807
06/15/2022 13:30:59	00:07:57.035	70.590
06/15/2022 13:30:59	00:07:57.137	70.393
06/15/2022 13:30:59	00:07:57.239	70.156
06/15/2022 13:30:59	00:07:57.341	69.939
06/15/2022 13:30:59	00:07:57.443	69.702
06/15/2022 13:30:59	00:07:57.545	69.564
06/15/2022 13:30:59	00:07:57.647	69.407
06/15/2022 13:30:59	00:07:57.749	69.209
06/15/2022 13:30:59	00:07:57.851	69.052
06/15/2022 13:30:59	00:07:57.951	68.835
06/15/2022 13:31:00	00:07:58.053	68.637
06/15/2022 13:31:00	00:07:58.155	68.361
06/15/2022 13:31:00	00:07:58.257	68.144
06/15/2022 13:31:00	00:07:58.359	67.928
06/15/2022 13:31:00	00:07:58.461	67.691
06/15/2022 13:31:00	00:07:58.563	67.474
06/15/2022 13:31:00	00:07:58.665	67.296
06/15/2022 13:31:00	00:07:58.767	67.119
06/15/2022 13:31:00	00:07:58.869	66.942
06/15/2022 13:31:00	00:07:58.972	66.823
06/15/2022 13:31:01	00:07:59.073	66.606
06/15/2022 13:31:01	00:07:59.176	66.291
06/15/2022 13:31:01	00:07:59.277	66.015
06/15/2022 13:31:01	00:07:59.379	65.778
06/15/2022 13:31:01	00:07:59.479	65.581
06/15/2022 13:31:01	00:07:59.579	65.403
06/15/2022 13:31:01	00:07:59.681	65.206
06/15/2022 13:31:01	00:07:59.783	64.989
06/15/2022 13:31:01	00:07:59.885	64.812
06/15/2022 13:31:01	00:07:59.987	64.615
06/15/2022 13:31:02	00:08:00.089	64.437
06/15/2022 13:31:02	00:08:00.191	64.220
06/15/2022 13:31:02	00:08:00.293	63.944
06/15/2022 13:31:02	00:08:00.396	63.707
06/15/2022 13:31:02	00:08:00.498	63.451
06/15/2022 13:31:02	00:08:00.599	63.234
06/15/2022 13:31:02	00:08:00.701	62.998
06/15/2022 13:31:02	00:08:00.803	62.721
06/15/2022 13:31:02	00:08:00.903	62.544
06/15/2022 13:31:02	00:08:01.005	62.366
06/15/2022 13:31:03	00:08:01.107	62.189
06/15/2022 13:31:03	00:08:01.209	61.992
06/15/2022 13:31:03	00:08:01.311	61.716
06/15/2022 13:31:03	00:08:01.413	61.420
06/15/2022 13:31:03	00:08:01.517	61.124
06/15/2022 13:31:03	00:08:01.619	60.947
06/15/2022 13:31:03	00:08:01.721	60.789
06/15/2022 13:31:03	00:08:01.824	60.611
06/15/2022 13:31:03	00:08:01.925	60.394
06/15/2022 13:31:03	00:08:02.027	60.138
06/15/2022 13:31:04	00:08:02.129	59.862
06/15/2022 13:31:04	00:08:02.231	59.625
06/15/2022 13:31:04	00:08:02.333	59.408
06/15/2022 13:31:04	00:08:02.435	59.113
06/15/2022 13:31:04	00:08:02.537	58.876
06/15/2022 13:31:04	00:08:02.639	58.580
06/15/2022 13:31:04	00:08:02.741	58.383
06/15/2022 13:31:04	00:08:02.843	58.186
06/15/2022 13:31:04	00:08:02.945	58.048
06/15/2022 13:31:05	00:08:03.150	57.732
06/15/2022 13:31:05	00:08:03.251	57.535
06/15/2022 13:31:05	00:08:03.353	57.239
06/15/2022 13:31:05	00:08:03.455	56.904
06/15/2022 13:31:05	00:08:03.555	56.667
06/15/2022 13:31:05	00:08:03.659	56.450
06/15/2022 13:31:05	00:08:03.761	56.234
06/15/2022 13:31:05	00:08:03.863	55.977
06/15/2022 13:31:05	00:08:03.965	55.780
06/15/2022 13:31:05	00:08:04.067	55.603
06/15/2022 13:31:06	00:08:04.169	55.425
06/15/2022 13:31:06	00:08:04.271	55.248
06/15/2022 13:31:06	00:08:04.373	55.031
06/15/2022 13:31:06	00:08:04.475	54.794
06/15/2022 13:31:06	00:08:04.578	54.617
06/15/2022 13:31:06	00:08:04.680	54.380
06/15/2022 13:31:06	00:08:04.781	54.163
06/15/2022 13:31:06	00:08:04.881	53.867
06/15/2022 13:31:06	00:08:04.983	53.552
06/15/2022 13:31:07	00:08:05.085	53.335
06/15/2022 13:31:07	00:08:05.187	53.098
06/15/2022 13:31:07	00:08:05.289	52.822
06/15/2022 13:31:07	00:08:05.391	52.566
06/15/2022 13:31:07	00:08:05.493	52.309
06/15/2022 13:31:07	00:08:05.595	52.033
06/15/2022 13:31:07	00:08:05.697	51.836
06/15/2022 13:31:07	00:08:05.799	51.619
06/15/2022 13:31:07	00:08:05.901	51.442
06/15/2022 13:31:07	00:08:06.004	51.185
06/15/2022 13:31:08	00:08:06.105	50.949
06/15/2022 13:31:08	00:08:06.205	50.732
06/15/2022 13:31:08	00:08:06.307	50.495
06/15/2022 13:31:08	00:08:06.409	50.377
06/15/2022 13:31:08	00:08:06.509	50.199
06/15/2022 13:31:08	00:08:06.611	50.002
06/15/2022 13:31:08	00:08:06.713	49.785
06/15/2022 13:31:08	00:08:06.815	49.509
06/15/2022 13:31:08	00:08:06.917	49.194
06/15/2022 13:31:08	00:08:07.019	48.917
06/15/2022 13:31:09	00:08:07.121	48.661
06/15/2022 13:31:09	00:08:07.223	48.464
06/15/2022 13:31:09	00:08:07.327	48.306
06/15/2022 13:31:09	00:08:07.429	48.129
06/15/2022 13:31:09	00:08:07.531	47.931
06/15/2022 13:31:09	00:08:07.631	47.655
06/15/2022 13:31:09	00:08:07.733	47.419
06/15/2022 13:31:09	00:08:07.833	47.202
06/15/2022 13:31:09	00:08:07.935	46.985
06/15/2022 13:31:09	00:08:08.037	46.709
06/15/2022 13:31:10	00:08:08.139	46.433
06/15/2022 13:31:10	00:08:08.241	46.176
06/15/2022 13:31:10	00:08:08.343	45.959
06/15/2022 13:31:10	00:08:08.445	45.762
06/15/2022 13:31:10	00:08:08.547	45.545
06/15/2022 13:31:10	00:08:08.649	45.388
06/15/2022 13:31:10	00:08:08.752	45.111
06/15/2022 13:31:10	00:08:08.853	44.895
06/15/2022 13:31:10	00:08:08.955	44.697
06/15/2022 13:31:10	00:08:09.058	44.441
06/15/2022 13:31:11	00:08:09.159	44.244
06/15/2022 13:31:11	00:08:09.259	44.007
06/15/2022 13:31:11	00:08:09.361	43.790
06/15/2022 13:31:11	00:08:09.463	43.613
06/15/2022 13:31:11	00:08:09.565	43.416
06/15/2022 13:31:11	00:08:09.667	43.218
06/15/2022 13:31:11	00:08:09.769	42.962
06/15/2022 13:31:11	00:08:09.877	42.725
06/15/2022 13:31:11	00:08:09.979	42.508
06/15/2022 13:31:12	00:08:10.081	42.292
06/15/2022 13:31:12	00:08:10.182	42.075
06/15/2022 13:31:12	00:08:10.285	41.799
06/15/2022 13:31:12	00:08:10.387	41.483
06/15/2022 13:31:12	00:08:10.489	41.246
06/15/2022 13:31:12	00:08:10.591	40.990
06/15/2022 13:31:12	00:08:10.693	40.753
06/15/2022 13:31:12	00:08:10.795	40.556
06/15/2022 13:31:12	00:08:10.897	40.300
06/15/2022 13:31:12	00:08:10.999	40.083
06/15/2022 13:31:13	00:08:11.103	39.886
06/15/2022 13:31:13	00:08:11.205	39.688
06/15/2022 13:31:13	00:08:11.307	39.511
06/15/2022 13:31:13	00:08:11.409	39.294
06/15/2022 13:31:13	00:08:11.511	39.097
06/15/2022 13:31:13	00:08:11.613	38.900
06/15/2022 13:31:13	00:08:11.715	38.663
06/15/2022 13:31:13	00:08:11.821	38.407
06/15/2022 13:31:13	00:08:11.923	38.190
06/15/2022 13:31:13	00:08:12.023	37.933
06/15/2022 13:31:14	00:08:12.125	37.736
06/15/2022 13:31:14	00:08:12.227	37.539
06/15/2022 13:31:14	00:08:12.331	37.322
06/15/2022 13:31:14	00:08:12.433	37.125
06/15/2022 13:31:14	00:08:12.535	36.908
06/15/2022 13:31:14	00:08:12.637	36.494
06/15/2022 13:31:14	00:08:12.739	36.218
06/15/2022 13:31:14	00:08:12.841	35.981
06/15/2022 13:31:14	00:08:12.942	35.744
06/15/2022 13:31:14	00:08:13.045	35.567
06/15/2022 13:31:15	00:08:13.145	35.409
06/15/2022 13:31:15	00:08:13.245	35.153
06/15/2022 13:31:15	00:08:13.345	34.936
06/15/2022 13:31:15	00:08:13.447	34.758
06/15/2022 13:31:15	00:08:13.549	34.522
06/15/2022 13:31:15	00:08:13.651	34.364
06/15/2022 13:31:15	00:08:13.753	34.147
06/15/2022 13:31:15	00:08:13.855	33.911
06/15/2022 13:31:15	00:08:13.960	33.615
06/15/2022 13:31:15	00:08:14.061	33.358
06/15/2022 13:31:16	00:08:14.163	33.181
06/15/2022 13:31:16	00:08:14.264	32.984
06/15/2022 13:31:16	00:08:14.366	32.826
06/15/2022 13:31:16	00:08:14.469	32.648
06/15/2022 13:31:16	00:08:14.571	32.372
06/15/2022 13:31:16	00:08:14.671	32.096
06/15/2022 13:31:16	00:08:14.771	31.840
06/15/2022 13:31:16	00:08:14.873	31.623
06/15/2022 13:31:16	00:08:14.975	31.446
06/15/2022 13:31:16	00:08:15.077	31.288
06/15/2022 13:31:17	00:08:15.179	31.091
06/15/2022 13:31:17	00:08:15.281	30.953
06/15/2022 13:31:17	00:08:15.383	30.755
06/15/2022 13:31:17	00:08:15.485	30.499
06/15/2022 13:31:17	00:08:15.587	30.302
06/15/2022 13:31:17	00:08:15.689	30.045
06/15/2022 13:31:17	00:08:15.791	29.828
06/15/2022 13:31:17	00:08:15.893	29.651
06/15/2022 13:31:17	00:08:15.995	29.454
06/15/2022 13:31:17	00:08:16.095	29.237
06/15/2022 13:31:18	00:08:16.195	28.981
06/15/2022 13:31:18	00:08:16.297	28.704
06/15/2022 13:31:18	00:08:16.399	28.409
06/15/2022 13:31:18	00:08:16.501	28.192
06/15/2022 13:31:18	00:08:16.603	28.014
06/15/2022 13:31:18	00:08:16.705	27.758
06/15/2022 13:31:18	00:08:16.807	27.521
06/15/2022 13:31:18	00:08:16.909	27.304
06/15/2022 13:31:18	00:08:17.011	27.107
06/15/2022 13:31:18	00:08:17.112	26.930
06/15/2022 13:31:19	00:08:17.214	26.772
06/15/2022 13:31:19	00:08:17.317	26.555
06/15/2022 13:31:19	00:08:17.417	26.338
06/15/2022 13:31:19	00:08:17.517	26.141
06/15/2022 13:31:19	00:08:17.619	25.904
06/15/2022 13:31:19	00:08:17.721	25.668
06/15/2022 13:31:19	00:08:17.823	25.451
06/15/2022 13:31:19	00:08:17.925	25.253
06/15/2022 13:31:19	00:08:18.027	25.056
06/15/2022 13:31:20	00:08:18.135	24.839
06/15/2022 13:31:20	00:08:18.237	24.682
06/15/2022 13:31:20	00:08:18.339	24.504
06/15/2022 13:31:20	00:08:18.440	24.366
06/15/2022 13:31:20	00:08:18.542	24.248
06/15/2022 13:31:20	00:08:18.645	24.011
06/15/2022 13:31:20	00:08:18.747	23.794
06/15/2022 13:31:20	00:08:18.849	23.636
06/15/2022 13:31:20	00:08:18.951	23.419
06/15/2022 13:31:20	00:08:19.053	23.203
06/15/2022 13:31:21	00:08:19.155	23.025
06/15/2022 13:31:21	00:08:19.257	22.769
06/15/2022 13:31:21	00:08:19.359	22.591
06/15/2022 13:31:21	00:08:19.461	22.433
06/15/2022 13:31:21	00:08:19.563	22.177
06/15/2022 13:31:21	00:08:19.665	21.980
06/15/2022 13:31:21	00:08:19.767	21.822
06/15/2022 13:31:21	00:08:19.868	21.645
06/15/2022 13:31:21	00:08:19.970	21.487
06/15/2022 13:31:21	00:08:20.071	21.250
06/15/2022 13:31:22	00:08:20.173	21.014
06/15/2022 13:31:22	00:08:20.275	20.797
06/15/2022 13:31:22	00:08:20.375	20.639
06/15/2022 13:31:22	00:08:20.477	20.481
06/15/2022 13:31:22	00:08:20.579	20.304
06/15/2022 13:31:22	00:08:20.681	20.166
06/15/2022 13:31:22	00:08:20.783	19.988
06/15/2022 13:31:22	00:08:20.885	19.752
06/15/2022 13:31:22	00:08:20.987	19.574
06/15/2022 13:31:22	00:08:21.089	19.397
06/15/2022 13:31:23	00:08:21.191	19.180
06/15/2022 13:31:23	00:08:21.395	18.884
06/15/2022 13:31:23	00:08:21.495	18.667
06/15/2022 13:31:23	00:08:21.597	18.411
06/15/2022 13:31:23	00:08:21.699	18.194
06/15/2022 13:31:23	00:08:21.801	17.996
06/15/2022 13:31:23	00:08:21.903	17.819
06/15/2022 13:31:23	00:08:22.005	17.701
06/15/2022 13:31:23	00:08:22.113	17.503
06/15/2022 13:31:24	00:08:22.215	17.385
06/15/2022 13:31:24	00:08:22.317	17.188
06/15/2022 13:31:24	00:08:22.419	17.010
06/15/2022 13:31:24	00:08:22.520	16.813
06/15/2022 13:31:24	00:08:22.622	16.596
06/15/2022 13:31:24	00:08:22.722	16.419
06/15/2022 13:31:24	00:08:22.823	16.281
06/15/2022 13:31:24	00:08:22.925	16.044
06/15/2022 13:31:24	00:08:23.027	15.926
06/15/2022 13:31:24	00:08:23.129	15.768
06/15/2022 13:31:25	00:08:23.231	15.630
06/15/2022 13:31:25	00:08:23.333	15.512
06/15/2022 13:31:25	00:08:23.537	15.295
06/15/2022 13:31:25	00:08:23.639	15.098
06/15/2022 13:31:25	00:08:23.741	14.920
06/15/2022 13:31:25	00:08:23.843	14.743
06/15/2022 13:31:25	00:08:23.944	14.545
06/15/2022 13:31:25	00:08:24.046	14.427
06/15/2022 13:31:26	00:08:24.251	14.171
06/15/2022 13:31:26	00:08:24.351	14.033
06/15/2022 13:31:26	00:08:24.555	13.717
06/15/2022 13:31:26	00:08:24.657	13.559
06/15/2022 13:31:26	00:08:24.759	13.343
06/15/2022 13:31:26	00:08:24.861	13.165
06/15/2022 13:31:26	00:08:24.963	12.988
06/15/2022 13:31:26	00:08:25.065	12.830
06/15/2022 13:31:27	00:08:25.167	12.672
06/15/2022 13:31:27	00:08:25.269	12.495
06/15/2022 13:31:27	00:08:25.370	12.297
06/15/2022 13:31:27	00:08:25.472	12.120
06/15/2022 13:31:27	00:08:25.573	11.942
06/15/2022 13:31:27	00:08:25.673	11.765
06/15/2022 13:31:27	00:08:25.775	11.627
06/15/2022 13:31:27	00:08:25.877	11.351
06/15/2022 13:31:27	00:08:25.979	11.173
06/15/2022 13:31:27	00:08:26.081	10.976
06/15/2022 13:31:28	00:08:26.183	10.740
06/15/2022 13:31:28	00:08:26.285	10.523
06/15/2022 13:31:28	00:08:26.387	10.266
06/15/2022 13:31:28	00:08:26.489	9.990
06/15/2022 13:31:28	00:08:26.591	9.773
06/15/2022 13:31:28	00:08:26.693	9.537
06/15/2022 13:31:28	00:08:26.794	9.359
06/15/2022 13:31:28	00:08:26.896	9.142
06/15/2022 13:31:28	00:08:26.997	9.004
06/15/2022 13:31:28	00:08:27.099	8.846
06/15/2022 13:31:29	00:08:27.199	8.590
06/15/2022 13:31:29	00:08:27.301	8.432
06/15/2022 13:31:29	00:08:27.403	8.275
06/15/2022 13:31:29	00:08:27.505	8.136
06/15/2022 13:31:29	00:08:27.709	7.939
06/15/2022 13:31:29	00:08:27.811	7.821
06/15/2022 13:31:29	00:08:28.015	7.663
06/15/2022 13:31:30	00:08:28.218	7.407
06/15/2022 13:31:30	00:08:28.318	7.269
06/15/2022 13:31:30	00:08:28.421	7.091
06/15/2022 13:31:30	00:08:28.521	6.934
06/15/2022 13:31:30	00:08:28.725	6.677
06/15/2022 13:31:30	00:08:28.827	6.539
06/15/2022 13:31:30	00:08:29.031	6.381
06/15/2022 13:31:31	00:08:29.238	6.204
06/15/2022 13:31:31	00:08:29.339	6.086
06/15/2022 13:31:31	00:08:29.543	5.888
06/15/2022 13:31:31	00:08:29.744	5.632
06/15/2022 13:31:31	00:08:29.845	5.474
06/15/2022 13:31:31	00:08:29.947	5.336
06/15/2022 13:31:31	00:08:30.049	5.198
06/15/2022 13:31:32	00:08:30.457	5.060
06/15/2022 13:31:32	00:08:31.066	4.902
06/15/2022 13:31:33	00:08:31.369	4.685
06/15/2022 13:31:33	00:08:31.573	4.469
06/15/2022 13:31:33	00:08:31.879	4.311
06/15/2022 13:31:33	00:08:32.184	4.192
06/15/2022 13:31:34	00:08:32.388	4.054
06/15/2022 13:31:34	00:08:32.588	3.857
06/15/2022 13:31:34	00:08:32.793	3.640
06/15/2022 13:31:34	00:08:32.997	3.522
06/15/2022 13:31:35	00:08:33.201	3.404
06/15/2022 13:31:35	00:08:33.507	3.226
06/15/2022 13:31:35	00:08:33.609	3.088
06/15/2022 13:31:35	00:08:33.710	2.970
06/15/2022 13:31:35	00:08:33.912	2.812
06/15/2022 13:31:36	00:08:34.423	2.694
06/15/2022 13:31:36	00:08:34.729	2.575
06/15/2022 13:31:36	00:08:35.034	2.457
06/15/2022 13:31:37	00:08:35.238	2.299
06/15/2022 13:31:37	00:08:35.340	2.181
06/15/2022 13:31:37	00:08:35.543	1.964
06/15/2022 13:31:37	00:08:35.951	1.826
06/15/2022 13:31:38	00:08:36.257	1.708
06/15/2022 13:31:38	00:08:36.662	1.550
06/15/2022 13:31:38	00:08:36.863	1.432
06/15/2022 13:31:39	00:08:37.577	1.274
06/15/2022 13:31:39	00:08:37.780	1.156
06/15/2022 13:31:40	00:08:38.487	1.037
06/15/2022 13:31:40	00:08:38.691	0.919
06/15/2022 13:31:41	00:08:39.602	0.801
06/15/2022 13:31:42	00:08:40.519	0.919
06/15/2022 13:31:42	00:08:40.720	0.801
06/15/2022 13:31:43	00:08:41.739	0.958
06/15/2022 13:31:44	00:08:42.649	0.840
06/15/2022 13:31:44	00:08:43.159	0.722
06/15/2022 13:31:45	00:08:43.362	0.564
06/15/2022 13:31:45	00:08:44.221	0.722
06/15/2022 13:31:46	00:08:44.529	0.603
06/15/2022 13:31:46	00:08:44.992	0.722
06/15/2022 13:31:46	00:08:45.162	0.860
06/15/2022 13:31:47	00:08:45.777	0.978
06/15/2022 13:31:47	00:08:45.935	1.234
06/15/2022 13:31:47	00:08:46.017	1.609
06/15/2022 13:31:47	00:08:46.100	2.004
06/15/2022 13:31:47	00:08:46.186	2.497
06/15/2022 13:31:48	00:08:46.274	2.950
06/15/2022 13:31:48	00:08:46.364	3.384
06/15/2022 13:31:48	00:08:46.456	3.699
06/15/2022 13:31:48	00:08:47.049	3.581
06/15/2022 13:31:49	00:08:47.558	3.719
06/15/2022 13:31:49	00:08:48.064	3.995
06/15/2022 13:31:49	00:08:48.167	4.370
06/15/2022 13:31:50	00:08:48.269	4.764
06/15/2022 13:31:50	00:08:48.371	5.139
06/15/2022 13:31:50	00:08:48.473	5.494
06/15/2022 13:31:50	00:08:48.575	5.711
06/15/2022 13:31:50	00:08:48.677	5.987
06/15/2022 13:31:50	00:08:48.779	6.204
06/15/2022 13:31:50	00:08:48.982	6.460
06/15/2022 13:31:50	00:08:49.186	6.756
06/15/2022 13:31:51	00:08:49.286	6.973
06/15/2022 13:31:51	00:08:49.386	7.190
06/15/2022 13:31:51	00:08:49.488	7.427
06/15/2022 13:31:51	00:08:49.591	7.643
06/15/2022 13:31:51	00:08:49.693	7.841
06/15/2022 13:31:51	00:08:49.795	8.117
06/15/2022 13:31:51	00:08:49.897	8.373
06/15/2022 13:31:51	00:08:49.999	8.551
06/15/2022 13:31:51	00:08:50.101	8.787
06/15/2022 13:31:51	00:08:50.203	9.004
06/15/2022 13:31:52	00:08:50.304	9.241
06/15/2022 13:31:52	00:08:50.406	9.517
06/15/2022 13:31:52	00:08:50.508	9.734
06/15/2022 13:31:52	00:08:50.608	9.951
06/15/2022 13:31:52	00:08:50.710	10.247
06/15/2022 13:31:52	00:08:50.812	10.463
06/15/2022 13:31:52	00:08:50.915	10.720
06/15/2022 13:31:52	00:08:51.017	11.055
06/15/2022 13:31:52	00:08:51.119	11.331
06/15/2022 13:31:52	00:08:51.221	11.568
06/15/2022 13:31:53	00:08:51.323	11.844
06/15/2022 13:31:53	00:08:51.425	12.080
06/15/2022 13:31:53	00:08:51.527	12.376
06/15/2022 13:31:53	00:08:51.628	12.731
06/15/2022 13:31:53	00:08:51.732	13.086
06/15/2022 13:31:53	00:08:51.832	13.441
06/15/2022 13:31:53	00:08:51.932	13.737
06/15/2022 13:31:53	00:08:52.032	14.072
06/15/2022 13:31:53	00:08:52.134	14.368
06/15/2022 13:31:53	00:08:52.236	14.782
06/15/2022 13:31:54	00:08:52.338	15.058
06/15/2022 13:31:54	00:08:52.441	15.354
06/15/2022 13:31:54	00:08:52.543	15.650
06/15/2022 13:31:54	00:08:52.645	15.965
06/15/2022 13:31:54	00:08:52.747	16.379
06/15/2022 13:31:54	00:08:52.849	16.734
06/15/2022 13:31:54	00:08:52.951	17.149
06/15/2022 13:31:54	00:08:53.053	17.523
06/15/2022 13:31:54	00:08:53.154	17.878
06/15/2022 13:31:54	00:08:53.256	18.292
06/15/2022 13:31:55	00:08:53.356	18.628
06/15/2022 13:31:55	00:08:53.458	18.963
06/15/2022 13:31:55	00:08:53.560	19.298
06/15/2022 13:31:55	00:08:53.662	19.673
06/15/2022 13:31:55	00:08:53.766	20.067
06/15/2022 13:31:55	00:08:53.869	20.501
06/15/2022 13:31:55	00:08:53.971	20.935
06/15/2022 13:31:55	00:08:54.073	21.369
06/15/2022 13:31:55	00:08:54.175	21.783
06/15/2022 13:31:56	00:08:54.277	22.276
06/15/2022 13:31:56	00:08:54.379	22.749
06/15/2022 13:31:56	00:08:54.480	23.124
06/15/2022 13:31:56	00:08:54.582	23.577
06/15/2022 13:31:56	00:08:54.684	23.991
06/15/2022 13:31:56	00:08:54.784	24.425
06/15/2022 13:31:56	00:08:54.886	24.938
06/15/2022 13:31:56	00:08:54.988	25.411
06/15/2022 13:31:56	00:08:55.090	25.884
06/15/2022 13:31:56	00:08:55.193	26.318
06/15/2022 13:31:57	00:08:55.295	26.792
06/15/2022 13:31:57	00:08:55.397	27.383
06/15/2022 13:31:57	00:08:55.499	27.856
06/15/2022 13:31:57	00:08:55.601	28.349
06/15/2022 13:31:57	00:08:55.703	28.862
06/15/2022 13:31:57	00:08:55.805	29.355
06/15/2022 13:31:57	00:08:55.907	29.927
06/15/2022 13:31:57	00:08:56.008	30.420
06/15/2022 13:31:57	00:08:56.110	30.874
06/15/2022 13:31:57	00:08:56.210	31.367
06/15/2022 13:31:58	00:08:56.310	31.820
06/15/2022 13:31:58	00:08:56.412	32.353
06/15/2022 13:31:58	00:08:56.514	32.905
06/15/2022 13:31:58	00:08:56.617	33.575
06/15/2022 13:31:58	00:08:56.719	34.088
06/15/2022 13:31:58	00:08:56.821	34.660
06/15/2022 13:31:58	00:08:56.923	35.173
06/15/2022 13:31:58	00:08:57.025	35.784
06/15/2022 13:31:58	00:08:57.127	36.454
06/15/2022 13:31:58	00:08:57.229	37.026
06/15/2022 13:31:59	00:08:57.330	37.638
06/15/2022 13:31:59	00:08:57.430	38.209
06/15/2022 13:31:59	00:08:57.530	38.762
06/15/2022 13:31:59	00:08:57.632	39.334
06/15/2022 13:31:59	00:08:57.734	39.925
06/15/2022 13:31:59	00:08:57.836	40.655
06/15/2022 13:31:59	00:08:57.938	41.246
06/15/2022 13:31:59	00:08:58.041	41.818
06/15/2022 13:31:59	00:08:58.143	42.390
06/15/2022 13:31:59	00:08:58.245	42.982
06/15/2022 13:32:00	00:08:58.347	43.593
06/15/2022 13:32:00	00:08:58.449	44.204
06/15/2022 13:32:00	00:08:58.551	44.855
06/15/2022 13:32:00	00:08:58.652	45.466
06/15/2022 13:32:00	00:08:58.754	46.058
06/15/2022 13:32:00	00:08:58.856	46.827
06/15/2022 13:32:00	00:08:58.956	47.438
06/15/2022 13:32:00	00:08:59.058	48.010
06/15/2022 13:32:00	00:08:59.158	48.681
06/15/2022 13:32:00	00:08:59.260	49.312
06/15/2022 13:32:01	00:08:59.362	49.963
06/15/2022 13:32:01	00:08:59.465	50.594
06/15/2022 13:32:01	00:08:59.567	51.205
06/15/2022 13:32:01	00:08:59.669	51.816
06/15/2022 13:32:01	00:08:59.771	52.408
06/15/2022 13:32:01	00:08:59.873	53.118
06/15/2022 13:32:01	00:08:59.974	53.828
06/15/2022 13:32:01	00:09:00.076	54.617
06/15/2022 13:32:01	00:09:00.178	55.267
06/15/2022 13:32:01	00:09:00.280	55.938
06/15/2022 13:32:02	00:09:00.380	56.608
06/15/2022 13:32:02	00:09:00.480	57.318
06/15/2022 13:32:02	00:09:00.582	58.087
06/15/2022 13:32:02	00:09:00.684	58.758
06/15/2022 13:32:02	00:09:00.787	59.487
06/15/2022 13:32:02	00:09:00.889	60.237
06/15/2022 13:32:02	00:09:00.991	60.986
06/15/2022 13:32:02	00:09:01.093	61.716
06/15/2022 13:32:02	00:09:01.195	62.426
06/15/2022 13:32:02	00:09:01.297	63.195
06/15/2022 13:32:03	00:09:01.398	63.905
06/15/2022 13:32:03	00:09:01.500	64.615
06/15/2022 13:32:03	00:09:01.602	65.384
06/15/2022 13:32:03	00:09:01.704	66.153
06/15/2022 13:32:03	00:09:01.806	66.922
06/15/2022 13:32:03	00:09:01.908	67.671
06/15/2022 13:32:03	00:09:02.010	68.381
06/15/2022 13:32:03	00:09:02.112	69.170
06/15/2022 13:32:03	00:09:02.214	69.978
06/15/2022 13:32:03	00:09:02.317	70.984
06/15/2022 13:32:04	00:09:02.419	71.872
06/15/2022 13:32:04	00:09:02.521	72.660
06/15/2022 13:32:04	00:09:02.623	73.489
06/15/2022 13:32:04	00:09:02.725	74.297
06/15/2022 13:32:04	00:09:02.826	75.145
06/15/2022 13:32:04	00:09:02.928	76.013
06/15/2022 13:32:04	00:09:03.030	76.880
06/15/2022 13:32:04	00:09:03.130	77.728
06/15/2022 13:32:04	00:09:03.232	78.537
06/15/2022 13:32:05	00:09:03.334	79.365
06/15/2022 13:32:05	00:09:03.436	80.312
06/15/2022 13:32:05	00:09:03.538	81.140
06/15/2022 13:32:05	00:09:03.641	81.948
06/15/2022 13:32:05	00:09:03.743	82.777
06/15/2022 13:32:05	00:09:03.845	83.605
06/15/2022 13:32:05	00:09:03.947	84.413
06/15/2022 13:32:05	00:09:04.049	85.261
06/15/2022 13:32:05	00:09:04.151	86.070
06/15/2022 13:32:05	00:09:04.252	86.918
06/15/2022 13:32:06	00:09:04.354	87.845
06/15/2022 13:32:06	00:09:04.456	88.890
06/15/2022 13:32:06	00:09:04.556	89.738
06/15/2022 13:32:06	00:09:04.656	90.606
06/15/2022 13:32:06	00:09:04.758	91.453
06/15/2022 13:32:06	00:09:04.860	92.321
06/15/2022 13:32:06	00:09:04.962	93.307
06/15/2022 13:32:06	00:09:05.065	94.214
06/15/2022 13:32:06	00:09:05.167	95.161
06/15/2022 13:32:06	00:09:05.269	96.088
06/15/2022 13:32:07	00:09:05.371	97.054
06/15/2022 13:32:07	00:09:05.473	98.020
06/15/2022 13:32:07	00:09:05.574	98.947
06/15/2022 13:32:07	00:09:05.676	100.051
06/15/2022 13:32:07	00:09:05.778	100.939
