Local Date/Time	Relative Time	pump-a:speed [µL/min]
06/15/2022 13:23:01	00:00:00.001	0.000
06/15/2022 13:23:02	00:00:01.620	0.000
06/15/2022 13:23:03	00:00:02.623	0.000
06/15/2022 13:23:04	00:00:03.634	0.000
06/15/2022 13:23:05	00:00:03.634	0.000
06/15/2022 13:23:05	00:00:03.718	252.210
06/15/2022 13:23:05	00:00:03.760	239.670
06/15/2022 13:23:05	00:00:03.838	239.666
06/15/2022 13:23:05	00:00:03.868	239.652
06/15/2022 13:23:05	00:00:03.900	239.621
06/15/2022 13:23:05	00:00:03.934	239.526
06/15/2022 13:23:05	00:00:04.008	239.514
06/15/2022 13:23:05	00:00:04.048	239.519
06/15/2022 13:23:05	00:00:04.090	239.542
06/15/2022 13:23:05	00:00:04.134	239.507
06/15/2022 13:23:05	00:00:04.180	239.532
06/15/2022 13:23:05	00:00:04.229	239.515
06/15/2022 13:23:05	00:00:04.281	239.503
06/15/2022 13:23:05	00:00:04.335	239.531
06/15/2022 13:23:05	00:00:04.389	239.526
06/15/2022 13:23:05	00:00:04.445	239.507
06/15/2022 13:23:05	00:00:04.503	239.533
06/15/2022 13:23:05	00:00:04.563	239.530
06/15/2022 13:23:05	00:00:04.625	239.507
06/15/2022 13:23:06	00:00:04.689	239.518
06/15/2022 13:23:06	00:00:04.755	239.483
06/15/2022 13:23:06	00:00:04.823	239.534
06/15/2022 13:23:06	00:00:04.893	239.510
06/15/2022 13:23:06	00:00:04.964	239.520
06/15/2022 13:23:06	00:00:05.038	239.538
06/15/2022 13:23:06	00:00:05.114	239.510
06/15/2022 13:23:06	00:00:05.192	239.506
06/15/2022 13:23:06	00:00:05.272	239.525
06/15/2022 13:23:06	00:00:05.354	239.498
06/15/2022 13:23:06	00:00:05.438	239.481
06/15/2022 13:23:06	00:00:05.524	239.507
06/15/2022 13:23:06	00:00:05.612	239.526
06/15/2022 13:23:07	00:00:05.795	239.469
06/15/2022 13:23:07	00:00:05.889	239.477
06/15/2022 13:23:07	00:00:05.985	239.503
06/15/2022 13:23:07	00:00:06.083	239.499
06/15/2022 13:23:07	00:00:06.183	239.512
06/15/2022 13:23:07	00:00:06.285	239.494
06/15/2022 13:23:07	00:00:06.386	239.503
06/15/2022 13:23:07	00:00:06.488	239.501
06/15/2022 13:23:07	00:00:06.589	238.395
06/15/2022 13:23:08	00:00:06.690	223.616
06/15/2022 13:23:08	00:00:06.790	212.490
06/15/2022 13:23:08	00:00:06.890	198.142
06/15/2022 13:23:08	00:00:06.990	182.511
06/15/2022 13:23:08	00:00:07.091	176.100
06/15/2022 13:23:08	00:00:07.193	162.885
06/15/2022 13:23:08	00:00:07.295	150.472
06/15/2022 13:23:08	00:00:07.397	145.570
06/15/2022 13:23:08	00:00:07.499	134.112
06/15/2022 13:23:08	00:00:07.601	125.035
06/15/2022 13:23:09	00:00:07.702	117.146
06/15/2022 13:23:09	00:00:07.805	111.441
06/15/2022 13:23:09	00:00:07.906	103.352
06/15/2022 13:23:09	00:00:08.008	95.982
06/15/2022 13:23:09	00:00:08.110	91.042
06/15/2022 13:23:09	00:00:08.210	84.343
06/15/2022 13:23:09	00:00:08.310	78.741
06/15/2022 13:23:09	00:00:08.410	76.351
06/15/2022 13:23:09	00:00:08.513	70.636
06/15/2022 13:23:09	00:00:08.615	66.168
06/15/2022 13:23:10	00:00:08.717	61.514
06/15/2022 13:23:10	00:00:08.819	59.748
06/15/2022 13:23:10	00:00:08.921	55.024
06/15/2022 13:23:10	00:00:09.023	51.370
06/15/2022 13:23:10	00:00:09.125	49.968
06/15/2022 13:23:10	00:00:09.226	46.673
06/15/2022 13:23:10	00:00:09.328	43.611
06/15/2022 13:23:10	00:00:09.430	43.521
06/15/2022 13:23:10	00:00:09.532	39.100
06/15/2022 13:23:10	00:00:09.632	38.691
06/15/2022 13:23:11	00:00:09.732	36.975
06/15/2022 13:23:11	00:00:09.834	34.179
06/15/2022 13:23:11	00:00:09.937	32.522
06/15/2022 13:23:11	00:00:10.039	30.753
06/15/2022 13:23:11	00:00:10.141	29.005
06/15/2022 13:23:11	00:00:10.243	27.560
06/15/2022 13:23:11	00:00:10.345	26.594
06/15/2022 13:23:11	00:00:10.447	25.224
06/15/2022 13:23:11	00:00:10.549	25.419
06/15/2022 13:23:11	00:00:10.650	22.142
06/15/2022 13:23:12	00:00:10.752	22.479
06/15/2022 13:23:12	00:00:10.852	20.726
06/15/2022 13:23:12	00:00:10.952	20.581
06/15/2022 13:23:12	00:00:11.052	19.165
06/15/2022 13:23:12	00:00:11.152	18.222
06/15/2022 13:23:12	00:00:11.254	18.941
06/15/2022 13:23:12	00:00:11.357	17.689
06/15/2022 13:23:12	00:00:11.459	16.494
06/15/2022 13:23:12	00:00:11.561	17.101
06/15/2022 13:23:12	00:00:11.663	16.623
06/15/2022 13:23:13	00:00:11.765	16.389
06/15/2022 13:23:13	00:00:11.867	15.030
06/15/2022 13:23:13	00:00:11.969	15.138
06/15/2022 13:23:13	00:00:12.070	13.735
06/15/2022 13:23:13	00:00:12.172	13.172
06/15/2022 13:23:13	00:00:12.274	12.496
06/15/2022 13:23:13	00:00:12.376	12.504
06/15/2022 13:23:13	00:00:12.476	12.775
06/15/2022 13:23:13	00:00:12.576	11.688
06/15/2022 13:23:13	00:00:12.678	12.033
06/15/2022 13:23:14	00:00:12.781	11.533
06/15/2022 13:23:14	00:00:12.883	11.417
06/15/2022 13:23:14	00:00:12.985	11.580
06/15/2022 13:23:14	00:00:13.087	10.847
06/15/2022 13:23:14	00:00:13.189	10.362
06/15/2022 13:23:14	00:00:13.291	9.919
06/15/2022 13:23:14	00:00:13.392	9.039
06/15/2022 13:23:14	00:00:13.494	10.514
06/15/2022 13:23:14	00:00:13.596	9.333
06/15/2022 13:23:15	00:00:13.696	8.369
06/15/2022 13:23:15	00:00:13.796	9.483
06/15/2022 13:23:15	00:00:13.896	9.404
06/15/2022 13:23:15	00:00:13.998	9.104
06/15/2022 13:23:15	00:00:14.101	8.862
06/15/2022 13:23:15	00:00:14.203	8.302
06/15/2022 13:23:15	00:00:14.305	9.412
06/15/2022 13:23:15	00:00:14.407	8.541
06/15/2022 13:23:15	00:00:14.509	9.039
06/15/2022 13:23:15	00:00:14.611	8.414
06/15/2022 13:23:16	00:00:14.712	8.275
06/15/2022 13:23:16	00:00:14.814	7.749
06/15/2022 13:23:16	00:00:14.914	9.050
06/15/2022 13:23:16	00:00:15.014	6.857
06/15/2022 13:23:16	00:00:15.114	6.711
06/15/2022 13:23:16	00:00:15.214	8.377
06/15/2022 13:23:16	00:00:15.314	7.926
06/15/2022 13:23:16	00:00:15.416	8.617
06/15/2022 13:23:16	00:00:15.519	6.983
06/15/2022 13:23:16	00:00:15.621	7.074
06/15/2022 13:23:17	00:00:15.723	8.064
06/15/2022 13:23:17	00:00:15.825	7.275
06/15/2022 13:23:17	00:00:15.927	8.470
06/15/2022 13:23:17	00:00:16.029	8.153
06/15/2022 13:23:17	00:00:16.130	7.453
06/15/2022 13:23:17	00:00:16.232	7.954
06/15/2022 13:23:17	00:00:16.332	7.217
06/15/2022 13:23:17	00:00:16.432	7.235
06/15/2022 13:23:17	00:00:16.532	7.723
06/15/2022 13:23:17	00:00:16.632	7.153
06/15/2022 13:23:18	00:00:16.734	8.012
06/15/2022 13:23:18	00:00:16.834	6.985
06/15/2022 13:23:18	00:00:16.937	6.765
06/15/2022 13:23:18	00:00:17.039	8.354
06/15/2022 13:23:18	00:00:17.141	7.196
06/15/2022 13:23:18	00:00:17.243	8.012
06/15/2022 13:23:18	00:00:17.345	6.370
06/15/2022 13:23:18	00:00:17.446	7.975
06/15/2022 13:23:18	00:00:17.548	7.140
06/15/2022 13:23:18	00:00:17.650	6.959
06/15/2022 13:23:19	00:00:17.752	6.429
06/15/2022 13:23:19	00:00:17.852	6.199
06/15/2022 13:23:19	00:00:17.952	7.610
06/15/2022 13:23:19	00:00:18.054	7.010
06/15/2022 13:23:19	00:00:18.156	7.679
06/15/2022 13:23:19	00:00:18.258	7.636
06/15/2022 13:23:19	00:00:18.361	7.208
06/15/2022 13:23:19	00:00:18.463	7.023
06/15/2022 13:23:19	00:00:18.565	8.149
06/15/2022 13:23:19	00:00:18.667	6.565
06/15/2022 13:23:20	00:00:18.769	7.312
06/15/2022 13:23:20	00:00:18.870	6.289
06/15/2022 13:23:20	00:00:18.972	6.575
06/15/2022 13:23:20	00:00:19.074	6.892
06/15/2022 13:23:20	00:00:19.176	7.593
06/15/2022 13:23:20	00:00:19.276	5.578
06/15/2022 13:23:20	00:00:19.376	7.867
06/15/2022 13:23:20	00:00:19.476	6.991
06/15/2022 13:23:20	00:00:19.578	7.202
06/15/2022 13:23:20	00:00:19.680	7.388
06/15/2022 13:23:21	00:00:19.783	7.272
06/15/2022 13:23:21	00:00:19.885	7.353
06/15/2022 13:23:21	00:00:19.987	6.336
06/15/2022 13:23:21	00:00:20.089	5.950
06/15/2022 13:23:21	00:00:20.191	6.395
06/15/2022 13:23:21	00:00:20.292	7.976
06/15/2022 13:23:21	00:00:20.394	7.994
06/15/2022 13:23:21	00:00:20.496	6.777
06/15/2022 13:23:21	00:00:20.596	7.830
06/15/2022 13:23:21	00:00:20.696	6.386
06/15/2022 13:23:22	00:00:20.796	7.003
06/15/2022 13:23:22	00:00:20.898	7.497
06/15/2022 13:23:22	00:00:21.000	7.560
06/15/2022 13:23:22	00:00:21.102	6.413
06/15/2022 13:23:22	00:00:21.205	6.753
06/15/2022 13:23:22	00:00:21.307	6.302
06/15/2022 13:23:22	00:00:21.409	6.575
06/15/2022 13:23:22	00:00:21.511	7.488
06/15/2022 13:23:22	00:00:21.614	6.654
06/15/2022 13:23:22	00:00:21.716	6.455
06/15/2022 13:23:23	00:00:21.818	6.998
06/15/2022 13:23:23	00:00:21.920	7.081
06/15/2022 13:23:23	00:00:22.020	6.088
06/15/2022 13:23:23	00:00:22.122	6.911
06/15/2022 13:23:23	00:00:22.222	7.475
06/15/2022 13:23:23	00:00:22.322	7.415
06/15/2022 13:23:23	00:00:22.424	7.228
06/15/2022 13:23:23	00:00:22.527	6.138
06/15/2022 13:23:23	00:00:22.629	7.187
06/15/2022 13:23:23	00:00:22.731	7.059
06/15/2022 13:23:24	00:00:22.833	6.648
06/15/2022 13:23:24	00:00:22.935	6.892
06/15/2022 13:23:24	00:00:23.037	7.516
06/15/2022 13:23:24	00:00:23.138	6.971
06/15/2022 13:23:24	00:00:23.238	6.992
06/15/2022 13:23:24	00:00:23.340	6.747
06/15/2022 13:23:24	00:00:23.440	7.177
06/15/2022 13:23:24	00:00:23.540	6.626
06/15/2022 13:23:24	00:00:23.640	6.214
06/15/2022 13:23:24	00:00:23.742	7.194
06/15/2022 13:23:25	00:00:23.844	6.308
06/15/2022 13:23:25	00:00:23.946	6.796
06/15/2022 13:23:25	00:00:24.049	5.869
06/15/2022 13:23:25	00:00:24.151	6.413
06/15/2022 13:23:25	00:00:24.253	5.877
06/15/2022 13:23:25	00:00:24.354	6.624
06/15/2022 13:23:25	00:00:24.456	6.144
06/15/2022 13:23:25	00:00:24.558	6.494
06/15/2022 13:23:25	00:00:24.658	7.250
06/15/2022 13:23:25	00:00:24.758	7.381
06/15/2022 13:23:26	00:00:24.858	6.671
06/15/2022 13:23:26	00:00:24.958	6.262
06/15/2022 13:23:26	00:00:25.060	7.274
06/15/2022 13:23:26	00:00:25.162	6.476
06/15/2022 13:23:26	00:00:25.264	6.852
06/15/2022 13:23:26	00:00:25.366	6.000
06/15/2022 13:23:26	00:00:25.469	6.254
06/15/2022 13:23:26	00:00:25.571	6.034
06/15/2022 13:23:26	00:00:25.673	6.894
06/15/2022 13:23:27	00:00:25.780	5.835
06/15/2022 13:23:27	00:00:25.882	5.574
06/15/2022 13:23:27	00:00:25.982	7.009
06/15/2022 13:23:27	00:00:26.084	7.031
06/15/2022 13:23:27	00:00:26.184	7.321
06/15/2022 13:23:27	00:00:26.284	6.798
06/15/2022 13:23:27	00:00:26.384	5.673
06/15/2022 13:23:27	00:00:26.486	6.805
06/15/2022 13:23:27	00:00:26.588	7.416
06/15/2022 13:23:27	00:00:26.690	6.257
06/15/2022 13:23:28	00:00:26.793	6.151
06/15/2022 13:23:28	00:00:26.895	6.505
06/15/2022 13:23:28	00:00:26.997	6.579
06/15/2022 13:23:28	00:00:27.099	6.583
06/15/2022 13:23:28	00:00:27.200	6.649
06/15/2022 13:23:28	00:00:27.302	7.087
06/15/2022 13:23:28	00:00:27.402	6.848
06/15/2022 13:23:28	00:00:27.502	6.978
06/15/2022 13:23:28	00:00:27.602	6.102
06/15/2022 13:23:28	00:00:27.702	7.044
06/15/2022 13:23:29	00:00:27.802	6.870
06/15/2022 13:23:29	00:00:27.902	6.994
06/15/2022 13:23:29	00:00:28.004	6.888
06/15/2022 13:23:29	00:00:28.107	6.457
06/15/2022 13:23:29	00:00:28.211	7.133
06/15/2022 13:23:29	00:00:28.313	7.568
06/15/2022 13:23:29	00:00:28.415	7.876
06/15/2022 13:23:29	00:00:28.517	7.349
06/15/2022 13:23:29	00:00:28.618	5.565
06/15/2022 13:23:29	00:00:28.718	6.436
06/15/2022 13:23:30	00:00:28.818	6.329
06/15/2022 13:23:30	00:00:28.918	6.929
06/15/2022 13:23:30	00:00:29.018	6.327
06/15/2022 13:23:30	00:00:29.120	6.935
06/15/2022 13:23:30	00:00:29.220	6.209
06/15/2022 13:23:30	00:00:29.322	7.694
06/15/2022 13:23:30	00:00:29.424	6.490
06/15/2022 13:23:30	00:00:29.526	6.536
06/15/2022 13:23:30	00:00:29.629	6.967
06/15/2022 13:23:30	00:00:29.731	6.539
06/15/2022 13:23:31	00:00:29.833	6.486
06/15/2022 13:23:31	00:00:29.934	7.589
06/15/2022 13:23:31	00:00:30.036	6.562
06/15/2022 13:23:31	00:00:30.138	6.732
06/15/2022 13:23:31	00:00:30.240	7.380
06/15/2022 13:23:31	00:00:30.340	6.730
06/15/2022 13:23:31	00:00:30.440	5.925
06/15/2022 13:23:31	00:00:30.542	7.438
06/15/2022 13:23:31	00:00:30.642	6.017
06/15/2022 13:23:31	00:00:30.744	7.241
06/15/2022 13:23:32	00:00:30.846	6.457
06/15/2022 13:23:32	00:00:30.948	5.977
06/15/2022 13:23:32	00:00:31.051	7.279
06/15/2022 13:23:32	00:00:31.153	5.747
06/15/2022 13:23:32	00:00:31.255	5.926
06/15/2022 13:23:32	00:00:31.357	7.091
06/15/2022 13:23:32	00:00:31.458	6.171
06/15/2022 13:23:32	00:00:31.558	7.345
06/15/2022 13:23:32	00:00:31.658	6.132
06/15/2022 13:23:32	00:00:31.758	6.984
06/15/2022 13:23:33	00:00:31.858	7.123
06/15/2022 13:23:33	00:00:31.958	6.078
06/15/2022 13:23:33	00:00:32.060	5.721
06/15/2022 13:23:33	00:00:32.162	6.925
06/15/2022 13:23:33	00:00:32.264	6.993
06/15/2022 13:23:33	00:00:32.366	6.219
06/15/2022 13:23:33	00:00:32.469	6.031
06/15/2022 13:23:33	00:00:32.571	5.851
06/15/2022 13:23:33	00:00:32.672	6.780
06/15/2022 13:23:33	00:00:32.775	6.290
06/15/2022 13:23:35	00:00:32.876	6.984
06/15/2022 13:23:35	00:00:32.976	6.356
06/15/2022 13:23:35	00:00:33.078	7.359
06/15/2022 13:23:35	00:00:33.178	6.674
06/15/2022 13:23:35	00:00:33.278	7.049
06/15/2022 13:23:35	00:00:33.378	6.324
06/15/2022 13:23:35	00:00:33.480	5.476
06/15/2022 13:23:35	00:00:33.582	7.620
06/15/2022 13:23:35	00:00:33.684	6.332
06/15/2022 13:23:35	00:00:33.776	7.727
06/15/2022 13:23:35	00:00:33.814	6.828
06/15/2022 13:23:35	00:00:33.849	0.000
06/15/2022 13:23:35	00:00:34.330	274.859
06/15/2022 13:23:35	00:00:34.374	274.854
06/15/2022 13:23:35	00:00:34.398	239.603
06/15/2022 13:23:35	00:00:34.452	239.475
06/15/2022 13:23:35	00:00:34.482	239.487
06/15/2022 13:23:35	00:00:34.514	239.478
06/15/2022 13:23:35	00:00:34.548	239.508
06/15/2022 13:23:35	00:00:34.584	239.479
06/15/2022 13:23:35	00:00:34.622	239.517
06/15/2022 13:23:35	00:00:34.662	239.496
06/15/2022 13:23:35	00:00:34.704	239.477
06/15/2022 13:23:35	00:00:34.794	239.522
06/15/2022 13:23:36	00:00:34.848	239.489
06/15/2022 13:23:36	00:00:34.898	239.510
06/15/2022 13:23:36	00:00:34.952	239.498
06/15/2022 13:23:36	00:00:35.006	239.508
06/15/2022 13:23:36	00:00:35.062	239.474
06/15/2022 13:23:36	00:00:35.120	239.517
06/15/2022 13:23:36	00:00:35.180	239.525
06/15/2022 13:23:36	00:00:35.247	239.478
06/15/2022 13:23:36	00:00:35.313	239.491
06/15/2022 13:23:36	00:00:35.379	239.507
06/15/2022 13:23:36	00:00:35.447	239.502
06/15/2022 13:23:36	00:00:35.516	239.493
06/15/2022 13:23:36	00:00:35.588	239.522
06/15/2022 13:23:36	00:00:35.662	239.495
06/15/2022 13:23:36	00:00:35.738	239.499
06/15/2022 13:23:37	00:00:35.816	239.506
06/15/2022 13:23:37	00:00:35.896	239.510
06/15/2022 13:23:37	00:00:35.978	239.496
06/15/2022 13:23:37	00:00:36.062	239.475
06/15/2022 13:23:37	00:00:36.148	239.481
06/15/2022 13:23:37	00:00:36.236	239.494
06/15/2022 13:23:37	00:00:36.326	239.474
06/15/2022 13:23:37	00:00:36.419	239.462
06/15/2022 13:23:37	00:00:36.514	239.486
06/15/2022 13:23:37	00:00:36.610	239.478
06/15/2022 13:23:37	00:00:36.709	239.501
06/15/2022 13:23:37	00:00:36.809	239.494
06/15/2022 13:23:38	00:00:36.910	239.489
06/15/2022 13:23:38	00:00:37.012	239.453
06/15/2022 13:23:38	00:00:37.114	239.507
06/15/2022 13:23:38	00:00:37.216	239.517
06/15/2022 13:23:38	00:00:37.318	239.508
06/15/2022 13:23:38	00:00:37.418	239.487
06/15/2022 13:23:38	00:00:37.518	239.506
06/15/2022 13:23:38	00:00:37.620	239.486
06/15/2022 13:23:38	00:00:37.722	239.512
06/15/2022 13:23:39	00:00:37.824	239.503
06/15/2022 13:23:39	00:00:37.926	239.493
06/15/2022 13:23:39	00:00:38.028	239.469
06/15/2022 13:23:39	00:00:38.131	239.477
06/15/2022 13:23:39	00:00:38.233	239.508
06/15/2022 13:23:39	00:00:38.335	239.519
06/15/2022 13:23:39	00:00:38.436	239.479
06/15/2022 13:23:39	00:00:38.536	239.490
06/15/2022 13:23:39	00:00:38.636	239.443
06/15/2022 13:23:39	00:00:38.738	239.510
06/15/2022 13:23:40	00:00:38.838	239.489
06/15/2022 13:23:40	00:00:38.938	239.474
06/15/2022 13:23:40	00:00:39.040	239.481
06/15/2022 13:23:40	00:00:39.142	239.464
06/15/2022 13:23:40	00:00:39.244	239.484
06/15/2022 13:23:40	00:00:39.346	239.510
06/15/2022 13:23:40	00:00:39.448	239.493
06/15/2022 13:23:40	00:00:39.551	239.496
06/15/2022 13:23:40	00:00:39.653	239.472
06/15/2022 13:23:40	00:00:39.754	239.484
06/15/2022 13:23:41	00:00:39.854	239.495
06/15/2022 13:23:41	00:00:39.956	239.487
06/15/2022 13:23:41	00:00:40.056	239.505
06/15/2022 13:23:41	00:00:40.156	239.466
06/15/2022 13:23:41	00:00:40.256	239.464
06/15/2022 13:23:41	00:00:40.356	239.479
06/15/2022 13:23:41	00:00:40.458	239.499
06/15/2022 13:23:41	00:00:40.560	239.474
06/15/2022 13:23:41	00:00:40.662	239.455
06/15/2022 13:23:41	00:00:40.764	239.479
06/15/2022 13:23:42	00:00:40.866	239.475
06/15/2022 13:23:42	00:00:40.969	239.463
06/15/2022 13:23:42	00:00:41.070	239.477
06/15/2022 13:23:42	00:00:41.172	239.462
06/15/2022 13:23:42	00:00:41.274	239.453
06/15/2022 13:23:42	00:00:41.374	239.469
06/15/2022 13:23:42	00:00:41.476	239.460
06/15/2022 13:23:42	00:00:41.576	239.476
06/15/2022 13:23:42	00:00:41.676	239.512
06/15/2022 13:23:42	00:00:41.778	239.460
06/15/2022 13:23:43	00:00:41.880	239.447
06/15/2022 13:23:43	00:00:41.982	239.470
06/15/2022 13:23:43	00:00:42.084	239.487
06/15/2022 13:23:43	00:00:42.186	239.467
06/15/2022 13:23:43	00:00:42.289	239.464
06/15/2022 13:23:43	00:00:42.391	239.453
06/15/2022 13:23:43	00:00:42.493	239.458
06/15/2022 13:23:43	00:00:42.594	239.514
06/15/2022 13:23:43	00:00:42.694	239.470
06/15/2022 13:23:43	00:00:42.796	239.506
06/15/2022 13:23:44	00:00:42.898	239.496
06/15/2022 13:23:44	00:00:42.998	239.469
06/15/2022 13:23:44	00:00:43.098	239.452
06/15/2022 13:23:44	00:00:43.200	239.508
06/15/2022 13:23:44	00:00:43.302	239.431
06/15/2022 13:23:44	00:00:43.404	239.466
06/15/2022 13:23:44	00:00:43.506	239.506
06/15/2022 13:23:44	00:00:43.608	232.438
06/15/2022 13:23:44	00:00:43.711	220.233
06/15/2022 13:23:44	00:00:43.812	200.924
06/15/2022 13:23:45	00:00:43.914	184.824
06/15/2022 13:23:45	00:00:44.016	169.776
06/15/2022 13:23:45	00:00:44.116	160.057
06/15/2022 13:23:45	00:00:44.216	148.423
06/15/2022 13:23:45	00:00:44.316	140.293
06/15/2022 13:23:45	00:00:44.416	128.613
06/15/2022 13:23:45	00:00:44.518	118.264
06/15/2022 13:23:45	00:00:44.620	111.105
06/15/2022 13:23:45	00:00:44.722	103.198
06/15/2022 13:23:45	00:00:44.824	94.622
06/15/2022 13:23:46	00:00:44.926	88.180
06/15/2022 13:23:46	00:00:45.028	82.896
06/15/2022 13:23:46	00:00:45.131	75.021
06/15/2022 13:23:46	00:00:45.233	70.129
06/15/2022 13:23:46	00:00:45.334	66.980
06/15/2022 13:23:46	00:00:45.434	61.126
06/15/2022 13:23:46	00:00:45.534	56.233
06/15/2022 13:23:46	00:00:45.634	54.550
06/15/2022 13:23:46	00:00:45.734	49.517
06/15/2022 13:23:46	00:00:45.834	45.338
06/15/2022 13:23:47	00:00:45.936	43.550
06/15/2022 13:23:47	00:00:46.038	40.128
06/15/2022 13:23:47	00:00:46.140	38.295
06/15/2022 13:23:47	00:00:46.242	35.537
06/15/2022 13:23:47	00:00:46.344	32.205
06/15/2022 13:23:47	00:00:46.446	29.562
06/15/2022 13:23:47	00:00:46.549	27.435
06/15/2022 13:23:47	00:00:46.651	27.388
06/15/2022 13:23:47	00:00:46.752	24.469
06/15/2022 13:23:48	00:00:46.854	21.557
06/15/2022 13:23:48	00:00:46.956	21.514
06/15/2022 13:23:48	00:00:47.056	20.525
06/15/2022 13:23:48	00:00:47.156	19.184
06/15/2022 13:23:48	00:00:47.258	19.164
06/15/2022 13:23:48	00:00:47.360	16.841
06/15/2022 13:23:48	00:00:47.462	14.569
06/15/2022 13:23:48	00:00:47.564	15.696
06/15/2022 13:23:48	00:00:47.666	14.315
06/15/2022 13:23:48	00:00:47.768	13.473
06/15/2022 13:23:48	00:00:47.870	13.430
06/15/2022 13:23:49	00:00:47.972	12.476
06/15/2022 13:23:49	00:00:48.074	11.530
06/15/2022 13:23:49	00:00:48.176	11.234
06/15/2022 13:23:49	00:00:48.279	10.018
06/15/2022 13:23:49	00:00:48.380	9.780
06/15/2022 13:23:49	00:00:48.482	9.888
06/15/2022 13:23:49	00:00:48.582	7.833
06/15/2022 13:23:49	00:00:48.682	8.516
06/15/2022 13:23:49	00:00:48.784	8.295
06/15/2022 13:23:50	00:00:48.886	8.423
06/15/2022 13:23:50	00:00:48.988	6.687
06/15/2022 13:23:50	00:00:49.090	6.115
06/15/2022 13:23:50	00:00:49.192	7.280
06/15/2022 13:23:50	00:00:49.294	5.878
06/15/2022 13:23:50	00:00:49.396	6.594
06/15/2022 13:23:50	00:00:49.498	4.919
06/15/2022 13:23:50	00:00:49.600	5.119
06/15/2022 13:23:50	00:00:49.700	5.446
06/15/2022 13:23:50	00:00:49.800	4.317
06/15/2022 13:23:51	00:00:49.900	4.837
06/15/2022 13:23:51	00:00:50.002	4.630
06/15/2022 13:23:51	00:00:50.104	4.899
06/15/2022 13:23:51	00:00:50.206	4.841
06/15/2022 13:23:51	00:00:50.308	4.866
06/15/2022 13:23:51	00:00:50.410	3.307
06/15/2022 13:23:51	00:00:50.512	3.658
06/15/2022 13:23:51	00:00:50.614	5.046
06/15/2022 13:23:51	00:00:50.716	3.301
06/15/2022 13:23:51	00:00:50.818	3.695
06/15/2022 13:23:52	00:00:50.920	3.156
06/15/2022 13:23:52	00:00:51.020	3.627
06/15/2022 13:23:52	00:00:51.120	4.359
06/15/2022 13:23:52	00:00:51.220	3.470
06/15/2022 13:23:52	00:00:51.320	3.548
06/15/2022 13:23:52	00:00:51.420	2.080
06/15/2022 13:23:52	00:00:51.522	2.840
06/15/2022 13:23:52	00:00:51.624	3.346
06/15/2022 13:23:52	00:00:51.729	4.214
06/15/2022 13:23:52	00:00:51.830	1.914
06/15/2022 13:23:54	00:00:51.932	3.268
06/15/2022 13:23:54	00:00:52.034	3.895
06/15/2022 13:23:54	00:00:52.137	2.816
06/15/2022 13:23:54	00:00:52.238	3.415
06/15/2022 13:23:54	00:00:52.340	2.518
06/15/2022 13:23:54	00:00:52.440	2.004
06/15/2022 13:23:54	00:00:52.540	1.938
06/15/2022 13:23:54	00:00:52.640	2.486
06/15/2022 13:23:54	00:00:52.740	2.492
06/15/2022 13:23:54	00:00:52.842	2.887
06/15/2022 13:23:55	00:00:52.944	1.902
06/15/2022 13:23:55	00:00:53.046	2.623
06/15/2022 13:23:55	00:00:53.148	3.088
06/15/2022 13:23:55	00:00:53.250	0.975
06/15/2022 13:23:55	00:00:53.352	2.811
06/15/2022 13:23:55	00:00:53.454	1.829
06/15/2022 13:23:55	00:00:53.556	2.425
06/15/2022 13:23:55	00:00:53.656	1.715
06/15/2022 13:23:55	00:00:53.758	2.524
06/15/2022 13:23:55	00:00:53.858	2.559
06/15/2022 13:23:56	00:00:53.958	1.786
06/15/2022 13:23:56	00:00:54.058	1.951
06/15/2022 13:23:56	00:00:54.158	2.160
06/15/2022 13:23:56	00:00:54.260	2.086
06/15/2022 13:23:56	00:00:54.362	2.849
06/15/2022 13:23:56	00:00:54.464	1.702
06/15/2022 13:23:56	00:00:54.566	0.326
06/15/2022 13:23:56	00:00:54.668	2.823
06/15/2022 13:23:56	00:00:54.770	1.738
06/15/2022 13:23:56	00:00:54.872	1.467
06/15/2022 13:23:57	00:00:54.974	1.981
06/15/2022 13:23:57	00:00:55.076	3.185
06/15/2022 13:23:57	00:00:55.176	1.929
06/15/2022 13:23:57	00:00:55.276	1.288
06/15/2022 13:23:57	00:00:55.376	1.451
06/15/2022 13:23:57	00:00:55.476	2.266
06/15/2022 13:23:57	00:00:55.578	1.450
06/15/2022 13:23:57	00:00:55.680	2.437
06/15/2022 13:23:57	00:00:55.782	2.292
06/15/2022 13:23:57	00:00:55.884	2.221
06/15/2022 13:23:58	00:00:55.986	2.229
06/15/2022 13:23:58	00:00:56.088	1.027
06/15/2022 13:23:58	00:00:56.190	2.556
06/15/2022 13:23:58	00:00:56.292	2.640
06/15/2022 13:23:58	00:00:56.394	2.114
06/15/2022 13:23:58	00:00:56.494	1.153
06/15/2022 13:23:58	00:00:56.594	2.039
06/15/2022 13:23:58	00:00:56.694	2.150
06/15/2022 13:23:58	00:00:56.794	1.517
06/15/2022 13:23:58	00:00:56.894	1.613
06/15/2022 13:23:59	00:00:56.994	0.300
06/15/2022 13:23:59	00:00:57.096	2.087
06/15/2022 13:23:59	00:00:57.198	2.124
06/15/2022 13:23:59	00:00:57.300	1.616
06/15/2022 13:23:59	00:00:57.402	1.664
