Local Date/Time	Relative Time	pump-b:pressure [bar]
06/15/2022 13:32:15	00:09:13.822	160.738
06/15/2022 13:32:15	00:09:13.925	161.665
06/15/2022 13:32:15	00:09:14.026	162.591
06/15/2022 13:32:15	00:09:14.128	163.518
06/15/2022 13:32:15	00:09:14.228	164.465
06/15/2022 13:32:15	00:09:14.330	165.372
06/15/2022 13:32:16	00:09:14.432	166.220
06/15/2022 13:32:16	00:09:14.534	167.147
06/15/2022 13:32:16	00:09:14.636	168.113
06/15/2022 13:32:16	00:09:14.738	169.040
06/15/2022 13:32:16	00:09:14.841	169.927
06/15/2022 13:32:16	00:09:14.943	170.795
06/15/2022 13:32:16	00:09:15.045	171.761
06/15/2022 13:32:16	00:09:15.147	172.629
06/15/2022 13:32:16	00:09:15.248	173.575
06/15/2022 13:32:16	00:09:15.350	174.483
06/15/2022 13:32:17	00:09:15.450	175.370
06/15/2022 13:32:17	00:09:15.550	176.297
06/15/2022 13:32:17	00:09:15.650	177.125
06/15/2022 13:32:17	00:09:15.752	178.072
06/15/2022 13:32:17	00:09:15.854	178.998
06/15/2022 13:32:17	00:09:15.956	180.024
06/15/2022 13:32:17	00:09:16.058	180.990
06/15/2022 13:32:17	00:09:16.160	181.838
06/15/2022 13:32:17	00:09:16.263	182.765
06/15/2022 13:32:17	00:09:16.365	183.731
06/15/2022 13:32:18	00:09:16.469	184.599
06/15/2022 13:32:18	00:09:16.570	185.486
06/15/2022 13:32:18	00:09:16.672	186.413
06/15/2022 13:32:18	00:09:16.773	187.281
06/15/2022 13:32:18	00:09:16.875	188.208
06/15/2022 13:32:18	00:09:16.977	189.292
06/15/2022 13:32:18	00:09:17.078	190.101
06/15/2022 13:32:18	00:09:17.180	190.968
06/15/2022 13:32:18	00:09:17.282	191.836
06/15/2022 13:32:19	00:09:17.384	192.664
06/15/2022 13:32:19	00:09:17.487	193.552
06/15/2022 13:32:19	00:09:17.589	194.459
06/15/2022 13:32:19	00:09:17.691	195.287
06/15/2022 13:32:19	00:09:17.792	196.194
06/15/2022 13:32:19	00:09:17.894	197.082
06/15/2022 13:32:19	00:09:17.997	198.166
06/15/2022 13:32:19	00:09:18.099	199.073
06/15/2022 13:32:19	00:09:18.201	199.921
06/15/2022 13:32:19	00:09:18.302	200.828
06/15/2022 13:32:20	00:09:18.408	201.716
06/15/2022 13:32:20	00:09:18.510	202.623
06/15/2022 13:32:20	00:09:18.612	203.530
06/15/2022 13:32:20	00:09:18.714	204.398
06/15/2022 13:32:20	00:09:18.816	205.423
06/15/2022 13:32:20	00:09:18.919	206.291
06/15/2022 13:32:20	00:09:19.021	207.218
06/15/2022 13:32:20	00:09:19.123	208.085
06/15/2022 13:32:20	00:09:19.225	208.953
06/15/2022 13:32:20	00:09:19.327	209.880
06/15/2022 13:32:21	00:09:19.428	210.688
06/15/2022 13:32:21	00:09:19.528	211.517
06/15/2022 13:32:21	00:09:19.628	212.483
06/15/2022 13:32:21	00:09:19.730	213.272
06/15/2022 13:32:21	00:09:19.833	214.159
06/15/2022 13:32:21	00:09:19.935	215.027
06/15/2022 13:32:21	00:09:20.036	216.013
06/15/2022 13:32:21	00:09:20.138	216.861
06/15/2022 13:32:21	00:09:20.240	217.748
06/15/2022 13:32:21	00:09:20.343	218.576
06/15/2022 13:32:22	00:09:20.445	219.484
06/15/2022 13:32:22	00:09:20.547	220.371
06/15/2022 13:32:22	00:09:20.649	221.199
06/15/2022 13:32:22	00:09:20.751	222.087
06/15/2022 13:32:22	00:09:20.852	222.895
06/15/2022 13:32:22	00:09:20.954	223.743
06/15/2022 13:32:22	00:09:21.056	224.769
06/15/2022 13:32:22	00:09:21.158	225.636
06/15/2022 13:32:22	00:09:21.260	226.445
06/15/2022 13:32:22	00:09:21.362	227.253
06/15/2022 13:32:23	00:09:21.464	228.062
06/15/2022 13:32:23	00:09:21.566	228.929
06/15/2022 13:32:23	00:09:21.668	229.817
06/15/2022 13:32:23	00:09:21.771	230.724
06/15/2022 13:32:23	00:09:21.873	231.631
06/15/2022 13:32:23	00:09:21.975	232.499
06/15/2022 13:32:23	00:09:22.077	233.505
06/15/2022 13:32:23	00:09:22.179	234.372
06/15/2022 13:32:23	00:09:22.281	235.200
06/15/2022 13:32:23	00:09:22.382	236.108
06/15/2022 13:32:24	00:09:22.482	236.956
06/15/2022 13:32:24	00:09:22.584	237.744
06/15/2022 13:32:24	00:09:22.686	238.553
06/15/2022 13:32:24	00:09:22.788	239.302
06/15/2022 13:32:24	00:09:22.890	240.071
06/15/2022 13:32:24	00:09:22.992	240.900
06/15/2022 13:32:24	00:09:23.094	241.708
06/15/2022 13:32:24	00:09:23.197	242.694
06/15/2022 13:32:24	00:09:23.299	243.503
06/15/2022 13:32:25	00:09:23.400	244.272
06/15/2022 13:32:25	00:09:23.502	245.139
06/15/2022 13:32:25	00:09:23.602	245.908
06/15/2022 13:32:25	00:09:23.704	246.737
06/15/2022 13:32:25	00:09:23.804	247.585
06/15/2022 13:32:25	00:09:23.906	248.354
06/15/2022 13:32:25	00:09:24.008	249.202
06/15/2022 13:32:25	00:09:24.110	250.089
06/15/2022 13:32:25	00:09:24.212	250.917
06/15/2022 13:32:25	00:09:24.314	251.785
06/15/2022 13:32:26	00:09:24.417	252.732
06/15/2022 13:32:26	00:09:24.520	253.540
06/15/2022 13:32:26	00:09:24.623	254.349
06/15/2022 13:32:26	00:09:24.725	255.118
06/15/2022 13:32:26	00:09:24.827	255.887
06/15/2022 13:32:26	00:09:24.928	256.656
06/15/2022 13:32:26	00:09:25.031	257.445
06/15/2022 13:32:26	00:09:25.132	258.253
06/15/2022 13:32:26	00:09:25.234	259.101
06/15/2022 13:32:26	00:09:25.337	260.087
06/15/2022 13:32:27	00:09:25.438	260.836
06/15/2022 13:32:27	00:09:25.540	261.645
06/15/2022 13:32:27	00:09:25.642	262.394
06/15/2022 13:32:27	00:09:25.744	263.203
06/15/2022 13:32:27	00:09:25.846	263.992
06/15/2022 13:32:27	00:09:25.949	264.702
06/15/2022 13:32:27	00:09:26.051	265.471
06/15/2022 13:32:27	00:09:26.152	266.181
06/15/2022 13:32:27	00:09:26.255	266.989
06/15/2022 13:32:27	00:09:26.357	267.955
06/15/2022 13:32:28	00:09:26.458	268.724
06/15/2022 13:32:28	00:09:26.560	269.474
06/15/2022 13:32:28	00:09:26.662	270.184
06/15/2022 13:32:28	00:09:26.764	270.913
06/15/2022 13:32:28	00:09:26.866	271.682
06/15/2022 13:32:28	00:09:26.968	272.432
06/15/2022 13:32:28	00:09:27.070	273.142
06/15/2022 13:32:28	00:09:27.172	273.812
06/15/2022 13:32:28	00:09:27.274	274.483
06/15/2022 13:32:28	00:09:27.377	275.271
06/15/2022 13:32:29	00:09:27.479	276.001
06/15/2022 13:32:29	00:09:27.581	276.750
06/15/2022 13:32:29	00:09:27.682	277.480
06/15/2022 13:32:29	00:09:27.782	278.190
06/15/2022 13:32:29	00:09:27.882	278.920
06/15/2022 13:32:29	00:09:27.984	279.590
06/15/2022 13:32:29	00:09:28.086	280.300
06/15/2022 13:32:29	00:09:28.188	281.109
06/15/2022 13:32:29	00:09:28.290	281.819
06/15/2022 13:32:29	00:09:28.392	282.548
06/15/2022 13:32:30	00:09:28.494	283.238
06/15/2022 13:32:30	00:09:28.596	284.047
06/15/2022 13:32:30	00:09:28.698	284.698
06/15/2022 13:32:30	00:09:28.801	285.329
06/15/2022 13:32:30	00:09:28.903	286.039
06/15/2022 13:32:30	00:09:29.005	286.709
06/15/2022 13:32:30	00:09:29.107	287.399
06/15/2022 13:32:30	00:09:29.208	288.129
06/15/2022 13:32:30	00:09:29.308	288.780
06/15/2022 13:32:30	00:09:29.408	289.490
06/15/2022 13:32:31	00:09:29.510	290.121
06/15/2022 13:32:31	00:09:29.612	290.752
06/15/2022 13:32:31	00:09:29.714	291.363
06/15/2022 13:32:31	00:09:29.816	292.053
06/15/2022 13:32:31	00:09:29.918	292.704
06/15/2022 13:32:31	00:09:30.020	293.434
06/15/2022 13:32:31	00:09:30.122	294.124
06/15/2022 13:32:31	00:09:30.225	294.814
06/15/2022 13:32:31	00:09:30.327	295.445
06/15/2022 13:32:31	00:09:30.437	296.056
06/15/2022 13:32:32	00:09:30.538	296.825
06/15/2022 13:32:32	00:09:30.638	297.456
06/15/2022 13:32:32	00:09:30.741	298.088
06/15/2022 13:32:32	00:09:30.842	298.659
06/15/2022 13:32:32	00:09:30.944	299.271
06/15/2022 13:32:32	00:09:31.046	299.882
06/15/2022 13:32:32	00:09:31.148	300.513
06/15/2022 13:32:32	00:09:31.250	301.164
06/15/2022 13:32:32	00:09:31.352	301.775
06/15/2022 13:32:32	00:09:31.454	302.347
06/15/2022 13:32:33	00:09:31.556	302.939
06/15/2022 13:32:33	00:09:31.659	303.570
06/15/2022 13:32:33	00:09:31.761	304.201
06/15/2022 13:32:33	00:09:31.862	304.773
06/15/2022 13:32:33	00:09:31.962	305.246
06/15/2022 13:32:33	00:09:32.062	305.818
06/15/2022 13:32:33	00:09:32.164	306.291
06/15/2022 13:32:33	00:09:32.266	306.843
06/15/2022 13:32:33	00:09:32.368	307.435
06/15/2022 13:32:34	00:09:32.470	308.026
06/15/2022 13:32:34	00:09:32.572	308.579
06/15/2022 13:32:34	00:09:32.674	309.091
06/15/2022 13:32:34	00:09:32.777	309.643
06/15/2022 13:32:34	00:09:32.878	310.235
06/15/2022 13:32:34	00:09:32.980	310.866
06/15/2022 13:32:34	00:09:33.083	311.438
06/15/2022 13:32:34	00:09:33.185	312.030
06/15/2022 13:32:34	00:09:33.286	312.562
06/15/2022 13:32:34	00:09:33.388	313.094
06/15/2022 13:32:35	00:09:33.488	313.568
06/15/2022 13:32:35	00:09:33.590	314.080
06/15/2022 13:32:35	00:09:33.692	314.652
06/15/2022 13:32:35	00:09:33.794	315.126
06/15/2022 13:32:35	00:09:33.896	315.638
06/15/2022 13:32:35	00:09:33.998	316.131
06/15/2022 13:32:35	00:09:34.100	316.605
06/15/2022 13:32:35	00:09:34.202	317.058
06/15/2022 13:32:35	00:09:34.304	317.512
06/15/2022 13:32:35	00:09:34.407	318.005
06/15/2022 13:32:36	00:09:34.509	318.517
06/15/2022 13:32:36	00:09:34.611	319.050
06/15/2022 13:32:36	00:09:34.712	319.602
06/15/2022 13:32:36	00:09:34.814	320.095
06/15/2022 13:32:36	00:09:34.916	320.489
06/15/2022 13:32:36	00:09:35.018	320.943
06/15/2022 13:32:36	00:09:35.120	321.318
06/15/2022 13:32:36	00:09:35.222	321.771
06/15/2022 13:32:36	00:09:35.324	322.166
06/15/2022 13:32:36	00:09:35.426	322.560
06/15/2022 13:32:37	00:09:35.528	322.974
06/15/2022 13:32:37	00:09:35.630	323.369
06/15/2022 13:32:37	00:09:35.732	323.802
06/15/2022 13:32:37	00:09:35.834	324.236
06/15/2022 13:32:37	00:09:35.936	324.650
06/15/2022 13:32:37	00:09:36.036	325.025
06/15/2022 13:32:37	00:09:36.138	325.459
06/15/2022 13:32:37	00:09:36.244	325.814
06/15/2022 13:32:37	00:09:36.344	326.110
06/15/2022 13:32:37	00:09:36.446	326.445
06/15/2022 13:32:38	00:09:36.548	326.879
06/15/2022 13:32:38	00:09:36.650	327.234
06/15/2022 13:32:38	00:09:36.752	327.589
06/15/2022 13:32:38	00:09:36.854	327.924
06/15/2022 13:32:38	00:09:36.956	328.279
06/15/2022 13:32:38	00:09:37.058	328.654
06/15/2022 13:32:38	00:09:37.160	329.008
06/15/2022 13:32:38	00:09:37.263	329.344
06/15/2022 13:32:38	00:09:37.365	329.659
06/15/2022 13:32:38	00:09:37.467	329.994
06/15/2022 13:32:39	00:09:37.568	330.290
06/15/2022 13:32:39	00:09:37.668	330.547
06/15/2022 13:32:39	00:09:37.770	330.862
06/15/2022 13:32:39	00:09:37.872	331.138
06/15/2022 13:32:39	00:09:37.974	331.414
06/15/2022 13:32:39	00:09:38.076	331.769
06/15/2022 13:32:39	00:09:38.178	332.045
06/15/2022 13:32:39	00:09:38.280	332.302
06/15/2022 13:32:39	00:09:38.382	332.617
06/15/2022 13:32:40	00:09:38.484	332.893
06/15/2022 13:32:40	00:09:38.586	333.169
06/15/2022 13:32:40	00:09:38.688	333.426
06/15/2022 13:32:40	00:09:38.788	333.603
06/15/2022 13:32:40	00:09:38.890	333.860
06/15/2022 13:32:40	00:09:38.990	334.057
06/15/2022 13:32:40	00:09:39.092	334.175
06/15/2022 13:32:40	00:09:39.194	334.431
06/15/2022 13:32:40	00:09:39.296	334.589
06/15/2022 13:32:40	00:09:39.398	334.846
06/15/2022 13:32:41	00:09:39.500	335.141
06/15/2022 13:32:41	00:09:39.604	335.279
06/15/2022 13:32:41	00:09:39.720	335.556
06/15/2022 13:32:41	00:09:39.822	335.772
06/15/2022 13:32:41	00:09:39.924	335.910
06/15/2022 13:32:41	00:09:40.026	336.068
06/15/2022 13:32:41	00:09:40.104	336.187
06/15/2022 13:32:41	00:09:40.194	336.344
06/15/2022 13:32:41	00:09:40.298	336.482
06/15/2022 13:32:41	00:09:40.394	336.601
06/15/2022 13:32:41	00:09:40.470	336.719
06/15/2022 13:32:42	00:09:40.642	336.936
06/15/2022 13:32:42	00:09:40.848	337.074
06/15/2022 13:32:42	00:09:40.904	337.192
06/15/2022 13:32:42	00:09:41.026	337.350
06/15/2022 13:32:42	00:09:41.088	337.468
06/15/2022 13:32:42	00:09:41.152	337.587
06/15/2022 13:32:42	00:09:41.218	337.744
06/15/2022 13:32:42	00:09:41.356	337.902
06/15/2022 13:32:42	00:09:41.428	338.060
06/15/2022 13:32:43	00:09:41.578	338.257
06/15/2022 13:32:43	00:09:41.736	338.395
06/15/2022 13:32:43	00:09:42.076	338.514
06/15/2022 13:32:43	00:09:42.352	338.671
06/15/2022 13:32:43	00:09:42.448	338.829
06/15/2022 13:32:44	00:09:42.546	338.947
06/15/2022 13:32:44	00:09:42.750	339.066
06/15/2022 13:32:44	00:09:43.258	339.223
06/15/2022 13:32:44	00:09:43.462	339.342
06/15/2022 13:32:45	00:09:43.768	339.460
06/15/2022 13:32:46	00:09:44.788	339.618
06/15/2022 13:32:46	00:09:45.502	339.460
06/15/2022 13:32:47	00:09:46.530	339.460
06/15/2022 13:32:48	00:09:47.535	339.460
06/15/2022 13:32:49	00:09:47.535	339.460
06/15/2022 13:32:49	00:09:47.630	339.342
06/15/2022 13:32:49	00:09:48.140	339.204
06/15/2022 13:32:50	00:09:48.948	339.085
06/15/2022 13:32:50	00:09:49.458	338.967
06/15/2022 13:32:51	00:09:49.662	338.849
06/15/2022 13:32:51	00:09:49.964	338.711
06/15/2022 13:32:51	00:09:50.166	338.553
06/15/2022 13:32:52	00:09:50.780	338.435
06/15/2022 13:32:52	00:09:51.384	338.297
06/15/2022 13:32:53	00:09:52.096	338.178
06/15/2022 13:32:54	00:09:52.603	338.040
06/15/2022 13:32:54	00:09:52.804	337.902
06/15/2022 13:32:55	00:09:54.022	337.764
06/15/2022 13:32:55	00:09:54.430	337.882
06/15/2022 13:32:56	00:09:54.736	337.705
06/15/2022 13:32:57	00:09:55.648	337.587
06/15/2022 13:32:57	00:09:55.954	337.468
06/15/2022 13:32:58	00:09:57.592	337.468
06/15/2022 13:32:59	00:09:57.592	337.468
06/15/2022 13:32:59	00:09:57.681	337.350
06/15/2022 13:32:59	00:09:58.388	337.468
06/15/2022 13:33:00	00:09:59.607	337.468
06/15/2022 13:33:01	00:10:00.613	337.468
06/15/2022 13:33:02	00:10:00.613	337.468
06/15/2022 13:33:02	00:10:00.627	337.587
06/15/2022 13:33:02	00:10:00.932	337.429
06/15/2022 13:33:03	00:10:01.747	337.547
06/15/2022 13:33:03	00:10:02.558	337.389
06/15/2022 13:33:04	00:10:03.627	337.389
06/15/2022 13:33:05	00:10:03.627	337.389
06/15/2022 13:33:05	00:10:03.978	337.527
06/15/2022 13:33:05	00:10:04.386	337.409
06/15/2022 13:33:06	00:10:05.198	337.527
06/15/2022 13:33:06	00:10:05.402	337.409
06/15/2022 13:33:07	00:10:06.009	337.291
06/15/2022 13:33:08	00:10:07.127	337.153
06/15/2022 13:33:08	00:10:07.533	337.271
06/15/2022 13:33:09	00:10:08.144	337.153
06/15/2022 13:33:10	00:10:09.368	337.035
06/15/2022 13:33:11	00:10:09.878	337.173
06/15/2022 13:33:12	00:10:10.792	337.291
06/15/2022 13:33:12	00:10:10.996	337.133
06/15/2022 13:33:12	00:10:11.301	337.291
06/15/2022 13:33:12	00:10:11.605	337.173
06/15/2022 13:33:13	00:10:12.689	337.173
06/15/2022 13:33:14	00:10:13.699	337.173
06/15/2022 13:33:15	00:10:13.699	337.173
06/15/2022 13:33:15	00:10:14.543	337.311
06/15/2022 13:33:16	00:10:15.661	337.429
06/15/2022 13:33:17	00:10:16.376	337.547
06/15/2022 13:33:18	00:10:16.784	337.370
06/15/2022 13:33:18	00:10:17.285	337.527
06/15/2022 13:33:19	00:10:17.796	337.389
06/15/2022 13:33:19	00:10:18.000	337.547
06/15/2022 13:33:19	00:10:18.709	337.666
06/15/2022 13:33:20	00:10:18.811	337.784
06/15/2022 13:33:20	00:10:19.322	337.902
06/15/2022 13:33:21	00:10:20.744	337.902
06/15/2022 13:33:22	00:10:20.744	337.902
06/15/2022 13:33:22	00:10:21.555	338.060
06/15/2022 13:33:22	00:10:21.657	337.942
06/15/2022 13:33:23	00:10:22.762	337.942
06/15/2022 13:33:24	00:10:23.769	337.942
06/15/2022 13:33:25	00:10:23.769	337.942
06/15/2022 13:33:25	00:10:23.998	337.764
06/15/2022 13:33:25	00:10:24.608	337.567
06/15/2022 13:33:26	00:10:24.812	337.429
06/15/2022 13:33:26	00:10:25.118	337.311
06/15/2022 13:33:26	00:10:25.721	337.173
06/15/2022 13:33:27	00:10:26.028	337.035
06/15/2022 13:33:27	00:10:26.639	336.916
06/15/2022 13:33:28	00:10:26.943	337.035
06/15/2022 13:33:28	00:10:27.249	336.896
06/15/2022 13:33:28	00:10:27.760	336.758
06/15/2022 13:33:29	00:10:28.571	336.640
06/15/2022 13:33:30	00:10:28.878	336.443
06/15/2022 13:33:30	00:10:29.286	336.325
06/15/2022 13:33:30	00:10:29.789	336.206
06/15/2022 13:33:31	00:10:30.198	336.088
06/15/2022 13:33:32	00:10:31.315	335.970
06/15/2022 13:33:33	00:10:32.331	335.851
06/15/2022 13:33:34	00:10:33.144	335.694
06/15/2022 13:33:35	00:10:33.851	335.575
06/15/2022 13:33:35	00:10:34.257	335.437
06/15/2022 13:33:35	00:10:34.768	335.319
06/15/2022 13:33:36	00:10:35.271	335.181
06/15/2022 13:33:37	00:10:35.984	335.063
06/15/2022 13:33:37	00:10:36.695	334.924
06/15/2022 13:33:38	00:10:37.308	334.786
06/15/2022 13:33:39	00:10:38.217	334.648
06/15/2022 13:33:39	00:10:38.421	334.510
06/15/2022 13:33:40	00:10:39.033	334.372
06/15/2022 13:33:40	00:10:39.535	334.254
06/15/2022 13:33:40	00:10:39.739	334.116
06/15/2022 13:33:41	00:10:40.856	334.116
06/15/2022 13:33:42	00:10:40.856	334.116
06/15/2022 13:33:42	00:10:40.857	333.958
06/15/2022 13:33:42	00:10:41.263	333.840
06/15/2022 13:33:43	00:10:42.179	333.682
06/15/2022 13:33:44	00:10:43.399	333.544
06/15/2022 13:33:45	00:10:44.005	333.426
06/15/2022 13:33:46	00:10:45.121	333.544
06/15/2022 13:33:47	00:10:46.241	333.426
06/15/2022 13:33:49	00:10:47.463	333.307
06/15/2022 13:33:49	00:10:47.869	333.189
06/15/2022 13:33:50	00:10:48.788	333.051
06/15/2022 13:33:51	00:10:48.992	332.913
06/15/2022 13:33:52	00:10:50.931	332.913
06/15/2022 13:33:53	00:10:50.931	332.913
06/15/2022 13:33:53	00:10:51.235	332.795
06/15/2022 13:33:54	00:10:52.862	332.657
06/15/2022 13:33:55	00:10:53.941	332.657
06/15/2022 13:33:56	00:10:53.941	332.657
06/15/2022 13:33:56	00:10:54.791	332.519
06/15/2022 13:33:57	00:10:55.301	332.657
06/15/2022 13:33:58	00:10:56.723	332.538
06/15/2022 13:33:59	00:10:57.429	332.400
06/15/2022 13:34:00	00:10:58.979	332.400
06/15/2022 13:34:01	00:10:58.979	332.400
06/15/2022 13:34:01	00:10:59.259	332.282
06/15/2022 13:34:02	00:11:00.273	332.400
06/15/2022 13:34:03	00:11:01.393	332.262
06/15/2022 13:34:04	00:11:03.020	332.262
06/15/2022 13:34:05	00:11:04.032	332.262
06/15/2022 13:34:06	00:11:04.032	332.262
06/15/2022 13:34:06	00:11:04.539	332.144
06/15/2022 13:34:07	00:11:05.555	331.986
06/15/2022 13:34:07	00:11:05.757	332.164
06/15/2022 13:34:07	00:11:05.961	332.282
06/15/2022 13:34:08	00:11:06.267	332.144
06/15/2022 13:34:08	00:11:06.471	331.986
06/15/2022 13:34:08	00:11:06.573	331.848
06/15/2022 13:34:08	00:11:06.775	331.710
06/15/2022 13:34:09	00:11:07.789	331.828
06/15/2022 13:34:10	00:11:08.094	331.671
06/15/2022 13:34:11	00:11:09.821	331.552
06/15/2022 13:34:12	00:11:11.067	331.552
06/15/2022 13:34:13	00:11:11.067	331.552
06/15/2022 13:34:13	00:11:11.861	331.434
06/15/2022 13:34:14	00:11:12.569	331.552
06/15/2022 13:34:15	00:11:14.081	331.552
06/15/2022 13:34:16	00:11:15.094	331.552
06/15/2022 13:34:17	00:11:16.106	331.552
06/15/2022 13:34:18	00:11:17.106	331.552
06/15/2022 13:34:19	00:11:17.106	331.552
06/15/2022 13:34:19	00:11:17.143	331.434
06/15/2022 13:34:19	00:11:17.754	331.572
06/15/2022 13:34:20	00:11:18.157	331.454
06/15/2022 13:34:20	00:11:18.773	331.316
06/15/2022 13:34:21	00:11:19.887	331.197
06/15/2022 13:34:22	00:11:20.193	331.059
06/15/2022 13:34:22	00:11:20.598	330.921
06/15/2022 13:34:22	00:11:20.799	330.803
06/15/2022 13:34:22	00:11:21.001	330.685
06/15/2022 13:34:23	00:11:22.121	330.566
06/15/2022 13:34:24	00:11:22.731	330.389
06/15/2022 13:34:25	00:11:23.745	330.271
06/15/2022 13:34:25	00:11:24.051	330.152
06/15/2022 13:34:26	00:11:24.663	329.994
06/15/2022 13:34:26	00:11:25.069	329.876
06/15/2022 13:34:27	00:11:26.139	329.876
06/15/2022 13:34:28	00:11:26.139	329.876
06/15/2022 13:34:28	00:11:26.288	329.758
06/15/2022 13:34:28	00:11:26.693	329.561
06/15/2022 13:34:29	00:11:27.706	329.699
06/15/2022 13:34:29	00:11:27.909	329.561
06/15/2022 13:34:29	00:11:28.113	329.423
06/15/2022 13:34:30	00:11:28.317	329.541
06/15/2022 13:34:30	00:11:28.928	329.363
06/15/2022 13:34:30	00:11:29.132	329.245
06/15/2022 13:34:31	00:11:29.641	329.127
06/15/2022 13:34:32	00:11:30.250	329.008
06/15/2022 13:34:33	00:11:31.678	328.851
06/15/2022 13:34:34	00:11:33.169	328.851
06/15/2022 13:34:35	00:11:33.169	328.851
06/15/2022 13:34:35	00:11:33.202	328.732
06/15/2022 13:34:36	00:11:34.821	328.555
06/15/2022 13:34:37	00:11:36.040	328.417
06/15/2022 13:34:38	00:11:37.059	328.594
06/15/2022 13:34:39	00:11:37.360	328.456
06/15/2022 13:34:39	00:11:37.560	328.338
06/15/2022 13:34:40	00:11:38.275	328.220
06/15/2022 13:34:41	00:11:39.285	328.358
06/15/2022 13:34:42	00:11:40.711	328.239
06/15/2022 13:34:43	00:11:42.205	328.239
06/15/2022 13:34:44	00:11:43.215	328.239
06/15/2022 13:34:45	00:11:44.215	328.239
06/15/2022 13:34:46	00:11:45.222	328.239
06/15/2022 13:34:47	00:11:46.233	328.239
06/15/2022 13:34:48	00:11:47.244	328.239
06/15/2022 13:34:49	00:11:48.245	328.239
06/15/2022 13:34:50	00:11:48.245	328.239
06/15/2022 13:34:50	00:11:48.734	328.358
06/15/2022 13:34:50	00:11:48.939	328.220
06/15/2022 13:34:51	00:11:49.850	328.358
06/15/2022 13:34:52	00:11:51.271	328.358
06/15/2022 13:34:53	00:11:51.271	328.358
06/15/2022 13:34:53	00:11:51.376	328.496
06/15/2022 13:34:53	00:11:51.785	328.614
06/15/2022 13:34:53	00:11:52.193	328.752
06/15/2022 13:34:54	00:11:52.900	328.870
06/15/2022 13:34:55	00:11:53.309	328.693
06/15/2022 13:34:55	00:11:54.020	328.910
06/15/2022 13:34:55	00:11:54.222	329.028
06/15/2022 13:34:56	00:11:55.039	329.147
06/15/2022 13:34:57	00:11:55.452	329.285
06/15/2022 13:34:57	00:11:56.061	329.462
06/15/2022 13:34:58	00:11:57.293	329.462
06/15/2022 13:34:59	00:11:57.293	329.462
06/15/2022 13:34:59	00:11:57.379	329.659
06/15/2022 13:34:59	00:11:57.583	329.817
06/15/2022 13:34:59	00:11:58.194	329.975
06/15/2022 13:35:00	00:11:59.312	329.975
06/15/2022 13:35:01	00:11:59.312	330.113
06/15/2022 13:35:01	00:11:59.816	330.231
06/15/2022 13:35:02	00:12:00.835	330.349
06/15/2022 13:35:03	00:12:01.853	330.468
06/15/2022 13:35:04	00:12:02.658	330.606
06/15/2022 13:35:05	00:12:03.372	330.764
06/15/2022 13:35:05	00:12:03.976	330.921
06/15/2022 13:35:06	00:12:04.487	331.040
06/15/2022 13:35:06	00:12:04.690	331.197
06/15/2022 13:35:06	00:12:04.894	331.335
06/15/2022 13:35:06	00:12:05.302	331.197
06/15/2022 13:35:07	00:12:05.711	331.355
06/15/2022 13:35:07	00:12:06.119	331.217
06/15/2022 13:35:08	00:12:06.420	331.355
06/15/2022 13:35:08	00:12:06.520	331.473
06/15/2022 13:35:09	00:12:07.540	331.592
06/15/2022 13:35:10	00:12:08.759	331.710
06/15/2022 13:35:11	00:12:10.085	331.986
06/15/2022 13:35:11	00:12:10.187	332.144
06/15/2022 13:35:12	00:12:11.302	332.282
06/15/2022 13:35:13	00:12:12.214	332.400
06/15/2022 13:35:14	00:12:13.236	332.538
06/15/2022 13:35:15	00:12:14.401	332.538
06/15/2022 13:35:16	00:12:14.401	332.538
06/15/2022 13:35:16	00:12:14.454	332.716
06/15/2022 13:35:16	00:12:14.756	332.834
06/15/2022 13:35:17	00:12:16.380	333.012
06/15/2022 13:35:18	00:12:16.584	333.130
06/15/2022 13:35:18	00:12:17.299	333.268
06/15/2022 13:35:19	00:12:18.012	333.386
06/15/2022 13:35:20	00:12:19.232	333.524
06/15/2022 13:35:21	00:12:19.947	333.682
06/15/2022 13:35:22	00:12:21.439	333.682
06/15/2022 13:35:23	00:12:21.439	333.682
06/15/2022 13:35:23	00:12:21.570	333.800
06/15/2022 13:35:23	00:12:21.976	333.938
06/15/2022 13:35:24	00:12:22.588	334.096
06/15/2022 13:35:24	00:12:23.294	334.234
06/15/2022 13:35:25	00:12:23.907	334.431
06/15/2022 13:35:26	00:12:24.718	334.570
06/15/2022 13:35:27	00:12:25.632	334.688
06/15/2022 13:35:27	00:12:25.832	334.806
06/15/2022 13:35:27	00:12:26.240	334.688
06/15/2022 13:35:28	00:12:26.546	334.806
06/15/2022 13:35:29	00:12:28.374	334.924
06/15/2022 13:35:30	00:12:28.880	335.063
06/15/2022 13:35:31	00:12:30.493	335.063
06/15/2022 13:35:32	00:12:30.493	335.063
06/15/2022 13:35:32	00:12:30.608	335.260
06/15/2022 13:35:32	00:12:30.914	335.417
06/15/2022 13:35:32	00:12:31.214	335.575
06/15/2022 13:35:33	00:12:31.926	335.457
06/15/2022 13:35:33	00:12:32.332	335.595
06/15/2022 13:35:34	00:12:32.732	335.713
06/15/2022 13:35:34	00:12:33.446	335.871
06/15/2022 13:35:35	00:12:33.750	336.009
06/15/2022 13:35:36	00:12:34.970	336.147
06/15/2022 13:35:36	00:12:35.172	336.285
