Local Date/Time	Relative Time	pump-b:pressure [bar]
06/15/2022 13:44:14	00:21:12.484	353.363
06/15/2022 13:44:14	00:21:12.811	353.481
06/15/2022 13:44:14	00:21:13.416	353.599
06/15/2022 13:44:15	00:21:14.496	353.599
06/15/2022 13:44:16	00:21:15.509	353.599
06/15/2022 13:44:17	00:21:16.510	353.599
06/15/2022 13:44:18	00:21:16.510	353.599
06/15/2022 13:44:18	00:21:16.666	353.718
06/15/2022 13:44:18	00:21:16.967	353.875
06/15/2022 13:44:19	00:21:17.880	353.757
06/15/2022 13:44:19	00:21:18.190	353.619
06/15/2022 13:44:19	00:21:18.494	353.737
06/15/2022 13:44:20	00:21:19.206	353.856
06/15/2022 13:44:21	00:21:20.218	353.974
06/15/2022 13:44:22	00:21:21.541	353.974
06/15/2022 13:44:23	00:21:21.541	353.974
06/15/2022 13:44:23	00:21:22.468	353.856
06/15/2022 13:44:24	00:21:23.280	353.974
06/15/2022 13:44:25	00:21:23.988	353.856
06/15/2022 13:44:26	00:21:25.311	353.974
06/15/2022 13:44:27	00:21:25.918	353.816
06/15/2022 13:44:27	00:21:26.440	353.935
06/15/2022 13:44:28	00:21:27.605	353.935
06/15/2022 13:44:29	00:21:27.605	353.935
06/15/2022 13:44:29	00:21:27.965	353.816
06/15/2022 13:44:29	00:21:28.271	353.954
06/15/2022 13:44:30	00:21:29.601	353.836
06/15/2022 13:44:31	00:21:30.210	353.974
06/15/2022 13:44:32	00:21:31.122	354.112
06/15/2022 13:44:33	00:21:31.734	353.974
06/15/2022 13:44:34	00:21:33.461	354.092
06/15/2022 13:44:35	00:21:34.643	354.092
06/15/2022 13:44:36	00:21:35.653	354.092
06/15/2022 13:44:37	00:21:36.670	354.092
06/15/2022 13:44:38	00:21:37.685	354.092
06/15/2022 13:44:39	00:21:37.685	354.092
06/15/2022 13:44:39	00:21:38.534	353.954
06/15/2022 13:44:40	00:21:38.942	354.112
06/15/2022 13:44:40	00:21:39.146	353.994
06/15/2022 13:44:41	00:21:39.754	354.112
06/15/2022 13:44:41	00:21:40.060	354.250
06/15/2022 13:44:41	00:21:40.366	354.132
06/15/2022 13:44:42	00:21:41.691	354.132
06/15/2022 13:44:43	00:21:41.691	354.132
06/15/2022 13:44:43	00:21:41.887	354.290
06/15/2022 13:44:44	00:21:43.699	354.290
06/15/2022 13:44:45	00:21:43.699	354.290
06/15/2022 13:44:45	00:21:43.723	354.171
06/15/2022 13:44:45	00:21:44.234	354.309
06/15/2022 13:44:46	00:21:45.656	354.151
06/15/2022 13:44:47	00:21:46.716	354.151
06/15/2022 13:44:48	00:21:47.716	354.151
06/15/2022 13:44:49	00:21:48.732	354.151
06/15/2022 13:44:50	00:21:49.744	354.151
06/15/2022 13:44:51	00:21:49.744	354.151
06/15/2022 13:44:51	00:21:50.529	354.033
06/15/2022 13:44:52	00:21:51.760	354.033
06/15/2022 13:44:53	00:21:51.760	354.033
06/15/2022 13:44:53	00:21:52.256	353.915
06/15/2022 13:44:53	00:21:52.664	354.033
06/15/2022 13:44:54	00:21:52.868	353.915
06/15/2022 13:44:55	00:21:54.765	353.915
06/15/2022 13:44:56	00:21:55.777	353.915
06/15/2022 13:44:57	00:21:55.777	353.915
06/15/2022 13:44:57	00:21:56.213	354.053
06/15/2022 13:44:58	00:21:56.826	353.915
06/15/2022 13:44:58	00:21:57.231	354.073
06/15/2022 13:44:58	00:21:57.431	353.935
06/15/2022 13:44:59	00:21:58.044	354.073
06/15/2022 13:45:00	00:21:59.807	354.073
06/15/2022 13:45:01	00:22:00.823	354.073
06/15/2022 13:45:02	00:22:00.823	354.073
06/15/2022 13:45:02	00:22:01.289	353.935
06/15/2022 13:45:03	00:22:02.707	354.073
06/15/2022 13:45:04	00:22:03.111	353.935
06/15/2022 13:45:05	00:22:04.839	353.935
06/15/2022 13:45:06	00:22:05.844	353.935
06/15/2022 13:45:07	00:22:06.859	353.935
06/15/2022 13:45:08	00:22:06.859	353.935
06/15/2022 13:45:08	00:22:07.269	354.053
06/15/2022 13:45:09	00:22:08.389	353.935
06/15/2022 13:45:09	00:22:08.691	353.797
06/15/2022 13:45:10	00:22:09.099	353.935
06/15/2022 13:45:11	00:22:10.892	353.935
06/15/2022 13:45:12	00:22:10.892	353.935
06/15/2022 13:45:12	00:22:10.928	354.053
06/15/2022 13:45:14	00:22:12.651	353.935
06/15/2022 13:45:15	00:22:12.955	354.073
06/15/2022 13:45:16	00:22:14.924	354.073
06/15/2022 13:45:17	00:22:15.934	354.073
06/15/2022 13:45:18	00:22:15.934	354.073
06/15/2022 13:45:18	00:22:16.613	354.191
06/15/2022 13:45:19	00:22:17.219	354.073
06/15/2022 13:45:19	00:22:17.730	354.211
06/15/2022 13:45:20	00:22:18.131	354.092
06/15/2022 13:45:20	00:22:18.741	354.211
06/15/2022 13:45:21	00:22:19.048	354.408
06/15/2022 13:45:21	00:22:19.251	354.526
06/15/2022 13:45:21	00:22:19.753	354.408
06/15/2022 13:45:22	00:22:20.871	354.290
06/15/2022 13:45:23	00:22:21.981	354.290
06/15/2022 13:45:24	00:22:21.981	354.290
06/15/2022 13:45:24	00:22:22.091	354.151
06/15/2022 13:45:25	00:22:23.993	354.151
06/15/2022 13:45:26	00:22:23.993	354.151
06/15/2022 13:45:26	00:22:24.221	354.309
06/15/2022 13:45:26	00:22:24.425	354.428
06/15/2022 13:45:27	00:22:26.010	354.428
06/15/2022 13:45:28	00:22:26.010	354.428
06/15/2022 13:45:28	00:22:26.151	354.546
06/15/2022 13:45:28	00:22:26.661	354.408
06/15/2022 13:45:29	00:22:28.026	354.408
06/15/2022 13:45:30	00:22:28.026	354.408
06/15/2022 13:45:30	00:22:28.489	354.270
06/15/2022 13:45:31	00:22:30.033	354.270
06/15/2022 13:45:32	00:22:31.032	354.270
06/15/2022 13:45:33	00:22:31.032	354.270
06/15/2022 13:45:33	00:22:31.127	354.526
06/15/2022 13:45:34	00:22:33.056	354.526
06/15/2022 13:45:35	00:22:33.056	354.526
06/15/2022 13:45:35	00:22:33.869	354.644
06/15/2022 13:45:36	00:22:34.481	354.763
06/15/2022 13:45:36	00:22:34.683	354.625
06/15/2022 13:45:36	00:22:34.985	354.743
06/15/2022 13:45:37	00:22:35.291	354.566
06/15/2022 13:45:38	00:22:36.307	354.684
06/15/2022 13:45:38	00:22:36.511	354.802
06/15/2022 13:45:39	00:22:38.073	354.802
06/15/2022 13:45:40	00:22:38.073	354.802
06/15/2022 13:45:40	00:22:38.849	354.664
06/15/2022 13:45:41	00:22:39.149	354.546
06/15/2022 13:45:41	00:22:39.659	354.684
06/15/2022 13:45:42	00:22:41.089	354.684
06/15/2022 13:45:43	00:22:41.089	354.684
06/15/2022 13:45:43	00:22:41.287	354.566
06/15/2022 13:45:43	00:22:41.693	354.684
06/15/2022 13:45:44	00:22:42.201	354.546
06/15/2022 13:45:44	00:22:42.912	354.684
06/15/2022 13:45:45	00:22:43.113	354.546
06/15/2022 13:45:45	00:22:43.519	354.723
06/15/2022 13:45:46	00:22:44.839	354.605
06/15/2022 13:45:47	00:22:45.654	354.467
06/15/2022 13:45:48	00:22:47.121	354.467
06/15/2022 13:45:49	00:22:48.123	354.467
06/15/2022 13:45:50	00:22:48.123	354.467
06/15/2022 13:45:50	00:22:49.101	354.309
06/15/2022 13:45:51	00:22:50.115	354.151
06/15/2022 13:45:52	00:22:51.144	354.151
06/15/2022 13:45:53	00:22:51.144	354.151
06/15/2022 13:45:53	00:22:51.336	354.033
06/15/2022 13:45:53	00:22:51.843	354.171
06/15/2022 13:45:54	00:22:52.756	354.053
06/15/2022 13:45:55	00:22:54.166	354.053
06/15/2022 13:45:56	00:22:54.166	354.053
06/15/2022 13:45:56	00:22:54.483	353.935
06/15/2022 13:45:57	00:22:55.699	353.797
06/15/2022 13:45:58	00:22:57.187	353.797
06/15/2022 13:45:59	00:22:57.187	353.797
06/15/2022 13:45:59	00:22:57.323	353.954
06/15/2022 13:45:59	00:22:57.527	353.836
06/15/2022 13:45:59	00:22:58.037	353.954
06/15/2022 13:46:00	00:22:58.340	353.836
06/15/2022 13:46:00	00:22:58.747	353.994
06/15/2022 13:46:00	00:22:59.155	353.875
06/15/2022 13:46:01	00:23:00.209	353.875
06/15/2022 13:46:02	00:23:00.209	353.875
06/15/2022 13:46:02	00:23:00.884	354.033
06/15/2022 13:46:03	00:23:02.219	354.033
06/15/2022 13:46:04	00:23:02.219	354.033
06/15/2022 13:46:04	00:23:03.009	354.171
06/15/2022 13:46:05	00:23:03.828	354.053
06/15/2022 13:46:06	00:23:04.335	354.191
06/15/2022 13:46:07	00:23:05.963	354.309
06/15/2022 13:46:08	00:23:06.878	354.428
06/15/2022 13:46:08	00:23:07.185	354.566
06/15/2022 13:46:09	00:23:08.277	354.566
06/15/2022 13:46:10	00:23:09.277	354.566
06/15/2022 13:46:11	00:23:09.277	354.566
06/15/2022 13:46:11	00:23:10.251	354.704
06/15/2022 13:46:12	00:23:11.283	354.704
06/15/2022 13:46:13	00:23:12.284	354.704
06/15/2022 13:46:14	00:23:13.292	354.704
06/15/2022 13:46:15	00:23:13.292	354.704
06/15/2022 13:46:15	00:23:14.008	354.585
06/15/2022 13:46:16	00:23:15.298	354.585
06/15/2022 13:46:17	00:23:15.298	354.585
06/15/2022 13:46:17	00:23:16.145	354.467
06/15/2022 13:46:18	00:23:17.299	354.467
06/15/2022 13:46:19	00:23:18.307	354.467
06/15/2022 13:46:20	00:23:18.307	354.467
06/15/2022 13:46:20	00:23:18.695	354.585
06/15/2022 13:46:21	00:23:20.115	354.467
06/15/2022 13:46:21	00:23:20.318	354.605
06/15/2022 13:46:22	00:23:21.326	354.605
06/15/2022 13:46:23	00:23:21.326	354.605
06/15/2022 13:46:23	00:23:21.435	354.723
06/15/2022 13:46:23	00:23:21.638	354.842
06/15/2022 13:46:24	00:23:23.058	354.723
06/15/2022 13:46:25	00:23:24.346	354.723
06/15/2022 13:46:26	00:23:24.346	354.723
06/15/2022 13:46:26	00:23:25.199	354.861
06/15/2022 13:46:27	00:23:25.505	354.743
06/15/2022 13:46:27	00:23:25.912	354.881
06/15/2022 13:46:28	00:23:27.332	354.723
06/15/2022 13:46:29	00:23:27.938	354.842
06/15/2022 13:46:30	00:23:29.362	354.704
06/15/2022 13:46:31	00:23:30.371	354.704
06/15/2022 13:46:32	00:23:31.372	354.704
06/15/2022 13:46:33	00:23:32.384	354.704
06/15/2022 13:46:34	00:23:32.384	354.704
06/15/2022 13:46:34	00:23:33.026	354.822
06/15/2022 13:46:35	00:23:34.250	354.704
06/15/2022 13:46:36	00:23:34.654	354.861
06/15/2022 13:46:36	00:23:35.267	354.743
06/15/2022 13:46:37	00:23:36.395	354.743
06/15/2022 13:46:38	00:23:36.395	354.743
06/15/2022 13:46:38	00:23:36.484	354.625
06/15/2022 13:46:39	00:23:37.906	354.487
06/15/2022 13:46:40	00:23:39.326	354.605
06/15/2022 13:46:41	00:23:39.834	354.467
06/15/2022 13:46:42	00:23:41.432	354.467
06/15/2022 13:46:43	00:23:42.433	354.467
06/15/2022 13:46:44	00:23:42.433	354.467
06/15/2022 13:46:44	00:23:42.772	354.585
06/15/2022 13:46:45	00:23:44.449	354.585
06/15/2022 13:46:46	00:23:44.449	354.585
06/15/2022 13:46:46	00:23:44.510	354.447
06/15/2022 13:46:46	00:23:45.426	354.566
06/15/2022 13:46:47	00:23:46.449	354.566
06/15/2022 13:46:48	00:23:47.464	354.566
06/15/2022 13:46:49	00:23:47.464	354.566
06/15/2022 13:46:49	00:23:47.760	354.447
06/15/2022 13:46:50	00:23:49.465	354.447
06/15/2022 13:46:51	00:23:50.469	354.447
06/15/2022 13:46:52	00:23:51.484	354.447
06/15/2022 13:46:53	00:23:51.484	354.447
06/15/2022 13:46:53	00:23:51.820	354.329
06/15/2022 13:46:53	00:23:52.127	354.447
06/15/2022 13:46:54	00:23:53.487	354.447
06/15/2022 13:46:55	00:23:53.487	354.447
06/15/2022 13:46:55	00:23:53.958	354.329
06/15/2022 13:46:56	00:23:55.510	354.329
06/15/2022 13:46:57	00:23:56.518	354.329
06/15/2022 13:46:58	00:23:56.518	354.329
06/15/2022 13:46:58	00:23:56.904	354.171
06/15/2022 13:46:58	00:23:57.312	354.290
06/15/2022 13:46:59	00:23:57.618	354.428
06/15/2022 13:46:59	00:23:58.129	354.546
06/15/2022 13:47:00	00:23:58.944	354.428
06/15/2022 13:47:00	00:23:59.448	354.566
06/15/2022 13:47:01	00:24:00.557	354.566
06/15/2022 13:47:02	00:24:00.557	354.566
06/15/2022 13:47:02	00:24:00.970	354.447
06/15/2022 13:47:02	00:24:01.480	354.566
06/15/2022 13:47:03	00:24:02.564	354.566
06/15/2022 13:47:04	00:24:02.564	354.566
06/15/2022 13:47:04	00:24:02.604	354.763
06/15/2022 13:47:05	00:24:04.232	354.901
06/15/2022 13:47:05	00:24:04.436	355.019
06/15/2022 13:47:06	00:24:05.576	355.019
06/15/2022 13:47:07	00:24:06.587	355.019
06/15/2022 13:47:08	00:24:06.587	355.019
06/15/2022 13:47:08	00:24:06.886	354.842
06/15/2022 13:47:08	00:24:07.495	354.980
06/15/2022 13:47:09	00:24:08.591	354.980
06/15/2022 13:47:10	00:24:08.591	354.980
06/15/2022 13:47:10	00:24:08.714	354.842
06/15/2022 13:47:10	00:24:09.220	354.960
06/15/2022 13:47:10	00:24:09.524	354.842
06/15/2022 13:47:11	00:24:10.603	354.842
06/15/2022 13:47:12	00:24:10.603	354.842
06/15/2022 13:47:12	00:24:11.152	354.960
06/15/2022 13:47:12	00:24:11.560	354.802
06/15/2022 13:47:13	00:24:12.472	354.921
06/15/2022 13:47:14	00:24:13.590	355.039
06/15/2022 13:47:15	00:24:13.798	355.157
06/15/2022 13:47:16	00:24:15.020	355.039
06/15/2022 13:47:17	00:24:16.634	355.039
06/15/2022 13:47:18	00:24:17.644	355.039
06/15/2022 13:47:19	00:24:17.644	355.039
06/15/2022 13:47:19	00:24:18.481	354.881
06/15/2022 13:47:20	00:24:19.602	354.743
06/15/2022 13:47:21	00:24:20.516	354.861
06/15/2022 13:47:22	00:24:21.683	354.861
06/15/2022 13:47:23	00:24:21.683	354.861
06/15/2022 13:47:23	00:24:21.834	354.723
06/15/2022 13:47:23	00:24:22.548	354.861
06/15/2022 13:47:24	00:24:23.258	354.743
06/15/2022 13:47:25	00:24:24.073	354.566
06/15/2022 13:47:25	00:24:24.477	354.684
06/15/2022 13:47:26	00:24:25.090	354.566
06/15/2022 13:47:26	00:24:25.497	354.428
06/15/2022 13:47:27	00:24:26.722	354.428
06/15/2022 13:47:28	00:24:27.731	354.428
06/15/2022 13:47:29	00:24:27.731	354.428
06/15/2022 13:47:29	00:24:28.339	354.546
06/15/2022 13:47:30	00:24:29.354	354.684
06/15/2022 13:47:31	00:24:29.859	354.487
06/15/2022 13:47:32	00:24:30.776	354.625
06/15/2022 13:47:33	00:24:32.503	354.822
06/15/2022 13:47:34	00:24:33.110	354.704
06/15/2022 13:47:35	00:24:34.640	354.566
06/15/2022 13:47:36	00:24:35.755	354.704
06/15/2022 13:47:37	00:24:36.164	354.546
06/15/2022 13:47:37	00:24:36.368	354.428
06/15/2022 13:47:38	00:24:37.278	354.546
06/15/2022 13:47:39	00:24:38.191	354.684
06/15/2022 13:47:39	00:24:38.495	354.566
06/15/2022 13:47:40	00:24:38.802	354.447
06/15/2022 13:47:40	00:24:39.511	354.566
06/15/2022 13:47:41	00:24:39.915	354.408
06/15/2022 13:47:42	00:24:41.810	354.408
06/15/2022 13:47:43	00:24:41.810	354.408
06/15/2022 13:47:43	00:24:42.054	354.290
06/15/2022 13:47:43	00:24:42.659	354.447
06/15/2022 13:47:44	00:24:43.823	354.447
06/15/2022 13:47:45	00:24:44.829	354.447
06/15/2022 13:47:46	00:24:45.842	354.447
06/15/2022 13:47:47	00:24:45.842	354.447
06/15/2022 13:47:47	00:24:46.325	354.605
06/15/2022 13:47:47	00:24:46.627	354.723
06/15/2022 13:47:48	00:24:47.856	354.723
06/15/2022 13:47:49	00:24:47.856	354.723
06/15/2022 13:47:49	00:24:48.049	354.842
06/15/2022 13:47:49	00:24:48.458	354.960
06/15/2022 13:47:50	00:24:49.778	355.078
06/15/2022 13:47:51	00:24:50.591	354.940
06/15/2022 13:47:52	00:24:51.870	354.940
06/15/2022 13:47:53	00:24:52.878	354.940
06/15/2022 13:47:54	00:24:53.879	354.940
06/15/2022 13:47:55	00:24:54.885	354.940
06/15/2022 13:47:56	00:24:54.885	354.940
06/15/2022 13:47:56	00:24:55.055	355.059
06/15/2022 13:47:56	00:24:55.769	354.940
06/15/2022 13:47:57	00:24:56.784	354.822
06/15/2022 13:47:59	00:24:57.291	354.684
06/15/2022 13:48:00	00:24:58.916	354.684
06/15/2022 13:48:01	00:24:58.916	354.684
06/15/2022 13:48:01	00:24:59.013	354.802
06/15/2022 13:48:02	00:25:00.924	354.802
06/15/2022 13:48:03	00:25:00.924	354.802
06/15/2022 13:48:03	00:25:01.549	354.684
06/15/2022 13:48:04	00:25:02.464	354.802
06/15/2022 13:48:05	00:25:03.949	354.802
06/15/2022 13:48:06	00:25:04.948	354.802
06/15/2022 13:48:07	00:25:05.956	354.802
06/15/2022 13:48:08	00:25:06.962	354.802
06/15/2022 13:48:09	00:25:06.962	354.802
06/15/2022 13:48:09	00:25:07.753	354.921
06/15/2022 13:48:10	00:25:08.981	354.921
06/15/2022 13:48:11	00:25:08.981	354.921
06/15/2022 13:48:11	00:25:09.591	355.039
06/15/2022 13:48:12	00:25:10.711	354.921
06/15/2022 13:48:13	00:25:11.323	355.039
06/15/2022 13:48:13	00:25:11.525	355.157
06/15/2022 13:48:14	00:25:12.035	355.019
06/15/2022 13:48:14	00:25:12.643	354.842
06/15/2022 13:48:14	00:25:12.949	354.980
06/15/2022 13:48:15	00:25:14.011	354.980
06/15/2022 13:48:16	00:25:14.011	354.980
06/15/2022 13:48:16	00:25:14.985	354.861
06/15/2022 13:48:17	00:25:15.895	354.999
06/15/2022 13:48:18	00:25:16.507	354.881
06/15/2022 13:48:19	00:25:18.041	354.881
06/15/2022 13:48:20	00:25:18.041	354.881
06/15/2022 13:48:20	00:25:18.537	354.999
06/15/2022 13:48:20	00:25:18.945	354.861
06/15/2022 13:48:21	00:25:19.865	354.980
06/15/2022 13:48:22	00:25:20.171	354.861
06/15/2022 13:48:22	00:25:20.881	354.980
06/15/2022 13:48:22	00:25:20.981	354.842
06/15/2022 13:48:23	00:25:22.078	354.842
06/15/2022 13:48:24	00:25:22.078	354.842
06/15/2022 13:48:24	00:25:22.301	354.960
06/15/2022 13:48:25	00:25:23.519	354.802
06/15/2022 13:48:26	00:25:24.431	354.684
06/15/2022 13:48:27	00:25:25.141	354.802
06/15/2022 13:48:28	00:25:27.071	354.684
06/15/2022 13:48:29	00:25:27.275	354.802
06/15/2022 13:48:29	00:25:27.883	354.684
06/15/2022 13:48:30	00:25:28.185	354.802
06/15/2022 13:48:30	00:25:28.593	354.585
06/15/2022 13:48:30	00:25:28.801	354.467
06/15/2022 13:48:30	00:25:29.106	354.625
06/15/2022 13:48:31	00:25:29.307	354.743
06/15/2022 13:48:31	00:25:29.611	354.605
06/15/2022 13:48:32	00:25:30.223	354.763
06/15/2022 13:48:33	00:25:32.141	354.763
06/15/2022 13:48:34	00:25:32.141	354.763
06/15/2022 13:48:34	00:25:32.245	354.644
06/15/2022 13:48:34	00:25:32.653	354.763
06/15/2022 13:48:35	00:25:34.152	354.763
06/15/2022 13:48:36	00:25:35.157	354.763
06/15/2022 13:48:37	00:25:35.157	354.763
06/15/2022 13:48:37	00:25:35.501	354.605
06/15/2022 13:48:37	00:25:35.909	354.723
06/15/2022 13:48:38	00:25:37.175	354.723
06/15/2022 13:48:39	00:25:38.182	354.723
06/15/2022 13:48:40	00:25:39.183	354.723
06/15/2022 13:48:41	00:25:40.197	354.723
06/15/2022 13:48:42	00:25:40.197	354.723
06/15/2022 13:48:42	00:25:41.189	354.546
06/15/2022 13:48:43	00:25:42.200	354.546
06/15/2022 13:48:44	00:25:42.200	354.546
06/15/2022 13:48:44	00:25:42.209	354.664
06/15/2022 13:48:44	00:25:42.413	354.783
06/15/2022 13:48:44	00:25:42.617	354.664
06/15/2022 13:48:45	00:25:44.213	354.664
06/15/2022 13:48:46	00:25:44.213	354.664
06/15/2022 13:48:46	00:25:44.548	354.802
06/15/2022 13:48:47	00:25:46.230	354.802
06/15/2022 13:48:48	00:25:47.245	354.802
06/15/2022 13:48:49	00:25:47.245	354.802
06/15/2022 13:48:49	00:25:47.487	354.921
06/15/2022 13:48:50	00:25:49.246	354.921
06/15/2022 13:48:51	00:25:49.246	354.921
06/15/2022 13:48:51	00:25:49.323	355.039
06/15/2022 13:48:52	00:25:51.260	355.039
06/15/2022 13:48:53	00:25:52.266	355.039
06/15/2022 13:48:54	00:25:53.281	355.039
06/15/2022 13:48:55	00:25:54.290	355.039
06/15/2022 13:48:56	00:25:54.290	355.039
06/15/2022 13:48:56	00:25:54.601	354.921
06/15/2022 13:48:56	00:25:55.023	355.039
06/15/2022 13:48:57	00:25:55.632	354.921
06/15/2022 13:48:57	00:25:55.937	355.059
06/15/2022 13:48:58	00:25:57.297	355.059
06/15/2022 13:48:59	00:25:58.312	355.059
06/15/2022 13:49:00	00:25:59.318	355.059
06/15/2022 13:49:01	00:25:59.318	355.059
06/15/2022 13:49:01	00:25:59.704	354.940
06/15/2022 13:49:02	00:26:00.721	355.118
06/15/2022 13:49:03	00:26:01.631	354.999
06/15/2022 13:49:04	00:26:03.353	354.999
06/15/2022 13:49:05	00:26:04.361	354.999
06/15/2022 13:49:06	00:26:05.369	354.999
06/15/2022 13:49:07	00:26:06.374	354.999
06/15/2022 13:49:08	00:26:07.376	354.999
06/15/2022 13:49:09	00:26:07.376	354.999
06/15/2022 13:49:09	00:26:07.425	355.118
06/15/2022 13:49:09	00:26:07.833	354.999
06/15/2022 13:49:10	00:26:09.385	354.999
06/15/2022 13:49:11	00:26:10.392	354.999
06/15/2022 13:49:12	00:26:11.405	354.999
06/15/2022 13:49:13	00:26:11.405	354.999
06/15/2022 13:49:13	00:26:11.591	354.861
06/15/2022 13:49:13	00:26:11.897	355.019
06/15/2022 13:49:13	00:26:12.098	354.842
06/15/2022 13:49:13	00:26:12.298	354.684
06/15/2022 13:49:14	00:26:13.417	354.684
06/15/2022 13:49:15	00:26:13.417	354.684
06/15/2022 13:49:15	00:26:13.821	354.802
06/15/2022 13:49:16	00:26:15.434	354.802
06/15/2022 13:49:17	00:26:16.448	354.802
06/15/2022 13:49:18	00:26:17.448	354.802
06/15/2022 13:49:19	00:26:18.458	354.802
06/15/2022 13:49:20	00:26:19.470	354.802
06/15/2022 13:49:21	00:26:20.471	354.802
06/15/2022 13:49:22	00:26:20.471	354.802
06/15/2022 13:49:22	00:26:21.343	354.684
06/15/2022 13:49:23	00:26:22.477	354.684
06/15/2022 13:49:24	00:26:22.477	354.684
06/15/2022 13:49:24	00:26:22.564	354.802
06/15/2022 13:49:24	00:26:23.174	354.644
06/15/2022 13:49:25	00:26:23.580	354.506
06/15/2022 13:49:26	00:26:24.598	354.644
06/15/2022 13:49:26	00:26:25.312	354.802
06/15/2022 13:49:27	00:26:26.494	354.802
06/15/2022 13:49:28	00:26:26.494	354.802
06/15/2022 13:49:28	00:26:26.837	354.644
06/15/2022 13:49:29	00:26:27.748	354.526
06/15/2022 13:49:30	00:26:28.766	354.664
06/15/2022 13:49:31	00:26:30.392	354.783
06/15/2022 13:49:32	00:26:31.209	354.644
06/15/2022 13:49:32	00:26:31.514	354.763
06/15/2022 13:49:33	00:26:32.531	354.763
06/15/2022 13:49:34	00:26:32.531	354.763
06/15/2022 13:49:34	00:26:32.934	354.625
06/15/2022 13:49:35	00:26:33.854	354.743
06/15/2022 13:49:35	00:26:34.262	354.861
06/15/2022 13:49:36	00:26:35.176	354.723
06/15/2022 13:49:37	00:26:36.551	354.723
06/15/2022 13:49:38	00:26:37.560	354.723
06/15/2022 13:49:39	00:26:38.562	354.723
06/15/2022 13:49:40	00:26:38.562	354.723
06/15/2022 13:49:40	00:26:39.144	354.585
06/15/2022 13:49:41	00:26:40.056	354.723
06/15/2022 13:49:42	00:26:40.668	354.842
06/15/2022 13:49:43	00:26:42.396	354.723
06/15/2022 13:49:44	00:26:43.206	354.861
06/15/2022 13:49:45	00:26:44.622	354.861
06/15/2022 13:49:46	00:26:44.622	354.861
06/15/2022 13:49:46	00:26:45.249	354.980
06/15/2022 13:49:47	00:26:46.636	354.980
06/15/2022 13:49:48	00:26:47.642	354.980
06/15/2022 13:49:49	00:26:48.656	354.980
06/15/2022 13:49:50	00:26:48.656	354.980
06/15/2022 13:49:50	00:26:49.520	354.861
06/15/2022 13:49:51	00:26:50.432	354.980
06/15/2022 13:49:52	00:26:50.840	354.861
06/15/2022 13:49:52	00:26:51.656	354.980
06/15/2022 13:49:53	00:26:51.860	355.098
06/15/2022 13:49:53	00:26:52.470	354.980
06/15/2022 13:49:54	00:26:53.684	354.980
06/15/2022 13:49:55	00:26:54.687	354.980
06/15/2022 13:49:56	00:26:55.698	354.980
06/15/2022 13:49:57	00:26:56.703	354.980
06/15/2022 13:49:58	00:26:56.703	354.980
06/15/2022 13:49:58	00:26:57.246	354.861
06/15/2022 13:49:59	00:26:58.464	354.743
06/15/2022 13:50:00	00:26:58.872	354.901
06/15/2022 13:50:00	00:26:59.075	354.783
06/15/2022 13:50:01	00:26:59.886	354.901
06/15/2022 13:50:01	00:27:00.294	354.783
06/15/2022 13:50:02	00:27:01.734	354.783
06/15/2022 13:50:03	00:27:02.737	354.783
06/15/2022 13:50:04	00:27:02.737	354.783
06/15/2022 13:50:04	00:27:03.044	354.664
06/15/2022 13:50:05	00:27:04.675	354.546
06/15/2022 13:50:06	00:27:05.753	354.546
06/15/2022 13:50:07	00:27:05.753	354.546
06/15/2022 13:50:07	00:27:06.097	354.428
06/15/2022 13:50:08	00:27:07.764	354.428
06/15/2022 13:50:09	00:27:07.764	354.428
06/15/2022 13:50:09	00:27:08.332	354.309
06/15/2022 13:50:10	00:27:09.144	354.428
06/15/2022 13:50:11	00:27:10.064	354.546
06/15/2022 13:50:12	00:27:10.874	354.408
06/15/2022 13:50:12	00:27:11.787	354.290
06/15/2022 13:50:13	00:27:12.807	354.290
06/15/2022 13:50:14	00:27:13.808	354.290
06/15/2022 13:50:15	00:27:13.808	354.290
06/15/2022 13:50:15	00:27:14.332	354.408
06/15/2022 13:50:16	00:27:15.248	354.290
06/15/2022 13:50:17	00:27:16.829	354.290
06/15/2022 13:50:18	00:27:16.829	354.290
06/15/2022 13:50:18	00:27:17.383	354.171
06/15/2022 13:50:19	00:27:18.838	354.171
06/15/2022 13:50:20	00:27:19.845	354.171
06/15/2022 13:50:21	00:27:19.845	354.171
06/15/2022 13:50:21	00:27:20.227	354.053
06/15/2022 13:50:21	00:27:20.634	354.211
06/15/2022 13:50:22	00:27:21.858	354.211
06/15/2022 13:50:23	00:27:21.858	354.211
06/15/2022 13:50:23	00:27:22.666	354.349
06/15/2022 13:50:24	00:27:23.871	354.349
06/15/2022 13:50:25	00:27:23.871	354.349
06/15/2022 13:50:25	00:27:24.397	354.546
06/15/2022 13:50:26	00:27:25.890	354.546
06/15/2022 13:50:27	00:27:25.890	354.546
06/15/2022 13:50:27	00:27:26.029	354.664
06/15/2022 13:50:27	00:27:26.540	354.506
06/15/2022 13:50:27	00:27:26.850	354.625
06/15/2022 13:50:28	00:27:27.051	354.743
06/15/2022 13:50:28	00:27:27.762	354.566
06/15/2022 13:50:30	00:27:28.373	354.723
06/15/2022 13:50:31	00:27:29.490	354.585
06/15/2022 13:50:32	00:27:30.810	354.447
