Local Date/Time	Relative Time	pump-b:speed [µL/min]
06/15/2022 13:35:27	00:12:26.036	0.020
06/15/2022 13:35:27	00:12:26.138	0.999
06/15/2022 13:35:27	00:12:26.240	1.550
06/15/2022 13:35:27	00:12:26.342	2.147
06/15/2022 13:35:27	00:12:26.444	1.414
06/15/2022 13:35:28	00:12:26.546	2.621
06/15/2022 13:35:28	00:12:26.648	-0.430
06/15/2022 13:35:28	00:12:26.750	0.953
06/15/2022 13:35:28	00:12:26.851	1.919
06/15/2022 13:35:28	00:12:26.952	2.107
06/15/2022 13:35:28	00:12:27.052	2.993
06/15/2022 13:35:28	00:12:27.152	-2.076
06/15/2022 13:35:28	00:12:27.254	2.120
06/15/2022 13:35:28	00:12:27.356	-0.681
06/15/2022 13:35:28	00:12:27.458	0.946
06/15/2022 13:35:29	00:12:27.560	1.351
06/15/2022 13:35:29	00:12:27.662	0.886
06/15/2022 13:35:29	00:12:27.764	2.996
06/15/2022 13:35:29	00:12:27.866	3.525
06/15/2022 13:35:29	00:12:27.968	0.673
06/15/2022 13:35:29	00:12:28.070	1.133
06/15/2022 13:35:29	00:12:28.172	0.585
06/15/2022 13:35:29	00:12:28.274	1.704
06/15/2022 13:35:29	00:12:28.374	1.326
06/15/2022 13:35:29	00:12:28.474	2.777
06/15/2022 13:35:30	00:12:28.574	1.931
06/15/2022 13:35:30	00:12:28.676	-0.206
06/15/2022 13:35:30	00:12:28.778	0.395
06/15/2022 13:35:30	00:12:28.880	0.839
06/15/2022 13:35:30	00:12:28.982	-0.418
06/15/2022 13:35:30	00:12:29.084	-0.163
06/15/2022 13:35:30	00:12:29.186	-3.381
06/15/2022 13:35:30	00:12:29.288	1.175
06/15/2022 13:35:30	00:12:29.390	0.268
06/15/2022 13:35:31	00:12:29.491	-1.327
06/15/2022 13:35:31	00:12:29.594	2.257
06/15/2022 13:35:31	00:12:29.694	2.202
06/15/2022 13:35:31	00:12:29.794	0.919
06/15/2022 13:35:31	00:12:29.894	1.820
06/15/2022 13:35:31	00:12:29.996	-0.396
06/15/2022 13:35:31	00:12:30.098	-2.052
06/15/2022 13:35:31	00:12:30.200	1.086
06/15/2022 13:35:31	00:12:30.302	2.284
06/15/2022 13:35:31	00:12:30.404	6.388
06/15/2022 13:35:32	00:12:30.506	2.775
06/15/2022 13:35:32	00:12:30.608	5.100
06/15/2022 13:35:32	00:12:30.710	3.518
06/15/2022 13:35:32	00:12:30.812	0.208
06/15/2022 13:35:32	00:12:30.914	2.335
06/15/2022 13:35:32	00:12:31.014	1.669
06/15/2022 13:35:32	00:12:31.114	1.907
06/15/2022 13:35:32	00:12:31.214	-1.200
06/15/2022 13:35:32	00:12:31.314	4.182
06/15/2022 13:35:32	00:12:31.416	3.615
06/15/2022 13:35:33	00:12:31.518	0.771
06/15/2022 13:35:33	00:12:31.620	-0.932
06/15/2022 13:35:33	00:12:31.722	-0.785
06/15/2022 13:35:33	00:12:31.824	1.893
06/15/2022 13:35:33	00:12:31.926	0.205
06/15/2022 13:35:33	00:12:32.028	0.644
06/15/2022 13:35:33	00:12:32.130	4.553
06/15/2022 13:35:33	00:12:32.231	3.384
06/15/2022 13:35:33	00:12:32.332	3.262
06/15/2022 13:35:33	00:12:32.432	3.736
06/15/2022 13:35:34	00:12:32.532	2.938
06/15/2022 13:35:34	00:12:32.632	3.880
06/15/2022 13:35:34	00:12:32.732	4.289
06/15/2022 13:35:34	00:12:32.834	0.096
06/15/2022 13:35:34	00:12:32.936	1.526
06/15/2022 13:35:34	00:12:33.038	5.500
06/15/2022 13:35:34	00:12:33.140	1.895
06/15/2022 13:35:34	00:12:33.242	0.682
06/15/2022 13:35:34	00:12:33.344	4.179
06/15/2022 13:35:34	00:12:33.446	0.947
06/15/2022 13:35:35	00:12:33.548	-0.271
06/15/2022 13:35:35	00:12:33.650	2.006
06/15/2022 13:35:35	00:12:33.750	-0.409
06/15/2022 13:35:35	00:12:33.850	1.228
06/15/2022 13:35:35	00:12:33.950	2.495
06/15/2022 13:35:35	00:12:34.052	2.944
06/15/2022 13:35:35	00:12:34.154	1.438
06/15/2022 13:35:35	00:12:34.256	0.257
06/15/2022 13:35:35	00:12:34.358	-0.108
06/15/2022 13:35:35	00:12:34.460	6.157
06/15/2022 13:35:36	00:12:34.562	1.996
06/15/2022 13:35:36	00:12:34.664	4.733
06/15/2022 13:35:36	00:12:34.766	2.978
06/15/2022 13:35:36	00:12:34.867	0.330
06/15/2022 13:35:36	00:12:34.970	-0.050
06/15/2022 13:35:36	00:12:35.072	-0.223
06/15/2022 13:35:36	00:12:35.172	1.857
06/15/2022 13:35:36	00:12:35.272	2.478
06/15/2022 13:35:36	00:12:35.372	0.712
06/15/2022 13:35:36	00:12:35.474	4.489
06/15/2022 13:35:37	00:12:35.576	5.588
06/15/2022 13:35:37	00:12:35.678	1.851
06/15/2022 13:35:37	00:12:35.780	3.178
06/15/2022 13:35:37	00:12:35.882	0.702
06/15/2022 13:35:37	00:12:35.984	-2.049
06/15/2022 13:35:37	00:12:36.086	1.575
06/15/2022 13:35:37	00:12:36.188	2.403
06/15/2022 13:35:37	00:12:36.289	0.822
06/15/2022 13:35:37	00:12:36.391	1.631
06/15/2022 13:35:37	00:12:36.492	1.910
06/15/2022 13:35:38	00:12:36.592	1.579
06/15/2022 13:35:38	00:12:36.692	2.849
06/15/2022 13:35:38	00:12:36.792	-0.563
06/15/2022 13:35:38	00:12:36.894	1.899
06/15/2022 13:35:38	00:12:36.998	2.985
06/15/2022 13:35:38	00:12:37.100	0.032
06/15/2022 13:35:38	00:12:37.202	2.152
06/15/2022 13:35:38	00:12:37.304	1.557
06/15/2022 13:35:38	00:12:37.406	2.265
06/15/2022 13:35:38	00:12:37.508	2.504
06/15/2022 13:35:39	00:12:37.609	3.346
06/15/2022 13:35:39	00:12:37.711	0.893
06/15/2022 13:35:39	00:12:37.813	3.445
06/15/2022 13:35:39	00:12:37.914	2.029
06/15/2022 13:35:39	00:12:38.014	1.656
06/15/2022 13:35:39	00:12:38.114	3.708
06/15/2022 13:35:39	00:12:38.214	2.155
06/15/2022 13:35:39	00:12:38.316	1.007
06/15/2022 13:35:39	00:12:38.418	3.990
06/15/2022 13:35:39	00:12:38.520	1.521
06/15/2022 13:35:40	00:12:38.622	-1.981
06/15/2022 13:35:40	00:12:38.724	3.218
06/15/2022 13:35:40	00:12:38.826	0.928
06/15/2022 13:35:40	00:12:38.928	1.731
06/15/2022 13:35:40	00:12:39.029	5.790
06/15/2022 13:35:40	00:12:39.131	3.439
06/15/2022 13:35:40	00:12:39.231	3.281
06/15/2022 13:35:40	00:12:39.332	1.941
06/15/2022 13:35:40	00:12:39.432	1.688
06/15/2022 13:35:40	00:12:39.532	-1.321
06/15/2022 13:35:41	00:12:39.634	-1.145
06/15/2022 13:35:41	00:12:39.736	0.685
06/15/2022 13:35:41	00:12:39.838	0.597
06/15/2022 13:35:41	00:12:39.940	0.527
06/15/2022 13:35:41	00:12:40.042	0.113
06/15/2022 13:35:41	00:12:40.144	3.299
06/15/2022 13:35:41	00:12:40.246	2.662
06/15/2022 13:35:41	00:12:40.348	5.461
06/15/2022 13:35:41	00:12:40.450	3.007
06/15/2022 13:35:42	00:12:40.551	4.679
06/15/2022 13:35:42	00:12:40.651	1.434
06/15/2022 13:35:42	00:12:40.752	3.578
06/15/2022 13:35:42	00:12:40.852	1.548
06/15/2022 13:35:42	00:12:40.952	2.068
06/15/2022 13:35:42	00:12:41.054	4.018
06/15/2022 13:35:42	00:12:41.156	1.130
06/15/2022 13:35:42	00:12:41.258	4.300
06/15/2022 13:35:42	00:12:41.360	0.163
06/15/2022 13:35:42	00:12:41.462	1.276
06/15/2022 13:35:43	00:12:41.564	3.775
06/15/2022 13:35:43	00:12:41.670	1.942
06/15/2022 13:35:43	00:12:41.772	1.975
06/15/2022 13:35:43	00:12:41.873	3.049
06/15/2022 13:35:43	00:12:41.973	3.247
06/15/2022 13:35:43	00:12:42.074	2.044
06/15/2022 13:35:43	00:12:42.176	2.143
06/15/2022 13:35:43	00:12:42.276	3.763
06/15/2022 13:35:43	00:12:42.376	0.043
06/15/2022 13:35:43	00:12:42.478	2.203
06/15/2022 13:35:44	00:12:42.580	0.104
06/15/2022 13:35:44	00:12:42.682	0.201
06/15/2022 13:35:44	00:12:42.784	2.466
06/15/2022 13:35:44	00:12:42.886	2.675
06/15/2022 13:35:44	00:12:42.988	1.401
06/15/2022 13:35:44	00:12:43.090	4.444
06/15/2022 13:35:44	00:12:43.192	1.932
06/15/2022 13:35:44	00:12:43.294	2.730
06/15/2022 13:35:44	00:12:43.395	1.211
06/15/2022 13:35:44	00:12:43.496	2.924
06/15/2022 13:35:45	00:12:43.596	2.714
06/15/2022 13:35:45	00:12:43.696	1.433
06/15/2022 13:35:45	00:12:43.798	1.906
06/15/2022 13:35:45	00:12:43.900	-0.063
06/15/2022 13:35:45	00:12:44.002	0.399
06/15/2022 13:35:45	00:12:44.104	4.137
06/15/2022 13:35:45	00:12:44.206	0.672
06/15/2022 13:35:45	00:12:44.308	-0.990
06/15/2022 13:35:45	00:12:44.410	1.879
06/15/2022 13:35:45	00:12:44.512	3.874
06/15/2022 13:35:46	00:12:44.614	4.761
06/15/2022 13:35:46	00:12:44.715	4.468
06/15/2022 13:35:46	00:12:44.815	0.314
06/15/2022 13:35:46	00:12:44.916	2.581
06/15/2022 13:35:46	00:12:45.016	1.691
06/15/2022 13:35:46	00:12:45.116	0.835
06/15/2022 13:35:46	00:12:45.218	4.568
06/15/2022 13:35:46	00:12:45.320	0.245
06/15/2022 13:35:46	00:12:45.422	0.467
06/15/2022 13:35:46	00:12:45.524	3.406
06/15/2022 13:35:47	00:12:45.626	2.533
06/15/2022 13:35:47	00:12:45.728	0.926
06/15/2022 13:35:47	00:12:45.830	1.140
06/15/2022 13:35:47	00:12:45.932	0.712
06/15/2022 13:35:47	00:12:46.033	3.526
06/15/2022 13:35:47	00:12:46.133	2.803
06/15/2022 13:35:47	00:12:46.233	3.831
06/15/2022 13:35:47	00:12:46.335	0.104
06/15/2022 13:35:47	00:12:46.438	2.542
06/15/2022 13:35:47	00:12:46.538	-1.275
06/15/2022 13:35:48	00:12:46.640	2.038
06/15/2022 13:35:48	00:12:46.742	0.689
06/15/2022 13:35:48	00:12:46.844	2.770
06/15/2022 13:35:48	00:12:46.946	3.177
06/15/2022 13:35:48	00:12:47.048	1.246
06/15/2022 13:35:48	00:12:47.150	6.750
06/15/2022 13:35:48	00:12:47.252	2.678
06/15/2022 13:35:48	00:12:47.354	2.070
06/15/2022 13:35:48	00:12:47.455	1.011
06/15/2022 13:35:48	00:12:47.557	1.968
06/15/2022 13:35:49	00:12:47.657	-2.213
06/15/2022 13:35:49	00:12:47.758	1.305
06/15/2022 13:35:49	00:12:47.858	4.221
06/15/2022 13:35:49	00:12:47.960	1.623
06/15/2022 13:35:49	00:12:48.062	2.439
06/15/2022 13:35:49	00:12:48.164	0.839
06/15/2022 13:35:49	00:12:48.266	4.503
06/15/2022 13:35:49	00:12:48.368	3.129
06/15/2022 13:35:49	00:12:48.470	0.787
06/15/2022 13:35:50	00:12:48.572	1.220
06/15/2022 13:35:50	00:12:48.674	1.524
06/15/2022 13:35:50	00:12:48.775	1.744
06/15/2022 13:35:50	00:12:48.877	1.326
06/15/2022 13:35:50	00:12:48.977	1.516
06/15/2022 13:35:50	00:12:49.077	2.868
06/15/2022 13:35:50	00:12:49.178	2.080
06/15/2022 13:35:50	00:12:49.278	0.569
06/15/2022 13:35:50	00:12:49.380	2.533
06/15/2022 13:35:50	00:12:49.482	4.984
06/15/2022 13:35:51	00:12:49.584	1.749
06/15/2022 13:35:51	00:12:49.686	-0.347
06/15/2022 13:35:51	00:12:49.788	1.948
06/15/2022 13:35:51	00:12:49.890	3.221
06/15/2022 13:35:51	00:12:49.992	0.077
06/15/2022 13:35:51	00:12:50.094	1.389
06/15/2022 13:35:51	00:12:50.200	3.781
06/15/2022 13:35:51	00:12:50.301	5.817
06/15/2022 13:35:51	00:12:50.401	4.921
06/15/2022 13:35:51	00:12:50.501	5.112
06/15/2022 13:35:52	00:12:50.602	-0.196
06/15/2022 13:35:52	00:12:50.704	2.129
06/15/2022 13:35:52	00:12:50.806	-0.309
06/15/2022 13:35:52	00:12:50.908	-0.642
06/15/2022 13:35:52	00:12:51.010	-2.529
06/15/2022 13:35:52	00:12:51.112	-0.382
06/15/2022 13:35:52	00:12:51.214	1.590
06/15/2022 13:35:52	00:12:51.316	0.439
06/15/2022 13:35:52	00:12:51.418	3.706
06/15/2022 13:35:52	00:12:51.520	3.023
06/15/2022 13:35:53	00:12:51.621	0.964
06/15/2022 13:35:53	00:12:51.721	0.872
06/15/2022 13:35:53	00:12:51.821	2.759
06/15/2022 13:35:53	00:12:51.921	4.524
06/15/2022 13:35:53	00:12:52.022	1.687
06/15/2022 13:35:53	00:12:52.122	4.245
06/15/2022 13:35:53	00:12:52.224	3.753
06/15/2022 13:35:53	00:12:52.326	2.871
06/15/2022 13:35:53	00:12:52.428	2.879
06/15/2022 13:35:53	00:12:52.530	2.642
06/15/2022 13:35:54	00:12:52.632	4.032
06/15/2022 13:35:54	00:12:52.734	1.252
06/15/2022 13:35:54	00:12:52.836	2.389
06/15/2022 13:35:54	00:12:52.938	-0.250
06/15/2022 13:35:54	00:12:53.039	0.127
06/15/2022 13:35:54	00:12:53.139	0.728
06/15/2022 13:35:54	00:12:53.239	5.225
06/15/2022 13:35:54	00:12:53.339	1.805
06/15/2022 13:35:54	00:12:53.440	-0.404
06/15/2022 13:35:54	00:12:53.542	3.322
06/15/2022 13:35:55	00:12:53.644	0.240
06/15/2022 13:35:55	00:12:53.746	2.541
06/15/2022 13:35:55	00:12:53.848	1.278
06/15/2022 13:35:55	00:12:53.950	-1.723
06/15/2022 13:35:55	00:12:54.052	0.728
06/15/2022 13:35:55	00:12:54.154	-0.546
06/15/2022 13:35:55	00:12:54.256	-0.450
06/15/2022 13:35:55	00:12:54.357	1.288
06/15/2022 13:35:55	00:12:54.459	-0.180
06/15/2022 13:35:55	00:12:54.559	2.485
06/15/2022 13:35:56	00:12:54.659	5.267
06/15/2022 13:35:56	00:12:54.759	1.540
06/15/2022 13:35:56	00:12:54.860	2.960
06/15/2022 13:35:56	00:12:54.962	2.993
06/15/2022 13:35:56	00:12:55.064	0.239
06/15/2022 13:35:56	00:12:55.166	-0.632
06/15/2022 13:35:56	00:12:55.268	-1.383
06/15/2022 13:35:56	00:12:55.370	1.489
06/15/2022 13:35:56	00:12:55.472	-1.421
06/15/2022 13:35:56	00:12:55.574	-0.350
06/15/2022 13:35:57	00:12:55.676	0.389
06/15/2022 13:35:57	00:12:55.778	0.064
06/15/2022 13:35:57	00:12:55.879	-0.943
06/15/2022 13:35:57	00:12:55.981	3.029
06/15/2022 13:35:57	00:12:56.081	1.559
06/15/2022 13:35:57	00:12:56.181	2.411
06/15/2022 13:35:57	00:12:56.284	1.749
06/15/2022 13:35:57	00:12:56.386	0.372
06/15/2022 13:35:57	00:12:56.488	1.630
06/15/2022 13:35:57	00:12:56.590	1.894
06/15/2022 13:35:58	00:12:56.692	1.650
06/15/2022 13:35:58	00:12:56.794	1.499
06/15/2022 13:35:58	00:12:56.896	2.599
06/15/2022 13:35:58	00:12:56.998	1.658
06/15/2022 13:35:58	00:12:57.100	0.321
06/15/2022 13:35:58	00:12:57.208	2.443
06/15/2022 13:35:58	00:12:57.309	3.868
06/15/2022 13:35:58	00:12:57.410	2.635
06/15/2022 13:35:58	00:12:57.511	-0.324
06/15/2022 13:35:58	00:12:57.614	0.870
06/15/2022 13:35:59	00:12:57.716	1.978
06/15/2022 13:35:59	00:12:57.818	-0.335
06/15/2022 13:35:59	00:12:57.920	3.115
06/15/2022 13:35:59	00:12:58.022	1.559
06/15/2022 13:35:59	00:12:58.124	-1.415
06/15/2022 13:35:59	00:12:58.226	-0.526
06/15/2022 13:35:59	00:12:58.328	3.096
06/15/2022 13:35:59	00:12:58.429	0.762
06/15/2022 13:35:59	00:12:58.531	0.108
06/15/2022 13:35:59	00:12:58.632	1.802
06/15/2022 13:36:00	00:12:58.733	-2.695
06/15/2022 13:36:00	00:12:58.833	0.542
06/15/2022 13:36:00	00:12:58.933	-1.080
06/15/2022 13:36:00	00:12:59.036	-1.679
06/15/2022 13:36:00	00:12:59.138	-0.408
06/15/2022 13:36:00	00:12:59.240	1.930
06/15/2022 13:36:00	00:12:59.342	0.960
06/15/2022 13:36:00	00:12:59.444	2.063
06/15/2022 13:36:00	00:12:59.546	-0.337
06/15/2022 13:36:01	00:12:59.648	-0.471
06/15/2022 13:36:01	00:12:59.750	2.484
06/15/2022 13:36:01	00:12:59.852	3.577
06/15/2022 13:36:01	00:12:59.953	2.648
06/15/2022 13:36:01	00:13:00.053	4.922
06/15/2022 13:36:01	00:13:00.153	1.614
06/15/2022 13:36:01	00:13:00.254	2.357
06/15/2022 13:36:01	00:13:00.355	1.149
06/15/2022 13:36:01	00:13:00.458	1.013
06/15/2022 13:36:01	00:13:00.560	-1.155
06/15/2022 13:36:02	00:13:00.662	-2.296
06/15/2022 13:36:02	00:13:00.764	1.226
06/15/2022 13:36:02	00:13:00.866	2.713
06/15/2022 13:36:02	00:13:00.968	3.566
06/15/2022 13:36:02	00:13:01.070	0.253
06/15/2022 13:36:02	00:13:01.172	0.028
06/15/2022 13:36:02	00:13:01.273	-0.385
06/15/2022 13:36:02	00:13:01.375	-2.342
06/15/2022 13:36:02	00:13:01.475	4.469
06/15/2022 13:36:02	00:13:01.575	4.527
06/15/2022 13:36:03	00:13:01.675	-0.134
06/15/2022 13:36:03	00:13:01.775	1.098
06/15/2022 13:36:03	00:13:01.878	2.144
06/15/2022 13:36:03	00:13:01.980	0.919
06/15/2022 13:36:03	00:13:02.082	0.338
06/15/2022 13:36:03	00:13:02.184	3.264
06/15/2022 13:36:03	00:13:02.286	-0.026
06/15/2022 13:36:03	00:13:02.388	-0.941
06/15/2022 13:36:03	00:13:02.490	2.305
06/15/2022 13:36:03	00:13:02.592	3.469
06/15/2022 13:36:04	00:13:02.693	1.123
06/15/2022 13:36:04	00:13:02.793	3.576
06/15/2022 13:36:04	00:13:02.893	-0.129
06/15/2022 13:36:04	00:13:02.993	0.962
06/15/2022 13:36:04	00:13:03.093	-0.345
06/15/2022 13:36:04	00:13:03.195	-0.769
06/15/2022 13:36:04	00:13:03.298	-2.528
06/15/2022 13:36:04	00:13:03.400	2.245
06/15/2022 13:36:04	00:13:03.502	-0.455
06/15/2022 13:36:04	00:13:03.604	2.464
06/15/2022 13:36:05	00:13:03.706	4.470
06/15/2022 13:36:05	00:13:03.808	0.554
06/15/2022 13:36:05	00:13:03.910	2.291
06/15/2022 13:36:05	00:13:04.011	2.961
06/15/2022 13:36:05	00:13:04.113	4.063
06/15/2022 13:36:05	00:13:04.215	3.083
06/15/2022 13:36:05	00:13:04.315	1.958
06/15/2022 13:36:05	00:13:04.417	4.036
06/15/2022 13:36:05	00:13:04.519	3.874
06/15/2022 13:36:05	00:13:04.621	2.023
06/15/2022 13:36:06	00:13:04.724	3.312
06/15/2022 13:36:06	00:13:04.826	1.880
06/15/2022 13:36:06	00:13:04.928	3.968
06/15/2022 13:36:06	00:13:05.030	1.509
06/15/2022 13:36:06	00:13:05.132	-1.320
06/15/2022 13:36:06	00:13:05.234	-1.543
06/15/2022 13:36:06	00:13:05.336	1.391
06/15/2022 13:36:06	00:13:05.437	-2.100
06/15/2022 13:36:06	00:13:05.537	-0.231
06/15/2022 13:36:06	00:13:05.637	0.654
06/15/2022 13:36:07	00:13:05.739	-1.510
06/15/2022 13:36:07	00:13:05.839	0.830
06/15/2022 13:36:07	00:13:05.941	-0.183
06/15/2022 13:36:07	00:13:06.043	-2.028
06/15/2022 13:36:07	00:13:06.146	-1.144
06/15/2022 13:36:07	00:13:06.248	-0.887
06/15/2022 13:36:07	00:13:06.350	3.301
06/15/2022 13:36:07	00:13:06.452	1.349
06/15/2022 13:36:07	00:13:06.554	1.006
06/15/2022 13:36:07	00:13:06.656	1.093
06/15/2022 13:36:08	00:13:06.757	1.802
06/15/2022 13:36:08	00:13:06.860	1.563
06/15/2022 13:36:08	00:13:06.961	2.198
06/15/2022 13:36:08	00:13:07.061	0.935
06/15/2022 13:36:08	00:13:07.165	4.954
06/15/2022 13:36:08	00:13:07.265	3.172
06/15/2022 13:36:08	00:13:07.365	0.281
06/15/2022 13:36:08	00:13:07.467	3.450
06/15/2022 13:36:08	00:13:07.570	0.939
06/15/2022 13:36:08	00:13:07.672	0.491
06/15/2022 13:36:09	00:13:07.774	0.591
06/15/2022 13:36:09	00:13:07.876	-0.927
06/15/2022 13:36:09	00:13:07.978	0.836
06/15/2022 13:36:09	00:13:08.080	0.856
06/15/2022 13:36:09	00:13:08.181	0.995
06/15/2022 13:36:09	00:13:08.284	1.807
06/15/2022 13:36:09	00:13:08.385	2.602
06/15/2022 13:36:09	00:13:08.487	3.342
06/15/2022 13:36:09	00:13:08.587	-0.762
06/15/2022 13:36:09	00:13:08.687	-0.912
06/15/2022 13:36:10	00:13:08.789	0.247
06/15/2022 13:36:10	00:13:08.892	1.454
06/15/2022 13:36:10	00:13:08.994	-0.837
06/15/2022 13:36:10	00:13:09.096	0.435
06/15/2022 13:36:10	00:13:09.198	-1.845
06/15/2022 13:36:10	00:13:09.306	1.000
06/15/2022 13:36:10	00:13:09.408	-1.781
06/15/2022 13:36:10	00:13:09.510	-1.260
06/15/2022 13:36:10	00:13:09.611	2.355
06/15/2022 13:36:10	00:13:09.711	0.069
06/15/2022 13:36:11	00:13:09.811	0.072
06/15/2022 13:36:11	00:13:09.911	-3.019
06/15/2022 13:36:11	00:13:10.011	-1.469
06/15/2022 13:36:11	00:13:10.113	-0.067
06/15/2022 13:36:11	00:13:10.215	-1.141
06/15/2022 13:36:11	00:13:10.318	-2.265
06/15/2022 13:36:11	00:13:10.420	-0.686
06/15/2022 13:36:11	00:13:10.522	-2.015
06/15/2022 13:36:11	00:13:10.624	1.446
06/15/2022 13:36:12	00:13:10.726	-1.987
06/15/2022 13:36:12	00:13:10.828	1.396
06/15/2022 13:36:12	00:13:10.930	2.754
06/15/2022 13:36:12	00:13:11.032	-1.235
06/15/2022 13:36:12	00:13:11.134	-1.122
06/15/2022 13:36:12	00:13:11.235	0.166
06/15/2022 13:36:12	00:13:11.335	-0.964
06/15/2022 13:36:12	00:13:11.435	-1.776
06/15/2022 13:36:12	00:13:11.537	1.489
06/15/2022 13:36:12	00:13:11.639	0.932
06/15/2022 13:36:13	00:13:11.742	0.783
06/15/2022 13:36:13	00:13:11.844	-1.584
06/15/2022 13:36:13	00:13:11.946	2.864
06/15/2022 13:36:13	00:13:12.048	1.353
06/15/2022 13:36:13	00:13:12.150	1.944
06/15/2022 13:36:13	00:13:12.252	-2.447
06/15/2022 13:36:13	00:13:12.354	1.733
06/15/2022 13:36:13	00:13:12.455	-0.571
06/15/2022 13:36:13	00:13:12.555	1.243
06/15/2022 13:36:13	00:13:12.655	0.707
06/15/2022 13:36:14	00:13:12.755	2.461
06/15/2022 13:36:14	00:13:12.855	-0.478
06/15/2022 13:36:14	00:13:12.957	2.473
06/15/2022 13:36:14	00:13:13.059	1.899
06/15/2022 13:36:14	00:13:13.162	2.520
06/15/2022 13:36:14	00:13:13.264	1.152
06/15/2022 13:36:14	00:13:13.366	0.211
06/15/2022 13:36:14	00:13:13.468	1.790
06/15/2022 13:36:14	00:13:13.570	-2.483
06/15/2022 13:36:14	00:13:13.672	4.128
06/15/2022 13:36:15	00:13:13.773	3.112
06/15/2022 13:36:15	00:13:13.873	2.049
06/15/2022 13:36:15	00:13:13.973	1.143
06/15/2022 13:36:15	00:13:14.075	-1.115
06/15/2022 13:36:15	00:13:14.177	1.020
06/15/2022 13:36:15	00:13:14.277	-0.188
06/15/2022 13:36:15	00:13:14.379	-3.213
06/15/2022 13:36:15	00:13:14.481	-2.761
06/15/2022 13:36:15	00:13:14.584	-1.905
06/15/2022 13:36:15	00:13:14.686	-2.231
06/15/2022 13:36:16	00:13:14.788	-0.104
06/15/2022 13:36:16	00:13:14.890	2.721
06/15/2022 13:36:16	00:13:14.992	-1.976
06/15/2022 13:36:16	00:13:15.093	1.362
06/15/2022 13:36:16	00:13:15.195	-1.045
06/15/2022 13:36:16	00:13:15.297	2.391
06/15/2022 13:36:16	00:13:15.397	2.082
06/15/2022 13:36:16	00:13:15.497	-0.881
06/15/2022 13:36:16	00:13:15.597	0.683
06/15/2022 13:36:16	00:13:15.697	2.263
06/15/2022 13:36:17	00:13:15.799	0.793
06/15/2022 13:36:17	00:13:15.901	1.709
06/15/2022 13:36:17	00:13:16.004	2.039
06/15/2022 13:36:17	00:13:16.106	2.230
06/15/2022 13:36:17	00:13:16.208	-1.884
06/15/2022 13:36:17	00:13:16.310	-0.643
06/15/2022 13:36:17	00:13:16.412	-1.348
06/15/2022 13:36:17	00:13:16.514	0.445
06/15/2022 13:36:17	00:13:16.615	0.565
06/15/2022 13:36:17	00:13:16.715	-0.705
06/15/2022 13:36:18	00:13:16.815	1.615
06/15/2022 13:36:18	00:13:16.919	0.852
06/15/2022 13:36:18	00:13:17.019	-1.381
06/15/2022 13:36:18	00:13:17.121	-0.210
06/15/2022 13:36:18	00:13:17.223	-3.163
06/15/2022 13:36:18	00:13:17.325	0.509
06/15/2022 13:36:18	00:13:17.428	-1.957
06/15/2022 13:36:18	00:13:17.530	-0.528
06/15/2022 13:36:18	00:13:17.632	-1.015
06/15/2022 13:36:18	00:13:17.734	-0.929
06/15/2022 13:36:19	00:13:17.836	1.774
06/15/2022 13:36:19	00:13:17.937	3.535
06/15/2022 13:36:19	00:13:18.037	-1.857
06/15/2022 13:36:19	00:13:18.139	0.449
06/15/2022 13:36:19	00:13:18.239	4.951
06/15/2022 13:36:19	00:13:18.339	2.853
06/15/2022 13:36:19	00:13:18.439	-1.045
06/15/2022 13:36:19	00:13:18.541	0.177
06/15/2022 13:36:19	00:13:18.643	0.374
06/15/2022 13:36:19	00:13:18.746	-1.481
06/15/2022 13:36:20	00:13:18.848	-1.430
06/15/2022 13:36:20	00:13:18.950	0.851
06/15/2022 13:36:20	00:13:19.052	0.097
06/15/2022 13:36:20	00:13:19.154	1.295
06/15/2022 13:36:20	00:13:19.256	-0.418
06/15/2022 13:36:20	00:13:19.357	-0.692
06/15/2022 13:36:20	00:13:19.457	-1.357
06/15/2022 13:36:20	00:13:19.557	-0.927
06/15/2022 13:36:20	00:13:19.657	-1.685
06/15/2022 13:36:20	00:13:19.757	-1.643
06/15/2022 13:36:21	00:13:19.859	-2.883
06/15/2022 13:36:21	00:13:19.961	-5.486
06/15/2022 13:36:21	00:13:20.063	1.169
06/15/2022 13:36:21	00:13:20.165	-0.357
06/15/2022 13:36:21	00:13:20.268	1.687
06/15/2022 13:36:21	00:13:20.370	0.428
06/15/2022 13:36:21	00:13:20.472	-0.468
06/15/2022 13:36:21	00:13:20.574	0.536
06/15/2022 13:36:21	00:13:20.676	0.778
06/15/2022 13:36:21	00:13:20.777	-0.012
06/15/2022 13:36:22	00:13:20.879	3.792
06/15/2022 13:36:22	00:13:20.981	2.969
06/15/2022 13:36:22	00:13:21.087	2.366
06/15/2022 13:36:22	00:13:21.187	2.307
06/15/2022 13:36:22	00:13:21.289	-0.949
06/15/2022 13:36:22	00:13:21.391	2.689
06/15/2022 13:36:22	00:13:21.493	2.097
06/15/2022 13:36:22	00:13:21.596	1.394
06/15/2022 13:36:22	00:13:21.698	1.530
06/15/2022 13:36:23	00:13:21.800	-1.387
06/15/2022 13:36:23	00:13:21.902	-0.193
06/15/2022 13:36:23	00:13:22.004	0.398
06/15/2022 13:36:23	00:13:22.106	-4.436
