Local Date/Time	Relative Time	pump-a:volume [%]
06/15/2022 13:28:24	00:05:23.462	75.914
06/15/2022 13:28:25	00:05:24.462	75.914
06/15/2022 13:28:26	00:05:24.462	75.914
06/15/2022 13:28:26	00:05:24.715	75.924
06/15/2022 13:28:27	00:05:26.464	75.924
06/15/2022 13:28:28	00:05:27.464	75.924
06/15/2022 13:28:29	00:05:28.477	75.924
06/15/2022 13:28:30	00:05:29.478	75.924
06/15/2022 13:28:31	00:05:30.479	75.924
06/15/2022 13:28:32	00:05:30.479	75.924
06/15/2022 13:28:32	00:05:31.108	75.934
06/15/2022 13:28:33	00:05:32.479	75.934
06/15/2022 13:28:34	00:05:33.494	75.934
06/15/2022 13:28:35	00:05:34.508	75.934
06/15/2022 13:28:36	00:05:35.513	75.934
06/15/2022 13:28:37	00:05:36.510	75.934
06/15/2022 13:28:38	00:05:36.510	75.934
06/15/2022 13:28:38	00:05:37.195	75.944
06/15/2022 13:28:39	00:05:38.511	75.944
06/15/2022 13:28:40	00:05:39.524	75.944
06/15/2022 13:28:41	00:05:40.524	75.944
06/15/2022 13:28:42	00:05:41.526	75.944
06/15/2022 13:28:43	00:05:42.541	75.944
06/15/2022 13:28:44	00:05:42.541	75.944
06/15/2022 13:28:44	00:05:43.488	75.955
06/15/2022 13:28:45	00:05:44.543	75.955
06/15/2022 13:28:46	00:05:45.543	75.955
06/15/2022 13:28:47	00:05:46.556	75.955
06/15/2022 13:28:48	00:05:47.558	75.955
06/15/2022 13:28:49	00:05:48.556	75.955
06/15/2022 13:28:50	00:05:49.556	75.955
06/15/2022 13:28:51	00:05:49.556	75.955
06/15/2022 13:28:51	00:05:49.771	75.965
06/15/2022 13:28:52	00:05:51.558	75.965
06/15/2022 13:28:53	00:05:52.571	75.965
06/15/2022 13:28:54	00:05:53.573	75.965
06/15/2022 13:28:55	00:05:54.573	75.965
06/15/2022 13:28:56	00:05:55.573	75.965
06/15/2022 13:28:57	00:05:55.573	75.965
06/15/2022 13:28:57	00:05:56.264	75.975
06/15/2022 13:28:58	00:05:57.592	75.975
06/15/2022 13:28:59	00:05:58.591	75.975
06/15/2022 13:29:00	00:05:59.591	75.975
06/15/2022 13:29:01	00:06:00.604	75.975
06/15/2022 13:29:02	00:06:01.603	75.975
06/15/2022 13:29:03	00:06:01.603	75.975
06/15/2022 13:29:03	00:06:02.559	75.985
06/15/2022 13:29:04	00:06:03.621	75.985
06/15/2022 13:29:05	00:06:04.620	75.985
06/15/2022 13:29:06	00:06:05.635	75.985
06/15/2022 13:29:07	00:06:06.634	75.985
06/15/2022 13:29:08	00:06:07.636	75.985
06/15/2022 13:29:09	00:06:08.637	75.985
06/15/2022 13:29:10	00:06:08.637	75.985
06/15/2022 13:29:10	00:06:08.936	75.995
06/15/2022 13:29:11	00:06:10.665	75.995
06/15/2022 13:29:12	00:06:11.665	75.995
06/15/2022 13:29:13	00:06:12.666	75.995
06/15/2022 13:29:14	00:06:13.666	75.995
06/15/2022 13:29:15	00:06:14.667	75.995
06/15/2022 13:29:16	00:06:14.667	75.995
06/15/2022 13:29:16	00:06:15.438	76.005
06/15/2022 13:29:17	00:06:16.668	76.005
06/15/2022 13:29:18	00:06:17.680	76.005
06/15/2022 13:29:19	00:06:18.681	76.005
06/15/2022 13:29:20	00:06:19.682	76.005
06/15/2022 13:29:21	00:06:20.683	76.005
06/15/2022 13:29:22	00:06:21.696	76.005
06/15/2022 13:29:23	00:06:21.696	76.005
06/15/2022 13:29:23	00:06:21.826	76.015
06/15/2022 13:29:24	00:06:23.697	76.015
06/15/2022 13:29:25	00:06:24.696	76.015
06/15/2022 13:29:26	00:06:25.698	76.015
06/15/2022 13:29:27	00:06:26.698	76.015
06/15/2022 13:29:28	00:06:27.711	76.015
06/15/2022 13:29:29	00:06:27.711	76.015
06/15/2022 13:29:29	00:06:28.118	76.025
06/15/2022 13:29:30	00:06:29.712	76.025
06/15/2022 13:29:31	00:06:30.713	76.025
06/15/2022 13:29:32	00:06:31.712	76.025
06/15/2022 13:29:33	00:06:32.714	76.025
06/15/2022 13:29:34	00:06:33.714	76.025
06/15/2022 13:29:35	00:06:33.714	76.025
06/15/2022 13:29:35	00:06:34.518	76.035
06/15/2022 13:29:36	00:06:35.728	76.035
06/15/2022 13:29:37	00:06:36.728	76.035
06/15/2022 13:29:38	00:06:37.730	76.035
06/15/2022 13:29:39	00:06:38.745	76.035
06/15/2022 13:29:40	00:06:39.746	76.035
06/15/2022 13:29:41	00:06:39.746	76.035
06/15/2022 13:29:41	00:06:40.694	76.045
06/15/2022 13:29:42	00:06:41.749	76.045
06/15/2022 13:29:43	00:06:42.760	76.045
06/15/2022 13:29:44	00:06:43.762	76.045
06/15/2022 13:29:45	00:06:44.762	76.045
06/15/2022 13:29:46	00:06:45.764	76.045
06/15/2022 13:29:47	00:06:46.763	76.045
06/15/2022 13:29:48	00:06:46.763	76.045
06/15/2022 13:29:48	00:06:47.206	76.055
06/15/2022 13:29:49	00:06:48.775	76.055
06/15/2022 13:29:50	00:06:49.775	76.055
06/15/2022 13:29:51	00:06:50.790	76.055
06/15/2022 13:29:52	00:06:51.791	76.055
06/15/2022 13:29:53	00:06:52.792	76.055
06/15/2022 13:29:54	00:06:52.792	76.055
06/15/2022 13:29:54	00:06:53.504	76.066
06/15/2022 13:29:55	00:06:54.792	76.066
06/15/2022 13:29:56	00:06:55.794	76.066
06/15/2022 13:29:57	00:06:56.806	76.066
06/15/2022 13:29:58	00:06:57.806	76.066
06/15/2022 13:29:59	00:06:58.806	76.066
06/15/2022 13:30:00	00:06:59.808	76.066
06/15/2022 13:30:01	00:06:59.808	76.066
06/15/2022 13:30:01	00:06:59.990	76.076
06/15/2022 13:30:02	00:07:01.822	76.076
06/15/2022 13:30:03	00:07:02.832	76.076
06/15/2022 13:30:04	00:07:03.824	76.076
06/15/2022 13:30:05	00:07:04.824	76.076
06/15/2022 13:30:06	00:07:05.836	76.076
06/15/2022 13:30:07	00:07:05.836	76.076
06/15/2022 13:30:07	00:07:06.493	76.086
06/15/2022 13:30:08	00:07:07.838	76.086
06/15/2022 13:30:09	00:07:08.838	76.086
06/15/2022 13:30:10	00:07:08.838	76.086
06/15/2022 13:30:10	00:07:09.369	76.066
06/15/2022 13:30:10	00:07:09.423	76.055
06/15/2022 13:30:10	00:07:09.485	76.035
06/15/2022 13:30:10	00:07:09.555	76.015
06/15/2022 13:30:10	00:07:09.594	76.005
06/15/2022 13:30:10	00:07:09.634	75.993
06/15/2022 13:30:10	00:07:09.676	75.983
06/15/2022 13:30:10	00:07:09.720	75.961
06/15/2022 13:30:10	00:07:09.814	75.941
06/15/2022 13:30:11	00:07:09.864	75.920
06/15/2022 13:30:11	00:07:09.918	75.909
06/15/2022 13:30:11	00:07:09.972	75.888
06/15/2022 13:30:11	00:07:10.086	75.858
06/15/2022 13:30:11	00:07:10.146	75.837
06/15/2022 13:30:11	00:07:10.212	75.826
06/15/2022 13:30:11	00:07:10.276	75.804
06/15/2022 13:30:11	00:07:10.342	75.784
06/15/2022 13:30:11	00:07:10.409	75.763
06/15/2022 13:30:11	00:07:10.480	75.743
06/15/2022 13:30:11	00:07:10.551	75.721
06/15/2022 13:30:11	00:07:10.625	75.701
06/15/2022 13:30:11	00:07:10.701	75.680
06/15/2022 13:30:11	00:07:10.779	75.648
06/15/2022 13:30:12	00:07:10.859	75.627
06/15/2022 13:30:12	00:07:10.941	75.607
06/15/2022 13:30:12	00:07:11.026	75.575
06/15/2022 13:30:12	00:07:11.112	75.554
06/15/2022 13:30:12	00:07:11.200	75.533
06/15/2022 13:30:12	00:07:11.290	75.503
06/15/2022 13:30:12	00:07:11.386	75.470
06/15/2022 13:30:12	00:07:11.480	75.450
06/15/2022 13:30:12	00:07:11.576	75.419
06/15/2022 13:30:12	00:07:11.674	75.386
06/15/2022 13:30:12	00:07:11.773	75.356
06/15/2022 13:30:13	00:07:11.875	75.325
06/15/2022 13:30:13	00:07:11.977	75.293
06/15/2022 13:30:13	00:07:12.077	75.273
06/15/2022 13:30:13	00:07:12.177	75.241
06/15/2022 13:30:13	00:07:12.277	75.209
06/15/2022 13:30:13	00:07:12.380	75.178
06/15/2022 13:30:13	00:07:12.482	75.147
06/15/2022 13:30:13	00:07:12.584	75.116
06/15/2022 13:30:13	00:07:12.686	75.085
06/15/2022 13:30:13	00:07:12.788	75.063
06/15/2022 13:30:14	00:07:12.890	75.032
06/15/2022 13:30:14	00:07:12.992	75.002
06/15/2022 13:30:14	00:07:13.094	74.970
06/15/2022 13:30:14	00:07:13.201	74.938
06/15/2022 13:30:14	00:07:13.301	74.907
06/15/2022 13:30:14	00:07:13.401	74.875
06/15/2022 13:30:14	00:07:13.503	74.844
06/15/2022 13:30:14	00:07:13.603	74.813
06/15/2022 13:30:14	00:07:13.703	74.791
06/15/2022 13:30:14	00:07:13.804	74.760
06/15/2022 13:30:15	00:07:13.906	74.729
06/15/2022 13:30:15	00:07:14.008	74.697
06/15/2022 13:30:15	00:07:14.110	74.666
06/15/2022 13:30:15	00:07:14.212	74.634
06/15/2022 13:30:15	00:07:14.314	74.603
06/15/2022 13:30:15	00:07:14.416	74.572
06/15/2022 13:30:15	00:07:14.518	74.551
06/15/2022 13:30:15	00:07:14.619	74.520
06/15/2022 13:30:15	00:07:14.719	74.489
06/15/2022 13:30:15	00:07:14.822	74.456
06/15/2022 13:30:16	00:07:14.923	74.425
06/15/2022 13:30:16	00:07:15.025	74.395
06/15/2022 13:30:16	00:07:15.125	74.363
06/15/2022 13:30:16	00:07:15.226	74.342
06/15/2022 13:30:16	00:07:15.328	74.311
06/15/2022 13:30:16	00:07:15.430	74.279
06/15/2022 13:30:16	00:07:15.532	74.248
06/15/2022 13:30:16	00:07:15.634	74.218
06/15/2022 13:30:16	00:07:15.736	74.185
06/15/2022 13:30:16	00:07:15.838	74.154
06/15/2022 13:30:17	00:07:15.940	74.123
06/15/2022 13:30:17	00:07:16.042	74.091
06/15/2022 13:30:17	00:07:16.143	74.071
06/15/2022 13:30:17	00:07:16.243	74.039
06/15/2022 13:30:17	00:07:16.343	74.007
06/15/2022 13:30:17	00:07:16.443	73.976
06/15/2022 13:30:17	00:07:16.543	73.944
06/15/2022 13:30:17	00:07:16.646	73.913
06/15/2022 13:30:17	00:07:16.748	73.883
06/15/2022 13:30:17	00:07:16.850	73.861
06/15/2022 13:30:18	00:07:16.952	73.829
06/15/2022 13:30:18	00:07:17.054	73.798
06/15/2022 13:30:18	00:07:17.156	73.767
06/15/2022 13:30:18	00:07:17.258	73.736
06/15/2022 13:30:18	00:07:17.360	73.705
06/15/2022 13:30:18	00:07:17.461	73.672
06/15/2022 13:30:18	00:07:17.563	73.642
06/15/2022 13:30:18	00:07:17.665	73.610
06/15/2022 13:30:18	00:07:17.765	73.590
06/15/2022 13:30:18	00:07:17.865	73.559
06/15/2022 13:30:19	00:07:17.965	73.526
06/15/2022 13:30:19	00:07:18.068	73.495
06/15/2022 13:30:19	00:07:18.170	73.464
06/15/2022 13:30:19	00:07:18.272	73.432
06/15/2022 13:30:19	00:07:18.374	73.402
06/15/2022 13:30:19	00:07:18.476	73.371
06/15/2022 13:30:19	00:07:18.580	73.349
06/15/2022 13:30:19	00:07:18.682	73.318
06/15/2022 13:30:19	00:07:18.784	73.287
06/15/2022 13:30:20	00:07:18.885	73.255
06/15/2022 13:30:20	00:07:18.987	73.224
06/15/2022 13:30:20	00:07:19.087	73.192
06/15/2022 13:30:20	00:07:19.187	73.161
06/15/2022 13:30:20	00:07:19.287	73.140
06/15/2022 13:30:20	00:07:19.389	73.109
06/15/2022 13:30:20	00:07:19.492	73.077
06/15/2022 13:30:20	00:07:19.594	73.046
06/15/2022 13:30:20	00:07:19.696	73.015
06/15/2022 13:30:20	00:07:19.798	72.983
06/15/2022 13:30:20	00:07:19.900	72.952
06/15/2022 13:30:21	00:07:20.002	72.920
06/15/2022 13:30:21	00:07:20.104	72.890
06/15/2022 13:30:21	00:07:20.208	72.859
06/15/2022 13:30:21	00:07:20.309	72.837
06/15/2022 13:30:21	00:07:20.409	72.806
06/15/2022 13:30:21	00:07:20.509	72.775
06/15/2022 13:30:21	00:07:20.609	72.742
06/15/2022 13:30:21	00:07:20.711	72.712
06/15/2022 13:30:21	00:07:20.813	72.681
06/15/2022 13:30:22	00:07:20.916	72.649
06/15/2022 13:30:22	00:07:21.018	72.628
06/15/2022 13:30:22	00:07:21.120	72.597
06/15/2022 13:30:22	00:07:21.222	72.565
06/15/2022 13:30:22	00:07:21.324	72.534
06/15/2022 13:30:22	00:07:21.429	72.503
06/15/2022 13:30:22	00:07:21.529	72.471
06/15/2022 13:30:22	00:07:21.631	72.440
06/15/2022 13:30:22	00:07:21.733	72.408
06/15/2022 13:30:22	00:07:21.833	72.377
06/15/2022 13:30:24	00:07:21.933	72.357
06/15/2022 13:30:24	00:07:22.033	72.325
06/15/2022 13:30:24	00:07:22.135	72.293
06/15/2022 13:30:24	00:07:22.237	72.263
06/15/2022 13:30:24	00:07:22.340	72.231
06/15/2022 13:30:24	00:07:22.442	72.200
06/15/2022 13:30:24	00:07:22.544	72.169
06/15/2022 13:30:24	00:07:22.646	72.137
06/15/2022 13:30:24	00:07:22.748	72.116
06/15/2022 13:30:24	00:07:22.850	72.085
06/15/2022 13:30:25	00:07:22.951	72.053
06/15/2022 13:30:25	00:07:23.053	72.023
06/15/2022 13:30:25	00:07:23.153	71.991
06/15/2022 13:30:25	00:07:23.253	71.959
06/15/2022 13:30:25	00:07:23.353	71.937
06/15/2022 13:30:25	00:07:23.453	71.911
06/15/2022 13:30:25	00:07:23.553	71.889
06/15/2022 13:30:25	00:07:23.656	71.877
06/15/2022 13:30:25	00:07:23.758	71.861
06/15/2022 13:30:25	00:07:23.861	71.848
06/15/2022 13:30:26	00:07:24.064	71.831
06/15/2022 13:30:26	00:07:24.268	71.818
06/15/2022 13:30:26	00:07:24.469	71.806
06/15/2022 13:30:27	00:07:25.919	71.806
06/15/2022 13:30:28	00:07:26.931	71.806
06/15/2022 13:30:29	00:07:26.931	71.806
06/15/2022 13:30:29	00:07:27.693	71.822
06/15/2022 13:30:29	00:07:27.741	71.838
06/15/2022 13:30:29	00:07:27.767	71.850
06/15/2022 13:30:29	00:07:27.825	71.863
06/15/2022 13:30:29	00:07:27.859	71.875
06/15/2022 13:30:29	00:07:27.893	71.887
06/15/2022 13:30:29	00:07:27.930	71.899
06/15/2022 13:30:30	00:07:27.968	71.912
06/15/2022 13:30:30	00:07:28.008	71.924
06/15/2022 13:30:30	00:07:28.050	71.936
06/15/2022 13:30:30	00:07:28.094	71.949
06/15/2022 13:30:30	00:07:28.120	71.960
06/15/2022 13:30:30	00:07:28.152	71.972
06/15/2022 13:30:30	00:07:28.182	71.985
06/15/2022 13:30:30	00:07:28.220	71.996
06/15/2022 13:30:30	00:07:28.266	72.009
06/15/2022 13:30:30	00:07:28.320	72.021
06/15/2022 13:30:30	00:07:28.350	72.033
06/15/2022 13:30:30	00:07:28.382	72.045
06/15/2022 13:30:30	00:07:28.416	72.057
06/15/2022 13:30:30	00:07:28.452	72.069
06/15/2022 13:30:30	00:07:28.490	72.081
06/15/2022 13:30:30	00:07:28.530	72.093
06/15/2022 13:30:30	00:07:28.571	72.105
06/15/2022 13:30:30	00:07:28.616	72.117
06/15/2022 13:30:30	00:07:28.662	72.129
06/15/2022 13:30:30	00:07:28.711	72.154
06/15/2022 13:30:30	00:07:28.763	72.165
06/15/2022 13:30:30	00:07:28.817	72.177
06/15/2022 13:30:30	00:07:28.871	72.202
06/15/2022 13:30:30	00:07:28.927	72.212
06/15/2022 13:30:31	00:07:28.985	72.238
06/15/2022 13:30:31	00:07:29.045	72.249
06/15/2022 13:30:31	00:07:29.107	72.274
06/15/2022 13:30:31	00:07:29.171	72.296
06/15/2022 13:30:31	00:07:29.239	72.306
06/15/2022 13:30:31	00:07:29.380	72.318
06/15/2022 13:30:31	00:07:29.602	72.330
06/15/2022 13:30:31	00:07:29.928	72.343
06/15/2022 13:30:32	00:07:30.191	72.353
06/15/2022 13:30:32	00:07:30.579	72.363
06/15/2022 13:30:33	00:07:31.947	72.363
06/15/2022 13:30:34	00:07:32.948	72.363
06/15/2022 13:30:35	00:07:33.949	72.363
06/15/2022 13:30:36	00:07:34.965	72.363
06/15/2022 13:30:37	00:07:34.965	72.363
06/15/2022 13:30:37	00:07:35.469	72.353
06/15/2022 13:30:38	00:07:36.962	72.353
06/15/2022 13:30:39	00:07:37.964	72.353
06/15/2022 13:30:40	00:07:38.964	72.353
06/15/2022 13:30:41	00:07:39.965	72.353
06/15/2022 13:30:42	00:07:40.965	72.353
06/15/2022 13:30:43	00:07:41.964	72.353
06/15/2022 13:30:44	00:07:42.965	72.353
06/15/2022 13:30:45	00:07:42.965	72.353
06/15/2022 13:30:45	00:07:43.909	72.343
06/15/2022 13:30:46	00:07:44.978	72.343
06/15/2022 13:30:47	00:07:45.978	72.343
06/15/2022 13:30:48	00:07:45.978	72.343
06/15/2022 13:30:48	00:07:46.254	72.333
06/15/2022 13:30:49	00:07:47.980	72.333
06/15/2022 13:30:50	00:07:47.980	72.333
06/15/2022 13:30:50	00:07:48.085	72.323
06/15/2022 13:30:51	00:07:49.611	72.312
06/15/2022 13:30:52	00:07:50.993	72.312
06/15/2022 13:30:53	00:07:50.993	72.312
06/15/2022 13:30:53	00:07:51.037	72.302
06/15/2022 13:30:54	00:07:52.258	72.291
06/15/2022 13:30:55	00:07:53.374	72.281
06/15/2022 13:30:56	00:07:54.491	72.271
06/15/2022 13:30:57	00:07:55.509	72.261
06/15/2022 13:30:58	00:07:56.529	72.250
06/15/2022 13:30:59	00:07:57.546	72.240
06/15/2022 13:31:00	00:07:58.563	72.229
06/15/2022 13:31:01	00:07:59.479	72.218
06/15/2022 13:31:02	00:08:00.396	72.207
06/15/2022 13:31:03	00:08:01.209	72.197
06/15/2022 13:31:04	00:08:02.129	72.186
06/15/2022 13:31:04	00:08:03.047	72.175
06/15/2022 13:31:05	00:08:03.965	72.163
06/15/2022 13:31:06	00:08:04.781	72.153
06/15/2022 13:31:07	00:08:05.595	72.142
06/15/2022 13:31:08	00:08:06.409	72.132
06/15/2022 13:31:09	00:08:07.223	72.122
06/15/2022 13:31:09	00:08:08.037	72.111
06/15/2022 13:31:10	00:08:08.854	72.101
06/15/2022 13:31:11	00:08:09.667	72.091
06/15/2022 13:31:12	00:08:10.489	72.080
06/15/2022 13:31:13	00:08:11.307	72.069
06/15/2022 13:31:14	00:08:12.125	72.059
06/15/2022 13:31:14	00:08:12.943	72.048
06/15/2022 13:31:15	00:08:13.753	72.038
06/15/2022 13:31:16	00:08:14.671	72.026
06/15/2022 13:31:17	00:08:15.485	72.016
06/15/2022 13:31:18	00:08:16.297	72.005
06/15/2022 13:31:18	00:08:17.112	71.995
06/15/2022 13:31:19	00:08:17.925	71.984
06/15/2022 13:31:20	00:08:18.849	71.973
06/15/2022 13:31:21	00:08:19.665	71.963
06/15/2022 13:31:22	00:08:20.477	71.952
06/15/2022 13:31:23	00:08:21.395	71.941
06/15/2022 13:31:24	00:08:22.215	71.931
06/15/2022 13:31:24	00:08:23.027	71.920
06/15/2022 13:31:25	00:08:23.843	71.910
06/15/2022 13:31:26	00:08:24.555	71.899
06/15/2022 13:31:27	00:08:25.269	71.888
06/15/2022 13:31:27	00:08:25.878	71.878
06/15/2022 13:31:28	00:08:26.591	71.866
06/15/2022 13:31:29	00:08:27.403	71.856
06/15/2022 13:31:30	00:08:28.318	71.846
06/15/2022 13:31:31	00:08:29.339	71.835
06/15/2022 13:31:32	00:08:30.457	71.825
06/15/2022 13:31:33	00:08:31.269	71.813
06/15/2022 13:31:34	00:08:32.288	71.802
06/15/2022 13:31:34	00:08:33.099	71.790
06/15/2022 13:31:35	00:08:33.812	71.780
06/15/2022 13:31:36	00:08:34.525	71.770
06/15/2022 13:31:36	00:08:35.137	71.759
06/15/2022 13:31:37	00:08:35.747	71.749
06/15/2022 13:31:38	00:08:36.460	71.738
06/15/2022 13:31:39	00:08:37.271	71.727
06/15/2022 13:31:40	00:08:38.283	71.717
06/15/2022 13:31:41	00:08:40.214	71.717
06/15/2022 13:31:42	00:08:40.214	71.717
06/15/2022 13:31:42	00:08:40.920	71.707
06/15/2022 13:31:43	00:08:42.229	71.707
06/15/2022 13:31:44	00:08:43.229	71.707
06/15/2022 13:31:45	00:08:43.229	71.707
06/15/2022 13:31:45	00:08:44.089	71.718
06/15/2022 13:31:46	00:08:44.529	71.729
06/15/2022 13:31:46	00:08:44.750	71.741
06/15/2022 13:31:46	00:08:44.938	71.751
06/15/2022 13:31:46	00:08:45.222	71.763
06/15/2022 13:31:47	00:08:45.485	71.776
06/15/2022 13:31:47	00:08:45.701	71.789
06/15/2022 13:31:47	00:08:45.935	71.802
06/15/2022 13:31:48	00:08:46.274	71.813
06/15/2022 13:31:48	00:08:46.845	71.802
06/15/2022 13:31:49	00:08:47.862	71.813
06/15/2022 13:31:49	00:08:48.167	71.824
06/15/2022 13:31:50	00:08:48.982	71.834
06/15/2022 13:31:51	00:08:49.693	71.844
06/15/2022 13:31:52	00:08:50.406	71.856
06/15/2022 13:31:52	00:08:51.017	71.867
06/15/2022 13:31:53	00:08:51.527	71.878
06/15/2022 13:31:53	00:08:52.032	71.889
06/15/2022 13:31:54	00:08:52.543	71.902
06/15/2022 13:31:54	00:08:53.053	71.914
06/15/2022 13:31:55	00:08:53.458	71.926
06/15/2022 13:31:55	00:08:53.869	71.938
06/15/2022 13:31:56	00:08:54.277	71.950
06/15/2022 13:31:56	00:08:54.684	71.962
06/15/2022 13:31:56	00:08:55.090	71.975
06/15/2022 13:31:57	00:08:55.397	71.985
06/15/2022 13:31:57	00:08:55.703	71.995
06/15/2022 13:31:57	00:08:56.008	72.006
06/15/2022 13:31:58	00:08:56.310	72.016
06/15/2022 13:31:58	00:08:56.617	72.027
06/15/2022 13:31:58	00:08:56.923	72.040
06/15/2022 13:31:58	00:08:57.229	72.051
06/15/2022 13:31:59	00:08:57.530	72.063
06/15/2022 13:31:59	00:08:57.836	72.074
06/15/2022 13:31:59	00:08:58.143	72.086
06/15/2022 13:32:00	00:08:58.449	72.097
06/15/2022 13:32:00	00:08:58.754	72.108
06/15/2022 13:32:00	00:08:59.058	72.121
06/15/2022 13:32:01	00:08:59.362	72.133
06/15/2022 13:32:01	00:08:59.669	72.144
06/15/2022 13:32:01	00:08:59.974	72.157
06/15/2022 13:32:01	00:09:00.280	72.170
06/15/2022 13:32:02	00:09:00.582	72.183
06/15/2022 13:32:02	00:09:00.889	72.197
06/15/2022 13:32:02	00:09:01.195	72.210
06/15/2022 13:32:03	00:09:01.500	72.224
06/15/2022 13:32:03	00:09:01.806	72.237
06/15/2022 13:32:03	00:09:02.112	72.252
06/15/2022 13:32:04	00:09:02.419	72.266
06/15/2022 13:32:04	00:09:02.725	72.282
06/15/2022 13:32:04	00:09:02.929	72.293
06/15/2022 13:32:04	00:09:03.232	72.308
06/15/2022 13:32:05	00:09:03.538	72.323
06/15/2022 13:32:05	00:09:03.845	72.338
06/15/2022 13:32:05	00:09:04.151	72.353
06/15/2022 13:32:06	00:09:04.456	72.369
06/15/2022 13:32:06	00:09:04.656	72.379
06/15/2022 13:32:06	00:09:04.860	72.391
06/15/2022 13:32:06	00:09:05.065	72.401
06/15/2022 13:32:06	00:09:05.269	72.411
06/15/2022 13:32:07	00:09:05.473	72.423
06/15/2022 13:32:07	00:09:05.778	72.440
06/15/2022 13:32:07	00:09:05.980	72.450
06/15/2022 13:32:07	00:09:06.182	72.462
06/15/2022 13:32:08	00:09:06.386	72.472
06/15/2022 13:32:08	00:09:06.591	72.483
06/15/2022 13:32:08	00:09:06.795	72.496
06/15/2022 13:32:08	00:09:06.998	72.506
06/15/2022 13:32:08	00:09:07.202	72.518
06/15/2022 13:32:09	00:09:07.402	72.529
06/15/2022 13:32:09	00:09:07.606	72.539
06/15/2022 13:32:09	00:09:07.808	72.552
06/15/2022 13:32:09	00:09:08.013	72.563
06/15/2022 13:32:09	00:09:08.217	72.576
06/15/2022 13:32:10	00:09:08.420	72.586
06/15/2022 13:32:10	00:09:08.622	72.597
06/15/2022 13:32:10	00:09:08.824	72.609
06/15/2022 13:32:10	00:09:09.028	72.620
06/15/2022 13:32:10	00:09:09.232	72.631
06/15/2022 13:32:11	00:09:09.437	72.644
06/15/2022 13:32:11	00:09:09.641	72.655
06/15/2022 13:32:11	00:09:09.845	72.667
06/15/2022 13:32:11	00:09:10.048	72.678
06/15/2022 13:32:11	00:09:10.252	72.689
06/15/2022 13:32:12	00:09:10.456	72.702
06/15/2022 13:32:12	00:09:10.661	72.713
06/15/2022 13:32:12	00:09:10.865	72.726
06/15/2022 13:32:12	00:09:11.069	72.737
06/15/2022 13:32:12	00:09:11.272	72.748
06/15/2022 13:32:13	00:09:11.476	72.761
06/15/2022 13:32:13	00:09:11.680	72.771
06/15/2022 13:32:13	00:09:11.884	72.784
06/15/2022 13:32:13	00:09:12.089	72.795
06/15/2022 13:32:13	00:09:12.293	72.806
06/15/2022 13:32:14	00:09:12.496	72.819
06/15/2022 13:32:14	00:09:12.700	72.830
06/15/2022 13:32:14	00:09:12.904	72.843
06/15/2022 13:32:14	00:09:13.108	72.854
06/15/2022 13:32:14	00:09:13.312	72.865
06/15/2022 13:32:15	00:09:13.517	72.878
06/15/2022 13:32:15	00:09:13.721	72.889
06/15/2022 13:32:15	00:09:13.925	72.902
06/15/2022 13:32:15	00:09:14.128	72.913
06/15/2022 13:32:15	00:09:14.330	72.923
06/15/2022 13:32:16	00:09:14.534	72.936
06/15/2022 13:32:16	00:09:14.738	72.947
06/15/2022 13:32:16	00:09:14.943	72.960
06/15/2022 13:32:16	00:09:15.146	72.971
06/15/2022 13:32:16	00:09:15.350	72.982
06/15/2022 13:32:17	00:09:15.550	72.995
06/15/2022 13:32:17	00:09:15.752	73.006
06/15/2022 13:32:17	00:09:15.956	73.017
06/15/2022 13:32:17	00:09:16.160	73.029
06/15/2022 13:32:17	00:09:16.365	73.040
06/15/2022 13:32:18	00:09:16.570	73.053
06/15/2022 13:32:18	00:09:16.772	73.063
06/15/2022 13:32:18	00:09:16.976	73.074
06/15/2022 13:32:18	00:09:17.180	73.087
06/15/2022 13:32:19	00:09:17.384	73.098
06/15/2022 13:32:19	00:09:17.589	73.111
06/15/2022 13:32:19	00:09:17.792	73.121
06/15/2022 13:32:19	00:09:17.997	73.132
06/15/2022 13:32:19	00:09:18.200	73.144
06/15/2022 13:32:20	00:09:18.408	73.155
06/15/2022 13:32:20	00:09:18.612	73.167
06/15/2022 13:32:20	00:09:18.816	73.177
06/15/2022 13:32:20	00:09:19.021	73.190
06/15/2022 13:32:20	00:09:19.225	73.201
06/15/2022 13:32:21	00:09:19.428	73.211
06/15/2022 13:32:21	00:09:19.628	73.223
06/15/2022 13:32:21	00:09:19.832	73.234
06/15/2022 13:32:21	00:09:20.036	73.244
06/15/2022 13:32:21	00:09:20.240	73.256
06/15/2022 13:32:22	00:09:20.445	73.266
06/15/2022 13:32:22	00:09:20.649	73.278
06/15/2022 13:32:22	00:09:20.954	73.294
06/15/2022 13:32:22	00:09:21.260	73.310
06/15/2022 13:32:23	00:09:21.566	73.325
06/15/2022 13:32:23	00:09:21.873	73.341
06/15/2022 13:32:23	00:09:22.179	73.357
06/15/2022 13:32:24	00:09:22.482	73.373
06/15/2022 13:32:24	00:09:22.686	73.384
06/15/2022 13:32:24	00:09:22.992	73.400
06/15/2022 13:32:24	00:09:23.299	73.415
06/15/2022 13:32:25	00:09:23.602	73.430
06/15/2022 13:32:25	00:09:23.906	73.445
06/15/2022 13:32:25	00:09:24.212	73.460
06/15/2022 13:32:26	00:09:24.520	73.474
