Local Date/Time	Relative Time	pump-a:temperature [°C]
06/15/2022 13:32:21	00:09:20.370	25.063
06/15/2022 13:32:22	00:09:21.385	25.063
06/15/2022 13:32:23	00:09:22.385	25.063
06/15/2022 13:32:24	00:09:23.394	25.063
06/15/2022 13:32:25	00:09:24.401	25.063
06/15/2022 13:32:26	00:09:25.417	25.063
06/15/2022 13:32:27	00:09:26.418	25.063
06/15/2022 13:32:28	00:09:27.432	25.063
06/15/2022 13:32:29	00:09:28.455	25.063
06/15/2022 13:32:30	00:09:29.447	25.063
06/15/2022 13:32:31	00:09:30.448	25.063
06/15/2022 13:32:32	00:09:31.462	25.063
06/15/2022 13:32:33	00:09:32.462	25.063
06/15/2022 13:32:34	00:09:33.462	25.063
06/15/2022 13:32:35	00:09:34.463	25.063
06/15/2022 13:32:36	00:09:35.463	25.063
06/15/2022 13:32:37	00:09:36.464	25.063
06/15/2022 13:32:38	00:09:37.480	25.063
06/15/2022 13:32:39	00:09:38.480	25.063
06/15/2022 13:32:40	00:09:39.495	25.063
06/15/2022 13:32:41	00:09:40.495	25.063
06/15/2022 13:32:42	00:09:41.504	25.063
06/15/2022 13:32:43	00:09:42.512	25.063
06/15/2022 13:32:44	00:09:43.518	25.063
06/15/2022 13:32:45	00:09:44.519	25.063
06/15/2022 13:32:46	00:09:45.528	25.063
06/15/2022 13:32:47	00:09:46.530	25.063
06/15/2022 13:32:48	00:09:47.534	25.063
06/15/2022 13:32:49	00:09:48.545	25.063
06/15/2022 13:32:50	00:09:49.551	25.063
06/15/2022 13:32:51	00:09:50.561	25.063
06/15/2022 13:32:52	00:09:51.564	25.063
06/15/2022 13:32:53	00:09:52.568	25.063
06/15/2022 13:32:54	00:09:53.574	25.063
06/15/2022 13:32:55	00:09:54.574	25.063
06/15/2022 13:32:56	00:09:55.573	25.063
06/15/2022 13:32:57	00:09:56.575	25.063
06/15/2022 13:32:58	00:09:57.591	25.063
06/15/2022 13:32:59	00:09:58.602	25.063
06/15/2022 13:33:00	00:09:59.607	25.063
06/15/2022 13:33:01	00:10:00.613	25.063
06/15/2022 13:33:02	00:10:01.624	25.063
06/15/2022 13:33:03	00:10:02.626	25.063
06/15/2022 13:33:04	00:10:03.627	25.063
06/15/2022 13:33:05	00:10:04.637	25.063
06/15/2022 13:33:06	00:10:05.647	25.063
06/15/2022 13:33:07	00:10:06.654	25.063
06/15/2022 13:33:08	00:10:07.656	25.063
06/15/2022 13:33:09	00:10:08.666	25.063
06/15/2022 13:33:10	00:10:09.666	25.063
06/15/2022 13:33:11	00:10:10.675	25.063
06/15/2022 13:33:12	00:10:11.687	25.063
06/15/2022 13:33:13	00:10:12.689	25.063
06/15/2022 13:33:14	00:10:13.699	25.063
06/15/2022 13:33:15	00:10:14.700	25.063
06/15/2022 13:33:16	00:10:15.707	25.063
06/15/2022 13:33:17	00:10:16.712	25.063
06/15/2022 13:33:18	00:10:17.728	25.063
06/15/2022 13:33:19	00:10:18.738	25.063
06/15/2022 13:33:20	00:10:19.737	25.063
06/15/2022 13:33:21	00:10:20.744	25.063
06/15/2022 13:33:22	00:10:21.751	25.063
06/15/2022 13:33:23	00:10:22.762	25.063
06/15/2022 13:33:24	00:10:23.769	25.063
06/15/2022 13:33:25	00:10:24.779	25.063
06/15/2022 13:33:26	00:10:25.781	25.063
06/15/2022 13:33:27	00:10:26.790	25.063
06/15/2022 13:33:28	00:10:27.784	25.063
06/15/2022 13:33:29	00:10:28.793	25.063
06/15/2022 13:33:30	00:10:29.800	25.063
06/15/2022 13:33:31	00:10:30.807	25.063
06/15/2022 13:33:32	00:10:31.809	25.063
06/15/2022 13:33:33	00:10:32.816	25.063
06/15/2022 13:33:34	00:10:33.821	25.063
06/15/2022 13:33:35	00:10:34.831	25.063
06/15/2022 13:33:36	00:10:35.830	25.063
06/15/2022 13:33:37	00:10:36.840	25.063
06/15/2022 13:33:38	00:10:37.846	25.063
06/15/2022 13:33:39	00:10:38.849	25.063
06/15/2022 13:33:40	00:10:39.847	25.063
06/15/2022 13:33:41	00:10:40.856	25.063
06/15/2022 13:33:42	00:10:41.870	25.063
06/15/2022 13:33:43	00:10:42.882	25.063
06/15/2022 13:33:44	00:10:43.887	25.063
06/15/2022 13:33:45	00:10:44.895	25.063
06/15/2022 13:33:46	00:10:45.896	25.063
06/15/2022 13:33:47	00:10:46.904	25.063
06/15/2022 13:33:49	00:10:47.910	25.063
06/15/2022 13:33:50	00:10:48.921	25.063
06/15/2022 13:33:51	00:10:49.931	25.063
06/15/2022 13:33:52	00:10:50.931	25.063
06/15/2022 13:33:53	00:10:51.932	25.063
06/15/2022 13:33:54	00:10:52.939	25.063
06/15/2022 13:33:55	00:10:53.940	25.063
06/15/2022 13:33:56	00:10:54.948	25.063
06/15/2022 13:33:57	00:10:55.964	25.063
06/15/2022 13:33:58	00:10:56.964	25.063
06/15/2022 13:33:59	00:10:57.971	25.063
06/15/2022 13:34:00	00:10:58.978	25.063
06/15/2022 13:34:01	00:10:59.986	25.063
06/15/2022 13:34:02	00:11:01.000	25.063
06/15/2022 13:34:03	00:11:02.011	25.063
06/15/2022 13:34:04	00:11:03.020	25.063
06/15/2022 13:34:05	00:11:04.032	25.063
06/15/2022 13:34:06	00:11:05.041	25.063
06/15/2022 13:34:07	00:11:06.049	25.063
06/15/2022 13:34:08	00:11:07.050	25.063
06/15/2022 13:34:09	00:11:08.061	25.063
06/15/2022 13:34:10	00:11:09.061	25.063
06/15/2022 13:34:11	00:11:10.063	25.063
06/15/2022 13:34:12	00:11:11.066	25.063
06/15/2022 13:34:13	00:11:12.072	25.063
06/15/2022 13:34:14	00:11:13.072	25.063
06/15/2022 13:34:15	00:11:14.081	25.063
06/15/2022 13:34:16	00:11:15.094	25.063
06/15/2022 13:34:17	00:11:16.106	25.063
06/15/2022 13:34:18	00:11:17.106	25.063
06/15/2022 13:34:19	00:11:18.111	25.063
06/15/2022 13:34:20	00:11:19.110	25.063
06/15/2022 13:34:21	00:11:20.112	25.063
06/15/2022 13:34:22	00:11:21.119	25.063
06/15/2022 13:34:23	00:11:22.121	25.063
06/15/2022 13:34:24	00:11:23.121	25.063
06/15/2022 13:34:25	00:11:24.134	25.063
06/15/2022 13:34:26	00:11:25.135	25.063
06/15/2022 13:34:27	00:11:26.138	25.063
06/15/2022 13:34:28	00:11:27.145	25.063
06/15/2022 13:34:29	00:11:28.145	25.063
06/15/2022 13:34:30	00:11:29.156	25.063
06/15/2022 13:34:31	00:11:30.159	25.063
06/15/2022 13:34:32	00:11:31.167	25.063
06/15/2022 13:34:33	00:11:32.167	25.063
06/15/2022 13:34:34	00:11:33.168	25.063
06/15/2022 13:34:35	00:11:34.168	25.063
06/15/2022 13:34:36	00:11:35.171	25.063
06/15/2022 13:34:37	00:11:36.183	25.063
06/15/2022 13:34:38	00:11:37.182	25.063
06/15/2022 13:34:39	00:11:38.183	25.063
06/15/2022 13:34:40	00:11:39.183	25.063
06/15/2022 13:34:41	00:11:40.197	25.063
06/15/2022 13:34:42	00:11:41.198	25.063
06/15/2022 13:34:43	00:11:42.205	25.063
06/15/2022 13:34:44	00:11:43.215	25.063
06/15/2022 13:34:45	00:11:44.214	25.063
06/15/2022 13:34:46	00:11:45.222	25.063
06/15/2022 13:34:47	00:11:46.233	25.063
06/15/2022 13:34:48	00:11:47.244	25.063
06/15/2022 13:34:49	00:11:48.245	25.063
06/15/2022 13:34:50	00:11:49.254	25.063
06/15/2022 13:34:51	00:11:50.263	25.063
06/15/2022 13:34:52	00:11:51.271	25.063
06/15/2022 13:34:53	00:11:52.280	25.063
06/15/2022 13:34:54	00:11:53.280	25.063
06/15/2022 13:34:55	00:11:54.284	25.063
06/15/2022 13:34:56	00:11:55.293	25.063
06/15/2022 13:34:57	00:11:56.293	25.063
06/15/2022 13:34:58	00:11:57.293	25.063
06/15/2022 13:34:59	00:11:58.307	25.063
06/15/2022 13:35:00	00:11:59.312	25.063
06/15/2022 13:35:01	00:12:00.329	25.063
06/15/2022 13:35:02	00:12:01.341	25.063
06/15/2022 13:35:03	00:12:02.341	25.063
06/15/2022 13:35:04	00:12:03.345	25.063
06/15/2022 13:35:05	00:12:04.357	25.063
06/15/2022 13:35:06	00:12:05.357	25.063
06/15/2022 13:35:07	00:12:06.369	25.063
06/15/2022 13:35:08	00:12:07.369	25.063
06/15/2022 13:35:09	00:12:08.374	25.063
06/15/2022 13:35:10	00:12:09.386	25.063
06/15/2022 13:35:11	00:12:10.385	25.063
06/15/2022 13:35:12	00:12:11.387	25.063
06/15/2022 13:35:13	00:12:12.387	25.063
06/15/2022 13:35:14	00:12:13.388	25.063
06/15/2022 13:35:15	00:12:14.401	25.063
06/15/2022 13:35:16	00:12:15.403	25.063
06/15/2022 13:35:17	00:12:16.415	25.063
06/15/2022 13:35:18	00:12:17.417	25.063
06/15/2022 13:35:19	00:12:18.423	25.063
06/15/2022 13:35:20	00:12:19.432	25.063
06/15/2022 13:35:21	00:12:20.437	25.063
06/15/2022 13:35:22	00:12:21.438	25.063
06/15/2022 13:35:23	00:12:22.447	25.063
06/15/2022 13:35:24	00:12:23.453	25.063
06/15/2022 13:35:25	00:12:24.461	25.063
06/15/2022 13:35:26	00:12:25.470	25.063
06/15/2022 13:35:27	00:12:26.472	25.063
06/15/2022 13:35:28	00:12:27.479	25.063
06/15/2022 13:35:29	00:12:28.484	25.063
06/15/2022 13:35:30	00:12:29.481	25.063
06/15/2022 13:35:31	00:12:30.493	25.063
06/15/2022 13:35:32	00:12:31.488	25.063
06/15/2022 13:35:33	00:12:32.497	25.063
06/15/2022 13:35:34	00:12:33.509	25.063
06/15/2022 13:35:35	00:12:34.510	25.063
06/15/2022 13:35:36	00:12:35.511	25.063
06/15/2022 13:35:37	00:12:36.510	25.063
06/15/2022 13:35:38	00:12:37.518	25.063
06/15/2022 13:35:39	00:12:38.531	25.063
06/15/2022 13:35:40	00:12:39.537	25.063
06/15/2022 13:35:41	00:12:40.540	25.063
06/15/2022 13:35:42	00:12:41.541	25.063
06/15/2022 13:35:43	00:12:42.542	25.063
06/15/2022 13:35:44	00:12:43.547	25.063
06/15/2022 13:35:45	00:12:44.549	25.063
06/15/2022 13:35:46	00:12:45.550	25.063
06/15/2022 13:35:47	00:12:46.557	25.063
06/15/2022 13:35:48	00:12:47.566	25.063
06/15/2022 13:35:49	00:12:48.566	25.063
06/15/2022 13:35:50	00:12:49.576	25.063
06/15/2022 13:35:51	00:12:50.590	25.063
06/15/2022 13:35:52	00:12:51.590	25.063
06/15/2022 13:35:53	00:12:52.593	25.063
06/15/2022 13:35:54	00:12:53.609	25.063
06/15/2022 13:35:55	00:12:54.621	25.063
06/15/2022 13:35:56	00:12:55.628	25.063
06/15/2022 13:35:57	00:12:56.634	25.063
06/15/2022 13:35:58	00:12:57.638	25.063
06/15/2022 13:35:59	00:12:58.641	25.063
06/15/2022 13:36:00	00:12:59.644	25.063
06/15/2022 13:36:01	00:13:00.651	25.063
06/15/2022 13:36:02	00:13:01.658	25.063
06/15/2022 13:36:03	00:13:02.666	25.063
06/15/2022 13:36:04	00:13:03.675	25.063
06/15/2022 13:36:05	00:13:04.683	25.063
06/15/2022 13:36:06	00:13:05.682	25.063
06/15/2022 13:36:07	00:13:06.683	25.063
06/15/2022 13:36:08	00:13:07.697	25.063
06/15/2022 13:36:09	00:13:08.714	25.063
06/15/2022 13:36:10	00:13:09.714	25.063
06/15/2022 13:36:11	00:13:10.716	25.063
06/15/2022 13:36:12	00:13:11.719	25.063
06/15/2022 13:36:13	00:13:12.733	25.063
06/15/2022 13:36:14	00:13:13.745	25.063
06/15/2022 13:36:15	00:13:14.746	25.063
06/15/2022 13:36:16	00:13:15.753	25.063
06/15/2022 13:36:17	00:13:16.761	25.063
06/15/2022 13:36:18	00:13:17.768	25.063
06/15/2022 13:36:19	00:13:18.782	25.063
06/15/2022 13:36:20	00:13:19.783	25.063
06/15/2022 13:36:21	00:13:20.792	25.063
06/15/2022 13:36:22	00:13:21.800	25.063
06/15/2022 13:36:23	00:13:22.800	25.063
06/15/2022 13:36:24	00:13:23.809	25.063
06/15/2022 13:36:25	00:13:24.812	25.063
06/15/2022 13:36:26	00:13:25.823	25.063
06/15/2022 13:36:27	00:13:26.824	25.063
06/15/2022 13:36:28	00:13:27.839	25.063
06/15/2022 13:36:29	00:13:28.853	25.063
06/15/2022 13:36:30	00:13:29.854	25.063
06/15/2022 13:36:31	00:13:30.853	25.063
06/15/2022 13:36:32	00:13:31.861	25.063
06/15/2022 13:36:33	00:13:32.870	25.063
06/15/2022 13:36:34	00:13:33.884	25.063
06/15/2022 13:36:35	00:13:34.893	25.063
06/15/2022 13:36:36	00:13:35.893	25.063
06/15/2022 13:36:37	00:13:36.900	25.063
06/15/2022 13:36:39	00:13:37.917	25.063
06/15/2022 13:36:40	00:13:38.917	25.063
06/15/2022 13:36:41	00:13:39.933	25.063
06/15/2022 13:36:42	00:13:40.932	25.063
06/15/2022 13:36:43	00:13:41.932	25.063
06/15/2022 13:36:44	00:13:42.935	25.063
06/15/2022 13:36:45	00:13:43.933	25.063
06/15/2022 13:36:46	00:13:44.947	25.063
06/15/2022 13:36:47	00:13:45.947	25.063
06/15/2022 13:36:48	00:13:46.949	25.063
06/15/2022 13:36:49	00:13:47.950	25.063
06/15/2022 13:36:50	00:13:48.956	25.063
06/15/2022 13:36:51	00:13:49.955	25.063
06/15/2022 13:36:52	00:13:50.953	25.063
06/15/2022 13:36:53	00:13:51.955	25.063
06/15/2022 13:36:54	00:13:52.955	25.063
06/15/2022 13:36:55	00:13:53.964	25.063
06/15/2022 13:36:56	00:13:54.971	25.063
06/15/2022 13:36:57	00:13:55.971	25.063
06/15/2022 13:36:58	00:13:56.978	25.063
06/15/2022 13:36:59	00:13:57.994	25.063
06/15/2022 13:37:00	00:13:59.001	25.063
06/15/2022 13:37:01	00:14:00.010	25.063
06/15/2022 13:37:02	00:14:01.013	25.063
06/15/2022 13:37:03	00:14:02.019	25.063
06/15/2022 13:37:04	00:14:03.028	25.063
06/15/2022 13:37:05	00:14:04.036	25.063
06/15/2022 13:37:06	00:14:05.043	25.063
06/15/2022 13:37:07	00:14:06.048	25.063
06/15/2022 13:37:08	00:14:07.063	25.063
06/15/2022 13:37:09	00:14:08.075	25.063
06/15/2022 13:37:10	00:14:09.075	25.063
06/15/2022 13:37:11	00:14:10.076	25.063
06/15/2022 13:37:12	00:14:11.076	25.063
06/15/2022 13:37:13	00:14:12.080	25.063
06/15/2022 13:37:14	00:14:13.080	25.063
06/15/2022 13:37:15	00:14:14.082	25.063
06/15/2022 13:37:16	00:14:15.085	25.063
06/15/2022 13:37:17	00:14:16.091	25.063
06/15/2022 13:37:18	00:14:17.093	25.063
06/15/2022 13:37:19	00:14:18.104	25.063
06/15/2022 13:37:20	00:14:19.104	25.063
06/15/2022 13:37:21	00:14:20.118	25.063
06/15/2022 13:37:22	00:14:21.120	25.063
06/15/2022 13:37:23	00:14:22.122	25.063
06/15/2022 13:37:24	00:14:23.124	25.063
06/15/2022 13:37:25	00:14:24.127	25.063
06/15/2022 13:37:26	00:14:25.137	25.063
06/15/2022 13:37:27	00:14:26.136	25.063
06/15/2022 13:37:28	00:14:27.139	25.063
06/15/2022 13:37:29	00:14:28.141	25.063
06/15/2022 13:37:30	00:14:29.140	25.063
06/15/2022 13:37:31	00:14:30.141	25.063
06/15/2022 13:37:32	00:14:31.140	25.063
06/15/2022 13:37:33	00:14:32.141	25.063
06/15/2022 13:37:34	00:14:33.142	25.063
06/15/2022 13:37:35	00:14:34.152	25.063
06/15/2022 13:37:36	00:14:35.153	25.063
06/15/2022 13:37:37	00:14:36.169	25.063
06/15/2022 13:37:38	00:14:37.176	25.063
06/15/2022 13:37:39	00:14:38.187	25.063
06/15/2022 13:37:40	00:14:39.184	25.063
06/15/2022 13:37:41	00:14:40.196	25.063
06/15/2022 13:37:42	00:14:41.197	25.063
06/15/2022 13:37:43	00:14:42.209	25.063
06/15/2022 13:37:44	00:14:43.215	25.063
06/15/2022 13:37:45	00:14:44.219	25.063
06/15/2022 13:37:46	00:14:45.235	25.063
06/15/2022 13:37:47	00:14:46.235	25.063
06/15/2022 13:37:48	00:14:47.238	25.063
06/15/2022 13:37:49	00:14:48.243	25.063
06/15/2022 13:37:50	00:14:49.244	25.063
06/15/2022 13:37:51	00:14:50.245	25.063
06/15/2022 13:37:52	00:14:51.255	25.063
06/15/2022 13:37:53	00:14:52.261	25.063
06/15/2022 13:37:54	00:14:53.270	25.063
06/15/2022 13:37:55	00:14:54.278	25.063
06/15/2022 13:37:56	00:14:55.293	25.063
06/15/2022 13:37:57	00:14:56.292	25.063
06/15/2022 13:37:58	00:14:57.294	25.063
06/15/2022 13:37:59	00:14:58.306	25.063
06/15/2022 13:38:00	00:14:59.306	25.063
06/15/2022 13:38:01	00:15:00.314	25.063
06/15/2022 13:38:02	00:15:01.326	25.063
06/15/2022 13:38:03	00:15:02.322	25.063
06/15/2022 13:38:04	00:15:03.323	25.063
06/15/2022 13:38:05	00:15:04.330	25.063
06/15/2022 13:38:06	00:15:05.338	25.063
06/15/2022 13:38:07	00:15:06.354	25.063
06/15/2022 13:38:08	00:15:07.357	25.063
06/15/2022 13:38:09	00:15:08.361	25.063
06/15/2022 13:38:10	00:15:09.374	25.063
06/15/2022 13:38:11	00:15:10.379	25.063
06/15/2022 13:38:12	00:15:11.385	25.063
06/15/2022 13:38:13	00:15:12.387	25.063
06/15/2022 13:38:14	00:15:13.386	25.063
06/15/2022 13:38:15	00:15:14.402	25.063
06/15/2022 13:38:16	00:15:15.403	25.063
06/15/2022 13:38:17	00:15:16.404	25.063
06/15/2022 13:38:18	00:15:17.416	25.063
06/15/2022 13:38:19	00:15:18.417	25.063
06/15/2022 13:38:20	00:15:19.417	25.063
06/15/2022 13:38:21	00:15:20.422	25.063
06/15/2022 13:38:22	00:15:21.431	25.063
06/15/2022 13:38:23	00:15:22.440	25.063
06/15/2022 13:38:24	00:15:23.441	25.063
06/15/2022 13:38:25	00:15:24.449	25.063
06/15/2022 13:38:26	00:15:25.456	25.063
06/15/2022 13:38:27	00:15:26.464	25.063
06/15/2022 13:38:28	00:15:27.479	25.063
06/15/2022 13:38:29	00:15:28.479	25.063
06/15/2022 13:38:30	00:15:29.480	25.063
06/15/2022 13:38:31	00:15:30.483	25.063
06/15/2022 13:38:32	00:15:31.487	25.063
06/15/2022 13:38:33	00:15:32.500	25.063
06/15/2022 13:38:34	00:15:33.509	25.063
06/15/2022 13:38:35	00:15:34.519	25.063
06/15/2022 13:38:36	00:15:35.528	25.063
06/15/2022 13:38:37	00:15:36.534	25.063
06/15/2022 13:38:38	00:15:37.536	25.063
06/15/2022 13:38:39	00:15:38.543	25.063
06/15/2022 13:38:40	00:15:39.558	25.063
06/15/2022 13:38:41	00:15:40.564	25.063
06/15/2022 13:38:42	00:15:41.573	25.063
06/15/2022 13:38:43	00:15:42.575	25.063
06/15/2022 13:38:44	00:15:43.575	25.063
06/15/2022 13:38:45	00:15:44.591	25.063
06/15/2022 13:38:46	00:15:45.597	25.063
06/15/2022 13:38:47	00:15:46.607	25.063
06/15/2022 13:38:48	00:15:47.613	25.063
06/15/2022 13:38:49	00:15:48.623	25.063
06/15/2022 13:38:50	00:15:49.630	25.063
06/15/2022 13:38:51	00:15:50.629	25.063
06/15/2022 13:38:52	00:15:51.635	25.063
06/15/2022 13:38:53	00:15:52.635	25.063
06/15/2022 13:38:54	00:15:53.636	25.063
06/15/2022 13:38:55	00:15:54.652	25.063
06/15/2022 13:38:56	00:15:55.654	25.063
06/15/2022 13:38:57	00:15:56.660	25.063
06/15/2022 13:38:58	00:15:57.668	25.063
06/15/2022 13:38:59	00:15:58.667	25.063
06/15/2022 13:39:00	00:15:59.669	25.063
06/15/2022 13:39:01	00:16:00.668	25.063
06/15/2022 13:39:02	00:16:01.672	25.063
06/15/2022 13:39:03	00:16:02.673	25.063
06/15/2022 13:39:04	00:16:03.687	25.063
06/15/2022 13:39:05	00:16:04.697	25.063
06/15/2022 13:39:06	00:16:05.699	25.063
06/15/2022 13:39:07	00:16:06.706	25.063
06/15/2022 13:39:08	00:16:07.716	25.063
06/15/2022 13:39:09	00:16:08.728	25.063
06/15/2022 13:39:10	00:16:09.731	25.063
06/15/2022 13:39:11	00:16:10.737	25.063
06/15/2022 13:39:12	00:16:11.746	25.063
06/15/2022 13:39:13	00:16:12.747	25.063
06/15/2022 13:39:14	00:16:13.745	25.063
06/15/2022 13:39:15	00:16:14.754	25.063
06/15/2022 13:39:16	00:16:15.768	25.063
06/15/2022 13:39:17	00:16:16.767	25.063
06/15/2022 13:39:18	00:16:17.766	25.063
06/15/2022 13:39:19	00:16:18.776	25.063
06/15/2022 13:39:20	00:16:19.783	25.063
06/15/2022 13:39:21	00:16:20.792	25.063
06/15/2022 13:39:22	00:16:21.800	25.063
06/15/2022 13:39:23	00:16:22.812	25.063
06/15/2022 13:39:24	00:16:23.821	25.063
06/15/2022 13:39:25	00:16:24.822	25.063
06/15/2022 13:39:26	00:16:25.824	25.063
06/15/2022 13:39:27	00:16:26.825	25.063
06/15/2022 13:39:28	00:16:27.825	25.063
06/15/2022 13:39:29	00:16:28.830	25.063
06/15/2022 13:39:30	00:16:29.838	25.063
06/15/2022 13:39:31	00:16:30.839	25.063
06/15/2022 13:39:32	00:16:31.848	25.063
06/15/2022 13:39:33	00:16:32.855	25.063
06/15/2022 13:39:34	00:16:33.847	25.063
06/15/2022 13:39:35	00:16:34.848	25.063
06/15/2022 13:39:36	00:16:35.857	25.063
06/15/2022 13:39:37	00:16:36.858	25.063
06/15/2022 13:39:38	00:16:37.873	25.063
06/15/2022 13:39:39	00:16:38.877	25.063
06/15/2022 13:39:40	00:16:39.886	25.063
06/15/2022 13:39:41	00:16:40.899	25.063
06/15/2022 13:39:42	00:16:41.907	25.063
06/15/2022 13:39:44	00:16:42.910	25.063
06/15/2022 13:39:45	00:16:43.916	25.063
06/15/2022 13:39:46	00:16:44.916	25.063
06/15/2022 13:39:47	00:16:45.917	25.063
06/15/2022 13:39:48	00:16:46.925	25.063
06/15/2022 13:39:49	00:16:47.936	25.063
06/15/2022 13:39:50	00:16:48.934	25.063
06/15/2022 13:39:51	00:16:49.948	25.063
06/15/2022 13:39:52	00:16:50.956	25.063
06/15/2022 13:39:53	00:16:51.966	25.063
06/15/2022 13:39:54	00:16:52.971	25.063
06/15/2022 13:39:55	00:16:53.982	25.063
06/15/2022 13:39:56	00:16:54.987	25.063
06/15/2022 13:39:57	00:16:55.988	25.063
06/15/2022 13:39:58	00:16:56.987	25.063
06/15/2022 13:39:59	00:16:57.999	25.063
06/15/2022 13:40:00	00:16:59.000	25.063
06/15/2022 13:40:01	00:17:00.004	25.063
06/15/2022 13:40:02	00:17:01.012	25.063
06/15/2022 13:40:03	00:17:02.025	25.063
06/15/2022 13:40:04	00:17:03.033	25.063
06/15/2022 13:40:05	00:17:04.041	25.063
06/15/2022 13:40:06	00:17:05.042	25.063
06/15/2022 13:40:07	00:17:06.048	25.063
06/15/2022 13:40:08	00:17:07.059	25.063
06/15/2022 13:40:09	00:17:08.060	25.063
06/15/2022 13:40:10	00:17:09.064	25.063
06/15/2022 13:40:11	00:17:10.074	25.063
06/15/2022 13:40:12	00:17:11.085	25.063
06/15/2022 13:40:13	00:17:12.088	25.063
06/15/2022 13:40:14	00:17:13.093	25.063
06/15/2022 13:40:15	00:17:14.089	25.063
06/15/2022 13:40:16	00:17:15.089	25.063
06/15/2022 13:40:17	00:17:16.094	25.063
06/15/2022 13:40:18	00:17:17.108	25.063
06/15/2022 13:40:19	00:17:18.123	25.063
06/15/2022 13:40:20	00:17:19.128	25.063
06/15/2022 13:40:21	00:17:20.129	25.063
06/15/2022 13:40:22	00:17:21.138	25.063
06/15/2022 13:40:23	00:17:22.142	25.063
06/15/2022 13:40:24	00:17:23.154	25.063
06/15/2022 13:40:25	00:17:24.165	25.063
06/15/2022 13:40:26	00:17:25.176	25.063
06/15/2022 13:40:27	00:17:26.182	25.063
06/15/2022 13:40:28	00:17:27.191	25.063
06/15/2022 13:40:29	00:17:28.192	25.063
06/15/2022 13:40:30	00:17:29.203	25.063
06/15/2022 13:40:31	00:17:30.214	25.063
06/15/2022 13:40:32	00:17:31.214	25.063
06/15/2022 13:40:33	00:17:32.215	25.063
06/15/2022 13:40:34	00:17:33.224	25.063
06/15/2022 13:40:35	00:17:34.221	25.063
06/15/2022 13:40:36	00:17:35.222	25.063
06/15/2022 13:40:37	00:17:36.229	25.063
06/15/2022 13:40:38	00:17:37.229	25.063
06/15/2022 13:40:39	00:17:38.231	25.063
06/15/2022 13:40:40	00:17:39.234	25.063
06/15/2022 13:40:41	00:17:40.247	25.063
06/15/2022 13:40:42	00:17:41.245	25.063
06/15/2022 13:40:43	00:17:42.246	25.063
06/15/2022 13:40:44	00:17:43.250	25.063
06/15/2022 13:40:45	00:17:44.259	25.063
06/15/2022 13:40:46	00:17:45.269	25.063
06/15/2022 13:40:47	00:17:46.269	25.063
06/15/2022 13:40:48	00:17:47.276	25.063
06/15/2022 13:40:49	00:17:48.284	25.063
06/15/2022 13:40:50	00:17:49.290	25.063
06/15/2022 13:40:51	00:17:50.292	25.063
06/15/2022 13:40:52	00:17:51.292	25.063
06/15/2022 13:40:53	00:17:52.293	25.063
06/15/2022 13:40:54	00:17:53.308	25.063
06/15/2022 13:40:55	00:17:54.321	25.063
06/15/2022 13:40:56	00:17:55.328	25.063
06/15/2022 13:40:57	00:17:56.344	25.063
06/15/2022 13:40:58	00:17:57.348	25.063
06/15/2022 13:40:59	00:17:58.357	25.063
06/15/2022 13:41:00	00:17:59.360	25.063
06/15/2022 13:41:01	00:18:00.370	25.063
06/15/2022 13:41:02	00:18:01.375	25.063
06/15/2022 13:41:03	00:18:02.384	25.063
06/15/2022 13:41:04	00:18:03.385	25.063
06/15/2022 13:41:05	00:18:04.388	25.063
06/15/2022 13:41:06	00:18:05.394	25.063
06/15/2022 13:41:07	00:18:06.395	25.063
06/15/2022 13:41:08	00:18:07.402	25.063
06/15/2022 13:41:09	00:18:08.417	25.063
06/15/2022 13:41:10	00:18:09.423	25.063
06/15/2022 13:41:11	00:18:10.424	25.063
06/15/2022 13:41:12	00:18:11.433	25.063
06/15/2022 13:41:13	00:18:12.439	25.063
06/15/2022 13:41:14	00:18:13.450	25.063
06/15/2022 13:41:15	00:18:14.449	25.063
06/15/2022 13:41:16	00:18:15.455	25.063
06/15/2022 13:41:17	00:18:16.464	25.063
06/15/2022 13:41:18	00:18:17.470	25.063
06/15/2022 13:41:19	00:18:18.479	25.063
06/15/2022 13:41:20	00:18:19.480	25.063
06/15/2022 13:41:21	00:18:20.480	25.063
06/15/2022 13:41:22	00:18:21.482	25.063
06/15/2022 13:41:23	00:18:22.484	25.063
06/15/2022 13:41:24	00:18:23.484	25.063
06/15/2022 13:41:25	00:18:24.486	25.063
06/15/2022 13:41:26	00:18:25.489	25.063
06/15/2022 13:41:27	00:18:26.493	25.063
06/15/2022 13:41:28	00:18:27.495	25.063
06/15/2022 13:41:29	00:18:28.496	25.063
06/15/2022 13:41:30	00:18:29.500	25.063
06/15/2022 13:41:31	00:18:30.501	25.063
06/15/2022 13:41:32	00:18:31.504	25.063
06/15/2022 13:41:33	00:18:32.511	25.063
06/15/2022 13:41:34	00:18:33.512	25.063
06/15/2022 13:41:35	00:18:34.516	25.063
06/15/2022 13:41:36	00:18:35.525	25.063
06/15/2022 13:41:37	00:18:36.533	25.063
06/15/2022 13:41:38	00:18:37.542	25.063
06/15/2022 13:41:39	00:18:38.542	25.063
06/15/2022 13:41:40	00:18:39.543	25.063
06/15/2022 13:41:41	00:18:40.547	25.063
